Days;Hours;Minutes;Students;Workers;OccupiedWorkers;EssentialJobWorkers;Retired;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork;
10;0;0;190324;368930;178027;79999;298656;5;11;12;0;13;0;0;0;15;0;0;0;0;0;0;0;2;10;1;13;8;0;0;0;0;0;4;0;0;0;0;0;0;1;5;4;11;29;15;119512;40757;27204;0;120809;24037;0;14118;10073304967;0;234345;13544;9964;0;
11;0;0;190324;368930;178027;79999;298656;3;16;6;0;9;0;0;0;16;0;0;0;0;0;0;0;2;9;3;11;8;0;0;0;0;0;3;0;0;0;0;0;0;8;6;6;9;13;19;100012;33310;22479;0;101235;19290;0;15620;10073808815;0;235857;13544;8453;0;
12;0;0;190324;368930;178027;79999;298656;3;8;4;0;7;0;0;0;8;0;0;0;0;0;0;1;3;7;5;14;6;0;0;0;0;0;2;0;0;0;0;0;0;3;6;10;5;18;10;79553;27483;18126;0;80359;16123;0;21276;10074232635;0;237273;13544;7038;0;
13;0;0;190324;368930;178027;79999;298656;3;12;2;0;5;0;0;0;12;0;0;0;0;0;0;1;2;4;3;11;10;0;0;0;0;1;1;0;0;0;0;0;0;1;2;3;7;12;10;66418;22390;14739;0;67472;12820;0;28480;10074634157;0;238518;13544;5794;0;
14;0;0;190324;368930;178027;79999;298656;1;8;7;0;6;0;0;0;10;0;0;0;0;0;0;1;2;8;2;9;8;0;0;0;0;0;3;0;0;0;0;0;0;0;1;2;0;3;5;53457;18701;11873;0;53886;10605;0;24788;10074946439;0;239597;13544;4715;0;
15;0;0;190324;368930;178027;79999;298656;2;9;5;0;6;0;0;0;10;0;0;0;0;0;0;3;2;5;5;10;4;0;0;0;2;1;2;0;0;0;0;0;0;1;2;0;1;2;3;44517;15330;9618;0;45310;8649;0;23698;10075239795;0;240532;13544;3780;0;
16;0;0;190324;368930;178027;79999;298656;4;10;5;0;4;0;0;0;15;0;0;0;0;0;0;0;4;5;5;8;5;0;0;0;0;0;3;0;0;0;0;0;0;0;0;7;0;4;9;36032;12658;7721;0;36408;7218;0;25148;10075481251;0;241259;13544;3054;0;
17;0;0;190324;368930;178027;79999;298656;4;10;6;0;5;0;0;0;15;0;0;0;0;0;0;0;1;1;4;10;5;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;5;2;29684;10308;6227;0;30281;5861;0;25034;10075682645;0;241940;13544;2373;0;
18;0;0;190324;368930;178027;79999;298655;3;7;5;0;6;0;0;0;9;0;0;0;0;0;0;1;3;3;4;6;2;0;0;0;1;1;2;0;0;0;0;0;1;0;1;7;1;6;9;24053;8580;5051;0;24343;4799;0;31132;10075815333;0;242343;13544;1970;0;
19;0;0;190324;368930;178027;79999;298654;2;4;3;0;2;0;0;0;7;0;0;0;0;0;0;0;3;4;3;7;2;0;0;0;0;0;3;0;0;0;0;0;1;0;1;5;0;6;5;19812;6973;4120;0;20343;3960;0;31062;10075940579;0;242764;13544;1549;0;
20;0;0;190324;368930;178027;79999;298653;5;7;2;0;6;0;0;0;8;0;0;0;0;0;0;0;2;0;1;7;1;0;0;0;0;2;0;0;0;0;0;0;1;0;3;9;1;11;6;16190;5834;3315;0;16394;3209;0;30948;10076002959;0;242951;13544;1362;0;
21;0;0;190324;368930;178027;79999;298651;2;8;13;0;9;0;0;0;14;0;0;0;0;0;0;0;1;3;4;6;3;0;0;0;0;0;2;0;0;0;0;0;2;1;3;6;2;10;9;13300;4791;2634;0;13604;2664;0;31056;10076080377;0;243212;13544;1101;0;
22;0;0;190324;368930;178027;79999;298651;4;5;7;0;8;0;0;0;8;0;0;0;0;0;0;0;3;2;4;6;3;0;0;0;0;1;1;0;0;0;0;0;0;2;1;6;4;13;5;10864;4027;2131;0;11104;2116;0;31108;10076132165;0;243372;13544;941;0;
23;0;0;190324;368930;178027;79999;298650;4;9;5;0;7;0;0;0;11;0;0;0;0;0;0;0;2;6;3;6;1;0;0;0;0;0;2;0;0;0;0;0;1;1;2;5;5;15;6;8968;3298;1697;0;9181;1771;0;31058;10076187211;0;243551;13544;762;0;
24;0;0;190324;368930;178027;79999;298650;0;5;4;0;5;0;0;0;4;0;0;0;0;0;0;0;6;3;4;6;4;0;0;0;0;1;1;0;0;0;0;0;0;1;4;6;2;6;5;7297;2728;1371;0;7423;1502;0;31156;10076228515;0;243675;13543;639;0;
25;0;0;190324;368930;178027;79999;298649;5;7;3;0;4;0;0;0;11;0;0;0;0;0;0;0;3;1;3;3;5;0;0;0;0;0;0;0;0;0;0;0;1;1;1;8;4;8;5;5985;2239;1131;0;6111;1182;0;30942;10076264381;0;243791;13542;524;0;
26;0;0;190324;368930;178027;79999;298649;4;3;4;0;1;0;0;0;10;0;0;0;0;0;0;0;3;2;2;5;3;0;0;0;0;1;0;0;0;0;0;0;0;1;2;3;3;7;3;4933;1865;909;0;4996;942;0;31062;10076291831;0;243895;13541;421;0;
27;0;0;190324;368930;178027;79999;298649;2;7;4;0;3;0;0;0;10;0;0;0;0;0;0;1;1;2;1;2;1;0;0;0;0;0;2;0;0;0;0;0;0;0;4;1;5;11;4;4082;1547;755;0;4142;763;0;31062;10076319197;0;243978;13541;338;0;
28;0;0;190324;368930;178027;79999;298647;2;12;8;0;10;0;0;0;12;0;0;0;0;0;0;0;0;4;1;5;2;0;0;0;0;0;2;0;0;0;0;0;2;0;3;3;0;9;4;3373;1282;614;0;3424;636;0;31062;10076342409;0;244053;13540;264;0;
29;0;0;190324;368930;178027;79999;298646;2;6;5;0;5;0;0;0;8;0;0;0;0;0;0;0;2;3;5;10;3;0;0;0;0;0;2;0;0;0;0;0;1;0;1;1;7;7;2;2772;1060;489;0;2848;524;0;31062;10076353987;0;244094;13538;225;0;
30;0;0;190324;368930;178027;79999;298646;2;6;5;0;8;0;0;0;5;0;0;0;0;0;0;0;0;3;4;5;2;0;0;0;0;0;1;0;0;0;0;0;0;0;3;1;6;5;2;2316;896;393;0;2352;461;0;31062;10076371103;0;244149;13538;170;0;
31;0;0;190324;368930;178027;79999;298645;0;10;6;0;6;0;0;0;10;0;0;0;0;0;0;1;1;4;3;5;4;0;0;0;0;0;3;0;0;0;0;0;1;0;4;1;2;7;3;1866;726;330;0;1906;384;0;30900;10076380123;0;244174;13538;145;0;
32;0;0;190324;368929;178027;79998;298643;1;8;2;0;6;0;0;0;5;0;0;0;0;0;0;0;1;2;3;9;4;0;0;0;0;0;1;0;0;0;0;1;2;0;3;4;2;3;2;1542;592;266;0;1554;305;0;31062;10076384849;0;244193;13538;126;0;
33;0;0;190324;368929;178027;79998;298643;0;5;5;0;3;0;0;0;7;0;0;0;0;0;0;0;2;1;1;3;5;0;0;0;0;0;1;0;0;0;0;0;0;0;3;3;5;9;3;1252;493;212;0;1275;253;0;31086;10076392431;0;244213;13538;106;0;
34;0;0;190324;368929;178027;79998;298643;4;11;1;0;4;0;0;0;12;0;0;0;0;0;0;0;3;2;3;8;3;0;0;0;0;0;1;0;0;0;0;0;0;0;2;3;1;7;3;1028;399;156;0;1047;242;0;31062;10076398845;0;244238;13538;81;0;
35;0;0;190324;368929;178027;79998;298643;3;4;3;0;3;0;0;0;7;0;0;0;0;0;0;0;2;2;3;2;3;0;0;0;0;1;2;0;0;0;0;0;0;0;1;2;6;2;2;828;332;123;0;827;161;0;31062;10076402265;0;244249;13538;70;0;
36;0;0;190324;368929;178027;79998;298643;4;7;6;0;7;0;0;0;10;0;0;0;0;0;0;0;0;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;5;3;674;266;96;0;673;134;0;31062;10076406649;0;244263;13538;56;0;
37;0;0;190324;368929;178027;79998;298643;3;9;2;0;6;0;0;0;8;0;0;0;0;0;0;0;2;4;0;5;2;0;0;0;0;1;2;0;0;0;0;0;0;0;1;1;1;1;4;537;209;86;0;557;100;0;31062;10076412251;0;244281;13538;38;0;
38;0;0;190324;368929;178027;79998;298643;4;3;7;0;4;0;0;0;10;0;0;0;0;0;0;0;2;2;1;4;3;0;0;0;0;1;1;0;0;0;0;0;0;1;1;3;0;4;7;451;177;66;0;470;89;0;31062;10076413477;0;244285;13538;34;0;
39;0;0;190324;368929;178027;79998;298643;2;9;2;0;7;0;0;0;6;0;0;0;0;0;0;1;1;1;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;6;2;376;149;57;0;384;65;0;31062;10076414381;0;244288;13538;31;0;
40;0;0;190324;368929;178027;79998;298643;1;6;3;0;2;0;0;0;8;0;0;0;0;0;0;1;0;2;2;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;8;2;309;123;46;0;312;70;0;31062;10076414715;0;244289;13538;30;0;
41;0;0;190324;368929;178027;79998;298642;3;3;4;0;1;0;0;0;9;0;0;0;0;0;0;0;3;0;2;5;1;0;0;0;0;1;0;0;0;0;0;0;1;0;4;0;1;6;2;258;97;33;0;259;44;0;31062;10076417189;0;244297;13538;22;0;
42;0;0;190324;368929;178027;79998;298642;2;5;2;0;5;0;0;0;4;0;0;0;0;0;0;0;4;2;5;10;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3;5;0;6;5;211;80;31;0;221;32;0;31062;10076416881;0;244296;13538;23;0;
43;0;0;190324;368929;178027;79998;298642;1;6;2;0;2;0;0;0;7;0;0;0;0;0;0;1;3;2;3;3;1;0;0;0;0;1;2;0;0;0;0;0;0;1;2;5;2;9;5;178;68;25;0;179;34;0;31062;10076418125;0;244300;13538;19;0;
44;0;0;190324;368929;178027;79998;298641;2;6;2;0;3;0;0;0;7;0;0;0;0;0;0;0;1;0;2;2;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;6;1;153;57;22;0;152;29;0;31062;10076418761;0;244302;13538;17;0;
45;0;0;190324;368929;178027;79998;298641;2;7;8;0;0;0;0;0;17;0;0;0;0;0;0;0;2;1;0;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;4;1;126;46;16;0;123;21;0;31062;10076420009;0;244306;13538;13;0;
46;0;0;190324;368929;178027;79998;298641;3;5;5;0;4;0;0;0;9;0;0;0;0;0;0;0;0;0;2;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;6;2;97;41;12;0;106;17;0;31062;10076420317;0;244307;13538;12;0;
47;0;0;190324;368929;178027;79998;298640;2;7;1;0;6;0;0;0;4;0;0;0;0;0;0;0;1;2;3;5;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;5;2;91;38;9;0;89;14;0;31062;10076420633;0;244308;13538;11;0;
48;0;0;190324;368929;178027;79998;298640;2;8;3;0;5;0;0;0;8;0;0;0;0;0;0;0;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;5;2;76;30;6;0;74;11;0;31062;10076420631;0;244308;13538;11;0;
49;0;0;190324;368929;178027;79998;298640;4;6;2;0;5;0;0;0;7;0;0;0;0;0;0;1;2;2;2;1;2;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;2;8;1;64;26;6;0;67;10;0;31062;10076421571;0;244311;13538;8;0;
50;0;0;190324;368929;178027;79998;298640;3;11;4;0;7;0;0;0;11;0;0;0;0;0;0;0;0;2;4;3;3;0;0;0;0;0;0;0;0;0;0;0;0;1;5;2;1;7;4;53;19;5;0;52;13;0;31062;10076423125;0;244316;13538;3;0;
51;0;0;190324;368929;178027;79998;298640;0;6;8;0;4;0;0;0;10;0;0;0;0;0;0;0;3;3;0;3;2;0;0;0;0;1;2;0;0;0;0;0;0;1;0;0;2;6;0;41;19;4;0;43;9;0;31062;10076423443;0;244317;13538;2;0;
52;0;0;190324;368929;178027;79998;298640;2;6;1;0;2;0;0;0;7;0;0;0;0;0;0;0;5;2;3;5;2;0;0;0;0;0;0;0;0;0;0;0;0;1;4;1;0;7;4;34;13;4;0;32;8;0;30588;10076424611;0;244317;13538;2;0;
53;0;0;190324;368929;178027;79998;298640;4;2;4;0;3;0;0;0;7;0;0;0;0;0;0;0;2;1;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;4;1;29;12;4;0;28;5;0;31062;10076423755;0;244318;13538;1;0;
54;0;0;190324;368929;178027;79998;298640;1;5;3;0;3;0;0;0;6;0;0;0;0;0;0;1;1;2;2;8;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;5;5;2;23;10;4;0;22;5;0;31062;10076423755;0;244318;13538;1;0;
55;0;0;190324;368929;178027;79998;298640;2;7;3;0;5;0;0;0;7;0;0;0;0;0;0;0;3;1;1;8;2;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;2;2;3;17;6;2;0;20;6;0;31062;10076423755;0;244318;13538;1;0;
56;0;0;190324;368929;178027;79998;298640;1;5;3;0;4;0;0;0;5;0;0;0;0;0;0;0;1;1;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;5;4;13;5;3;0;15;2;0;31062;10076424067;0;244319;13538;0;0;
57;0;0;190324;368929;178027;79998;298640;0;5;3;0;2;0;0;0;6;0;0;0;0;0;0;0;1;1;3;7;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;3;4;0;12;6;3;0;11;2;0;31062;10076423755;0;244318;13537;2;0;
58;0;0;190324;368929;178027;79998;298639;0;9;2;0;8;0;0;0;3;0;0;0;0;0;0;0;2;3;0;6;2;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;3;0;3;11;5;3;0;11;0;0;31062;10076424373;0;244320;13537;0;0;
59;0;0;190324;368929;178027;79998;298639;1;8;2;0;5;0;0;0;6;0;0;0;0;0;0;0;1;1;3;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;2;3;2;10;5;3;0;10;2;0;31062;10076424379;0;244320;13537;0;0;
60;0;0;190324;368929;178027;79998;298639;1;11;1;0;6;0;0;0;7;0;0;0;0;0;0;0;0;2;2;2;3;0;0;0;0;0;1;0;0;0;0;0;0;0;5;1;3;5;2;9;4;3;0;9;0;0;31062;10076424379;0;244320;13537;0;0;
61;0;0;190324;368929;178027;79998;298639;2;5;2;0;5;0;0;0;4;0;0;0;0;0;0;1;2;0;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;2;9;4;3;0;9;0;0;31062;10076424377;0;244320;13537;0;0;
62;0;0;190324;368929;178027;79998;298639;2;5;1;0;4;0;0;0;4;0;0;0;0;0;0;0;0;2;2;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;4;0;9;4;3;0;9;0;0;31062;10076424379;0;244320;13537;0;0;
63;0;0;190324;368929;178027;79998;298639;2;4;4;0;2;0;0;0;8;0;0;0;0;0;0;0;2;0;0;7;2;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;1;3;2;9;4;3;0;9;0;0;31062;10076423755;0;244318;13537;2;0;
64;0;0;190324;368929;178027;79998;298639;2;7;1;0;4;0;0;0;6;0;0;0;0;0;0;0;1;1;1;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;2;2;2;7;4;3;0;9;1;0;31062;10076423753;0;244318;13537;2;0;
65;0;0;190324;368929;178027;79998;298639;0;7;2;0;6;0;0;0;3;0;0;0;0;0;0;0;2;1;0;4;3;0;0;0;0;1;0;0;0;0;0;0;0;1;3;3;3;2;2;6;2;2;0;6;2;0;31062;10076424379;0;244320;13537;0;0;
66;0;0;190324;368929;178027;79998;298639;3;5;2;0;4;0;0;0;6;0;0;0;0;0;0;0;1;1;1;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;6;3;6;3;2;0;4;1;0;31062;10076424067;0;244319;13537;1;0;
67;0;0;190324;368929;178027;79998;298639;1;9;6;0;6;0;0;0;10;0;0;0;0;0;0;0;4;1;1;6;1;0;0;0;0;1;0;0;0;0;0;0;0;0;3;1;2;5;2;3;2;1;0;2;2;0;31062;10076424067;0;244319;13537;1;0;
68;0;0;190324;368929;178027;79998;298638;1;5;2;0;1;0;0;0;7;0;0;0;0;0;0;0;2;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;13;1;1;1;0;0;1;1;0;31062;10076424067;0;244319;13537;1;0;
69;0;0;190324;368929;178027;79998;298638;2;7;0;0;6;0;0;0;3;0;0;0;0;0;0;0;1;1;2;6;3;0;0;0;0;0;1;0;0;0;0;0;0;1;3;1;2;6;1;2;1;0;0;2;0;0;31062;10076424067;0;244319;13537;1;0;
70;0;0;190324;368929;178027;79998;298638;2;5;1;0;4;0;0;0;4;0;0;0;0;0;0;0;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;5;4;2;1;0;0;2;0;0;31062;10076424379;0;244320;13537;0;0;
71;0;0;190324;368929;178027;79998;298638;2;2;0;0;2;0;0;0;2;0;0;0;0;0;0;1;2;1;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;2;2;1;0;0;2;0;0;31062;10076424379;0;244320;13537;0;0;
72;0;0;190324;368929;178027;79998;298638;0;4;2;0;2;0;0;0;4;0;0;0;0;0;0;0;2;1;2;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;2;6;2;2;1;0;0;2;0;0;31062;10076424379;0;244320;13537;0;0;
73;0;0;190324;368929;178027;79998;298638;1;6;1;0;4;0;0;0;4;0;0;0;0;0;0;0;2;2;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;6;1;3;1;0;0;2;0;0;31062;10076424379;0;244320;13537;0;0;
74;0;0;190324;368929;178027;79998;298638;1;5;2;0;4;0;0;0;4;0;0;0;0;0;0;0;2;2;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;6;0;2;1;0;0;2;0;0;31062;10076424379;0;244320;13537;0;0;
75;0;0;190324;368929;178027;79998;298638;7;3;2;0;2;0;0;0;10;0;0;0;0;0;0;0;0;0;3;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;7;3;2;1;0;0;2;0;0;31062;10076424377;0;244320;13537;0;0;
76;0;0;190324;368929;178027;79998;298638;2;4;3;0;1;0;0;0;8;0;0;0;0;0;0;0;1;0;1;6;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;0;4;2;2;1;0;0;2;0;0;31062;10076424379;0;244320;13537;0;0;
77;0;0;190324;368929;178027;79998;298638;0;6;2;0;3;0;0;0;5;0;0;0;0;0;0;0;1;3;2;5;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;1;2;5;3;2;1;0;0;2;0;0;31062;10076424379;0;244320;13537;0;0;
78;0;0;190324;368929;178027;79998;298638;2;6;2;0;4;0;0;0;6;0;0;0;0;0;0;0;0;1;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;2;1;0;0;2;0;0;31062;10076424379;0;244320;13537;0;0;
79;0;0;190324;368929;178027;79998;298638;0;9;1;0;5;0;0;0;5;0;0;0;0;0;0;0;1;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;8;2;2;1;0;0;2;0;0;31062;10076424379;0;244320;13537;0;0;
80;0;0;190324;368929;178027;79998;298638;2;5;2;0;3;0;0;0;6;0;0;0;0;0;0;0;2;0;0;3;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;2;5;3;2;1;0;0;3;1;0;31062;10076424379;0;244320;13537;0;0;
81;0;0;190324;368929;178027;79998;298638;4;2;3;0;2;0;0;0;7;0;0;0;0;0;0;1;0;0;3;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;2;1;3;0;2;1;0;0;2;0;0;31062;10076424067;0;244319;13537;1;0;
82;0;0;190324;368929;178027;79998;298638;0;4;0;0;3;0;0;0;1;0;0;0;0;0;0;1;2;1;2;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;3;0;1;4;1;2;0;0;0;2;1;0;31062;10076424377;0;244320;13537;0;0;
83;0;0;190324;368929;178027;79998;298637;1;2;2;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;1;5;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;4;0;1;0;0;0;1;0;0;31062;10076424377;0;244320;13537;0;0;
84;0;0;190324;368929;178027;79998;298637;0;4;4;0;3;0;0;0;5;0;0;0;0;0;0;0;0;1;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;7;1;1;0;0;0;1;0;0;31062;10076424377;0;244320;13537;0;0;
85;0;0;190324;368929;178027;79998;298637;2;2;1;0;2;0;0;0;3;0;0;0;0;0;0;0;1;1;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;0;0;0;0;0;1;0;31062;10076424377;0;244320;13537;0;0;
86;0;0;190324;368929;178027;79998;298637;2;1;4;0;0;0;0;0;7;0;0;0;0;0;0;1;1;3;2;6;3;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;2;4;0;0;0;0;0;2;0;0;31062;10076424377;0;244320;13537;0;0;
87;0;0;190324;368929;178027;79998;298637;0;3;3;0;2;0;0;0;4;0;0;0;0;0;0;0;1;0;4;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;5;0;2;0;0;0;2;0;0;31062;10076424377;0;244320;13537;0;0;
88;0;0;190324;368929;178027;79998;298636;0;5;0;0;1;0;0;0;4;0;0;0;0;0;0;0;1;1;2;2;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;2;1;0;1;0;0;0;1;0;0;31062;10076424377;0;244320;13537;0;0;
89;0;0;190324;368929;178027;79998;298636;2;4;1;0;1;0;0;0;6;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;1;2;2;1;0;0;0;1;0;0;31062;10076424377;0;244320;13537;0;0;
90;0;0;190324;368929;178027;79998;298636;2;4;1;0;2;0;0;0;5;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;0;1;0;0;0;1;0;0;31062;10076424377;0;244320;13537;0;0;
