Days;Hours;Minutes;Students;Workers;OccupiedWorkers;EssentialJobWorkers;Retired;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;ExposedByStudent;ExposedByWorker;ExposedByRetired;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork;
70;0;0;190322;368918;178024;79997;297321;6;10;129;0;131;0;0;0;14;0;0;0;0;0;0;3;9;133;1;2;68;5;10;63;0;0;0;0;0;0;0;0;0;0;0;5;0;3;59;3;7;31;563082;198911;145511;0;562543;0;0;101788;10064543475;0;203850;10309;43740;0;
71;0;0;190322;368918;178024;79997;297317;4;12;125;0;131;0;0;0;10;0;0;0;0;0;0;3;7;131;0;9;66;10;11;43;0;0;0;0;0;4;0;0;0;0;0;4;0;3;54;6;8;41;562056;198850;145355;0;562650;0;0;100660;10064534523;0;203850;10309;43740;0;
72;0;0;190322;368918;178024;79997;297317;8;12;148;0;152;0;0;0;15;0;1;0;0;0;0;1;12;155;0;3;56;6;9;45;0;0;0;0;0;4;0;0;0;0;0;0;0;1;53;4;8;44;562680;198862;145402;0;562646;0;0;106274;10064565091;0;204147;10309;43443;0;
73;0;0;190322;368918;178024;79997;297313;10;17;111;0;124;0;0;0;14;0;0;0;0;0;0;4;12;122;0;0;50;3;12;58;0;0;0;0;0;1;0;0;0;0;0;4;1;0;63;5;6;46;562010;198755;145350;0;562310;0;0;107670;10064492901;0;204253;10309;43337;0;
74;0;0;190322;368918;178024;79997;297312;6;17;110;0;117;0;0;0;16;0;0;0;0;0;0;1;11;121;0;2;61;5;14;50;0;0;0;0;0;3;0;0;0;0;0;1;1;3;56;4;13;40;562296;198720;145496;0;561942;0;0;106150;10064719251;0;204517;10309;43073;0;
75;0;0;190322;368918;178024;79997;297311;9;11;108;0;113;0;0;0;15;0;0;0;0;0;0;2;11;115;0;0;48;7;10;67;0;0;0;0;0;2;0;0;0;0;0;1;0;0;46;2;6;49;562263;198694;145238;0;561931;0;0;110002;10064629023;0;204313;10309;43277;0;
76;0;0;190322;368918;178024;79997;297306;8;14;109;0;117;0;0;0;14;0;0;0;0;0;0;1;12;118;0;4;62;9;11;75;0;0;0;0;0;3;0;0;0;0;0;5;1;2;57;6;15;54;562183;198736;145515;0;561802;0;0;107822;10064722995;0;204515;10309;43075;0;
77;0;0;190322;368918;178024;79997;297306;4;10;99;0;99;0;0;0;14;0;0;0;0;0;0;2;12;99;0;2;62;11;11;72;0;0;0;0;0;2;0;0;0;0;0;0;0;1;62;5;7;47;562160;198764;145306;0;561695;0;0;109862;10064588283;0;204223;10309;43367;0;
78;0;0;190322;368918;178024;79997;297304;6;12;96;0;99;0;0;0;15;0;0;0;0;0;0;8;8;98;1;4;65;9;15;57;0;0;0;0;0;1;0;0;0;0;0;2;0;0;50;5;10;47;562112;198659;145407;0;561704;0;0;110180;10064643241;0;204234;10309;43356;0;
79;0;0;190322;368918;178024;79997;297302;5;14;94;0;101;0;0;0;12;0;0;0;0;0;0;3;12;98;0;1;68;12;8;57;0;0;0;0;0;4;0;0;0;0;0;2;0;1;55;4;14;55;561845;198722;145246;0;561879;0;0;113638;10064524423;0;204081;10309;43509;0;
80;0;0;190322;368918;178024;79997;297302;7;16;100;0;113;0;0;0;10;0;0;0;0;0;0;5;6;112;0;3;46;8;15;43;0;0;0;0;1;4;0;0;0;0;0;0;0;6;57;8;7;56;561912;198595;145465;0;561398;0;0;117688;10064600223;0;203969;10309;43621;0;
81;0;0;190322;368918;178024;79997;297301;1;8;84;0;86;0;0;0;7;0;0;0;0;0;0;1;7;85;1;3;62;3;14;47;0;0;0;0;0;4;0;0;0;0;0;1;0;6;57;5;9;52;561698;198632;145221;0;561761;0;0;118688;10064543359;0;203951;10309;43639;0;
82;0;0;190322;368918;178024;79997;297300;4;14;120;0;126;0;0;0;12;0;0;0;0;0;0;9;11;118;0;3;59;5;6;57;0;0;0;0;0;4;0;0;0;0;0;1;1;0;56;10;15;45;562291;198741;145393;0;561370;0;0;116396;10064556017;0;204030;10309;43560;0;
83;0;0;190322;368918;178024;79997;297300;6;10;105;0;115;0;0;0;5;0;1;0;0;0;0;7;8;106;0;3;54;6;8;46;0;0;0;0;0;3;0;0;0;0;0;0;0;5;58;7;8;58;561708;198605;145159;0;561761;0;0;121140;10064587609;0;204097;10309;43493;0;
84;0;0;190322;368918;178024;79997;297299;6;16;104;0;110;0;0;0;16;0;0;0;0;0;0;5;11;110;0;0;61;7;6;51;0;0;0;0;0;4;0;0;0;0;0;1;0;2;46;6;11;49;562057;198605;145412;0;561431;0;0;119350;10064657689;0;204273;10309;43317;0;
85;0;0;190322;368918;178024;79997;297299;6;5;105;0;103;0;0;0;13;0;0;0;0;0;0;8;4;104;0;5;51;5;16;47;0;0;0;0;0;5;0;0;0;0;0;0;0;2;48;12;12;66;561787;198606;145046;0;561708;0;0;122878;10064636015;0;204126;10309;43464;0;
86;0;0;190322;368918;178024;79997;297299;3;14;124;0;132;0;0;0;9;0;0;0;0;0;0;3;5;133;0;0;59;5;9;41;0;0;0;0;0;5;0;0;0;0;0;0;0;1;53;6;10;67;561922;198589;145373;0;561255;0;0;122208;10064569893;0;204028;10309;43562;0;
87;0;0;190322;368918;178024;79997;297299;4;13;112;0;120;0;0;0;9;0;0;0;0;0;0;7;5;117;1;2;65;3;15;39;0;0;0;0;0;5;0;0;0;0;0;0;1;5;67;5;17;59;561982;198449;144999;0;561503;0;0;146974;10064640539;0;204077;10309;43513;0;
88;0;0;190322;368918;178024;79997;297298;4;16;101;0;113;0;0;0;8;0;0;0;0;0;0;2;10;109;0;3;51;5;7;40;0;0;0;0;0;5;0;0;0;0;0;1;0;2;55;12;12;59;562028;198612;145316;0;561188;0;0;126356;10064653783;0;204104;10309;43486;0;
89;0;0;190322;368918;178024;79997;297298;11;9;98;0;103;0;0;0;15;0;0;0;0;0;0;3;9;106;1;3;61;4;13;49;0;0;0;0;0;8;0;0;0;0;0;0;0;1;65;4;8;64;561808;198461;145092;0;561157;0;0;150034;10064616403;0;203774;10309;43816;0;
90;0;0;190322;368918;178024;79997;297298;2;11;107;0;116;0;0;0;4;0;0;0;0;0;0;2;6;112;0;0;49;2;7;55;0;0;0;0;0;2;0;0;0;0;0;0;0;3;71;3;16;53;561980;198449;145209;0;561192;0;0;130646;10064604175;0;203711;10309;43879;0;
91;0;0;190322;368918;178024;79997;297297;4;12;111;0;113;0;0;0;14;0;0;0;0;0;0;5;12;110;0;0;53;6;12;42;0;0;0;0;0;2;0;0;0;0;0;1;1;2;54;9;11;43;561746;198404;144990;0;561172;0;0;132264;10064529993;0;203641;10309;43949;0;
92;0;0;190322;368918;178024;79997;297297;5;11;113;0;118;0;0;0;11;0;0;0;0;0;0;6;7;116;1;3;58;9;8;63;0;0;0;0;1;4;0;0;0;0;0;0;0;2;59;2;12;50;561851;198550;145183;0;561240;0;0;132718;10064381779;0;203171;10309;44419;0;
93;0;0;190322;368918;178024;79997;297296;9;9;95;0;100;0;0;0;13;0;0;0;0;0;0;3;10;100;1;1;70;2;15;50;0;0;0;0;0;4;0;0;0;0;0;1;0;3;39;6;8;52;561541;198425;145030;0;561325;0;0;136638;10064248663;0;202671;10309;44919;0;
94;0;0;190322;368918;178024;79997;297295;13;12;112;0;119;0;0;0;18;0;0;0;0;0;0;2;12;123;0;2;61;4;7;40;0;0;0;0;0;1;0;0;0;0;0;1;0;5;70;8;13;59;561927;198491;145265;0;561249;0;0;136748;10064254011;0;202680;10309;44910;0;
95;0;0;190322;368918;178024;79997;297295;6;16;122;0;132;0;0;0;12;0;0;0;0;0;0;3;11;130;0;3;51;4;8;57;0;0;0;0;0;3;0;0;0;0;0;0;0;1;60;9;9;44;561393;198434;144934;0;561102;0;0;167712;10064220121;0;202428;10309;45162;0;
96;0;0;190322;368918;178024;79997;297291;13;14;126;0;141;0;0;0;12;0;0;0;0;0;0;1;9;143;0;2;59;4;14;59;0;0;0;0;0;2;0;0;0;0;0;4;2;1;56;7;9;47;562003;198419;145133;0;561159;0;0;139426;10064187615;0;202420;10309;45170;0;
97;0;0;190322;368918;178024;79997;297288;7;14;134;0;145;0;0;0;10;0;0;0;0;0;0;0;17;138;1;3;44;8;10;45;0;0;0;0;0;1;0;0;0;0;0;3;0;2;59;1;12;38;561088;198413;144930;0;561013;0;0;176074;10064204965;0;202424;10309;45166;0;
98;0;0;190322;368918;178024;79997;297287;7;24;113;0;124;0;0;0;20;0;0;0;0;0;0;0;25;119;0;2;63;2;9;63;0;0;0;0;0;4;0;0;0;0;0;1;0;3;56;8;14;52;561965;198393;145124;0;560906;0;0;139288;10064288237;0;202673;10309;44917;0;
99;0;0;190322;368918;178024;79997;297286;10;13;124;0;130;0;0;0;17;0;0;0;0;0;0;0;13;134;0;4;51;7;3;54;0;0;0;0;0;5;0;0;0;0;0;1;0;2;47;0;8;48;560991;198326;145018;0;561027;0;0;141986;10064279833;0;202480;10309;45110;0;
100;0;0;190322;368918;178024;79997;297284;5;10;119;0;124;0;0;0;10;0;0;0;0;0;0;1;11;122;0;2;50;13;12;58;0;0;0;0;0;3;0;0;0;0;0;2;1;2;71;1;9;47;561589;198316;145086;0;561029;0;0;146064;10064237165;0;202454;10309;45136;0;
101;0;0;190322;368918;178024;79997;297283;2;11;101;0;108;0;0;0;6;0;0;0;0;0;0;0;10;104;0;2;59;10;10;64;0;0;0;0;0;1;0;0;0;0;0;1;1;1;48;4;7;67;560932;198330;145000;0;560660;0;0;143796;10064246535;0;202458;10309;45132;0;
102;0;0;190322;368918;178024;79997;297282;5;6;100;0;102;0;0;0;9;0;0;0;0;0;0;1;10;100;0;0;59;7;12;56;0;0;0;0;0;2;0;0;0;0;0;1;0;1;52;8;13;46;561335;198309;145042;0;561123;0;0;147658;10064353877;0;202684;10309;44906;0;
103;0;0;190322;368918;178024;79997;297279;8;23;124;0;141;0;0;0;14;0;0;0;0;0;0;2;15;138;0;1;62;6;6;57;0;0;0;0;0;2;0;0;0;0;0;3;0;2;65;4;7;45;560939;198233;144970;0;560256;0;0;149156;10064429339;0;202770;10309;44820;0;
104;0;0;190322;368918;178024;79997;297279;5;14;108;0;116;0;0;0;11;0;0;0;0;0;0;2;8;117;0;3;66;7;12;53;0;0;0;0;0;4;0;0;0;0;0;0;0;2;55;8;15;55;560903;198205;144938;0;561025;0;0;149460;10064483515;0;202978;10309;44613;0;
105;0;0;190322;368918;178024;79997;297279;4;10;101;0;111;0;0;0;4;0;0;0;0;0;0;2;5;108;0;3;62;9;18;52;0;0;0;0;1;4;0;0;0;0;0;0;0;1;68;3;8;49;560944;198366;144923;0;560230;0;0;151688;10064451835;0;203081;10309;44510;0;
106;0;0;190322;368918;178024;79997;297279;14;18;121;0;136;0;0;0;16;0;1;0;0;0;0;6;15;132;1;2;75;6;10;60;0;0;0;0;0;4;0;0;0;0;0;0;0;1;46;6;8;49;560914;198212;144863;0;560800;0;0;155164;10064539599;0;203193;10309;44398;0;
107;0;0;190322;368918;178024;79997;297279;3;12;90;0;93;0;0;0;12;0;0;0;0;0;0;2;7;96;0;4;55;10;12;49;0;0;0;0;0;3;0;0;0;0;0;0;0;2;48;7;11;49;560923;198277;144872;0;560496;0;0;153744;10064556211;0;203360;10309;44231;0;
108;0;0;190322;368918;178024;79997;297279;11;12;104;0;106;0;0;0;21;0;0;0;0;0;0;8;9;110;1;6;58;5;5;48;0;0;0;0;0;3;0;0;0;0;0;0;1;4;56;10;7;60;561144;198183;144837;0;560607;0;0;156742;10064655349;0;203494;10309;44097;0;
109;0;0;190322;368918;178024;79997;297279;5;17;109;0;117;0;0;0;14;0;0;0;0;0;0;3;9;119;0;2;59;2;14;40;0;0;0;0;0;3;0;0;0;0;0;0;0;2;51;8;12;56;560838;198303;144902;0;560179;0;0;158868;10064482193;0;203095;10309;44496;0;
110;0;0;190322;368918;178024;79997;297279;6;11;107;0;114;0;0;0;10;0;0;0;0;0;0;3;12;109;1;4;53;5;11;53;0;0;0;0;0;5;0;0;0;0;0;0;0;0;56;8;11;56;561186;198188;144817;0;560469;0;0;156762;10064471871;0;202973;10309;44618;0;
111;0;0;190322;368918;178024;79997;297279;3;4;111;0;114;0;0;0;4;0;0;0;0;0;0;3;7;108;1;1;68;6;11;55;0;0;0;0;0;4;0;0;0;0;0;0;0;5;50;8;5;45;560905;198212;144967;0;560225;0;0;162542;10064360869;0;202658;10309;44933;0;
112;0;0;190322;368918;178024;79997;297279;2;15;108;0;111;0;0;0;14;0;0;0;0;0;0;7;13;105;0;3;58;9;20;52;0;0;0;0;0;1;0;0;0;0;0;0;0;3;60;1;7;73;561056;198130;144700;0;560472;0;0;220450;10064370141;0;202484;10309;45108;0;
113;0;0;190322;368918;178024;79997;297279;5;18;123;0;133;0;0;0;13;0;0;0;0;0;0;9;10;127;0;1;54;6;16;50;0;0;0;0;0;2;0;0;0;0;0;0;0;3;56;9;11;55;560805;198169;144968;0;560317;0;0;162182;10064442473;0;202564;10309;45028;0;
114;0;0;190322;368918;178024;79997;297278;6;10;100;0;109;0;0;0;7;0;0;0;0;0;0;5;10;101;0;4;45;6;6;46;0;0;0;0;0;2;0;0;0;0;0;1;0;1;62;9;15;39;560864;198111;144658;0;560402;0;0;224656;10064455007;0;202727;10309;44865;0;
115;0;0;190322;368918;178024;79997;297276;5;11;99;0;103;0;0;0;12;0;0;0;0;0;0;1;9;105;0;2;45;7;9;47;0;0;0;0;0;1;0;0;0;0;0;2;0;3;51;8;13;48;560607;198050;144945;0;560213;0;0;167610;10064620903;0;203202;10309;44390;0;
116;0;0;190322;368918;178024;79997;297275;4;8;97;0;99;0;0;0;10;0;0;0;0;0;0;4;7;98;1;1;60;4;8;59;0;0;0;0;0;5;0;0;0;0;0;1;1;4;69;5;12;58;560309;198008;144577;0;560335;0;0;169558;10064788251;0;203622;10309;43970;0;
117;0;0;190322;368918;178024;79997;297275;9;15;113;0;125;0;0;0;12;0;0;0;0;0;0;4;7;126;0;1;64;3;8;55;0;0;0;0;0;4;0;0;0;0;0;0;0;1;66;5;9;52;560752;198062;144986;0;560103;0;0;167978;10064809733;0;203781;10309;43811;0;
118;0;0;190322;368918;178024;79997;297275;6;8;102;0;107;0;0;0;9;0;0;0;0;0;0;8;2;106;0;1;66;2;15;60;0;0;0;0;1;1;0;0;0;0;0;0;1;4;63;8;16;52;559990;198166;144587;0;560022;0;0;176584;10064809893;0;203723;10309;43869;0;
119;0;0;190322;368918;178024;79997;297275;4;14;127;0;136;0;0;0;9;0;0;0;0;0;0;2;12;131;0;2;44;7;7;40;0;0;0;0;0;0;0;0;0;0;0;0;2;4;65;7;7;53;560752;198086;144934;0;559823;0;0;169622;10064747745;0;203533;10309;44059;0;
120;0;0;190322;368918;178024;79997;297275;8;12;122;0;125;0;0;0;16;0;1;0;0;0;0;3;11;128;0;2;55;6;10;55;0;0;0;0;0;3;0;0;0;0;0;0;0;2;58;4;14;51;559930;198025;144540;0;559968;0;0;175134;10064743883;0;203489;10309;44103;0;
121;0;0;190322;368918;178024;79997;297275;7;12;126;0;135;0;0;0;10;0;0;0;0;0;0;3;8;134;0;2;64;5;10;51;0;0;0;0;0;2;0;0;0;0;0;0;0;4;66;5;17;44;560570;198051;144972;0;559881;0;0;172136;10064683331;0;203256;10309;44336;0;
122;0;0;190322;368918;178024;79997;297275;7;8;111;0;115;0;0;0;11;0;0;0;0;0;0;1;7;118;0;3;48;6;10;62;0;0;0;0;0;2;0;0;0;0;0;0;0;3;49;5;10;50;559843;198020;144520;0;559905;0;0;249196;10064644485;0;203141;10309;44451;0;
123;0;0;190322;368918;178024;79997;297275;8;17;119;0;138;0;0;0;6;0;0;0;0;0;0;0;13;131;1;1;55;9;9;53;0;0;0;0;0;5;0;0;0;0;0;0;0;0;57;5;8;66;560569;198007;144916;0;559806;0;0;177986;10064576061;0;203008;10309;44584;0;
124;0;0;190322;368918;178024;79997;297275;5;9;93;0;94;0;0;0;13;0;0;0;0;0;0;2;12;93;0;2;47;8;11;52;0;0;0;0;0;4;0;0;0;0;0;0;1;1;55;7;9;48;559805;197944;144485;0;559468;0;0;254050;10064571777;0;202866;10309;44726;0;
125;0;0;190322;368918;178024;79997;297275;9;13;107;0;123;0;0;0;6;0;0;0;0;0;0;1;9;119;0;4;73;5;12;63;0;0;0;0;0;4;0;0;0;0;0;0;0;4;59;8;11;46;560660;198026;144999;0;559959;0;0;255596;10064497501;0;202565;10309;45027;0;
126;0;0;190322;368918;178024;79997;297275;5;21;124;0;138;0;0;0;12;0;0;0;0;0;0;1;14;135;1;1;54;6;5;61;0;0;0;1;0;2;0;0;0;0;0;0;0;1;62;5;12;55;559963;197930;144447;0;559473;0;0;258124;10064529009;0;202543;10309;45049;0;
127;0;0;190322;368918;178024;79997;297275;9;11;115;0;123;0;0;0;12;0;0;0;0;0;0;0;11;124;0;0;49;3;8;60;0;0;0;0;0;4;0;0;0;0;0;0;0;1;44;6;13;50;560692;197934;144823;0;559775;0;0;182502;10064506711;0;202333;10309;45259;0;
128;0;0;190322;368918;178024;79997;297272;8;12;128;0;136;0;0;0;12;0;0;0;0;0;0;1;16;131;0;3;63;8;10;55;0;0;0;0;0;4;0;0;0;0;0;3;0;2;63;6;8;54;559843;197904;144390;0;559576;0;0;181716;10064451465;0;202230;10309;45362;0;
129;0;0;190322;368918;178024;79997;297272;8;18;107;0;119;0;0;0;14;0;0;0;0;0;0;1;17;115;0;4;63;7;8;47;0;0;0;0;0;5;0;0;0;0;0;0;0;1;58;5;7;66;560714;197941;144932;0;559730;0;0;185308;10064485333;0;202438;10309;45154;0;
130;0;0;190322;368918;178024;79997;297272;10;13;111;0;115;0;0;0;19;0;0;0;0;0;0;3;15;116;2;3;51;6;9;48;0;0;0;0;1;2;0;0;0;0;0;0;0;1;53;5;14;59;559821;197917;144487;0;559387;0;0;189066;10064576875;0;202781;10309;44811;0;
131;0;0;190322;368918;178024;79997;297272;4;18;106;0;117;0;0;0;11;0;0;0;0;0;0;6;12;110;0;3;71;3;12;53;0;0;0;0;0;3;0;0;0;0;0;0;0;3;52;6;14;55;560384;197906;144961;0;559642;0;0;274574;10064647899;0;202812;10309;44780;0;
132;0;0;190322;368918;178024;79997;297272;4;14;115;0;122;0;0;0;11;0;0;0;0;0;0;1;17;115;0;3;53;6;16;48;0;0;0;0;0;2;0;0;0;0;0;0;0;2;50;3;7;42;559915;197852;144387;0;559181;0;0;188150;10064651359;0;202805;10309;44787;0;
133;0;0;190322;368918;178024;79997;297271;7;9;103;0;111;0;0;0;8;0;0;0;0;0;0;4;4;111;1;2;63;5;9;57;0;0;0;0;0;3;0;0;0;0;0;1;0;2;53;7;5;63;560103;197854;144880;0;559612;0;0;189650;10064635081;0;202825;10309;44767;0;
134;0;0;190322;368918;178024;79997;297271;5;11;110;0;112;0;0;0;14;0;0;0;0;0;0;4;10;112;1;5;57;8;15;49;0;0;0;0;0;2;0;0;0;0;0;0;0;5;54;5;14;46;559637;197878;144394;0;559362;0;0;193522;10064716381;0;203051;10309;44541;0;
135;0;0;190322;368918;178024;79997;297271;3;4;106;0;105;0;0;0;8;0;0;0;0;0;0;5;9;99;0;3;64;9;8;58;0;0;0;0;1;4;0;0;0;0;0;0;1;1;55;3;4;54;559761;197866;144782;0;559808;0;0;196730;10064753767;0;203192;10309;44400;0;
136;0;0;190322;368918;178024;79997;297271;6;10;99;0;105;0;0;0;10;0;0;0;0;0;0;5;7;103;0;2;66;5;7;55;0;0;0;0;0;3;0;0;0;0;0;0;0;2;55;9;12;70;559653;197816;144412;0;559342;0;0;195290;10064882781;0;203450;10309;44142;0;
137;0;0;190321;368918;178024;79997;297270;6;12;119;0;128;0;0;0;9;0;0;0;0;0;0;5;7;125;0;2;66;11;15;46;0;0;0;0;0;2;0;0;0;1;0;1;0;1;63;3;10;57;559584;197789;144801;0;559459;0;0;388744;10064956693;0;203714;10309;43878;0;
138;0;0;190321;368918;178024;79997;297268;7;8;97;0;104;0;0;0;8;0;0;0;0;0;0;7;7;98;1;2;45;5;14;48;0;0;0;0;0;2;0;0;0;0;0;2;1;3;53;11;7;49;559865;197726;144442;0;559037;0;0;200724;10065110121;0;204038;10309;43554;0;
139;0;0;190321;368918;178024;79997;297268;5;15;127;0;138;0;0;0;9;0;0;0;0;0;0;2;10;135;1;2;51;5;8;66;0;0;0;0;0;3;0;0;0;0;0;0;0;5;47;6;8;48;559485;197756;144664;0;559401;0;0;297856;10065060149;0;203939;10309;43653;0;
140;0;0;190321;368918;178024;79997;297268;8;13;106;0;115;0;0;0;12;0;0;0;0;0;0;3;12;112;0;3;65;5;12;47;0;0;0;0;0;5;0;0;0;0;0;0;1;1;58;6;9;53;559575;197730;144345;0;559339;0;0;297474;10065103989;0;203968;10309;43624;0;
141;0;0;190321;368918;178024;79997;297268;3;19;107;0;114;0;0;0;15;0;0;0;0;0;0;2;15;112;0;0;63;4;4;44;0;0;0;0;0;3;0;0;0;0;0;0;1;5;55;7;16;44;559557;197685;144749;0;559261;0;0;299378;10065056599;0;203938;10309;43654;0;
142;0;0;190321;368918;178024;79997;297268;5;15;105;0;115;0;0;0;10;0;0;0;0;0;0;0;12;113;0;0;57;1;11;56;0;0;0;0;0;3;0;0;0;0;0;0;1;3;66;5;8;53;559232;197712;144312;0;559322;0;0;204118;10065048883;0;203906;10309;43686;0;
143;0;0;190321;368918;178024;79997;297268;9;14;118;0;125;0;0;0;16;0;0;0;0;0;0;0;10;131;0;3;59;2;6;45;0;0;0;0;1;4;0;0;0;0;0;0;0;3;75;7;16;49;559430;197676;144751;0;558897;0;0;207258;10065046325;0;203904;10309;43688;0;
144;0;0;190321;368918;178024;79997;297268;10;11;106;0;117;0;0;0;10;0;0;0;0;0;0;4;5;118;0;0;56;12;11;49;0;0;0;0;0;2;0;0;0;0;0;0;0;2;67;5;15;60;559304;197765;144373;0;559144;0;0;205178;10065036941;0;203874;10309;43718;0;
145;0;0;190321;368918;178024;79997;297268;5;11;109;0;111;0;0;0;14;0;0;0;0;0;0;7;5;113;0;2;43;7;12;48;0;0;0;0;0;1;0;0;0;0;0;0;0;4;59;8;6;58;559146;197680;144733;0;558751;0;0;207062;10065073247;0;203820;10309;43772;0;
146;0;0;190321;368918;178024;79997;297268;5;12;104;0;115;0;0;0;5;0;1;0;0;0;0;1;6;114;0;2;64;10;5;83;0;0;0;0;0;2;0;0;0;0;0;0;0;1;60;11;10;48;559573;197618;144229;0;558655;0;0;211676;10065130493;0;204024;10309;43568;0;
147;0;0;190321;368918;178024;79997;297267;7;17;136;0;147;0;0;0;13;0;0;0;0;0;0;5;8;147;0;4;54;6;17;58;0;0;0;0;0;2;0;0;0;0;0;1;0;1;55;4;10;55;559101;197601;144679;0;558788;0;0;212746;10065069463;0;203807;10309;43785;0;
148;0;0;190321;368918;178024;79997;297265;4;12;114;0;119;0;0;0;11;0;0;0;0;0;0;5;9;116;0;0;61;3;16;61;0;0;0;0;0;4;0;0;0;0;0;2;2;2;55;2;9;55;559710;197649;144248;0;558759;0;0;211492;10065044823;0;203741;10309;43851;0;
149;0;0;190321;368918;178024;79997;297264;6;11;111;0;117;0;0;0;11;0;0;0;0;0;0;3;6;119;1;2;39;8;13;43;0;0;0;0;0;2;0;0;0;0;0;1;0;1;63;4;14;46;559359;197525;144664;0;558691;0;0;212924;10065060977;0;203645;10309;43947;0;
150;0;0;190321;368918;178024;79997;297263;9;10;109;0;120;0;0;0;8;0;0;0;0;0;0;2;8;118;0;5;61;6;11;46;0;0;0;0;0;4;0;0;0;0;0;1;0;1;60;5;8;54;559506;197640;144279;0;558766;0;0;326988;10065071039;0;203774;10309;43818;0;
151;0;0;190321;368918;178024;79997;297263;12;14;112;0;129;0;0;0;9;0;0;0;0;0;0;2;9;127;0;3;63;8;5;56;0;0;0;0;0;5;0;0;0;0;0;0;0;4;57;7;10;44;559177;197535;144631;0;558436;0;0;219690;10065152849;0;203738;10309;43854;0;
152;0;0;190321;368918;178024;79997;297262;7;14;113;0;121;0;0;0;13;0;0;0;0;0;0;5;5;124;0;4;66;5;16;46;0;0;0;0;0;5;0;0;0;0;0;1;0;1;51;8;8;56;559277;197664;144186;0;558865;0;0;218666;10065065493;0;203750;10309;43842;0;
153;0;0;190321;368918;178024;79997;297262;5;15;126;0;137;0;0;0;9;0;0;0;0;0;0;1;9;136;0;0;46;7;5;64;0;0;0;0;0;4;0;0;0;0;0;0;0;0;63;8;6;34;558766;197504;144552;0;558632;0;0;218742;10065195645;0;203927;10309;43665;0;
154;0;0;190321;368918;178024;79997;297261;12;13;97;0;115;0;0;0;7;0;0;0;0;0;0;2;9;111;0;4;57;6;8;66;0;0;0;0;0;3;0;0;0;0;0;1;0;2;54;9;8;54;559224;197558;144229;0;558818;0;0;223956;10065167127;0;203924;10309;43668;0;
155;0;0;190321;368918;178024;79997;297260;3;14;123;0;125;0;0;0;15;0;0;0;0;0;0;6;20;114;2;3;68;5;13;46;0;0;0;0;1;2;0;0;0;0;0;1;0;0;62;1;10;71;558612;197583;144500;0;558752;0;0;226818;10065125225;0;203787;10309;43805;0;
156;0;0;190321;368918;178024;79997;297260;7;15;100;0;112;0;0;0;10;0;0;0;0;0;0;10;10;102;1;4;64;6;12;56;0;0;0;0;0;6;0;0;0;0;0;0;0;1;51;4;15;67;559284;197602;144178;0;558811;0;0;223006;10065064949;0;203618;10309;43974;0;
157;0;0;190321;368918;178024;79997;297259;5;9;125;0;128;0;0;0;11;0;0;0;0;0;0;10;9;120;0;2;56;7;8;44;0;0;0;0;0;3;0;0;0;0;0;1;0;3;45;7;14;63;558597;197498;144455;0;558485;0;0;345822;10065006083;0;203519;10309;44073;0;
158;0;0;190321;368918;178024;79997;297259;4;10;102;0;105;0;0;0;11;0;0;0;0;0;0;4;9;103;0;2;67;6;6;46;0;0;0;0;0;4;0;0;0;0;0;0;0;4;48;5;13;48;559338;197530;144181;0;558479;0;0;349994;10064971467;0;203348;10309;44244;0;
159;0;0;190321;368918;178024;79997;297258;3;13;122;0;123;0;0;0;15;0;0;0;0;0;0;4;10;124;0;4;54;8;8;50;0;0;0;0;0;2;0;0;0;0;0;1;0;4;57;8;10;59;558524;197553;144455;0;558120;0;0;228606;10064952725;0;203175;10309;44417;0;
160;0;0;190321;368918;178024;79997;297258;10;18;101;0;115;0;0;0;14;0;0;0;0;0;0;2;14;113;0;4;62;9;15;45;0;0;0;0;1;4;0;0;0;0;0;0;0;6;46;4;13;46;559208;197481;144135;0;558427;0;0;232338;10064844305;0;202834;10309;44758;0;
