Days;Hours;Minutes;Students;Workers;OccupiedWorkers;EssentialJobWorkers;Retired;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;StudentsExposedByStudent;WorkersExposedByStudent;RetiredExposedByStudent;StudentsExposedByWorker;WorkersExposedByWorker;RetiredExposedByWorker;StudentsExposedByRetired;WorkersExposedByRetired;RetiredExposedByRetired;StudentsExposedTwice;StudentsExposedThriceOrMore;WorkersExposedTwice;WorkersExposedThriceOrMore;RetiredExposedTwice;RetiredExposedThriceOrMore;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork;
18;0;0;190323;368930;177852;80132;298525;24;21;455;0;475;0;0;0;0;0;1;0;17;0;7;0;0;0;0;2;1;24;19;454;0;0;0;0;0;0;3;4;259;12;18;189;0;0;71;0;1;11;0;0;25;0;0;7;0;4;61;12;16;46;567106;199873;145011;0;566445;0;0;27650;10064017707;0;203510;10204;44109;0;
19;0;0;190323;368928;177851;80132;298485;29;35;496;0;538;0;0;0;1;0;0;0;15;0;6;0;0;1;0;2;1;29;33;494;0;0;0;0;0;0;0;6;350;19;17;151;0;1;122;0;1;5;0;2;37;0;0;3;2;3;61;10;13;83;567389;198890;146610;0;566341;0;0;26278;10064443253;0;204288;10204;43331;0;
20;0;0;190323;368928;177851;80132;298448;41;60;566;0;627;0;0;0;0;0;1;0;35;0;4;9;18;203;0;1;3;32;41;360;0;0;0;0;0;0;5;8;461;19;15;118;2;1;211;0;0;6;0;0;34;0;0;3;1;2;58;11;13;92;566558;199826;144991;0;565686;0;0;28476;10064668305;0;205514;10204;42105;0;
21;0;0;190323;368927;177851;80132;298397;35;25;289;0;298;0;0;0;0;0;0;0;16;0;35;1;1;45;0;1;0;34;23;244;0;0;0;0;0;0;7;10;512;17;12;105;1;0;249;0;0;6;0;1;47;0;0;4;0;3;35;9;7;122;566471;199175;146579;0;565106;0;0;28568;10064755177;0;205755;10204;41864;0;
22;0;0;190322;368926;177851;80132;298347;23;25;159;0;153;1;1;0;0;0;1;0;29;0;22;4;4;15;0;1;0;19;20;144;0;0;0;0;0;0;7;4;483;18;13;109;1;1;261;0;0;9;1;1;43;0;0;7;1;3;36;8;13;124;566201;199741;145233;0;565442;0;0;29744;10065190209;0;206769;10204;40850;0;
23;0;0;190322;368925;177850;80132;298307;9;11;99;0;73;1;0;0;0;0;5;0;14;0;26;1;0;1;0;1;8;8;10;90;0;0;0;0;0;0;5;8;466;22;14;104;2;3;262;0;0;7;0;1;33;0;0;7;3;4;47;8;18;160;566095;199093;146476;0;565112;0;0;63406;10065129163;0;206640;10204;40979;0;
24;0;0;190322;368925;177850;80132;298269;32;44;699;0;727;0;1;0;0;0;9;1;21;0;16;3;2;0;4;1;2;25;41;697;0;0;0;0;0;0;5;5;400;22;13;123;1;2;245;0;0;8;0;0;31;0;0;7;3;4;55;16;18;192;564722;199611;145169;0;565028;0;0;56810;10065215071;0;206512;10204;41107;0;
25;0;0;190322;368922;177849;80131;298215;27;39;197;0;230;0;3;0;0;0;7;0;16;0;7;3;1;1;0;4;0;24;34;196;0;0;0;0;0;0;2;13;371;28;30;104;0;4;214;0;0;19;0;2;42;0;1;12;1;3;91;8;19;197;565618;199035;146340;0;565247;0;0;35778;10064751913;0;205398;10204;42221;0;
26;0;0;190322;368922;177849;80131;298154;21;25;140;0;175;0;0;0;0;0;5;0;5;0;1;0;5;0;0;2;0;21;18;140;0;0;0;0;0;0;6;11;302;24;20;94;0;1;172;0;0;14;0;0;48;0;0;13;2;2;116;12;19;207;563217;199708;145046;0;563858;0;0;37090;10064675637;0;205363;10204;42256;0;
27;0;0;190322;368922;177849;80131;298079;22;16;113;0;133;0;2;0;0;0;8;0;6;0;2;3;0;1;2;3;1;17;13;111;0;0;0;0;0;0;4;18;260;20;19;71;1;0;156;0;1;16;0;0;65;0;0;10;0;4;143;15;13;222;564757;199166;146208;0;564357;0;0;45078;10064661881;0;204987;10204;42632;0;
28;0;0;190322;368922;177849;80131;297942;19;40;108;0;143;2;2;0;0;0;9;0;7;0;4;2;1;1;1;15;24;16;24;83;0;0;0;0;0;0;8;13;277;23;23;68;3;4;172;0;0;10;0;0;128;0;0;9;1;4;164;16;11;190;562085;199429;145125;0;563547;0;0;42762;10064668059;0;204851;10204;42768;0;
29;0;0;190321;368921;177849;80131;297787;50;57;631;0;716;2;5;0;0;0;5;0;6;0;4;6;4;2;0;3;5;44;50;624;0;0;0;0;0;0;8;18;252;21;24;44;3;5;148;0;0;10;1;1;149;0;0;6;2;11;210;15;21;139;564552;199077;146029;0;563727;0;0;44106;10064564299;0;204401;10204;43218;0;
30;0;0;190321;368920;177848;80131;297609;58;75;959;0;1072;0;3;0;0;0;6;0;7;0;4;3;2;1;0;2;3;55;71;955;0;0;0;0;0;0;8;10;226;19;14;54;2;3;125;0;1;9;0;1;170;0;0;8;5;7;262;19;18;142;561992;199351;145006;0;562753;0;0;50816;10064477343;0;203817;10204;43802;0;
31;0;0;190319;368916;177847;80128;297392;57;33;232;0;298;3;2;0;0;0;9;0;9;0;1;5;1;1;0;3;1;52;29;230;0;0;0;0;0;0;3;10;235;14;11;60;1;3;133;0;0;5;2;4;213;0;0;4;3;3;209;24;19;105;564463;199140;145935;0;563817;0;0;44380;10064179407;0;203453;10204;44166;0;
32;0;0;190318;368914;177846;80127;297159;65;88;1384;0;1521;2;1;0;0;0;8;0;2;0;3;1;2;0;1;2;1;63;84;1383;0;0;0;0;0;0;7;8;158;17;14;77;0;1;71;0;0;6;1;2;228;0;0;5;1;7;204;21;6;114;562389;199363;145032;0;562227;0;0;53416;10064313665;0;203754;10204;43865;0;
33;0;0;190317;368914;177846;80127;296897;60;93;853;0;979;0;3;0;0;0;3;0;10;0;11;3;1;1;0;1;3;57;91;849;0;0;0;0;0;0;1;13;170;20;27;90;0;4;66;0;1;8;1;0;255;0;0;7;7;4;179;22;17;108;563748;198925;145843;0;563176;0;0;47298;10064539585;0;204051;10204;43568;0;
34;0;0;190316;368913;177846;80127;296666;93;104;1188;0;1360;1;0;0;0;0;15;0;5;0;4;1;1;1;0;6;4;92;97;1183;0;0;0;0;0;0;2;18;265;27;27;86;0;4;103;0;1;11;1;1;221;0;0;10;6;6;158;13;20;100;562501;199417;145073;0;561727;0;0;94908;10064423735;0;204115;10204;43504;0;
35;0;0;190315;368911;177846;80126;296442;95;120;1241;0;1408;0;2;0;0;0;8;0;11;0;27;3;2;1;2;2;4;90;116;1236;0;0;0;0;0;0;6;9;359;39;39;107;1;1;141;0;1;9;1;1;216;0;1;8;2;5;137;23;20;105;563553;199018;145737;0;562232;0;0;52496;10064411415;0;203678;10204;43941;0;
36;0;0;190313;368908;177845;80126;296249;100;94;1194;0;1344;0;1;0;0;0;15;0;9;0;19;2;2;3;1;2;3;97;90;1188;0;0;0;0;0;0;7;20;497;46;34;103;1;1;208;1;0;14;2;3;183;0;0;10;6;11;106;25;15;96;562002;199051;144891;0;561838;0;0;52692;10064260357;0;203312;10204;44307;0;
37;0;0;190311;368905;177844;80124;296075;119;134;1463;0;1596;2;2;0;0;0;9;0;17;0;90;3;1;1;1;7;4;115;126;1458;0;0;0;0;0;0;8;27;595;49;38;103;3;5;273;0;0;17;2;2;162;0;1;12;5;13;119;19;16;76;563451;198681;145687;0;562575;0;0;56730;10064237197;0;202947;10204;44672;0;
