Days;Hours;Minutes;Students;Workers;OccupiedWorkers;EssentialJobWorkers;Retired;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork;
0;0;0;190324;368930;178027;79999;298656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;38;41;57;110;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9999999999;0;0;258026;0;0;
1;0;0;190324;368930;178027;79999;298656;0;0;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;558057;246928;162092;0;687920;89145;0;612;10039046983;0;125438;10787;121490;0;
2;0;0;190324;368930;178027;79999;298656;0;15;34;0;47;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;570781;205380;121635;0;643257;63907;0;2246;10056896115;0;181965;9638;66161;0;
3;0;0;190324;368930;178027;79999;298656;2;19;28;0;38;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;581929;204799;138022;0;585471;83;0;5272;10061872777;0;197757;9638;50382;0;
4;0;0;190324;368930;178027;79999;298656;5;13;28;0;29;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;585191;204365;131351;0;593390;4;0;6424;10063280687;0;202434;9638;45738;0;
5;0;0;190324;368930;178027;79999;298656;5;22;19;0;10;0;0;0;36;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;1;1;0;0;591820;203707;142682;0;582829;0;0;6726;10063615805;0;203357;9638;44836;0;
6;0;0;190324;368930;178027;79999;298656;9;23;27;0;13;0;0;0;46;0;0;0;0;0;0;0;1;3;0;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;4;1;587231;204444;137035;0;592207;0;0;8890;10064522055;0;206649;9638;41558;0;
7;0;0;190324;368930;178027;79999;298656;13;17;49;0;41;0;0;0;38;0;0;0;0;0;0;0;2;2;3;3;9;0;0;0;0;0;1;0;0;0;0;0;0;1;1;4;2;8;3;594516;202649;144635;0;589527;0;0;9586;10062953285;0;201173;9638;47058;0;
8;0;0;190324;368930;178027;79999;298656;5;13;116;0;103;0;0;0;28;0;3;0;0;0;0;0;1;5;3;6;11;0;0;0;0;0;4;0;0;0;0;0;0;1;4;3;10;13;8;585558;204078;141832;0;590701;0;0;11382;10062951883;0;201607;9638;46630;0;
9;0;0;190324;368930;178027;79999;298656;9;11;26;0;22;0;0;0;24;0;0;0;0;0;0;0;0;8;2;12;18;0;0;0;0;0;3;0;0;0;0;0;0;5;10;7;11;10;15;593421;202041;146570;0;591992;0;0;13428;10061986289;0;198115;9638;50136;0;
