Days;Hours;Minutes;Students;Workers;OccupiedWorkers;EssentialJobWorkers;Retired;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork;
0;0;0;190324;368930;178027;79999;298656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;38;41;57;110;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9999999999;0;0;258026;0;0;
1;0;0;190324;368930;178027;79999;298656;0;0;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;569921;246520;163359;0;692093;91218;0;615;10041000932;0;133483;11188;113037;0;
2;0;0;190324;368930;178027;79999;298656;0;15;33;0;46;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;570727;205822;129170;0;641144;62126;0;2097;10059444590;0;192699;10240;54826;0;
3;0;0;190324;368930;178027;79999;298656;2;19;29;0;38;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;580263;205338;142328;0;587272;58;0;5232;10065156792;0;210903;10240;36635;0;
4;0;0;190324;368930;178027;79999;298656;5;13;25;0;27;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;584838;205289;135820;0;594126;2;0;5020;10066722456;0;216266;10240;31306;0;
5;0;0;190324;368930;178027;79999;298656;6;21;19;0;9;0;0;0;37;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;589328;204720;145321;0;582206;0;0;10742;10067228630;0;217607;10240;29988;0;
6;0;0;190324;368930;178027;79999;298656;8;25;22;0;8;0;0;0;47;0;0;0;0;0;0;0;1;3;0;2;5;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;4;1;587359;205363;138289;0;593579;0;0;13249;10067538455;0;219140;10240;28465;0;
7;0;0;190324;368930;178027;79999;298656;13;14;56;0;47;0;0;0;36;0;0;0;0;0;0;0;2;2;3;3;9;0;0;0;0;0;1;0;0;0;0;0;0;1;1;4;2;8;3;593559;204192;146443;0;589299;0;0;13062;10065638388;0;212214;10240;35414;0;
8;0;0;190324;368930;178027;79999;298656;5;14;104;0;95;0;0;0;28;0;0;0;0;0;0;0;1;5;3;6;11;0;0;0;0;0;4;0;0;0;0;0;0;1;4;3;10;12;7;585002;205143;142069;0;591632;0;0;11650;10065200791;0;211516;10240;36116;0;
9;0;0;190324;368930;178027;79999;298656;9;11;29;0;25;0;0;0;24;0;0;0;0;0;0;0;0;9;2;12;18;0;0;0;0;0;3;0;0;0;0;0;0;5;10;7;10;11;15;593930;203909;146825;0;591770;0;0;13835;10064106742;0;207445;10240;40201;0;
10;0;0;190324;368930;178027;79999;298656;4;7;63;0;60;0;0;0;14;0;0;0;0;0;0;0;0;8;3;15;20;0;0;0;0;0;2;0;0;0;0;0;0;1;5;4;12;29;16;586352;205157;144307;0;590883;0;0;15828;10063908304;0;207075;10240;40571;0;
11;0;0;190324;368930;178027;79999;298655;7;12;37;0;38;0;0;0;18;0;0;0;0;0;0;0;2;13;4;15;20;0;0;0;0;1;3;0;0;0;0;0;1;8;6;5;9;13;18;592620;203573;147479;0;591615;0;0;25982;10062861352;0;203347;10240;44300;0;
