Days;Hours;Minutes;Students;StudentsInfected;Workers;WorkersInfected;OccupiedWorkers;OccupiedWorkersInfected;EssentialJobWorkers;EssentialJobWorkersInfected;Retired;RetiredInfected;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;StudentsExposedByStudent;WorkersExposedByStudent;RetiredExposedByStudent;StudentsExposedByWorker;WorkersExposedByWorker;RetiredExposedByWorker;StudentsExposedByRetired;WorkersExposedByRetired;RetiredExposedByRetired;StudentsExposedTwice;StudentsExposedThriceOrMore;WorkersExposedTwice;WorkersExposedThriceOrMore;RetiredExposedTwice;RetiredExposedThriceOrMore;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;MinutesAtWorkWorkerSusceptible;MinutesAtSchoolWorkerSusceptible;MinutesAtHomeWorkerSusceptible;MinutesAtFriendHomeWorkerSusceptible;MinutesAtGymWorkerSusceptible;MinutesAtPubWorkerSusceptible;MinutesAtWorkStudentSusceptible;MinutesAtSchoolStudentSusceptible;MinutesAtHomeStudentSusceptible;MinutesAtFriendHomeStudentSusceptible;MinutesAtGymStudentSusceptible;MinutesAtPubStudentSusceptible;MinutesAtWorkRetiredSusceptible;MinutesAtSchoolRetiredSusceptible;MinutesAtHomeRetiredSusceptible;MinutesAtFriendHomeRetiredSusceptible;MinutesAtGymRetiredSusceptible;MinutesAtPubRetiredSusceptible;MinutesAtWorkWorkerInfected;MinutesAtSchoolWorkerInfected;MinutesAtHomeWorkerInfected;MinutesAtFriendHomeWorkerInfected;MinutesAtGymWorkerInfected;MinutesAtPubWorkerInfected;MinutesAtWorkStudentInfected;MinutesAtSchoolStudentInfected;MinutesAtHomeStudentInfected;MinutesAtFriendHomeStudentInfected;MinutesAtGymStudentInfected;MinutesAtPubStudentInfected;MinutesAtWorkRetiredInfected;MinutesAtSchoolRetiredInfected;MinutesAtHomeRetiredInfected;MinutesAtFriendHomeRetiredInfected;MinutesAtGymRetiredInfected;MinutesAtPubRetiredInfected;
0;0;0;196560;7;381024;14;183703;6;82424;4;308416;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;3;6;8;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1;0;0;196560;7;381024;14;183703;6;82424;4;308416;14;271;468;1102;0;1226;0;0;0;3;0;612;0;0;0;0;9;29;8;108;209;111;154;230;983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.26208E+07;0;4.650634E+08;0;0;7.757859E+07;0;0;3.788588E+08;0;0;7.001572E+07;0;0;5.885921E+08;0;0;1.132273E+08;624;0;14618;0;0;3792;0;0;15260;0;0;1018;0;0;25236;0;0;6528;
2;0;0;196560;7;381024;15;183703;6;82424;5;308416;14;38;62;322;0;353;4;7;0;58;0;0;0;0;0;0;11;5;2;5;16;14;22;41;306;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.865754E+07;0;1.71788E+08;0;8848762;5.401906E+07;0;6.022599E+07;1.426407E+08;0;1.352268E+07;3.780094E+07;0;0;6.214413E+08;0;3.090485E+07;6.978722E+07;3744;0;9526;0;0;1410;0;1956;5546;0;326;1138;0;0;26338;0;798;2140;
3;0;0;196560;11;381024;18;183703;6;82424;6;308416;23;52;35;597;0;626;0;2;0;14;0;40;0;0;0;2;4;0;2;31;30;510;17;5;85;0;0;0;0;0;0;0;0;3;4;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7.017164E+07;0;1.268317E+08;0;1.765898E+07;4.061228E+07;0;5.34029E+07;1.329553E+08;0;7476976;3.776168E+07;0;0;6.106359E+08;0;1.506101E+07;6.627741E+07;2184;0;7254;0;944;818;0;1948;5206;0;648;1046;0;0;36480;0;1106;4184;
4;0;0;196560;21;381024;38;183703;14;82424;10;308416;74;65;52;151;0;137;0;2;0;84;0;43;0;0;0;2;7;6;12;36;25;80;22;21;59;0;0;0;0;0;0;0;2;34;10;18;17;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;6.743031E+07;0;1.700636E+08;0;7417850;5.130492E+07;0;5.304909E+07;1.25015E+08;0;1.485645E+07;3.541922E+07;0;0;4.750066E+08;0;3.972279E+07;8.378662E+07;4368;0;15398;0;0;2280;0;3912;10032;0;598;2150;0;0;113966;0;5834;15814;
5;0;0;196560;55;381024;106;183703;43;82424;24;308416;237;98;130;603;0;575;5;9;0;165;0;70;0;1;0;6;19;24;35;43;76;441;36;30;127;0;0;0;0;0;0;1;9;99;33;59;64;0;0;0;0;2;59;0;0;0;0;0;0;0;0;0;0;0;0;6.468996E+07;0;1.18865E+08;0;2.384591E+07;4.251164E+07;0;5.227748E+07;1.30507E+08;0;7465034;3.940357E+07;0;0;5.355282E+08;0;1.649556E+07;6.985744E+07;7488;0;21388;0;3260;4984;0;7802;19414;0;1416;4298;0;0;366384;0;10388;39226;
6;0;0;196560;114;381024;212;183703;94;82424;46;308416;505;198;272;686;0;639;7;12;0;352;0;127;1;6;0;12;36;25;64;77;130;334;85;117;288;0;0;0;0;0;0;4;13;157;55;93;111;2;2;61;0;1;21;0;0;0;0;0;0;0;0;0;0;0;0;6.628383E+07;0;1.8612E+08;0;7395092;5.36386E+07;0;5.152938E+07;1.272314E+08;0;1.29117E+07;3.540351E+07;0;0;5.019088E+08;0;3.308396E+07;8.598558E+07;15832;0;61166;0;1640;8282;0;16116;41778;0;3262;7810;0;0;769418;0;41120;82564;
7;0;0;196560;196;381024;326;183703;141;82424;70;308416;889;212;277;2016;0;2104;12;37;0;205;0;141;0;5;0;1;54;20;32;71;155;593;87;102;1391;0;0;0;0;0;0;2;18;225;82;98;159;0;4;109;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;6.464983E+07;0;1.199721E+08;0;2.080483E+07;4.207867E+07;0;5.176022E+07;1.280012E+08;0;7757752;3.904614E+07;0;0;5.086317E+08;0;1.649389E+07;6.945011E+07;22776;0;51284;0;6170;13850;0;27694;64146;0;4568;17344;0;0;1571534;0;37898;150708;
8;0;0;196560;253;381024;441;183703;199;82424;91;308416;1290;357;569;3096;0;2983;15;38;0;141;0;771;0;5;0;69;57;32;49;124;196;1121;176;341;1926;0;0;0;0;0;0;0;23;231;57;95;173;0;5;119;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;6.594721E+07;0;1.920991E+08;0;8252466;5.30638E+07;0;5.10111E+07;1.259012E+08;0;1.216829E+07;3.565943E+07;0;0;5.385756E+08;0;3.052961E+07;8.437427E+07;35562;0;108972;0;3998;23168;0;36016;95158;0;6588;21716;0;0;2669082;0;129724;256132;
9;0;0;196560;342;381024;547;183703;253;82424;112;308416;1732;406;353;1556;0;1237;16;56;0;41;0;933;1;22;0;9;67;16;16;44;94;105;295;243;1435;0;0;0;0;0;0;3;9;249;87;101;195;1;2;141;0;0;0;0;0;0;0;0;0;0;1;2;1;3;0;6.463293E+07;0;1.245369E+08;0;2.006342E+07;4.353523E+07;0;5.12759E+07;1.272421E+08;0;8183480;3.973635E+07;0;0;5.103964E+08;0;1.884819E+07;6.689301E+07;41698;0;105264;0;11698;26810;0;53744;121792;0;9498;36778;0;0;3563386;0;140724;324294;
