Days;Hours;Minutes;Students;StudentsInfected;Workers;WorkersInfected;OccupiedWorkers;OccupiedWorkersInfected;EssentialJobWorkers;EssentialJobWorkersInfected;Retired;RetiredInfected;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;StudentsExposedByStudent;WorkersExposedByStudent;RetiredExposedByStudent;StudentsExposedByWorker;WorkersExposedByWorker;RetiredExposedByWorker;StudentsExposedByRetired;WorkersExposedByRetired;RetiredExposedByRetired;StudentsExposedTwice;StudentsExposedThriceOrMore;WorkersExposedTwice;WorkersExposedThriceOrMore;RetiredExposedTwice;RetiredExposedThriceOrMore;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;MinutesAtWorkWorkerSusceptible;MinutesAtSchoolWorkerSusceptible;MinutesAtHomeWorkerSusceptible;MinutesAtFriendHomeWorkerSusceptible;MinutesAtGymWorkerSusceptible;MinutesAtPubWorkerSusceptible;MinutesAtWorkStudentSusceptible;MinutesAtSchoolStudentSusceptible;MinutesAtHomeStudentSusceptible;MinutesAtFriendHomeStudentSusceptible;MinutesAtGymStudentSusceptible;MinutesAtPubStudentSusceptible;MinutesAtWorkRetiredSusceptible;MinutesAtSchoolRetiredSusceptible;MinutesAtHomeRetiredSusceptible;MinutesAtFriendHomeRetiredSusceptible;MinutesAtGymRetiredSusceptible;MinutesAtPubRetiredSusceptible;MinutesAtWorkWorkerInfected;MinutesAtSchoolWorkerInfected;MinutesAtHomeWorkerInfected;MinutesAtFriendHomeWorkerInfected;MinutesAtGymWorkerInfected;MinutesAtPubWorkerInfected;MinutesAtWorkStudentInfected;MinutesAtSchoolStudentInfected;MinutesAtHomeStudentInfected;MinutesAtFriendHomeStudentInfected;MinutesAtGymStudentInfected;MinutesAtPubStudentInfected;MinutesAtWorkRetiredInfected;MinutesAtSchoolRetiredInfected;MinutesAtHomeRetiredInfected;MinutesAtFriendHomeRetiredInfected;MinutesAtGymRetiredInfected;MinutesAtPubRetiredInfected;
10;0;0;196560;165;381024;259;184408;108;82222;68;308415;1368;36;108;610;0;595;1;2;0;0;0;152;1;1;0;2;2;2;0;5;23;7;29;83;603;0;0;0;0;0;0;0;7;63;14;29;61;0;1;28;0;0;0;0;0;0;0;0;1;0;4;1;1;2;5;6.583473E+07;0;1.84421E+08;0;8424454;4.989946E+07;0;5.088337E+07;1.246417E+08;0;1.1679E+07;3.560095E+07;0;0;5.404058E+08;0;2.575874E+07;8.19783E+07;43896;0;196860;0;7342;44736;0;50388;131738;0;12402;45658;0;0;4177522;0;120586;261560;
11;0;0;196560;176;381024;269;184408;114;82222;68;308411;1450;120;119;1202;0;1275;0;0;0;0;0;150;0;0;0;16;0;1;0;10;11;23;110;107;1179;0;0;0;0;0;0;0;1;44;15;13;49;0;1;11;0;0;6;0;0;0;0;0;4;0;0;7;4;4;0;6.496617E+07;0;1.278047E+08;0;2.086227E+07;4.386724E+07;0;5.104004E+07;1.272376E+08;0;8561796;3.968466E+07;0;0;4.881554E+08;0;2.26381E+07;6.517491E+07;44970;0;197454;0;14158;37662;0;51896;141350;0;8312;54518;0;0;5151170;0;81898;242818;
12;0;0;196560;189;381024;291;184408;129;82222;73;308404;1509;186;289;2830;0;2927;0;2;0;0;0;371;0;0;0;5;2;11;27;7;10;3;177;268;2800;0;0;0;0;0;0;0;6;49;17;20;51;0;0;20;0;0;8;0;0;2;0;0;5;0;2;17;4;2;17;6.578338E+07;0;1.805229E+08;0;8932456;5.093268E+07;0;5.065E+07;1.270939E+08;0;1.126892E+07;3.588372E+07;0;0;5.298552E+08;0;2.25711E+07;8.096286E+07;50478;0;241268;0;9026;69738;0;57190;168750;0;13836;55712;0;0;5871970;0;110330;356376;
13;0;0;196560;200;381024;303;184408;139;82222;77;308386;1601;191;175;1566;0;1597;3;2;0;0;0;326;0;0;0;4;21;4;64;4;5;3;166;166;1499;0;0;0;0;0;0;0;4;76;20;25;76;0;1;26;0;0;14;0;0;8;0;0;10;0;5;25;9;12;17;6.529424E+07;0;1.287758E+08;0;1.885869E+07;4.420046E+07;0;5.086082E+07;1.254266E+08;0;8583234;3.98838E+07;0;0;4.709071E+08;0;2.48608E+07;6.598995E+07;54494;0;210712;0;15046;59448;0;60396;157448;0;9824;79616;0;0;6996638;0;106776;340322;
14;0;0;196560;206;381024;336;184408;156;82222;84;308355;1773;228;372;2660;0;2496;2;2;0;0;0;754;0;2;0;4;4;5;18;8;17;49;216;350;2593;0;0;0;0;0;0;0;9;156;16;38;105;0;2;73;0;0;15;0;0;17;0;0;14;0;2;22;10;12;36;6.644374E+07;0;1.882627E+08;0;9663204;4.999066E+07;0;5.043514E+07;1.284066E+08;0;1.104166E+07;3.625789E+07;0;0;5.272916E+08;0;2.01383E+07;7.870438E+07;63298;0;280266;0;10686;89964;0;59854;164900;0;14058;71084;0;0;7525978;0;106880;486630;
15;0;0;196557;222;381023;380;184408;172;82221;101;308309;2021;281;301;2702;0;2737;3;5;0;1;0;522;0;3;0;13;25;13;32;26;19;28;230;269;2642;0;0;0;0;0;0;2;14;265;38;65;157;1;2;117;0;0;23;3;1;29;0;0;17;0;6;69;21;28;59;6.622884E+07;0;1.339152E+08;0;1.773393E+07;4.518063E+07;0;5.062669E+07;1.262774E+08;0;8843112;3.933787E+07;0;0;4.547325E+08;0;2.736195E+07;6.995571E+07;73142;0;232780;0;18708;92404;0;66650;158754;0;12100;83690;0;0;8573462;0;173720;547106;
16;0;0;196557;262;381023;429;184408;189;82221;110;308245;2594;295;446;3466;0;3173;2;2;0;1;0;955;0;7;0;67;12;8;28;27;36;258;256;402;3180;0;0;0;0;0;0;3;18;477;60;67;287;2;5;215;0;0;18;0;0;49;0;0;15;0;7;70;23;29;57;6.684337E+07;0;1.758216E+08;0;9739120;4.72411E+07;0;5.033123E+07;1.255855E+08;0;1.086367E+07;3.60515E+07;0;0;5.166893E+08;0;1.804422E+07;7.467788E+07;81582;0;251906;0;14900;114974;0;77878;201854;0;17348;93342;0;0;9271312;0;149928;761278;
17;0;0;196557;341;381021;534;184407;248;82221;139;308164;3617;539;501;5223;0;5183;4;4;0;1;0;961;0;13;0;97;38;57;547;31;29;91;470;415;4585;0;0;0;0;0;0;4;34;794;101;111;473;1;10;402;0;0;12;0;2;71;0;0;10;1;10;86;25;28;77;6.64149E+07;0;1.335935E+08;0;1.866223E+07;4.440136E+07;0;5.040218E+07;1.264452E+08;0;9190472;3.97245E+07;0;0;4.532189E+08;0;2.774159E+07;7.32761E+07;108726;0;214524;0;28618;149920;0;101272;224136;0;20662;128878;0;0;1.131652E+07;0;337938;1049048;
18;0;0;196557;462;381020;674;184407;318;82220;165;308101;5073;779;1203;9342;0;8564;1;2;0;1;0;2728;3;17;0;8;26;28;174;46;104;581;707;1071;8587;0;0;0;0;0;0;5;31;1022;143;144;636;2;5;531;0;0;7;0;1;57;0;0;6;0;4;79;27;30;60;6.680588E+07;0;1.759174E+08;0;1.00895E+07;4.770619E+07;0;5.018164E+07;1.27529E+08;0;1.07276E+07;3.639586E+07;0;0;5.187021E+08;0;1.718061E+07;7.16957E+07;139248;0;313684;0;29098;208340;0;139196;321536;0;27854;161522;0;0;1.406941E+07;0;309064;1486680;
19;0;0;196556;637;381019;889;184407;420;82220;214;308057;6991;1217;1178;9269;0;8912;2;7;0;2;0;2685;3;12;0;41;76;101;181;78;69;398;1063;1008;8690;0;0;0;0;0;0;7;42;1247;190;219;839;1;7;671;0;0;3;1;1;41;0;0;3;0;11;50;21;34;74;6.601777E+07;0;1.364254E+08;0;1.732336E+07;4.566512E+07;0;5.01917E+07;1.257271E+08;0;9057306;3.904707E+07;0;0;4.581906E+08;0;2.639924E+07;7.247543E+07;179218;0;411052;0;44764;268144;0;194880;397810;0;36672;264784;0;0;1.906618E+07;0;590862;2018214;
20;0;0;196556;830;381019;1155;184407;551;82220;281;308001;9320;1329;1877;14575;0;14211;4;10;0;1;0;3515;1;16;0;23;75;88;277;79;133;1018;1175;1656;13280;0;0;0;0;0;0;9;45;1528;207;254;979;4;6;792;0;0;11;0;0;48;0;0;8;0;4;53;23;29;69;6.642299E+07;0;1.79001E+08;0;1.041031E+07;4.675255E+07;0;4.996406E+07;1.283701E+08;0;1.060971E+07;3.639348E+07;0;0;5.032913E+08;0;1.695341E+07;6.989642E+07;241126;0;668504;0;46796;393958;0;256404;548026;0;54116;308506;0;0;2.630014E+07;0;576410;2648120;
21;0;0;196556;1114;381019;1510;184407;746;82220;352;307963;12427;1692;1430;8998;0;8220;4;15;0;0;0;3782;4;12;0;83;168;152;333;159;133;260;1365;1145;8405;0;0;0;0;0;0;8;69;2005;295;312;1251;3;14;1052;0;0;5;0;0;32;0;0;6;0;3;47;19;23;64;6.577765E+07;0;1.4118E+08;0;1.660483E+07;4.613014E+07;0;4.992942E+07;1.25739E+08;0;9165020;3.905043E+07;0;0;4.614003E+08;0;2.661002E+07;6.956326E+07;323264;0;843016;0;78840;486474;0;344908;812242;0;65148;466914;0;0;3.492022E+07;0;1110020;3546596;
22;0;0;196556;1501;381017;1986;184407;960;82218;456;307904;16538;1251;1631;6570;0;5115;10;19;0;9;0;4224;3;29;0;43;117;146;263;87;141;258;1047;1344;6049;0;0;0;0;0;0;10;87;2568;400;425;1736;2;18;1344;0;0;12;0;2;47;0;0;12;0;6;51;23;28;83;6.6151E+07;0;1.714743E+08;0;1.112628E+07;4.575427E+07;0;4.966317E+07;1.254075E+08;0;1.048001E+07;3.611966E+07;0;0;4.799336E+08;0;1.715272E+07;6.853571E+07;427220;0;1098270;0;84674;654188;0;468328;992564;0;100734;623724;0;0;4.995712E+07;0;1057792;4818232;
23;0;0;196555;2080;381014;2645;184406;1286;82217;630;307820;22088;1925;1599;4347;0;3034;12;26;0;0;0;4587;4;21;0;187;231;161;310;184;207;216;1510;1231;3821;0;0;0;0;0;0;20;113;3491;590;593;2353;8;27;1781;1;0;6;1;3;78;0;0;6;1;2;79;29;42;131;6.56419E+07;0;1.395583E+08;0;1.716878E+07;4.481854E+07;0;4.950854E+07;1.262717E+08;0;9361352;3.823677E+07;0;0;4.462663E+08;0;2.481115E+07;6.457797E+07;576692;0;1433782;0;140694;839630;0;652884;1353240;0;129452;928776;0;0;6.429444E+07;0;2016660;6295646;
24;0;0;196555;2877;381012;3563;184405;1782;82217;848;307668;29249;1371;1946;3053;0;1320;8;42;0;0;0;4893;1;28;0;78;156;200;215;131;238;169;1084;1508;2669;0;0;0;0;0;0;23;146;4512;819;839;3111;14;31;2342;0;2;21;0;2;136;0;0;16;0;10;140;45;55;170;6.568466E+07;0;1.688257E+08;0;1.120736E+07;4.56191E+07;0;4.915834E+07;1.259315E+08;0;1.031825E+07;3.554111E+07;0;0;4.665797E+08;0;1.603996E+07;6.567948E+07;794712;0;2191276;0;184872;1250410;0;909086;1860236;0;193830;1247344;0;0;9.091974E+07;0;1924534;8896222;
25;0;0;196555;3788;381007;4685;184403;2385;82216;1155;307453;37566;1886;2330;2436;0;737;16;53;0;0;0;5620;5;12;0;209;242;275;298;243;394;264;1401;1661;1874;0;0;0;0;0;0;15;175;5309;951;1039;3700;5;35;2664;0;0;17;0;5;201;0;0;14;0;15;197;55;72;280;6.491006E+07;0;1.408246E+08;0;1.587305E+07;4.57156E+07;0;4.892158E+07;1.244308E+08;0;9062768;3.743795E+07;0;0;4.160337E+08;0;2.237263E+07;5.863202E+07;1063350;0;2512196;0;237394;1813914;0;1194076;2430672;0;234252;1768102;0;0;1.097841E+08;0;3325034;1.085249E+07;
26;0;0;196553;4930;380999;5972;184400;3113;82213;1485;307139;46185;1478;2339;2731;0;1115;20;78;0;0;0;5230;5;19;0;81;215;281;254;136;312;175;1127;1746;2302;0;0;0;0;0;0;23;197;5440;1201;1214;4184;10;41;2789;0;0;18;2;8;298;0;0;16;1;21;317;79;95;374;6.497847E+07;0;1.722153E+08;0;1.150534E+07;4.443001E+07;0;4.840247E+07;1.260769E+08;0;1.01416E+07;3.4822E+07;0;0;4.338719E+08;0;1.423051E+07;5.792232E+07;1401066;0;3292834;0;323672;2343130;0;1555486;3099472;0;336480;2292244;0;0;1.443323E+08;0;2809490;1.406971E+07;
27;0;0;196551;6186;380993;7270;184396;3940;82213;1797;306722;53617;1884;2427;3057;0;1852;26;89;0;0;0;5163;8;17;0;213;283;316;289;256;433;290;1345;1678;2478;0;0;0;0;0;0;30;175;4716;1363;1297;4071;10;35;2393;0;0;9;2;6;411;0;0;6;1;23;385;134;145;553;6.455904E+07;0;1.434836E+08;0;1.487732E+07;4.405914E+07;0;4.805182E+07;1.24061E+08;0;9018938;3.576104E+07;0;0;3.946587E+08;0;2.209736E+07;5.269898E+07;1742892;0;3922000;0;378450;2995798;0;1957628;3875294;0;377654;3064654;0;0;1.639511E+08;0;4833068;1.642699E+07;
28;0;0;196549;7458;380985;8651;184392;4814;82212;2192;306173;59189;1460;2312;2611;0;1709;24;109;0;0;0;4353;8;28;0;152;259;323;312;200;435;339;1001;1554;1960;0;0;0;0;0;0;28;156;3561;1445;1458;3794;10;36;1868;0;0;2;2;8;545;0;0;4;8;34;528;191;191;706;6.413545E+07;0;1.626082E+08;0;1.223248E+07;4.224215E+07;0;4.753931E+07;1.22298E+08;0;9946868;3.322007E+07;0;0;4.129991E+08;0;1.36623E+07;5.080869E+07;2138844;0;4956668;0;499086;3491336;0;2363250;4463922;0;537764;3505396;0;0;1.937455E+08;0;3569432;1.90763E+07;
29;0;0;196546;8791;380980;10119;184391;5788;82211;2624;305400;62392;1735;2465;1975;0;2274;38;123;0;0;0;3443;3;10;0;284;328;403;264;248;553;407;1159;1509;1304;0;0;0;0;0;0;27;149;2368;1539;1620;3225;10;26;1239;0;0;7;3;4;769;0;1;4;5;30;681;225;266;936;6.379846E+07;0;1.44481E+08;0;1.497084E+07;4.233738E+07;0;4.721082E+07;1.233188E+08;0;9003416;3.437982E+07;0;0;3.916433E+08;0;2.115465E+07;4.690258E+07;2599768;0;5734418;0;559798;4465482;0;2779668;5155570;0;532184;4718074;0;0;2.097972E+08;0;5424570;2.057069E+07;
30;0;0;196542;10175;380966;11699;184385;6846;82210;3101;304387;63473;1417;2916;2056;0;3284;42;165;0;0;0;2714;2;23;0;159;327;514;304;276;725;484;814;1677;1268;0;0;0;0;0;0;16;136;1465;1665;1804;2779;6;24;735;0;0;6;4;14;1008;0;0;5;9;58;915;284;288;1235;6.324723E+07;0;1.626993E+08;0;1.168289E+07;4.108598E+07;0;4.666909E+07;1.221282E+08;0;9755664;3.19659E+07;0;0;4.262502E+08;0;1.286299E+07;4.712934E+07;3083348;0;6751600;0;695016;5206688;0;3237236;5760808;0;759314;5106310;0;0;2.273079E+08;0;3943970;2.310629E+07;
31;0;0;196538;11394;380946;13294;184376;7920;82208;3552;303114;62955;1440;2845;1889;0;3583;58;170;0;0;0;1962;8;20;0;373;368;544;329;304;746;434;768;1555;1126;0;0;0;0;0;0;18;160;868;1611;1960;2550;4;31;460;0;1;8;4;20;1265;0;0;8;8;68;1091;398;437;1572;6.266179E+07;0;1.438189E+08;0;1.451454E+07;3.989442E+07;0;4.629251E+07;1.225728E+08;0;8611948;3.244529E+07;0;0;4.134841E+08;0;1.96599E+07;4.392185E+07;3553720;0;7506830;0;823150;6555612;0;3611596;6371374;0;665338;6359054;0;0;2.315154E+08;0;5129162;2.422928E+07;
32;0;0;196527;12504;380928;14940;184366;8984;82205;3958;301525;60871;1243;3259;1932;0;4525;58;169;0;0;0;1512;5;24;0;141;321;615;312;318;903;488;604;1741;1132;0;0;0;0;0;0;24;204;635;1641;2084;2387;7;53;324;0;3;3;11;18;1586;0;0;3;12;81;1474;532;543;2043;6.226068E+07;0;1.631358E+08;0;1.117891E+07;3.970726E+07;0;4.58785E+07;1.224376E+08;0;9593026;3.042408E+07;0;0;4.566484E+08;0;1.280152E+07;4.41305E+07;4048796;0;8765196;0;847594;7274698;0;3976510;6712226;0;944336;6562012;0;0;2.315992E+08;0;4141514;2.448273E+07;
33;0;0;196521;13340;380892;16418;184352;9880;82199;4315;299627;57524;1467;3090;2021;0;5069;83;165;0;0;0;926;4;25;0;306;349;579;325;471;1052;598;647;1459;1098;0;0;0;0;0;0;14;198;584;1531;2100;2161;4;31;294;2;0;10;6;35;1888;0;1;10;7;106;1781;696;678;2413;6.164826E+07;0;1.458988E+08;0;1.412438E+07;3.822949E+07;0;4.561409E+07;1.223306E+08;0;8521768;3.10795E+07;0;0;4.669886E+08;0;1.967709E+07;4.316667E+07;4437918;0;8976308;0;1065312;7746044;0;4241726;6991230;0;788736;7907612;0;0;2.169011E+08;0;4598204;2.742624E+07;
34;0;0;196516;14125;380868;17783;184340;10621;82195;4635;297533;52810;1328;3442;2182;0;5830;73;162;0;0;0;608;3;34;0;242;343;716;382;461;1244;685;524;1482;1115;0;0;0;0;0;0;28;271;608;1646;2124;1897;8;50;303;0;5;20;5;24;2072;0;0;22;10;117;1981;874;889;3144;6.135697E+07;0;1.614077E+08;0;1.164897E+07;3.840978E+07;0;4.533835E+07;1.196285E+08;0;9474026;2.944878E+07;0;0;5.084907E+08;0;1.428206E+07;4.31825E+07;4761726;0;9849036;0;1048354;8562434;0;4494262;7296302;0;1078090;7566632;0;0;1.992341E+08;0;4104432;2.366833E+07;
35;0;0;196504;14614;380845;19165;184328;11205;82190;4886;295241;47259;1591;3379;2249;0;6177;78;194;0;0;0;449;2;30;0;289;427;768;461;566;1199;733;598;1412;1055;0;0;0;0;0;0;35;349;752;1556;2203;1605;12;65;367;0;0;10;12;23;2284;0;0;8;17;98;2215;1073;1049;3401;6.09412E+07;0;1.49049E+08;0;1.405193E+07;3.716488E+07;0;4.514243E+07;1.230288E+08;0;8560112;3.020021E+07;0;0;5.367835E+08;0;1.899941E+07;4.374675E+07;5019936;0;1.01624E+07;0;1197214;8857794;0;4654942;7533388;0;870728;8670196;0;0;1.687762E+08;0;3655924;2.605822E+07;
