ChangePolicies;Population;Exposed;ExposedVAX;TotalExposed;SymptomaticNew;SymptomaticVAXNew;SymptomaticDaySnapshot;AsymptomaticNew;AsymptomaticVAXNew;AsymptomaticDaySnapshot;InfectedRetiredNew;InfectedWorkerNew;InfectedStudentNew;Death;DeathVAX;TotDeathRetired;TotDeathWorker;TotDeathStudent;Recovered;RecoveredVAX;TotalRecovered;IntensiveCareNOVAXNew;IntensiveCareVAXNew;IntensiveNew;IntensiveRetiredNew;IntensiveWorkerNew;IntensiveStudentNew;IntensiveCareDaySnapshot;CriticalsNew;CriticalDaySnapshot;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;EntityCount;DeathCriticial;DeathIntensive;DeathSymptomatic;DeathAsymptomatic;InfectionsAtHome;InfectionsAtWork;InfectionsAtSchool;InfectionsAtOAHome;InfectionsAtOutdoor;InfectionsAtIndoor;StudentsCount;OccupiedWorkersCount;EssentialWorkersCount;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork1Doses;2Doses;3Doses;4Doses;Days;Hours;Minutes
0;857910;0;0;0;100;0;100;250;0;250;124;148;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;857910;0;0;0;0;0;0;0;0;0;350;190324;178027;79999;0;0;9999999999;0;0;258026;0;0;0;0;0;0;0;0;0
0;857910;3;0;3;0;0;100;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;642409;256534;175190;0;735202;0;857910;0;0;0;0;0;0;0;0;0;0;190324;178027;79999;0;624;10039799061;0;127844;1178;128690;0;0;0;0;0;1;0;0
0;857910;47;0;47;0;0;100;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;727885;254550;146600;0;727007;0;857910;0;0;0;0;0;0;0;0;0;0;190324;178027;79999;0;2204;10053903341;0;171876;123;85840;0;0;0;0;0;2;0;0
0;857910;93;0;93;0;0;100;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;736065;254882;168029;0;718427;0;857910;0;0;0;0;0;0;0;0;0;0;190324;178027;79999;0;5246;10058691523;0;187283;123;70444;0;0;0;0;0;3;0;0
0;857910;116;0;116;0;0;100;1;0;251;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;734444;254047;160500;0;725138;0;857910;0;0;0;0;1;0;0;0;0;0;190324;178027;79999;0;8166;10059961169;0;191298;123;66452;0;0;0;0;0;4;0;0
0;857910;137;0;137;0;0;98;0;0;250;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;738712;252780;172898;0;715100;0;857910;0;0;0;0;0;0;0;0;0;0;190324;178027;79999;0;6958;10060122109;0;191496;123;66283;0;0;0;0;0;5;0;0
0;857910;162;0;162;1;0;97;4;0;248;4;1;0;0;0;0;0;0;11;0;11;1;0;1;1;0;0;1;0;0;731506;252859;167634;0;714150;0;857910;0;0;0;0;5;0;0;0;0;0;190324;178027;79999;0;10202;10061711875;0;196892;123;60901;0;0;0;0;0;6;0;0
0;857910;154;0;154;6;0;97;9;0;244;10;5;0;0;0;0;0;0;30;0;30;2;0;2;1;1;0;3;0;0;735703;250629;175963;0;722039;0;857910;0;0;0;0;15;0;0;0;0;0;190324;178027;79999;0;11510;10060710087;0;193427;123;64379;0;0;0;0;0;7;0;0
0;857910;198;0;198;12;0;101;13;0;226;18;7;0;0;0;0;0;0;69;0;69;6;0;6;5;1;0;9;0;0;727246;251383;173951;0;710625;0;857910;0;0;0;0;25;0;0;0;0;0;190324;178027;79999;0;11364;10060808213;0;193988;123;63836;0;0;0;0;0;8;0;0
0;857910;221;0;221;11;0;90;18;0;208;17;12;0;0;0;0;0;0;127;0;127;4;0;4;3;1;0;13;0;0;732376;248871;179477;0;721461;0;857910;0;0;0;0;29;0;0;0;0;0;190324;178027;79999;0;15700;10060073359;0;191139;123;66697;0;0;0;0;0;9;0;0
0;857910;370;0;370;12;0;92;23;0;176;27;8;0;0;0;0;0;0;192;0;192;6;0;6;6;0;0;19;0;0;721393;250262;177598;0;707825;0;857910;0;0;0;0;35;0;0;0;0;0;190324;178027;79999;0;16882;10059520035;0;189824;123;68028;0;0;0;0;0;10;0;0
0;857910;456;0;456;12;0;84;11;0;146;20;3;0;0;0;0;0;0;253;0;253;5;0;5;5;0;0;24;0;0;729382;247361;181261;0;718893;0;857910;0;0;0;0;23;0;0;0;0;0;190324;178027;79999;0;20720;10059274791;0;188794;123;69066;0;0;0;0;0;11;0;0
0;857910;577;0;577;18;0;83;17;0;130;24;11;0;0;0;0;0;0;305;0;305;10;0;10;9;1;0;34;0;0;718092;249063;180602;0;703682;0;857910;0;0;0;0;34;0;0;0;0;1;190324;178027;79999;0;30190;10059065699;0;188275;123;69594;0;0;0;0;0;12;0;0
0;857910;605;0;605;19;0;96;25;0;127;34;9;1;0;0;0;0;0;336;0;336;11;0;11;10;1;0;45;0;0;727390;246631;182259;0;717543;0;857910;0;0;0;0;43;0;0;0;0;1;190324;178027;79999;0;18116;10059211929;0;188491;123;69383;0;0;0;0;0;13;0;0
0;857910;712;0;712;23;0;114;17;0;137;36;4;0;0;0;0;0;0;340;0;340;11;0;11;11;0;0;55;0;0;717910;248201;181920;0;701421;0;857910;0;0;0;0;40;0;0;0;0;0;190324;178027;79999;0;22274;10059237847;0;188555;123;69323;0;0;0;0;0;14;0;0
0;857910;692;0;692;42;0;153;56;0;189;87;11;0;0;0;0;0;0;320;0;320;19;0;19;19;0;0;74;0;0;724265;246169;183051;0;714804;0;857910;0;0;0;0;97;0;0;0;0;1;190324;178027;79999;0;31504;10059693831;0;190099;123;67783;0;0;0;0;0;15;0;0
0;857910;731;0;731;37;0;187;51;0;232;77;9;2;0;0;0;0;0;298;0;298;19;0;19;18;0;1;91;0;0;717672;247268;182332;0;701271;0;857910;0;0;0;0;88;0;0;0;0;0;190324;178027;79999;0;30088;10059914943;0;190991;123;66892;0;0;0;0;0;16;0;0
