ChangePolicies;Population;Exposed;ExposedVAX;TotalExposed;SymptomaticNew;SymptomaticVAXNew;SymptomaticDaySnapshot;AsymptomaticNew;AsymptomaticVAXNew;AsymptomaticDaySnapshot;InfectedRetiredNew;InfectedWorkerNew;InfectedStudentNew;Death;DeathVAX;TotDeathRetired;TotDeathWorker;TotDeathStudent;Recovered;RecoveredVAX;TotalRecovered;IntensiveCareNOVAXNew;IntensiveCareVAXNew;IntensiveNew;IntensiveRetiredNew;IntensiveWorkerNew;IntensiveStudentNew;IntensiveCareDaySnapshot;CriticalsNew;CriticalDaySnapshot;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;EntityCount;DeathCriticial;DeathIntensive;DeathSymptomatic;DeathAsymptomatic;1Doses;2Doses;3Doses;4Doses;Days;Hours;Minutes
0;882948;1350;0;1350;88;0;1003;105;0;1104;165;13;15;3052;0;2892;83;77;1704;0;1704;7;0;7;6;1;0;102;22;155;882887;64575;0;0;31005;108385;882966;2076;976;3052;0;0;0;0;0;101;0;0
0;882917;1341;0;1341;110;0;1008;123;0;1122;194;18;21;3083;0;2919;86;78;1668;0;1668;15;0;15;15;0;0;106;17;152;882872;64474;0;0;35210;105223;882948;2096;987;3083;0;0;0;0;0;102;0;0
0;882884;1347;0;1347;106;0;998;113;0;1112;176;23;20;3116;0;2949;87;80;1645;0;1645;15;0;15;14;0;1;106;8;142;882835;64506;0;0;34126;105461;882917;2114;1002;3116;0;0;0;0;0;103;0;0
0;882860;1308;0;1308;117;0;1004;129;0;1123;192;28;26;3140;0;2972;88;80;1644;0;1644;6;0;6;6;0;0;106;23;147;882802;64462;0;0;31119;105841;882884;2132;1008;3140;0;0;0;0;0;104;0;0
0;882843;1294;0;1294;108;0;1009;120;0;1123;171;32;25;3157;0;2988;89;80;1636;0;1636;6;0;6;5;1;0;105;20;157;882776;64434;0;0;28678;107830;882860;2142;1015;3157;0;0;0;0;0;105;0;0
0;882814;1306;0;1306;88;0;989;123;0;1119;178;14;19;3186;0;3015;90;81;1612;0;1612;14;0;14;12;1;1;106;10;151;882761;64443;0;0;27060;110487;882843;2158;1028;3186;0;0;0;0;0;106;0;0
0;882790;1303;0;1303;86;0;979;121;0;1124;153;23;31;3210;0;3036;91;83;1601;0;1601;12;0;12;12;0;0;106;13;152;882733;64404;0;0;26154;108392;882814;2170;1040;3210;0;0;0;0;0;107;0;0
0;882763;1315;0;1315;95;0;978;108;0;1112;154;24;25;3237;0;3062;92;83;1576;0;1576;12;0;12;12;0;0;106;23;160;882708;64411;0;0;25936;106023;882790;2185;1052;3237;0;0;0;0;0;108;0;0
0;882732;1287;0;1287;107;0;981;112;0;1111;175;21;23;3268;0;3092;92;84;1571;0;1571;12;0;12;12;0;0;106;11;152;882681;64390;0;0;25571;105506;882763;2204;1064;3268;0;0;0;0;0;109;0;0
0;882704;1313;0;1313;76;0;949;110;0;1094;139;21;26;3296;0;3118;92;86;1567;0;1567;12;0;12;11;1;0;106;14;150;882652;64397;0;0;26711;104330;882732;2220;1076;3296;0;0;0;0;0;110;0;0
0;882683;1283;0;1283;100;0;948;118;0;1100;189;10;19;3317;0;3136;94;87;1572;0;1572;8;0;8;8;0;0;106;19;156;882625;64437;0;0;30703;104024;882704;2233;1084;3317;0;0;0;0;0;111;0;0
0;882649;1278;0;1278;92;0;934;107;0;1094;166;15;18;3351;0;3168;95;88;1558;0;1558;14;0;14;14;0;0;106;10;146;882603;64357;0;0;33951;107403;882683;2253;1098;3351;0;0;0;0;0;112;0;0
0;882623;1272;0;1272;112;0;942;110;0;1096;183;21;18;3377;0;3194;95;88;1534;0;1534;10;0;10;9;1;0;106;17;147;882574;64363;0;0;33429;108953;882649;2269;1108;3377;0;0;0;0;0;113;0;0
0;882594;1294;0;1294;82;0;909;112;0;1086;145;23;26;3406;0;3222;96;88;1523;0;1523;14;0;14;13;0;1;105;12;145;882545;64323;0;0;30942;105180;882623;2283;1123;3406;0;0;0;0;0;114;0;0
0;882569;1258;0;1258;82;0;893;136;0;1106;170;26;22;3431;0;3242;99;90;1535;0;1535;3;0;3;3;0;0;105;11;134;882520;64332;0;0;28542;104997;882594;2305;1126;3431;0;0;0;0;0;115;0;0
0;882538;1252;0;1252;78;0;867;105;0;1096;156;18;9;3462;0;3270;100;92;1546;0;1546;15;0;15;15;0;0;105;5;123;882493;64340;0;0;27065;104445;882569;2321;1141;3462;0;0;0;0;0;116;0;0
