ChangePolicies;Population;Exposed;ExposedVAX;TotalExposed;SymptomaticNew;SymptomaticVAXNew;SymptomaticDaySnapshot;AsymptomaticNew;AsymptomaticVAXNew;AsymptomaticDaySnapshot;InfectedRetiredNew;InfectedWorkerNew;InfectedStudentNew;Death;DeathVAX;TotDeathRetired;TotDeathWorker;TotDeathStudent;Recovered;RecoveredVAX;TotalRecovered;IntensiveCareNOVAXNew;IntensiveCareVAXNew;IntensiveNew;IntensiveRetiredNew;IntensiveWorkerNew;IntensiveStudentNew;IntensiveCareDaySnapshot;CriticalsNew;CriticalDaySnapshot;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;EntityCount;DeathCriticial;DeathIntensive;DeathSymptomatic;DeathAsymptomatic;InfectionsAtHome;InfectionsAtWork;InfectionsAtSchool;InfectionsAtOAHome;InfectionsAtOutdoor;InfectionsAtIndoor;StudentsCount;OccupiedWorkersCount;EssentialWorkersCount;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork1Doses;2Doses;3Doses;4Doses;Days;Hours;Minutes
0;857910;0;0;0;100;0;100;250;0;250;124;148;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;857910;0;0;0;0;0;0;0;0;0;350;190324;178027;79999;0;0;9999999999;0;0;258026;0;0;0;0;0;0;0;0;0
0;857910;3;0;3;0;0;100;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;641967;256499;174955;0;735101;0;857910;0;0;0;0;0;0;0;0;0;0;190324;178027;79999;0;624;10039631851;0;127305;1216;129194;0;0;0;0;0;1;0;0
0;857910;45;0;45;0;0;100;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;727873;254380;145788;0;726612;0;857910;0;0;0;0;0;0;0;0;0;0;190324;178027;79999;0;3158;10053592657;0;170831;142;86853;0;0;0;0;0;2;0;0
0;857910;86;0;86;0;0;100;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;736116;254677;167541;0;718190;0;857910;0;0;0;0;0;0;0;0;0;0;190324;178027;79999;0;3610;10058188881;0;185570;142;72126;0;0;0;0;0;3;0;0
0;857910;117;0;117;0;0;100;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;734202;253782;160141;0;724711;0;857910;0;0;0;0;0;0;0;0;0;0;190324;178027;79999;0;5118;10059382779;0;189293;142;68430;0;0;0;0;0;4;0;0
0;857910;131;0;131;2;0;100;1;0;250;2;1;0;0;0;0;0;0;3;0;3;2;0;2;1;1;0;2;0;0;738229;252391;172844;0;715039;0;857910;0;0;0;0;3;0;0;0;0;0;190324;178027;79999;0;6668;10059579107;0;189699;142;68051;0;0;0;0;0;5;0;0
0;857910;167;0;167;0;0;98;4;0;248;2;2;0;0;0;0;0;0;11;0;11;0;0;0;0;0;0;2;0;0;730776;252418;167354;0;713707;0;857910;0;0;0;0;4;0;0;0;0;0;190324;178027;79999;0;10256;10061139499;0;194987;142;62782;0;0;0;0;0;6;0;0
0;857910;160;0;160;5;0;97;9;0;244;10;4;0;0;0;0;0;0;30;0;30;3;0;3;2;1;0;5;0;0;734939;250132;175698;0;721646;0;857910;0;0;0;0;14;0;0;0;0;0;190324;178027;79999;0;10452;10060357827;0;192096;142;65693;0;0;0;0;0;7;0;0
0;857910;170;0;170;10;0;99;13;0;226;13;10;0;0;0;0;0;0;69;0;69;3;0;3;2;1;0;8;0;0;726423;251033;173829;0;709683;0;857910;0;0;0;0;23;0;0;0;0;0;190324;178027;79999;0;15658;10060483741;0;192867;142;64936;0;0;0;0;0;8;0;0
0;857910;161;0;161;8;0;85;11;0;201;11;8;0;0;0;0;0;0;127;0;127;5;0;5;4;1;0;13;0;0;731345;248353;179441;0;720576;0;857910;0;0;0;0;19;0;0;0;0;0;190324;178027;79999;0;23226;10059869193;0;190658;142;67157;0;0;0;0;0;9;0;0
0;857910;167;0;167;12;0;87;19;0;165;21;10;0;0;0;0;0;0;192;0;192;5;0;5;5;0;0;18;0;0;720404;249849;177502;0;706809;0;857910;0;0;0;0;31;0;0;0;0;0;190324;178027;79999;0;22972;10059508919;0;189685;142;68143;0;0;0;0;0;10;0;0
0;857910;162;0;162;17;0;84;20;0;144;31;6;0;0;0;0;0;0;253;0;253;8;0;8;8;0;0;26;0;0;728368;247048;181161;0;718066;0;857910;0;0;0;0;37;0;0;0;0;0;190324;178027;79999;0;26900;10059147785;0;188301;142;69535;0;0;0;0;0;11;0;0
0;857910;218;0;218;12;0;77;18;0;130;24;6;0;0;0;0;0;0;304;0;304;4;0;4;3;1;0;30;0;0;716746;248669;180512;0;702578;0;857910;0;0;0;0;30;0;0;0;0;0;190324;178027;79999;0;24796;10059158975;0;188536;142;69303;0;0;0;0;0;12;0;0
0;857910;246;0;246;8;0;78;15;0;118;19;4;0;0;0;0;0;0;335;0;335;8;0;8;8;0;0;37;0;0;726163;246136;182206;0;716340;0;857910;0;0;0;0;23;0;0;0;0;0;190324;178027;79999;0;21948;10059284199;0;188783;142;69060;0;0;0;0;0;13;0;0
0;857910;319;0;319;16;0;90;13;0;124;23;6;0;0;0;0;0;0;338;0;338;7;0;7;7;0;0;43;0;0;716469;247646;181595;0;699908;0;857910;0;0;0;0;29;0;0;0;0;0;190324;178027;79999;0;24090;10059367581;0;189118;142;68730;0;0;0;0;0;14;0;0
0;857910;330;0;330;13;0;99;17;0;138;22;7;1;0;0;0;0;0;318;0;318;6;0;6;6;0;0;49;0;0;722769;245440;182815;0;713671;0;857910;0;0;0;0;29;0;0;0;0;1;190324;178027;79999;0;35388;10059966069;0;191038;142;66814;0;0;0;0;0;15;0;0
0;857909;378;0;378;12;0;107;19;0;148;26;4;1;1;0;1;0;0;297;0;297;5;0;5;5;0;0;51;0;0;715964;246827;182090;0;700112;0;857910;0;1;1;0;31;0;0;0;0;0;190324;178027;79999;0;37806;10060158033;0;191731;142;66122;0;0;0;0;0;16;0;0
0;857909;421;0;421;20;0;119;19;0;162;30;9;0;1;0;1;0;0;254;0;254;8;0;8;8;0;0;56;0;0;719416;244908;182630;0;710942;0;857909;0;1;1;0;39;0;0;0;0;0;190324;178027;79999;0;39866;10060884021;0;194031;142;63825;0;0;0;0;0;17;0;0
0;857908;501;0;501;27;0;137;26;0;178;49;4;0;2;0;2;0;0;202;0;202;12;0;12;12;0;0;61;0;0;712927;246130;182197;0;696639;0;857909;0;2;2;0;52;0;0;0;0;1;190324;178027;79999;0;46296;10061027587;0;194432;142;63427;0;0;0;0;0;18;0;0
0;857908;563;0;563;29;0;159;41;0;202;63;6;1;2;0;2;0;0;170;0;170;17;0;17;17;0;0;78;0;0;715861;244561;181924;0;707693;0;857908;0;2;2;0;69;0;0;0;0;1;190324;178027;79999;0;31118;10061718011;0;196707;142;61153;0;0;0;0;0;19;0;0
0;857905;613;0;613;28;0;173;40;0;220;61;7;0;5;0;5;0;0;156;0;156;19;0;19;19;0;0;87;0;0;710709;245572;181678;0;695676;0;857908;0;5;5;0;68;0;0;0;0;0;190324;178027;79999;0;30906;10061885321;0;197287;142;60574;0;0;0;0;0;20;0;0
0;857905;1261;0;1261;30;0;190;41;0;242;64;5;2;5;0;5;0;0;153;0;153;19;0;19;19;0;0;102;2;2;547733;88441;2836;0;153932;174580;857905;0;5;5;0;71;0;0;0;0;0;190324;178027;79999;0;42992;10074446235;0;237776;142;20085;0;0;0;0;0;21;0;0
0;857904;2589;0;2589;35;0;218;41;0;266;67;8;1;6;0;6;0;0;164;0;164;3;0;3;3;0;0;103;13;15;152890;77268;0;0;14303;68054;857905;0;6;6;0;76;0;0;0;0;0;190324;178027;79999;0;30300;10074192903;0;237105;142;20756;0;0;0;0;0;22;0;0
0;857902;3815;0;3815;35;0;237;50;0;304;77;8;0;8;0;8;0;0;183;0;183;10;0;10;10;0;0;103;4;19;154518;77254;0;0;13808;67313;857904;0;8;8;0;83;0;0;0;0;2;190324;178027;79999;0;31114;10074679895;0;238663;142;19198;0;0;0;0;0;23;0;0
0;857901;5177;0;5177;68;0;297;64;0;355;117;12;3;9;0;9;0;0;187;0;187;4;0;4;4;0;0;103;27;46;150135;77232;0;0;12987;67390;857902;0;9;9;0;131;0;0;0;0;1;190324;178027;79999;0;26502;10074921073;0;239427;142;18434;0;0;0;0;0;24;0;0
0;857901;6044;0;6044;135;0;421;129;0;465;247;10;7;9;0;9;0;0;205;0;205;5;0;5;5;0;0;103;72;118;150244;77210;0;0;12860;66993;857901;0;9;9;0;262;0;0;0;0;2;190324;178027;79999;0;23870;10075168265;0;240190;142;17672;0;0;0;0;0;25;0;0
0;857895;6447;0;6447;194;0;593;215;0;647;369;17;23;15;0;15;0;0;234;0;234;11;0;11;11;0;0;103;80;198;147864;77202;0;0;12611;64530;857901;0;15;15;0;409;0;0;0;0;0;190324;178027;79999;0;36546;10075191769;0;240254;142;17608;0;0;0;0;0;26;0;0
