ChangePolicies;Population;Exposed;ExposedVAX;TotalExposed;SymptomaticNew;SymptomaticVAXNew;SymptomaticDaySnapshot;AsymptomaticNew;AsymptomaticVAXNew;AsymptomaticDaySnapshot;InfectedRetiredNew;InfectedWorkerNew;InfectedStudentNew;Death;DeathVAX;TotDeathRetired;TotDeathWorker;TotDeathStudent;Recovered;RecoveredVAX;TotalRecovered;IntensiveCareNOVAXNew;IntensiveCareVAXNew;IntensiveNew;IntensiveRetiredNew;IntensiveWorkerNew;IntensiveStudentNew;IntensiveCareDaySnapshot;CriticalsNew;CriticalDaySnapshot;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;EntityCount;DeathCriticial;DeathIntensive;DeathSymptomatic;DeathAsymptomatic;1Doses;2Doses;3Doses;4Doses;Days;Hours;Minutes
0;886000;0;0;0;25;0;25;10;0;10;13;12;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;886000;0;0;0;0;0;0;0;0;0;0;0
0;886000;76;0;76;0;0;25;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;885978;190544;89240;302384;628517;0;886000;0;0;0;0;0;0;0;0;1;0;0
0;886000;1098;0;1098;0;0;25;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;885970;265553;193920;0;710785;0;886000;0;0;0;0;0;0;0;0;2;0;0
0;886000;1217;0;1217;0;0;25;1;0;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;885755;261766;189577;0;713612;0;886000;0;0;0;0;0;0;0;0;3;0;0
0;886000;1305;0;1305;10;0;35;8;0;19;18;0;0;0;0;0;0;0;0;0;0;5;0;5;5;0;0;5;0;0;885648;255429;186083;0;707373;0;886000;0;0;0;0;0;0;0;0;4;0;0
0;886000;1422;0;1422;21;0;56;20;0;39;36;3;2;0;0;0;0;0;0;0;0;7;0;7;7;0;0;12;0;0;885758;252423;183947;0;711702;0;886000;0;0;0;0;0;0;0;0;5;0;0
0;886000;1930;0;1930;67;0;123;72;0;111;119;12;8;0;0;0;0;0;0;0;0;22;0;22;22;0;0;34;0;0;885730;253343;183642;0;687993;0;886000;0;0;0;0;0;0;0;0;6;0;0
0;886000;1825;0;1825;105;0;226;121;0;232;216;6;4;0;0;0;0;0;2;0;2;34;0;34;32;1;1;68;0;0;885595;250029;179916;0;693169;0;886000;0;0;0;0;0;0;0;0;7;0;0
0;886000;1796;0;1796;147;0;370;158;0;389;273;21;11;0;0;0;0;0;6;0;6;39;0;39;37;2;0;107;6;6;885647;247671;180036;0;679963;0;886000;0;0;0;0;0;0;0;0;8;0;0
0;886000;1649;0;1649;144;0;511;162;0;550;271;12;23;0;0;0;0;0;10;0;10;0;0;0;0;0;0;107;46;52;885678;245698;178456;0;678088;0;886000;0;0;0;0;0;0;0;0;9;0;0
0;886000;1430;0;1430;151;0;656;158;0;706;278;21;10;0;0;0;0;0;18;0;18;0;0;0;0;0;0;107;47;99;885519;243245;176745;0;666567;0;886000;0;0;0;0;0;0;0;0;10;0;0
0;885999;1237;0;1237;130;0;779;139;0;844;240;16;13;1;0;1;0;0;25;0;25;0;0;0;0;0;0;106;39;138;885626;242402;175663;0;664329;0;886000;0;1;1;0;0;0;0;0;11;0;0
0;885997;1010;0;1010;141;0;913;130;0;966;241;18;12;3;0;3;0;0;38;0;38;2;0;2;2;0;0;106;35;173;885627;240235;173907;0;652957;0;885999;0;3;3;0;0;0;0;0;12;0;0
0;885991;808;0;808;151;0;1042;138;0;1087;264;16;9;9;0;9;0;0;71;0;71;6;0;6;5;0;1;106;48;221;885540;238446;172803;0;650786;0;885997;0;9;9;0;0;0;0;0;13;0;0
0;885981;618;0;618;114;0;1128;118;0;1181;209;10;13;19;0;18;1;0;113;0;113;8;0;8;7;0;1;104;17;238;885622;236981;171576;0;641586;0;885991;0;19;19;0;0;0;0;0;14;0;0
0;885968;465;0;465;86;0;1168;104;0;1227;160;16;14;32;0;31;1;0;202;0;202;11;0;11;10;0;1;104;11;247;885569;235165;169904;0;636584;0;885981;2;30;32;0;0;0;0;0;15;0;0
0;885948;385;0;385;53;0;1141;54;0;1193;85;13;9;52;0;50;1;1;348;0;348;12;0;12;11;0;1;100;1;244;885528;233996;168774;0;630497;0;885968;6;46;52;0;0;0;0;0;16;0;0
0;885906;333;0;333;37;0;1074;61;0;1159;88;4;6;94;0;92;1;1;500;0;500;5;0;5;5;0;0;74;0;233;885574;232542;167316;0;624275;0;885948;17;77;94;0;0;0;0;0;17;0;0
0;885875;302;0;302;25;0;993;42;0;1060;57;3;7;125;0;122;2;1;705;0;705;5;0;5;5;0;0;67;0;214;885496;230973;166061;0;619007;0;885906;36;89;125;0;0;0;0;0;18;0;0
0;885836;275;0;275;32;0;889;36;0;952;54;7;7;164;0;159;4;1;940;0;940;9;0;9;8;0;1;62;0;189;885503;229688;164775;0;611432;0;885875;61;103;164;0;0;0;0;0;19;0;0
0;885797;269;0;269;24;0;779;27;0;847;40;5;6;203;0;198;4;1;1154;0;1154;11;0;11;10;1;0;70;0;153;885488;228233;163407;0;608029;0;885836;97;106;203;0;0;0;0;0;20;0;0
0;885755;290;0;290;21;0;652;30;0;732;43;6;2;245;0;239;5;1;1367;0;1367;2;0;2;2;0;0;70;0;113;885420;227223;162468;0;600184;0;885797;137;108;245;0;0;0;0;0;21;0;0
0;885719;317;0;317;13;0;537;27;0;626;36;1;3;281;0;274;5;2;1533;0;1533;8;0;8;8;0;0;74;0;81;885398;225548;160910;0;596477;0;885755;169;112;281;0;0;0;0;0;22;0;0
