ChangePolicies;Population;Exposed;ExposedVAX;TotalExposed;SymptomaticNew;SymptomaticVAXNew;SymptomaticDaySnapshot;AsymptomaticNew;AsymptomaticVAXNew;AsymptomaticDaySnapshot;InfectedRetiredNew;InfectedWorkerNew;InfectedStudentNew;Death;DeathVAX;TotDeathRetired;TotDeathWorker;TotDeathStudent;Recovered;RecoveredVAX;TotalRecovered;IntensiveCareNOVAXNew;IntensiveCareVAXNew;IntensiveNew;IntensiveRetiredNew;IntensiveWorkerNew;IntensiveStudentNew;IntensiveCareDaySnapshot;CriticalsNew;CriticalDaySnapshot;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;EntityCount;DeathCriticial;DeathIntensive;DeathSymptomatic;DeathAsymptomatic;1Doses;2Doses;3Doses;4Doses;Days;Hours;Minutes
0;885684;378;0;378;22;0;448;27;0;529;46;1;2;316;0;308;5;3;1652;0;1652;9;0;9;9;0;0;77;0;52;885360;224377;159855;0;590376;0;885719;198;118;316;0;0;0;0;0;23;0;0
0;885661;502;0;502;22;0;368;23;0;446;39;4;2;339;0;331;5;3;1691;0;1691;7;0;7;7;0;0;79;0;34;885304;223252;158518;0;585740;0;885684;216;123;339;0;0;0;0;0;24;0;0
0;885628;633;0;633;29;0;308;30;0;395;49;7;3;372;0;361;6;5;1667;0;1667;8;0;8;8;0;0;75;0;13;885316;221977;157520;0;579347;0;885661;237;135;372;0;0;0;0;0;25;0;0
0;885610;814;0;814;27;0;269;35;0;353;54;3;5;390;0;379;6;5;1577;0;1577;7;0;7;7;0;0;73;0;4;885300;220783;156477;0;576097;0;885628;246;144;390;0;0;0;0;0;26;0;0
0;885599;968;0;968;54;0;278;34;0;320;76;8;4;401;0;390;6;5;1468;0;1468;21;0;21;21;0;0;86;0;1;885256;219839;155283;0;570451;0;885610;249;152;401;0;0;0;0;0;27;0;0
0;885592;1150;0;1150;46;0;292;71;0;347;103;6;8;408;0;397;6;5;1278;0;1278;11;0;11;11;0;0;91;0;0;885247;218783;154254;0;565976;0;885599;250;158;408;0;0;0;0;0;28;0;0
0;885584;1251;0;1251;69;0;329;67;0;372;121;9;6;416;0;405;6;5;1128;0;1128;23;0;23;22;1;0;106;7;7;885235;217628;153124;0;561346;0;885592;250;166;416;0;0;0;0;0;29;0;0
0;885576;1343;0;1343;73;0;383;69;0;408;128;11;3;424;0;410;7;7;935;0;935;7;0;7;7;0;0;105;8;15;885248;216650;152245;0;556867;0;885584;250;174;424;0;0;0;0;0;30;0;0
0;885560;1526;0;1526;77;0;425;73;0;444;140;4;6;440;0;426;7;7;801;0;801;15;0;15;14;1;0;104;18;33;885522;110232;43540;0;274348;259410;885576;250;190;440;0;0;0;0;0;31;0;0
0;885553;1794;0;1794;95;0;487;102;0;509;177;10;10;447;0;433;7;7;673;0;673;9;0;9;8;0;1;106;20;53;885503;64670;0;0;172986;119732;885560;250;197;447;0;0;0;0;0;32;0;0
0;885544;1987;0;1987;100;0;561;123;0;597;192;19;12;456;0;442;7;7;577;0;577;9;0;9;8;1;0;106;17;70;885494;65089;0;0;57859;85228;885553;250;206;456;0;0;0;0;0;33;0;0
0;885538;2172;0;2172;117;0;660;112;0;680;202;14;13;462;0;448;7;7;485;0;485;6;0;6;6;0;0;106;20;90;885486;65247;0;0;17968;94760;885544;250;212;462;0;0;0;0;0;34;0;0
0;885528;2191;0;2191;130;0;758;142;0;786;239;16;17;472;0;458;7;7;458;0;458;9;0;9;9;0;0;105;32;122;885479;65269;0;0;15028;104204;885538;250;222;472;0;0;0;0;0;35;0;0
0;885515;2124;0;2124;125;0;844;137;0;882;232;10;20;485;0;471;7;7;442;0;442;13;0;13;13;0;0;105;26;148;885467;65144;0;0;14610;104953;885528;250;235;485;0;0;0;0;0;36;0;0
0;885494;1918;0;1918;154;0;929;169;0;1000;282;26;15;506;0;490;9;7;482;0;482;20;0;20;20;0;0;106;26;172;885454;65093;0;0;14284;124651;885515;252;254;506;0;0;0;0;0;37;0;0
0;885475;1654;0;1654;153;0;1011;181;0;1120;281;21;32;525;0;509;9;7;546;0;546;14;0;14;13;1;0;106;23;190;885425;65130;0;0;15230;120064;885494;257;268;525;0;0;0;0;0;38;0;0
0;885462;1388;0;1388;165;0;1126;200;0;1249;317;20;28;538;0;522;9;7;589;0;589;5;0;5;5;0;0;106;41;223;885400;65050;0;0;14972;113295;885475;265;273;538;0;0;0;0;0;39;0;0
0;885443;1120;0;1120;171;0;1234;163;0;1329;285;23;26;557;0;541;9;7;664;0;664;8;0;8;8;0;0;106;45;257;885385;65029;0;0;15249;114563;885462;276;281;557;0;0;0;0;0;40;0;0
0;885416;875;0;875;138;0;1300;173;0;1423;247;30;34;584;0;567;10;7;734;0;734;11;0;11;9;0;2;106;23;264;885362;65114;0;0;32557;114820;885443;292;292;584;0;0;0;0;0;41;0;0
0;885390;683;0;683;108;0;1331;140;0;1475;206;17;25;610;0;593;10;7;823;0;823;6;0;6;6;0;0;105;25;270;885336;65048;0;0;40365;112213;885416;311;299;610;0;0;0;0;0;42;0;0
0;885364;547;0;547;74;0;1306;123;0;1485;157;13;27;636;0;617;11;8;953;0;953;11;0;11;10;0;1;105;6;261;885309;64978;0;0;38994;122046;885390;326;310;636;0;0;0;0;0;43;0;0
0;885336;474;0;474;52;0;1263;89;0;1458;108;17;16;664;0;642;13;9;1070;0;1070;6;0;6;6;0;0;104;4;244;885278;64994;0;0;32094;123189;885364;347;317;664;0;0;0;0;0;44;0;0
0;885303;474;0;474;47;0;1188;53;0;1377;88;6;6;697;0;673;14;10;1194;0;1194;9;0;9;8;0;1;102;7;229;885252;65015;0;0;30868;115195;885336;369;328;697;0;0;0;0;0;45;0;0
0;885254;494;0;494;41;0;1071;49;0;1280;78;6;6;746;0;721;14;11;1341;0;1341;8;0;8;8;0;0;98;2;194;885222;64910;0;0;29187;114053;885303;406;340;746;0;0;0;0;0;46;0;0
0;885214;502;0;502;42;0;978;66;0;1202;87;14;7;786;0;758;15;13;1464;0;1464;10;0;10;10;0;0;94;0;168;885178;64915;0;0;27186;113127;885254;432;354;786;0;0;0;0;0;47;0;0
0;885177;543;0;543;36;0;860;39;0;1067;63;8;4;823;0;793;15;15;1640;0;1640;11;0;11;10;0;1;92;0;144;885139;64940;0;0;26486;113805;885214;456;367;823;0;0;0;0;0;48;0;0
0;885138;602;0;602;38;0;754;46;0;971;75;5;4;862;0;830;15;17;1742;0;1742;8;0;8;8;0;0;89;0;116;885108;64918;0;0;24893;116344;885177;484;378;862;0;0;0;0;0;49;0;0
0;885106;711;0;711;51;0;663;52;0;844;87;9;7;894;0;861;16;17;1892;0;1892;12;0;12;11;0;1;95;0;90;885073;64893;0;0;24681;123937;885138;510;384;894;0;0;0;0;0;50;0;0
0;885067;902;0;902;38;0;573;44;0;718;74;6;2;933;0;898;16;19;1982;0;1982;13;0;13;13;0;0;96;0;63;885039;64854;0;0;36841;115877;885106;537;396;933;0;0;0;0;0;51;0;0
0;885039;1139;0;1139;52;0;510;56;0;633;91;7;10;961;0;926;16;19;2014;0;2014;17;0;17;16;1;0;105;0;43;884999;64810;0;0;43024;113071;885067;557;404;961;0;0;0;0;0;52;0;0
0;885017;1704;0;1704;59;0;487;58;0;572;106;9;2;983;0;946;16;21;1980;0;1980;10;0;10;9;1;0;105;2;33;884965;64790;0;0;37577;115130;885039;569;414;983;0;0;0;0;0;53;0;0
0;884991;2135;0;2135;52;0;465;69;0;545;102;6;13;1009;0;970;16;23;1888;0;1888;10;0;10;9;0;1;105;2;19;884941;64850;0;0;30266;114139;885017;585;424;1009;0;0;0;0;0;54;0;0
0;884971;2358;0;2358;54;0;456;84;0;555;123;6;9;1029;0;990;16;23;1741;0;1741;12;0;12;12;0;0;106;8;18;884918;64799;0;0;29017;116593;884991;594;435;1029;0;0;0;0;0;55;0;0
0;884959;2482;0;2482;103;0;513;103;0;597;182;13;11;1041;0;1001;16;24;1587;0;1587;8;0;8;8;0;0;106;22;36;884899;64783;0;0;28134;123047;884971;598;443;1041;0;0;0;0;0;56;0;0
0;884944;2705;0;2705;138;0;607;155;0;688;247;21;25;1056;0;1015;16;25;1407;0;1407;12;0;12;11;1;0;105;20;54;884892;64767;0;0;27304;116422;884959;600;456;1056;0;0;0;0;0;57;0;0
0;884935;2686;0;2686;182;0;736;200;0;835;338;22;22;1065;0;1024;16;25;1213;0;1213;10;0;10;9;1;0;106;46;100;884878;64715;0;0;26656;112327;884944;600;465;1065;0;0;0;0;0;58;0;0
0;884927;2488;0;2488;211;0;913;263;0;1037;412;22;40;1073;0;1032;16;25;1059;0;1059;8;0;8;7;1;0;106;59;159;884865;64676;0;0;25786;112868;884935;600;473;1073;0;0;0;0;0;59;0;0
0;884912;2290;0;2290;198;0;1064;255;0;1232;392;25;36;1088;0;1045;17;26;921;0;921;15;0;15;15;0;0;106;53;212;884854;64684;0;0;26058;113163;884927;600;488;1088;0;0;0;0;0;60;0;0
0;884896;2060;0;2060;192;0;1200;228;0;1408;351;31;38;1104;0;1061;17;26;833;0;833;12;0;12;11;1;0;103;41;252;884838;64673;0;0;36409;113165;884912;601;503;1104;0;0;0;0;0;61;0;0
0;884883;1815;0;1815;197;0;1334;221;0;1575;346;32;40;1117;0;1073;18;26;775;0;775;14;0;14;13;1;0;106;43;293;884823;64689;0;0;39684;117753;884896;603;514;1117;0;0;0;0;0;62;0;0
0;884868;1578;0;1578;161;0;1432;207;0;1713;297;37;34;1132;0;1088;18;26;776;0;776;11;0;11;10;1;0;106;40;329;884806;64730;0;0;35225;115268;884883;607;525;1132;0;0;0;0;0;63;0;0
0;884847;1333;0;1333;159;0;1521;193;0;1820;291;31;30;1153;0;1107;19;27;810;0;810;8;0;8;7;1;0;106;42;358;884794;64634;0;0;31553;113857;884868;620;533;1153;0;0;0;0;0;64;0;0
0;884822;1150;0;1150;125;0;1562;149;0;1871;222;25;27;1178;0;1131;19;28;884;0;884;13;0;13;13;0;0;106;18;364;884771;64567;0;0;29121;111986;884847;632;546;1178;0;0;0;0;0;65;0;0
0;884797;1034;0;1034;110;0;1570;129;0;1860;193;27;19;1203;0;1155;20;28;993;0;993;6;0;6;4;0;2;106;28;373;884745;64580;0;0;27228;109447;884822;651;552;1203;0;0;0;0;0;66;0;0
0;884752;905;0;905;110;0;1546;124;0;1816;180;24;30;1248;0;1197;21;30;1167;0;1167;12;0;12;10;2;0;106;20;360;884721;64610;0;0;26901;108763;884797;684;564;1248;0;0;0;0;0;67;0;0
0;884690;818;0;818;98;0;1469;95;0;1722;161;16;16;1310;0;1258;21;31;1376;0;1376;10;0;10;9;0;1;106;16;324;884674;64548;0;0;26493;117235;884752;736;574;1310;0;0;0;0;0;68;0;0
0;884648;737;0;737;98;0;1405;85;0;1604;162;11;10;1352;0;1297;23;32;1603;0;1603;7;0;7;6;1;0;104;14;305;884613;64643;0;0;25692;118306;884690;769;583;1352;0;0;0;0;0;69;0;0
0;884588;705;0;705;59;0;1279;89;0;1493;119;14;15;1412;0;1354;26;32;1817;0;1817;12;0;12;12;0;0;105;4;260;884570;64594;0;0;26646;112193;884648;818;594;1412;0;0;0;0;0;70;0;0
0;884526;690;0;690;53;0;1121;79;0;1346;111;14;7;1474;0;1412;29;33;2077;0;2077;10;0;10;9;1;0;99;3;217;884506;64525;0;0;34610;109849;884588;864;610;1474;0;0;0;0;0;71;0;0
0;884476;718;0;718;57;0;989;61;0;1198;102;5;11;1524;0;1457;32;35;2281;0;2281;16;0;16;15;0;1;102;0;180;884451;64563;0;0;38279;109956;884526;901;623;1524;0;0;0;0;0;72;0;0
0;884430;759;0;759;48;0;887;73;0;1073;103;10;8;1570;0;1501;32;37;2418;0;2418;14;0;14;13;1;0;105;0;145;884402;64489;0;0;36072;109487;884476;936;634;1570;0;0;0;0;0;73;0;0
0;884388;826;0;826;67;0;840;67;0;983;117;10;7;1612;0;1537;35;40;2448;0;2448;11;0;11;11;0;0;106;3;116;884354;64443;0;0;31885;110164;884430;968;644;1612;0;0;0;0;0;74;0;0
0;884353;956;0;956;52;0;766;64;0;895;98;11;7;1647;0;1570;37;40;2443;0;2443;7;0;7;7;0;0;104;5;95;884315;64439;0;0;28742;117300;884388;994;653;1647;0;0;0;0;0;75;0;0
0;884321;1115;0;1115;67;0;736;69;0;819;117;7;12;1679;0;1596;40;43;2353;0;2353;13;0;13;13;0;0;106;3;77;884285;64481;0;0;27173;114489;884353;1015;664;1679;0;0;0;0;0;76;0;0
0;884298;1310;0;1310;55;0;684;76;0;784;103;15;13;1702;0;1618;40;44;2223;0;2223;7;0;7;7;0;0;106;6;67;884254;64408;0;0;27109;109363;884321;1031;671;1702;0;0;0;0;0;77;0;0
0;884256;1493;0;1493;79;0;635;83;0;763;139;9;14;1744;0;1658;42;44;2072;0;2072;13;0;13;12;1;0;106;7;45;884228;64441;0;0;26187;108301;884298;1060;684;1744;0;0;0;0;0;78;0;0
0;884240;1661;0;1661;86;0;636;96;0;766;157;8;17;1760;0;1672;43;45;1872;0;1872;9;0;9;8;0;1;105;11;50;884191;64404;0;0;25404;108077;884256;1066;694;1760;0;0;0;0;0;79;0;0
0;884223;1792;0;1792;81;0;642;125;0;806;177;14;15;1777;0;1689;43;45;1672;0;1672;12;0;12;12;0;0;106;10;54;884177;64397;0;0;26586;108878;884240;1072;705;1777;0;0;0;0;0;80;0;0
0;884210;1826;0;1826;125;0;718;121;0;831;206;18;22;1790;0;1702;43;45;1508;0;1508;9;0;9;7;1;1;106;25;75;884157;64364;0;0;32567;113624;884223;1076;714;1790;0;0;0;0;0;81;0;0
0;884196;1810;0;1810;112;0;766;142;0;885;211;20;23;1804;0;1715;44;45;1403;0;1403;11;0;11;11;0;0;106;14;86;884144;64371;0;0;36479;113498;884210;1079;725;1804;0;0;0;0;0;82;0;0
0;884175;1750;0;1750;138;0;832;158;0;979;246;17;33;1825;0;1734;44;47;1302;0;1302;15;0;15;15;0;0;105;26;107;884130;64346;0;0;35506;110835;884196;1084;741;1825;0;0;0;0;0;83;0;0
0;884157;1690;0;1690;119;0;880;148;0;1048;216;24;27;1843;0;1752;44;47;1225;0;1225;15;0;15;13;1;1;106;15;118;884107;64334;0;0;31871;106620;884175;1088;755;1843;0;0;0;0;0;84;0;0
0;884141;1589;0;1589;155;0;967;167;0;1126;264;21;37;1859;0;1768;44;47;1146;0;1146;12;0;12;10;1;1;105;30;145;884087;64310;0;0;28828;107579;884157;1091;768;1859;0;0;0;0;0;85;0;0
0;884127;1509;0;1509;117;0;1007;143;0;1181;221;21;18;1873;0;1782;44;47;1124;0;1124;10;0;10;9;1;0;105;28;169;884073;64335;0;0;26997;107089;884141;1095;778;1873;0;0;0;0;0;86;0;0
0;884111;1417;0;1417;124;0;1062;137;0;1216;219;23;19;1889;0;1798;44;47;1117;0;1117;8;0;8;7;0;1;106;23;183;884059;64291;0;0;26414;114010;884127;1104;785;1889;0;0;0;0;0;87;0;0
0;884097;1309;0;1309;119;0;1106;150;0;1287;213;27;29;1903;0;1811;44;48;1109;0;1109;6;0;6;6;0;0;106;28;203;884043;64262;0;0;26552;113195;884111;1112;791;1903;0;0;0;0;0;88;0;0
0;884071;1226;0;1226;103;0;1120;130;0;1324;197;15;21;1929;0;1836;44;49;1122;0;1122;11;0;11;11;0;0;106;20;208;884029;64230;0;0;25647;108620;884097;1127;802;1929;0;0;0;0;0;89;0;0
0;884045;1145;0;1145;106;0;1124;110;0;1315;178;21;17;1955;0;1862;44;49;1188;0;1188;11;0;11;10;0;1;104;12;207;884005;64248;0;0;26746;106025;884071;1140;815;1955;0;0;0;0;0;90;0;0
0;884015;1069;0;1069;98;0;1119;111;0;1304;157;27;25;1985;0;1892;44;49;1251;0;1251;17;0;17;15;2;0;106;13;205;883979;64257;0;0;31755;106885;884045;1155;830;1985;0;0;0;0;0;91;0;0
0;883985;1013;0;1013;79;0;1089;117;0;1279;161;18;17;2015;0;1919;46;50;1336;0;1336;9;0;9;9;0;0;105;6;191;883943;64214;0;0;35659;107857;884015;1175;840;2015;0;0;0;0;0;92;0;0
0;883955;958;0;958;92;0;1051;106;0;1261;167;16;15;2045;0;1946;48;51;1416;0;1416;11;0;11;11;0;0;106;18;189;883917;64184;0;0;34907;110185;883985;1195;850;2045;0;0;0;0;0;93;0;0
0;883925;948;0;948;81;0;1021;93;0;1206;147;14;13;2075;0;1974;49;52;1482;0;1482;8;0;8;8;0;0;106;11;178;883884;64195;0;0;30900;110606;883955;1217;858;2075;0;0;0;0;0;94;0;0
0;883891;912;0;912;92;0;1000;79;0;1143;138;14;19;2109;0;2006;49;54;1575;0;1575;16;0;16;16;0;0;106;6;166;883851;64171;0;0;28200;107730;883925;1235;874;2109;0;0;0;0;0;95;0;0
0;883847;928;0;928;64;0;926;75;0;1089;115;17;7;2153;0;2048;49;56;1649;0;1649;7;0;7;7;0;0;104;3;134;883820;64122;0;0;27037;108005;883891;1270;883;2153;0;0;0;0;0;96;0;0
0;883815;935;0;935;71;0;901;81;0;1048;125;17;10;2185;0;2076;51;58;1676;0;1676;9;0;9;7;1;1;105;13;123;883776;64120;0;0;26057;106306;883847;1294;891;2185;0;0;0;0;0;97;0;0
0;883788;958;0;958;68;0;858;90;0;989;125;14;19;2212;0;2103;51;58;1727;0;1727;8;0;8;6;1;1;105;11;115;883745;64090;0;0;25964;107290;883815;1313;899;2212;0;0;0;0;0;98;0;0
0;883765;979;0;979;85;0;845;90;0;943;150;11;14;2235;0;2124;52;59;1740;0;1740;6;0;6;6;0;0;104;18;117;883717;64056;0;0;25652;107988;883788;1329;906;2235;0;0;0;0;0;99;0;0
0;883742;1041;0;1041;66;0;815;83;0;916;122;11;16;2258;0;2146;53;59;1710;0;1710;12;0;12;12;0;0;105;9;114;883693;64052;0;0;26776;110991;883765;1341;917;2258;0;0;0;0;0;100;0;0
0;883714;1131;0;1131;58;0;770;92;0;899;124;7;19;2286;0;2171;54;61;1661;0;1661;8;0;8;8;0;0;98;8;109;883671;64065;0;0;31093;107823;883742;1354;932;2286;0;0;0;0;0;101;0;0
0;883690;1188;0;1188;99;0;778;87;0;891;155;15;16;2310;0;2195;54;61;1590;0;1590;17;0;17;16;0;1;104;11;107;883646;64026;0;0;34627;103676;883714;1367;943;2310;0;0;0;0;0;102;0;0
0;883671;1234;0;1234;82;0;770;98;0;882;152;14;14;2329;0;2212;54;63;1540;0;1540;12;0;12;12;0;0;106;11;109;883620;63991;0;0;33979;104486;883690;1376;953;2329;0;0;0;0;0;103;0;0
0;883644;1255;0;1255;90;0;776;88;0;873;143;18;17;2356;0;2238;55;63;1495;0;1495;12;0;12;10;1;1;105;4;99;883598;64017;0;0;30919;104585;883671;1390;966;2356;0;0;0;0;0;104;0;0
0;883613;1271;0;1271;76;0;758;110;0;876;149;17;20;2387;0;2265;57;65;1460;0;1460;13;0;13;13;0;0;105;14;95;883573;63994;0;0;28142;105935;883644;1408;979;2387;0;0;0;0;0;105;0;0
0;883597;1291;0;1291;95;0;778;105;0;881;154;22;24;2403;0;2280;57;66;1405;0;1405;7;0;7;7;0;0;106;21;106;883541;64007;0;0;26438;111395;883613;1418;985;2403;0;0;0;0;0;106;0;0
0;883581;1281;0;1281;92;0;791;102;0;892;152;14;28;2419;0;2294;58;67;1374;0;1374;9;0;9;9;0;0;106;15;114;883524;64018;0;0;26103;108315;883597;1425;994;2419;0;0;0;0;0;107;0;0
0;883564;1303;0;1303;85;0;809;115;0;909;173;12;15;2436;0;2311;58;67;1300;0;1300;8;0;8;6;0;2;106;20;125;883510;63917;0;0;25715;104382;883581;1434;1002;2436;0;0;0;0;0;108;0;0
0;883536;1266;0;1266;82;0;810;134;0;955;172;20;24;2464;0;2336;58;70;1266;0;1266;13;0;13;12;0;1;105;5;116;883493;63929;0;0;25235;104082;883564;1448;1016;2464;0;0;0;0;0;109;0;0
0;883521;1204;0;1204;103;0;838;127;0;992;192;23;15;2479;0;2351;58;70;1248;0;1248;11;0;11;11;0;0;106;16;127;883462;63893;0;0;26652;104844;883536;1453;1026;2479;0;0;0;0;0;110;0;0
0;883495;1170;0;1170;77;0;832;111;0;1021;154;13;21;2505;0;2376;58;71;1234;0;1234;11;0;11;10;0;1;105;8;121;883446;63908;0;0;30126;103300;883521;1467;1038;2505;0;0;0;0;0;111;0;0
0;883471;1150;0;1150;93;0;836;107;0;1048;171;17;12;2529;0;2399;58;72;1192;0;1192;12;0;12;10;1;1;106;11;119;883419;63894;0;0;33553;105870;883495;1480;1049;2529;0;0;0;0;0;112;0;0
0;883449;1143;0;1143;78;0;815;89;0;1031;141;9;17;2551;0;2421;58;72;1210;0;1210;12;0;12;12;0;0;106;8;117;883394;63856;0;0;33237;106992;883471;1490;1061;2551;0;0;0;0;0;113;0;0
0;883426;1099;0;1099;84;0;811;106;0;1044;148;17;25;2574;0;2442;60;72;1221;0;1221;12;0;12;10;0;2;103;13;122;883373;63856;0;0;30374;104635;883449;1498;1076;2574;0;0;0;0;0;114;0;0
0;883404;1068;0;1068;86;0;814;111;0;1059;154;25;18;2596;0;2462;61;73;1216;0;1216;12;0;12;10;2;0;106;13;122;883350;63799;0;0;28456;103646;883426;1511;1085;2596;0;0;0;0;0;115;0;0
0;883377;1047;0;1047;78;0;798;102;0;1059;142;13;25;2623;0;2486;62;75;1236;0;1236;9;0;9;8;0;1;104;11;117;883325;63823;0;0;26981;104617;883404;1527;1096;2623;0;0;0;0;0;116;0;0
0;883354;1014;0;1014;74;0;795;93;0;1038;131;20;16;2646;0;2508;63;75;1271;0;1271;6;0;6;6;0;0;106;12;110;883299;63819;0;0;25835;102946;883377;1546;1100;2646;0;0;0;0;0;117;0;0
0;883328;995;0;995;70;0;779;97;0;1020;131;16;20;2672;0;2532;63;77;1299;0;1299;13;0;13;10;2;1;105;5;103;883277;63823;0;0;25387;105213;883354;1558;1114;2672;0;0;0;0;0;118;0;0
