ChangePolicies;Population;Exposed;ExposedVAX;TotalExposed;SymptomaticNew;SymptomaticVAXNew;SymptomaticDaySnapshot;AsymptomaticNew;AsymptomaticVAXNew;AsymptomaticDaySnapshot;InfectedRetiredNew;InfectedWorkerNew;InfectedStudentNew;Death;DeathVAX;TotDeathRetired;TotDeathWorker;TotDeathStudent;Recovered;RecoveredVAX;TotalRecovered;IntensiveCareNOVAXNew;IntensiveCareVAXNew;IntensiveNew;IntensiveRetiredNew;IntensiveWorkerNew;IntensiveStudentNew;IntensiveCareDaySnapshot;CriticalsNew;CriticalDaySnapshot;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;EntityCount;DeathCriticial;DeathIntensive;DeathSymptomatic;DeathAsymptomatic;InfectionsAtHome;InfectionsAtWork;InfectionsAtSchool;InfectionsAtOAHome;InfectionsAtOutdoor;InfectionsAtIndoor;StudentsCount;OccupiedWorkersCount;EssentialWorkersCount;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork1Doses;2Doses;3Doses;4Doses;Days;Hours;Minutes
0;886000;0;0;0;10;0;10;25;0;25;14;14;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;886000;0;0;0;0;0;0;0;0;0;35;196560;187352;79473;0;0;9999999999;0;0;266825;0;0;0;0;0;0;0;0;0
0;886000;0;0;0;0;0;10;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;511841;265807;181789;0;609698;0;886000;0;0;0;0;0;0;0;0;0;0;196560;187352;79473;0;624;10043717163;0;140461;636;125346;0;0;0;0;0;1;0;0
0;886000;3;0;3;0;0;10;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;740684;265281;168359;0;746456;0;886000;0;0;0;0;0;0;0;0;0;0;196560;187352;79473;0;2296;10061521327;0;196723;66;69797;0;0;0;0;0;2;0;0
0;886000;4;0;4;0;0;10;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;749541;265039;180833;0;738377;0;886000;0;0;0;0;0;0;0;0;0;0;196560;187352;79473;0;4910;10068681193;0;219696;66;46837;0;0;0;0;0;3;0;0
0;886000;4;0;4;0;0;10;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;757133;264607;176562;0;750699;0;886000;0;0;0;0;0;0;0;0;0;0;196560;187352;79473;0;5178;10070738457;0;226074;66;40485;0;0;0;0;0;4;0;0
0;886000;4;0;4;0;0;10;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;762250;263865;182741;0;728928;0;886000;0;0;0;0;0;0;0;0;0;0;196560;187352;79473;0;6676;10071509811;0;228177;66;38418;0;0;0;0;0;5;0;0
0;886000;4;0;4;0;0;9;0;0;25;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;757416;263729;177960;0;743184;0;886000;0;0;0;0;0;0;0;0;0;0;196560;187352;79473;0;7770;10072322105;0;231068;66;35552;0;0;0;0;0;6;0;0
0;886000;3;0;3;0;0;8;1;0;25;0;1;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;762414;262925;183986;0;740631;0;886000;0;0;0;0;1;0;0;0;0;0;196560;187352;79473;0;9542;10071981123;0;229634;66;37011;0;0;0;0;0;7;0;0
0;886000;2;0;2;0;0;8;1;0;23;0;1;0;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;754864;262749;180448;0;737621;0;886000;0;0;0;0;1;0;0;0;0;0;196560;187352;79473;0;8810;10071631165;0;228859;66;37799;0;0;0;0;0;8;0;0
0;886000;2;0;2;0;0;6;0;0;19;0;0;0;0;0;0;0;0;12;0;12;0;0;0;0;0;0;0;0;0;758911;261885;185027;0;742675;0;886000;0;0;0;0;0;0;0;0;0;0;196560;187352;79473;0;12470;10070683061;0;225620;66;41051;0;0;0;0;0;9;0;0
