ChangePolicies;Population;Exposed;ExposedVAX;TotalExposed;SymptomaticNew;SymptomaticVAXNew;SymptomaticDaySnapshot;AsymptomaticNew;AsymptomaticVAXNew;AsymptomaticDaySnapshot;InfectedRetiredNew;InfectedWorkerNew;InfectedStudentNew;Death;DeathVAX;TotDeathRetired;TotDeathWorker;TotDeathStudent;Recovered;RecoveredVAX;TotalRecovered;IntensiveCareNOVAXNew;IntensiveCareVAXNew;IntensiveNew;IntensiveRetiredNew;IntensiveWorkerNew;IntensiveStudentNew;IntensiveCareDaySnapshot;CriticalsNew;CriticalDaySnapshot;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;EntityCount;DeathCriticial;DeathIntensive;DeathSymptomatic;DeathAsymptomatic;InfectionsAtHome;InfectionsAtWork;InfectionsAtSchool;InfectionsAtOAHome;InfectionsAtOutdoor;InfectionsAtIndoor;StudentsCount;OccupiedWorkersCount;EssentialWorkersCount;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork1Doses;2Doses;3Doses;4Doses;Days;Hours;Minutes
0;886000;0;0;0;35;0;35;70;0;70;34;42;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;886000;0;0;0;0;0;0;0;0;0;105;196560;186750;79981;0;0;9999999999;0;0;266731;0;0;0;0;0;0;0;0;0
0;886000;0;0;0;0;0;35;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138353;214916;124815;0;444284;0;886000;0;0;0;0;0;0;0;0;0;0;196560;186750;79981;0;784;10021944279;0;54531;49470;160385;0;0;0;0;0;1;0;0
0;886000;9;0;9;0;0;35;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116308;27296;18017;0;91559;0;886000;0;0;0;0;0;0;0;0;0;0;196560;186750;79981;0;2348;10025505911;0;62547;49216;152597;0;0;0;0;0;2;0;0
0;886000;44;0;44;0;0;35;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62212;25454;16490;0;73371;0;886000;0;0;0;0;0;0;0;0;0;0;196560;186750;79981;0;3804;10026197443;0;63733;49216;151471;0;0;0;0;0;3;0;0
0;886000;82;0;82;0;0;35;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58401;24886;16294;0;67722;0;886000;0;0;0;0;0;0;0;0;0;0;196560;186750;79981;0;6844;10025756323;0;62204;49216;153035;0;0;0;0;0;4;0;0
0;886000;121;0;121;0;0;35;0;0;69;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;58408;24043;16417;0;67934;0;886000;0;0;0;0;0;0;0;0;0;0;196560;186750;79981;0;8692;10025378687;0;60733;49216;154549;0;0;0;0;0;5;0;0
0;886000;167;0;167;0;0;34;0;0;69;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;52547;23472;16211;0;61976;0;886000;0;0;0;0;0;0;0;0;0;0;196560;186750;79981;0;8776;10025469923;0;60699;49216;154621;0;0;0;0;0;6;0;0
0;886000;235;0;235;4;0;38;2;0;66;0;6;0;0;0;0;0;0;7;0;7;0;0;0;0;0;0;0;0;0;54014;23038;16026;0;62458;0;886000;0;0;0;0;5;1;0;0;0;0;196560;186750;79981;0;11348;10025915567;0;61530;49216;153808;0;0;0;0;0;7;0;0
0;886000;246;0;246;1;0;36;18;0;78;0;19;0;0;0;0;0;0;16;0;16;0;0;0;0;0;0;0;0;0;50912;22585;15776;0;59302;0;886000;0;0;0;0;12;7;0;0;0;0;196560;186750;79981;0;15672;10026088471;0;61903;49216;153449;0;0;0;0;0;8;0;0
0;886000;251;0;251;7;0;38;13;0;80;0;20;0;0;0;0;0;0;32;0;32;1;0;1;0;1;0;1;0;0;50401;22167;15528;0;59357;0;886000;0;0;0;0;11;9;0;0;0;0;196560;186750;79981;0;14796;10026260719;0;61845;49216;153521;0;0;0;0;0;9;0;0
