ChangePolicies;Population;Exposed;ExposedVAX;TotalExposed;SymptomaticNew;SymptomaticVAXNew;SymptomaticDaySnapshot;AsymptomaticNew;AsymptomaticVAXNew;AsymptomaticDaySnapshot;InfectedRetiredNew;InfectedWorkerNew;InfectedStudentNew;Death;DeathVAX;TotDeathRetired;TotDeathWorker;TotDeathStudent;Recovered;RecoveredVAX;TotalRecovered;IntensiveCareNOVAXNew;IntensiveCareVAXNew;IntensiveNew;IntensiveRetiredNew;IntensiveWorkerNew;IntensiveStudentNew;IntensiveCareDaySnapshot;CriticalsNew;CriticalDaySnapshot;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;EntityCount;DeathCriticial;DeathIntensive;DeathSymptomatic;DeathAsymptomatic;InfectionsAtHome;InfectionsAtWork;InfectionsAtSchool;InfectionsAtOAHome;InfectionsAtOutdoor;InfectionsAtIndoor;StudentsCount;OccupiedWorkersCount;EssentialWorkersCount;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork1Doses;2Doses;3Doses;4Doses;Days;Hours;Minutes
0;857910;0;0;0;100;0;100;250;0;250;124;148;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;857910;0;0;0;0;0;0;0;0;0;350;190324;178027;79999;0;0;9999999999;0;0;258026;0;0;0;0;0;0;0;0;0
0;857910;3;0;3;0;0;100;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;642237;256527;175127;0;735125;0;857910;0;0;0;0;0;0;0;0;0;0;190324;178027;79999;0;624;10039745007;0;127669;1189;128858;0;0;0;0;0;1;0;0
0;857910;47;0;47;0;0;100;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;727730;254438;146273;0;726747;0;857910;0;0;0;0;0;0;0;0;0;0;190324;178027;79999;0;2086;10053789465;0;171445;140;86249;0;0;0;0;0;2;0;0
0;857910;95;0;95;0;0;100;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;735991;254882;167932;0;718259;0;857910;0;0;0;0;0;0;0;0;0;0;190324;178027;79999;0;5296;10058499047;0;186672;140;71032;0;0;0;0;0;3;0;0
0;857910;121;0;121;0;0;100;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;734140;253895;160217;0;724901;0;857910;0;0;0;0;0;0;0;0;0;0;190324;178027;79999;0;5412;10059775237;0;190685;140;67042;0;0;0;0;0;4;0;0
0;857910;137;0;137;0;0;98;0;0;249;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;738449;252585;172942;0;714468;0;857910;0;0;0;0;0;0;0;0;0;0;190324;178027;79999;0;10844;10059937817;0;190889;140;66867;0;0;0;0;0;5;0;0
0;857910;157;0;157;0;0;96;6;0;249;4;2;0;0;0;0;0;0;11;0;11;0;0;0;0;0;0;0;0;0;731022;252568;167575;0;713810;0;857910;0;0;0;0;4;0;0;0;1;1;190324;178027;79999;0;9796;10061507865;0;196293;140;61485;0;0;0;0;0;6;0;0
0;857910;150;0;150;7;0;97;8;0;244;11;4;0;0;0;0;0;0;30;0;30;3;0;3;2;1;0;3;0;0;735069;250263;175785;0;721664;0;857910;0;0;0;0;10;0;0;0;2;3;190324;178027;79999;0;12918;10060604453;0;192894;140;64894;0;0;0;0;0;7;0;0
0;857910;159;0;159;13;0;102;15;0;228;20;7;1;0;0;0;0;0;69;0;69;9;0;9;7;2;0;12;0;0;726706;251183;173786;0;710058;0;857910;0;0;0;0;18;0;0;0;4;6;190324;178027;79999;0;11374;10060660831;0;193630;140;64176;0;0;0;0;0;8;0;0
0;857910;159;0;159;13;0;93;18;0;210;19;12;0;0;0;0;0;0;127;0;127;6;0;6;5;1;0;18;0;0;731738;248419;179519;0;721012;0;857910;0;0;0;0;21;0;0;0;4;6;190324;178027;79999;0;11926;10060131319;0;191328;140;66491;0;0;0;0;0;9;0;0
0;857910;286;0;286;9;0;92;25;0;180;26;8;0;0;0;0;0;0;192;0;192;2;0;2;2;0;0;20;0;0;720775;249890;177564;0;707275;0;857910;0;0;0;0;23;0;0;0;3;8;190324;178027;79999;0;26074;10059626957;0;190059;140;67772;0;0;0;0;0;10;0;0
0;857910;334;0;334;7;0;79;14;0;153;16;5;0;0;0;0;0;0;253;0;253;4;0;4;4;0;0;24;0;0;728458;247060;181091;0;718022;0;857910;0;0;0;0;9;0;0;0;8;4;190324;178027;79999;0;15722;10059264805;0;188567;140;69270;0;0;0;0;0;11;0;0
0;857910;452;0;452;7;0;67;15;0;136;14;8;0;0;0;0;0;0;304;0;304;4;0;4;4;0;0;28;0;0;717191;248732;180725;0;702669;0;857910;0;0;0;0;18;0;0;0;0;4;190324;178027;79999;0;18458;10059034157;0;188207;140;69636;0;0;0;0;0;12;0;0
0;857910;482;0;482;16;0;77;21;0;130;24;12;1;0;0;0;0;0;334;0;334;9;0;9;7;2;0;37;0;0;726532;246061;182184;0;716228;0;857910;0;0;0;0;25;0;0;0;4;8;190324;178027;79999;0;18254;10059155083;0;188437;140;69411;0;0;0;0;0;13;0;0
0;857910;560;0;560;14;0;87;18;0;141;25;7;0;0;0;0;0;0;337;0;337;4;0;4;4;0;0;41;0;0;716828;247820;181864;0;700169;0;857910;0;0;0;0;20;0;0;0;3;9;190324;178027;79999;0;31676;10059178219;0;188585;140;69269;0;0;0;0;0;14;0;0
0;857910;573;0;573;26;0;108;37;0;173;55;8;0;0;0;0;0;0;320;0;320;12;0;12;12;0;0;52;0;0;723175;245453;182784;0;713682;0;857910;0;0;0;0;38;0;0;0;8;17;190324;178027;79999;0;20928;10059882805;0;190727;140;67132;0;0;0;0;0;15;0;0
0;857910;595;0;595;30;0;133;35;0;199;56;8;1;0;0;0;0;0;301;0;301;14;0;14;14;0;0;63;0;0;716489;246983;182126;0;700203;0;857910;0;0;0;0;39;0;0;0;9;17;190324;178027;79999;0;41154;10060098971;0;191493;140;66368;0;0;0;0;0;16;0;0
0;857910;592;0;592;38;0;165;46;0;233;74;8;2;0;0;0;0;0;263;0;263;12;0;12;12;0;0;73;0;0;719733;244997;182649;0;711640;0;857910;0;0;0;0;50;0;1;0;14;19;190324;178027;79999;0;26658;10060764043;0;193606;140;64257;0;0;0;0;0;17;0;0
0;857910;585;0;585;47;0;207;51;0;270;86;10;2;0;0;0;0;0;212;0;212;24;0;24;23;1;0;94;0;0;713541;246405;182315;0;696817;0;857910;0;0;0;0;58;0;0;0;21;19;190324;178027;79999;0;26898;10060901011;0;194138;140;63726;0;0;0;0;0;18;0;0
0;857908;574;0;574;53;0;251;58;0;309;103;8;0;2;0;2;0;0;182;0;182;13;0;13;13;0;0;102;13;13;716411;244683;182087;0;708453;0;857910;0;2;2;0;57;0;0;0;18;36;190324;178027;79999;0;29274;10061592955;0;196452;140;61416;0;0;0;0;0;19;0;0
0;857904;577;0;577;44;0;272;56;0;350;88;9;3;6;0;5;1;0;168;0;168;10;0;10;10;0;0;100;9;22;711206;245744;181835;0;696292;0;857908;0;6;6;0;66;0;0;0;10;24;190324;178027;79999;0;32228;10061772427;0;196967;140;60903;0;0;0;0;0;20;0;0
