ChangePolicies;Population;Exposed;ExposedVAX;TotalExposed;SymptomaticNew;SymptomaticVAXNew;SymptomaticDaySnapshot;AsymptomaticNew;AsymptomaticVAXNew;AsymptomaticDaySnapshot;InfectedRetiredNew;InfectedWorkerNew;InfectedStudentNew;Death;DeathVAX;TotDeathRetired;TotDeathWorker;TotDeathStudent;Recovered;RecoveredVAX;TotalRecovered;IntensiveCareNOVAXNew;IntensiveCareVAXNew;IntensiveNew;IntensiveRetiredNew;IntensiveWorkerNew;IntensiveStudentNew;IntensiveCareDaySnapshot;CriticalsNew;CriticalDaySnapshot;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;EntityCount;DeathCriticial;DeathIntensive;DeathSymptomatic;DeathAsymptomatic;InfectionsAtHome;InfectionsAtWork;InfectionsAtSchool;InfectionsAtOAHome;InfectionsAtOutdoor;InfectionsAtIndoor;StudentsCount;OccupiedWorkersCount;EssentialWorkersCount;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork1Doses;2Doses;3Doses;4Doses;Days;Hours;Minutes
0;857910;0;0;0;100;0;100;250;0;250;124;148;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;857910;0;0;0;0;0;0;0;0;0;350;190324;178027;79999;0;0;9999999999;0;0;258026;0;0;0;0;0;0;0;0;0
0;857910;1;0;1;0;0;100;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;855216;256277;175073;0;721992;0;857910;0;0;0;0;0;0;0;0;0;0;190324;178027;79999;0;622;10040225387;0;129212;1413;127065;0;0;0;0;0;1;0;0
0;857910;47;0;47;0;0;100;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;728570;254276;146661;0;726072;0;857910;0;0;0;0;0;0;0;0;0;0;190324;178027;79999;0;2248;10054104985;0;172485;328;85015;0;0;0;0;0;2;0;0
0;857910;92;0;92;0;0;100;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;735658;254573;167683;0;717630;0;857910;0;0;0;0;0;0;0;0;0;0;190324;178027;79999;0;5116;10058583131;0;186953;328;70565;0;0;0;0;0;3;0;0
0;857910;127;0;127;0;0;100;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;733823;253697;159540;0;724470;0;857910;0;0;0;0;0;0;0;0;0;0;190324;178027;79999;0;6986;10059812909;0;190734;328;66809;0;0;0;0;0;4;0;0
0;857910;139;0;139;0;0;98;1;0;250;1;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;737670;252461;172834;0;713943;0;857910;0;0;0;0;1;0;0;0;0;0;190324;178027;79999;0;7310;10059815333;0;190387;328;67181;0;0;0;0;0;5;0;0
0;857910;162;0;162;3;0;99;4;0;248;2;5;0;0;0;0;0;0;11;0;11;0;0;0;0;0;0;0;0;0;730319;252222;167424;0;712922;0;857910;0;0;0;0;5;0;0;0;2;0;190324;178027;79999;0;11336;10061227153;0;195384;328;62202;0;0;0;0;0;6;0;0
0;857910;153;0;153;8;0;101;7;0;242;10;5;0;0;0;0;0;0;30;0;30;5;0;5;4;1;0;5;0;0;734286;249944;175373;0;721081;0;857910;0;0;0;0;9;0;0;0;3;3;190324;178027;79999;0;11944;10060335897;0;192045;328;65555;0;0;0;0;0;7;0;0
0;857910;182;0;182;9;0;102;19;0;230;15;13;0;0;0;0;0;0;69;0;69;3;0;3;3;0;0;8;0;0;725644;250775;173649;0;709070;0;857910;0;0;0;0;17;0;0;0;4;7;190324;178027;79999;0;10474;10060491961;0;192815;328;64800;0;0;0;0;0;8;0;0
0;857910;179;0;179;16;0;96;14;0;208;21;9;0;0;0;0;0;0;127;0;127;4;0;4;4;0;0;12;0;0;730624;248061;179213;0;719855;0;857910;0;0;0;0;17;0;0;0;7;6;190324;178027;79999;0;12564;10059836501;0;190324;328;67305;0;0;0;0;0;9;0;0
