ChangePolicies;Population;Exposed;ExposedVAX;TotalExposed;SymptomaticNew;SymptomaticVAXNew;SymptomaticDaySnapshot;AsymptomaticNew;AsymptomaticVAXNew;AsymptomaticDaySnapshot;InfectedRetiredNew;InfectedWorkerNew;InfectedStudentNew;Death;DeathVAX;TotDeathRetired;TotDeathWorker;TotDeathStudent;Recovered;RecoveredVAX;TotalRecovered;IntensiveCareNOVAXNew;IntensiveCareVAXNew;IntensiveNew;IntensiveRetiredNew;IntensiveWorkerNew;IntensiveStudentNew;IntensiveCareDaySnapshot;CriticalsNew;CriticalDaySnapshot;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;EntityCount;DeathCriticial;DeathIntensive;DeathSymptomatic;DeathAsymptomatic;InfectionsAtHome;InfectionsAtWork;InfectionsAtSchool;InfectionsAtOAHome;InfectionsAtOutdoor;InfectionsAtIndoor;StudentsCount;OccupiedWorkersCount;EssentialWorkersCount;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork1Doses;2Doses;3Doses;4Doses;Days;Hours;Minutes
0;857910;0;0;0;100;0;100;250;0;250;124;148;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;857910;0;0;0;0;0;0;0;0;0;350;190324;178027;79999;0;0;9999999999;0;0;258026;0;0;0;0;0;0;0;0;0
0;857910;0;0;0;0;0;100;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;854210;251358;159118;0;652655;0;857910;0;0;0;0;0;0;0;0;0;0;190324;178027;79999;0;720;10014344559;0;39846;6449;211512;0;0;0;0;0;1;0;4
0;857910;36;0;36;0;0;100;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;735573;186646;56986;0;725444;0;857910;0;0;0;0;0;0;0;0;0;0;190324;178027;79999;0;2460;10033786919;0;93680;360;163756;0;0;0;0;0;2;0;4
0;857910;66;0;66;0;0;100;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;742765;187220;163959;0;703849;0;857910;0;0;0;0;0;0;0;0;0;0;190324;178027;79999;0;5760;10054302459;0;149588;360;107936;0;0;0;0;0;3;0;4
0;857910;119;0;119;0;0;100;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;733654;198080;187450;0;711484;0;857910;0;0;0;0;0;0;0;0;0;0;190324;178027;79999;0;6140;10073998239;0;203757;360;53784;0;0;0;0;0;4;0;4
0;857910;130;0;130;1;0;99;0;0;249;1;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;736976;223303;188242;0;721633;0;857910;0;0;0;0;0;0;0;0;0;1;190324;178027;79999;0;7700;10085314519;0;234586;360;22973;0;0;0;0;0;5;0;4
0;857910;178;0;178;1;0;98;6;0;249;2;5;0;0;0;0;0;0;11;0;11;0;0;0;0;0;0;0;0;0;704653;244656;187780;0;673315;0;857910;0;0;0;0;6;0;0;0;0;1;190324;178027;79999;0;6740;10088575699;0;244502;360;13066;0;0;0;0;0;6;0;4
0;857910;176;0;176;6;0;98;4;0;240;5;5;0;0;0;0;0;0;30;0;30;3;0;3;2;1;0;3;0;0;708480;246691;182671;0;724802;0;857910;0;0;0;0;9;0;0;0;1;0;190324;178027;79999;0;6260;10090367579;0;248985;360;8596;0;0;0;0;0;7;0;4
0;857910;203;0;203;17;0;107;8;0;217;16;9;0;0;0;0;0;0;69;0;69;12;0;12;10;2;0;15;0;0;695414;251041;169579;0;692499;0;857910;0;0;0;0;19;0;0;0;0;6;190324;178027;79999;0;5980;10085548699;0;235549;360;22044;0;0;0;0;0;8;0;4
0;857910;219;0;219;9;0;94;15;0;196;14;10;0;0;0;0;0;0;127;0;127;4;0;4;3;1;0;19;0;0;700300;246469;147454;0;722056;0;857910;0;0;0;0;16;0;0;0;3;5;190324;178027;79999;0;7760;10076993959;0;211753;360;45852;0;0;0;0;0;9;0;4
