Days;Hours;Minutes;Students;Workers;OccupiedWorkers;EssentialJobWorkers;Retired;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;StudentsExposedByStudent;WorkersExposedByStudent;RetiredExposedByStudent;StudentsExposedByWorker;WorkersExposedByWorker;RetiredExposedByWorker;StudentsExposedByRetired;WorkersExposedByRetired;RetiredExposedByRetired;StudentsExposedTwice;StudentsExposedThriceOrMore;WorkersExposedTwice;WorkersExposedThriceOrMore;RetiredExposedTwice;RetiredExposedThriceOrMore;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork;
10;0;0;190324;368930;177728;80086;298656;187;227;2250;0;2382;0;0;0;115;0;25;0;9;0;133;13;16;20;18;41;39;156;170;2191;0;0;0;0;0;0;11;42;1066;125;143;418;5;3;519;0;0;2;0;0;0;0;0;0;3;8;12;17;25;19;572955;201011;143971;0;572634;0;0;15162;10066756495;0;212779;10320;34564;0;
11;0;0;190324;368930;177728;80086;298651;167;139;2038;0;2215;1;0;0;22;0;24;0;29;0;53;1;4;11;1;25;49;165;110;1978;0;0;0;0;0;0;25;44;1406;128;180;469;3;7;766;0;0;4;0;0;2;0;0;3;8;9;13;17;31;30;569987;199579;146825;0;567429;0;0;28750;10065908355;0;209723;10320;37620;0;
12;0;0;190324;368930;177728;80086;298635;152;188;2295;0;2482;1;2;0;33;0;39;0;27;0;51;7;8;24;33;41;663;112;139;1608;0;0;0;0;0;0;22;45;1633;171;196;584;7;6;838;0;1;6;0;0;10;0;0;6;2;8;27;16;28;35;570547;200704;144472;0;569194;0;0;17020;10064630023;0;206138;10320;41205;0;
13;0;0;190324;368929;177728;80086;298608;182;210;2225;0;2465;0;4;0;6;0;65;1;43;0;33;8;3;7;30;32;218;144;175;2000;0;0;0;0;0;0;32;54;1688;179;225;623;12;12;858;0;0;16;0;1;13;0;0;14;4;7;38;23;41;65;568259;199187;146953;0;565371;0;0;19580;10063586803;0;202333;10320;45010;0;
14;0;0;190323;368926;177727;80084;298550;196;249;2299;0;2532;2;4;0;2;0;62;1;36;0;105;5;3;10;5;11;45;186;235;2244;0;0;0;0;0;0;30;53;1617;176;190;719;8;11;779;1;0;15;1;3;43;0;0;15;1;10;78;46;70;110;568109;200267;144776;0;566945;0;0;19920;10063096071;0;200856;10320;46488;0;
15;0;0;190320;368924;177726;80084;298453;208;210;2785;0;2976;3;4;0;2;0;88;1;43;0;86;5;1;7;5;29;134;198;180;2644;0;0;0;0;0;0;26;59;1561;185;195;770;8;16;739;0;0;18;3;2;86;0;0;11;6;13;146;58;93;168;567080;199131;146992;0;564003;0;0;22394;10062968859;0;200296;10320;47049;0;
16;0;0;190319;368920;177725;80084;298276;185;250;2041;0;2280;1;2;0;3;0;85;1;49;0;55;5;3;6;7;13;32;173;234;2003;0;0;0;0;0;0;21;53;1497;172;181;764;3;16;724;0;0;17;1;4;164;0;0;13;5;20;207;79;135;267;566497;200226;145209;0;566181;0;0;23650;10063243277;0;201106;10320;46240;0;
17;0;0;190314;368919;177725;80084;298029;312;373;4261;0;4696;1;6;0;9;0;107;0;36;0;91;11;8;20;31;51;322;270;314;3919;0;0;0;0;3;0;28;55;1474;145;163;765;6;9;689;0;1;14;5;1;236;0;0;11;7;24;274;108;163;301;565974;199153;147054;0;564151;0;0;45522;10063526689;0;201715;10320;45631;0;
18;0;0;190312;368917;177724;80083;297660;272;379;3551;0;3955;3;4;0;11;0;128;1;39;0;61;7;4;21;11;19;46;254;356;3484;0;0;2;0;3;0;28;63;1626;157;118;695;5;13;839;0;0;7;2;2;367;0;0;2;11;20;364;118;158;372;564717;200166;145414;0;563976;0;0;48178;10063872939;0;203157;10320;44190;0;
19;0;0;190308;368910;177720;80083;297234;292;311;2612;0;2855;2;6;0;22;0;118;0;76;0;136;12;6;12;7;29;31;273;276;2569;3;0;5;0;14;0;27;89;1724;133;134;597;8;20;904;0;0;7;4;7;422;0;0;4;14;34;474;127;151;404;564744;199081;147102;0;563642;0;0;26620;10064338385;0;204052;10320;43295;0;
20;0;0;190305;368907;177719;80083;296657;254;369;2470;0;2835;2;1;0;12;0;129;1;61;0;52;6;11;12;6;21;19;242;337;2439;3;0;2;0;36;0;29;72;1771;148;166;562;11;13;974;0;0;1;3;3;575;0;0;2;12;47;584;131;145;473;563618;200168;145443;0;562712;0;0;54680;10064504635;0;205120;10320;42227;0;
21;0;0;190297;368891;177713;80078;295970;328;433;3217;0;3523;8;7;0;18;0;166;0;26;0;230;16;14;65;6;38;55;306;381;3097;10;0;13;0;59;0;37;92;1955;162;144;593;10;19;1069;0;0;3;8;16;684;0;0;3;11;33;626;146;179;500;563184;199468;147051;0;561791;0;0;57294;10064535635;0;205215;10320;42132;0;
22;0;0;190292;368883;177710;80078;295275;331;428;2838;0;3287;4;16;0;37;0;126;1;55;0;71;20;12;18;17;40;75;294;376;2745;17;0;26;0;118;0;47;93;2200;192;184;633;13;24;1200;0;0;13;5;7;684;0;1;11;12;38;653;150;204;538;562607;200107;145699;0;561705;0;0;31088;10064946963;0;206131;10320;41216;0;
23;0;0;190287;368877;177707;80076;294498;363;452;2954;0;3191;5;8;0;50;0;172;1;24;0;318;16;12;34;14;39;34;333;401;2886;27;0;43;0;218;0;50;136;2301;233;154;664;17;26;1283;0;1;11;5;6;770;0;0;7;22;42;761;176;188;687;562149;199556;147045;0;561033;0;0;62896;10064881851;0;206147;10320;41200;0;
24;0;0;190280;368867;177699;80076;293685;323;461;2464;0;2841;6;11;0;65;0;193;0;38;0;94;18;22;44;19;63;62;286;376;2358;30;0;51;0;312;0;47;125;2449;232;208;684;12;23;1391;0;1;19;7;10;793;0;0;20;21;41;790;175;172;687;560355;200006;145714;0;560633;0;0;65888;10065035337;0;206113;10320;41234;0;
25;0;0;190274;368855;177694;80072;292903;330;463;1546;0;1678;6;14;0;76;0;195;1;45;0;324;23;19;30;22;67;37;285;377;1479;48;0;85;0;405;0;46;138;2451;237;229;678;8;24;1285;0;0;14;6;12;769;0;0;13;24;32;803;157;208;709;560838;199415;146952;0;560380;0;0;38702;10064559733;0;204968;10320;42379;0;
26;0;0;190263;368840;177686;80070;292139;343;519;2047;0;2470;8;16;0;101;0;188;0;48;0;78;34;36;40;22;54;64;287;429;1943;70;0;92;0;520;0;68;158;2271;230;258;764;16;25;1141;0;0;9;11;15;757;0;0;7;14;49;772;164;175;693;558065;200157;145647;0;558583;0;0;54198;10064510929;0;204957;10320;42390;0;
27;0;0;190257;368830;177680;80068;291321;398;509;2626;0;2780;12;11;0;126;0;173;0;27;0;404;33;28;51;30;79;91;335;402;2484;79;0;114;0;750;0;31;119;2165;269;283;733;7;20;1002;0;0;7;6;10;811;0;0;7;29;49;826;160;165;711;559140;199610;146806;0;558605;0;0;39746;10064510481;0;204599;10320;42748;0;
28;0;0;190248;368816;177675;80063;290384;373;617;2143;0;2625;15;7;0;145;0;161;0;64;0;116;18;41;35;36;74;93;319;502;2015;93;0;135;0;924;0;39;154;2023;294;276;859;8;28;851;0;0;8;9;14;931;0;0;6;23;52;787;151;138;686;556083;199925;145755;0;557350;0;0;54356;10064501195;0;204452;10320;42895;0;
29;0;0;190238;368795;177663;80059;289455;402;624;1910;0;2179;14;11;0;167;0;143;2;40;0;380;31;31;41;43;90;65;328;503;1804;120;0;152;0;994;0;53;138;1882;284;283;869;10;18;749;0;0;8;10;21;922;0;0;7;25;60;831;169;144;619;557985;199579;146695;0;557134;0;0;41132;10064316013;0;203813;10320;43534;0;
30;0;0;190227;368774;177656;80053;288406;490;670;2396;0;3012;14;13;0;178;0;189;0;52;0;98;37;38;51;54;94;99;399;538;2246;139;0;159;0;1093;0;52;164;1712;274;312;847;15;26;651;0;0;8;11;21;1042;0;0;7;19;78;898;184;161;628;555261;199910;145669;0;555702;0;0;83492;10064206281;0;203174;10320;44173;0;
31;0;0;190218;368758;177648;80048;287284;418;740;2202;0;2620;18;12;0;205;0;132;1;44;0;328;30;46;50;49;104;90;339;590;2062;143;0;211;0;1260;0;53;184;1529;291;308;783;12;28;607;0;0;7;9;16;1116;0;0;6;29;90;954;187;182;667;557292;199635;146615;0;556627;0;0;45842;10063927669;0;202880;10320;44467;0;
32;0;0;190207;368734;177635;80042;286141;485;772;2108;0;2845;14;16;0;200;0;171;1;37;0;81;42;62;69;54;101;114;389;609;1925;182;0;190;0;1387;1;62;175;1575;305;312;675;12;32;626;0;0;13;11;24;1132;0;0;11;34;82;966;183;165;659;555232;199897;145726;0;554891;0;0;88962;10064105723;0;203281;10320;44067;0;
33;0;0;190199;368710;177625;80038;284949;478;750;2179;0;2621;25;15;0;170;0;148;2;49;0;377;38;35;52;56;111;100;384;604;2027;172;0;198;0;1380;1;52;177;1541;321;354;696;8;26;587;0;0;13;8;23;1182;0;1;10;31;110;1024;227;197;699;556310;199447;146567;0;555652;0;0;47170;10064331525;0;203627;10320;43721;0;
34;0;0;190184;368684;177606;80036;283683;481;837;2176;0;2918;21;15;0;182;0;125;2;61;0;170;43;44;35;30;114;108;408;679;2033;155;0;198;0;1462;1;61;200;1515;348;374;654;10;29;570;0;0;9;15;26;1258;0;0;8;32;95;1069;243;214;717;554933;199981;145861;0;554048;0;0;94872;10064223551;0;203777;10320;43571;0;
35;0;0;190171;368663;177597;80031;282512;504;726;2191;0;2756;22;17;0;149;0;90;0;56;0;331;32;35;34;51;127;104;421;564;2053;169;0;186;0;1484;0;71;251;1477;319;366;664;14;40;524;0;0;16;13;21;1155;0;0;16;43;113;1106;241;238;719;555881;199538;146491;0;554471;0;0;53238;10064259969;0;203434;10320;43914;0;
36;0;0;190159;368638;177588;80026;281472;520;827;2151;0;2961;15;21;0;128;0;126;1;57;0;189;41;37;37;57;125;142;422;665;1972;180;2;202;2;1445;5;77;264;1378;331;442;743;13;35;417;1;2;10;12;25;1029;0;0;11;37;113;1129;270;231;751;554246;199737;145708;0;554054;0;0;100126;10064097155;0;202953;10320;44395;0;
37;0;0;190149;368612;177577;80019;280465;473;715;2110;0;2767;27;17;0;91;0;94;1;63;0;238;35;36;34;62;135;127;376;544;1949;156;2;194;4;1439;7;70;245;1321;372;428;764;18;24;424;1;1;11;10;26;994;0;0;13;35;102;1085;275;287;784;555604;199352;146407;0;554813;0;0;54798;10064008911;0;202518;10320;44830;0;
38;0;0;190140;368592;177571;80012;279622;487;861;2036;0;2935;21;26;0;58;0;118;0;49;0;177;42;46;49;43;159;114;402;656;1873;156;0;180;3;1392;16;83;289;1369;389;429;716;13;38;388;0;0;10;9;20;834;0;0;9;37;141;1173;266;307;818;553638;199834;145704;0;553724;0;0;54432;10063901487;0;202195;10319;45154;0;
39;0;0;190127;368571;177561;80009;278796;492;771;2204;0;3032;26;18;0;37;0;91;0;20;0;243;40;49;45;49;127;108;403;595;2051;178;1;209;2;1431;29;94;276;1405;395;482;747;22;49;335;0;0;3;13;21;824;0;0;2;44;138;1109;303;305;781;554979;199420;146272;0;554385;1;0;57012;10063942409;0;202322;10319;45027;0;
40;0;0;190117;368550;177550;80006;278084;492;848;2514;0;3329;18;18;0;35;0;102;0;37;0;315;38;38;43;63;140;173;391;670;2298;169;4;221;4;1525;34;87;273;1349;391;488;736;10;40;352;0;0;13;10;21;705;0;0;7;35;146;1039;279;307;797;553046;199602;145858;0;553095;0;0;57298;10064034063;0;202814;10319;44535;0;
41;0;0;190102;368515;177537;79999;277426;566;856;2194;0;3204;35;24;0;34;0;110;1;26;0;182;36;41;39;68;175;198;462;640;1957;183;2;216;8;1568;44;79;311;1419;389;489;779;14;58;311;0;0;5;15;35;654;0;0;4;50;133;998;290;320;798;554586;199260;146246;0;553767;0;0;77862;10064289815;0;202937;10319;44412;0;
42;0;0;190090;368479;177515;79996;276824;526;912;2471;0;3423;26;22;0;32;0;81;0;35;0;290;39;42;56;82;175;207;405;695;2208;206;8;206;14;1581;79;79;315;1365;390;486;725;15;35;272;0;2;9;12;36;593;0;0;9;53;166;982;317;312;719;552662;199619;145703;0;552870;1;0;60112;10064173147;0;202838;10319;44511;0;
43;0;0;190081;368446;177499;79989;276238;523;832;2213;0;3269;23;25;0;35;0;84;0;24;0;108;49;53;54;77;176;178;397;603;1981;197;14;238;22;1595;104;104;312;1437;393;491;754;16;38;317;1;0;8;9;33;578;0;0;8;48;194;987;317;348;677;554519;199285;146222;0;553803;0;0;62714;10064247259;0;202746;10319;44603;0;
44;0;0;190074;368422;177485;79988;275753;484;832;2391;0;3297;21;21;0;40;0;70;0;20;0;238;39;48;31;55;167;165;390;617;2195;192;17;248;33;1679;126;73;353;1479;425;450;702;10;51;302;0;0;11;7;24;476;0;0;9;35;186;945;333;344;719;552655;199508;145729;0;553012;0;0;64070;10064126557;0;202875;10319;44474;0;
45;0;0;190057;368394;177471;79985;275238;552;843;2382;0;3419;30;29;0;28;0;102;2;18;0;149;51;26;54;63;180;164;438;637;2164;208;23;260;22;1667;178;95;342;1529;405;464;697;18;42;360;3;2;9;17;28;502;0;0;13;65;198;870;341;416;735;553978;199244;146163;0;553395;0;0;66996;10064199669;0;202892;10319;44457;0;
46;0;0;190046;368370;177457;79980;274758;486;799;2358;0;3159;27;28;0;36;0;85;0;44;0;264;47;38;45;52;159;91;387;602;2222;187;21;238;31;1571;249;82;321;1603;462;517;753;6;39;346;1;2;11;11;24;466;0;0;14;57;189;938;342;427;727;552693;199524;145773;0;552480;0;0;65628;10064155001;0;202826;10319;44523;0;
47;0;0;190027;368316;177432;79965;274304;501;869;2267;0;3241;36;19;0;55;0;82;1;38;0;165;39;54;77;60;200;110;402;615;2080;185;34;252;56;1465;300;92;385;1614;429;494;739;23;53;356;0;4;7;19;54;447;0;0;7;64;229;932;362;436;710;553360;199299;146127;0;552900;0;0;67288;10064198547;0;202824;10319;44525;0;
48;0;0;190013;368277;177417;79957;273901;501;813;2189;0;3030;18;17;0;75;0;74;1;38;0;250;39;51;44;74;156;104;388;606;2041;203;45;240;51;1337;376;96;331;1502;463;520;801;18;41;332;2;3;6;14;39;394;0;0;9;69;249;935;387;429;723;552541;199253;145791;0;551758;0;0;68524;10064187099;0;202726;10319;44623;0;
49;0;0;190002;368231;177395;79946;273555;510;825;2089;0;3053;32;32;0;64;0;112;1;34;0;96;61;39;50;60;185;130;389;601;1909;170;55;251;71;1232;456;117;335;1514;398;526;831;22;37;263;2;3;9;11;46;337;0;0;9;70;245;1023;395;466;770;552554;199129;146101;0;552526;0;0;71388;10064118631;0;202441;10319;44908;0;
50;0;0;189991;368188;177377;79934;273232;455;757;1976;0;2731;36;34;0;87;0;69;1;21;0;209;51;35;46;69;215;175;335;507;1755;167;52;247;75;975;588;82;310;1529;430;496;741;9;45;255;0;3;5;11;43;317;0;0;6;81;248;1049;399;434;651;552442;199277;145736;0;551414;0;0;70872;10064248047;0;202651;10319;44698;0;
51;0;0;189972;368148;177355;79925;272899;444;781;1905;0;2746;34;16;0;92;0;107;1;24;0;110;37;45;63;62;201;133;345;535;1709;177;64;232;99;881;651;87;325;1493;438;468;830;15;46;242;0;0;9;19;40;324;0;0;9;69;272;1103;399;481;717;552086;199180;146025;0;552409;0;0;77160;10064134825;0;202333;10319;45016;0;
52;0;0;189954;368089;177324;79915;272580;451;775;1841;0;2573;36;30;0;92;0;74;0;31;0;231;49;39;61;71;191;95;331;545;1685;145;87;227;123;688;755;83;345;1512;403;529;828;18;51;211;0;1;6;18;59;315;0;0;4;77;261;1125;405;530;707;552416;199150;145824;0;551604;0;0;75312;10064135409;0;202333;10319;45016;0;
53;0;0;189941;368049;177308;79899;272239;483;818;1875;0;2736;33;24;0;116;0;88;1;37;0;141;44;52;47;73;219;131;366;547;1697;170;73;227;106;643;873;92;316;1370;400;515;857;13;51;194;0;1;6;13;40;334;0;0;7;65;290;1079;377;472;774;551429;199058;145930;0;551434;0;0;125390;10064106141;0;202211;10319;45138;0;
54;0;0;189926;368013;177294;79886;271927;444;742;1872;0;2583;35;26;0;119;0;55;1;16;0;223;58;53;46;82;195;106;304;494;1720;139;104;209;130;537;990;90;312;1393;388;532;804;13;32;200;0;2;11;15;35;304;0;1;8;70;292;1149;424;456;721;552187;199067;145865;0;551049;0;0;118206;10064260877;0;202549;10319;44800;0;
55;0;0;189914;367976;177277;79877;271587;479;812;1773;0;2626;28;26;0;153;0;90;1;24;0;116;47;68;59;71;215;156;361;529;1558;136;129;235;165;452;993;100;290;1409;397;495;772;15;45;192;1;3;8;12;36;334;0;1;6;76;284;1266;415;525;770;551420;198975;145836;0;551094;0;0;79952;10064182989;0;202314;10319;45035;0;
56;0;0;189897;367931;177255;79868;271234;455;755;1833;0;2614;31;22;0;140;0;69;0;18;0;149;46;47;48;88;193;197;321;515;1588;134;127;211;163;436;1098;75;292;1268;410;525;765;12;35;175;1;2;10;17;45;346;0;0;7;65;311;1234;471;516;755;552128;198909;145743;0;550953;0;0;158290;10064268397;0;202501;10319;44848;0;
57;0;0;189881;367889;177228;79865;270895;528;770;1896;0;2766;29;24;0;132;0;88;0;33;0;122;56;55;52;87;204;200;385;511;1644;157;158;251;151;357;1233;77;273;1249;397;524;738;11;38;183;1;2;6;16;42;334;0;0;5;82;280;1245;431;504;811;551359;198892;145944;0;551332;0;0;81550;10064210243;0;202334;10319;45015;0;
58;0;0;189863;367849;177207;79855;270567;445;732;1896;0;2620;34;24;0;118;0;60;1;12;0;204;47;50;40;76;210;209;322;472;1647;121;143;228;164;347;1280;92;290;1212;392;514;757;15;34;157;0;2;8;17;38;322;1;2;6;79;270;1180;421;504;788;552004;199098;145904;0;551247;0;0;83226;10064205751;0;202370;10319;44979;0;
59;0;0;189841;367796;177171;79848;270283;501;800;1899;0;2759;24;23;0;143;0;78;1;21;0;151;45;55;49;78;225;183;378;520;1667;157;161;255;184;280;1328;76;290;1070;373;492;750;14;28;106;0;2;15;22;50;275;0;3;9;68;294;1247;428;515;805;551079;198998;145869;0;550847;0;0;86158;10064091263;0;201957;10319;45392;0;
60;0;0;189831;367749;177143;79841;270019;453;790;1971;0;2758;32;20;0;125;0;51;4;17;0;207;47;47;49;88;247;159;318;496;1763;139;155;286;200;292;1436;78;256;1199;367;451;669;12;27;156;0;0;9;10;46;260;0;1;4;78;289;1223;428;519;775;551917;198903;145854;0;550985;0;0;88772;10063978241;0;201626;10319;45723;0;
61;0;0;189815;367712;177127;79835;269763;442;831;1936;0;2837;32;12;0;107;0;65;1;56;0;99;37;58;45;77;216;157;328;557;1734;144;137;298;198;251;1440;74;273;1154;407;500;696;11;23;150;0;1;6;16;37;249;0;0;7;74;299;1227;417;520;804;550886;198752;145988;0;550536;0;0;135256;10063959491;0;201268;10319;46081;0;
62;0;0;189804;367656;177104;79817;269558;454;719;1930;0;2721;41;20;0;96;0;65;1;16;0;143;42;62;36;89;234;153;323;423;1741;113;164;233;202;258;1459;61;286;1124;402;465;780;3;31;104;1;1;5;11;56;202;0;0;3;92;245;1207;412;529;817;551807;198766;145754;0;550406;0;0;140318;10063950669;0;201288;10319;46061;0;
63;0;0;189789;367615;177081;79810;269344;505;811;2028;0;2938;46;22;0;115;0;78;2;37;0;106;49;54;34;97;238;196;359;519;1798;141;189;280;214;262;1528;106;298;1119;407;512;745;17;14;121;0;2;10;15;41;203;0;0;11;67;299;1186;398;489;763;551066;198785;145848;0;550224;0;0;91546;10063893067;0;200992;10319;46357;0;
64;0;0;189775;367574;177065;79797;269164;433;736;1972;0;2778;31;22;0;88;0;58;0;19;0;145;40;54;39;78;205;179;315;477;1754;126;163;277;219;262;1499;80;286;1170;389;521;747;11;28;109;0;1;7;14;41;176;0;0;4;86;250;1160;429;530;796;551650;198811;145808;0;550684;0;0;103480;10063933155;0;201068;10319;46281;0;
65;0;0;189754;367534;177044;79790;268982;492;799;2135;0;3018;34;16;0;91;0;65;0;38;0;164;37;63;50;79;252;194;376;484;1891;150;180;263;236;280;1623;67;307;1192;394;492;686;10;29;107;2;1;11;21;38;173;0;2;9;69;267;1144;393;514;786;550778;198658;145934;0;550274;0;0;184174;10064200231;0;201886;10319;45463;0;
66;0;0;189740;367495;177024;79781;268784;483;737;2098;0;2972;24;18;0;84;0;55;0;15;0;150;47;40;43;81;206;191;355;491;1864;162;185;272;237;273;1617;81;279;1239;363;492;702;8;18;98;1;1;6;14;39;192;0;0;6;65;242;1086;348;511;754;551346;198802;145771;0;550683;0;0;98576;10064337807;0;202259;10319;45090;0;
67;0;0;189726;367460;177003;79774;268606;439;746;2098;0;2967;29;17;0;44;0;53;3;27;0;143;45;54;28;74;193;167;320;499;1903;130;181;279;215;254;1637;65;285;1197;389;435;712;9;25;90;2;1;12;14;35;170;0;0;8;64;255;1016;388;520;763;550643;198723;145838;0;550097;0;0;97186;10064640761;0;203330;10319;44019;0;
68;0;0;189715;367426;176986;79764;268445;498;769;2091;0;3042;32;23;0;61;0;52;0;22;0;126;48;44;40;77;190;116;373;535;1935;144;201;270;256;239;1665;80;279;1220;419;497;740;11;22;89;1;2;8;11;32;154;0;2;7;69;243;1090;405;480;744;551063;198696;145853;0;550081;0;0;97330;10064768381;0;203553;10319;43796;0;
