Days;Hours;Minutes;Students;StudentsInfected;Workers;WorkersInfected;OccupiedWorkers;OccupiedWorkersInfected;EssentialJobWorkers;EssentialJobWorkersInfected;Retired;RetiredInfected;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;StudentsExposedByStudent;WorkersExposedByStudent;RetiredExposedByStudent;StudentsExposedByWorker;WorkersExposedByWorker;RetiredExposedByWorker;StudentsExposedByRetired;WorkersExposedByRetired;RetiredExposedByRetired;StudentsExposedTwice;StudentsExposedThriceOrMore;WorkersExposedTwice;WorkersExposedThriceOrMore;RetiredExposedTwice;RetiredExposedThriceOrMore;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;MinutesAtWorkWorkerSusceptible;MinutesAtSchoolWorkerSusceptible;MinutesAtHomeWorkerSusceptible;MinutesAtFriendHomeWorkerSusceptible;MinutesAtGymWorkerSusceptible;MinutesAtPubWorkerSusceptible;MinutesAtWorkStudentSusceptible;MinutesAtSchoolStudentSusceptible;MinutesAtHomeStudentSusceptible;MinutesAtFriendHomeStudentSusceptible;MinutesAtGymStudentSusceptible;MinutesAtPubStudentSusceptible;MinutesAtWorkRetiredSusceptible;MinutesAtSchoolRetiredSusceptible;MinutesAtHomeRetiredSusceptible;MinutesAtFriendHomeRetiredSusceptible;MinutesAtGymRetiredSusceptible;MinutesAtPubRetiredSusceptible;MinutesAtWorkWorkerInfected;MinutesAtSchoolWorkerInfected;MinutesAtHomeWorkerInfected;MinutesAtFriendHomeWorkerInfected;MinutesAtGymWorkerInfected;MinutesAtPubWorkerInfected;MinutesAtWorkStudentInfected;MinutesAtSchoolStudentInfected;MinutesAtHomeStudentInfected;MinutesAtFriendHomeStudentInfected;MinutesAtGymStudentInfected;MinutesAtPubStudentInfected;MinutesAtWorkRetiredInfected;MinutesAtSchoolRetiredInfected;MinutesAtHomeRetiredInfected;MinutesAtFriendHomeRetiredInfected;MinutesAtGymRetiredInfected;MinutesAtPubRetiredInfected;
0;0;0;196560;7;381024;14;184408;5;82222;4;308416;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;3;6;8;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1;0;0;196560;7;381024;14;184408;5;82222;4;308416;14;150;202;1229;0;1463;0;0;0;0;0;118;0;0;0;0;9;25;7;38;66;28;103;111;1194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.243978E+07;0;4.654773E+08;0;0;7.795959E+07;0;0;3.785856E+08;0;0;7.014717E+07;0;0;5.880088E+08;0;0;1.131672E+08;312;0;10894;0;0;2640;0;0;17398;0;0;1252;0;0;21682;0;0;5170;
2;0;0;196560;7;381024;14;184408;5;82222;4;308416;15;22;55;98;0;81;0;0;0;76;0;18;0;0;0;0;4;3;2;3;21;11;15;31;85;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.876786E+07;0;1.721709E+08;0;8859630;5.404295E+07;0;6.017252E+07;1.424748E+08;0;1.359544E+07;3.775312E+07;0;0;6.21849E+08;0;3.080116E+07;6.981743E+07;2496;0;5994;0;118;1300;0;2262;6158;0;354;930;0;0;31208;0;1134;2612;
3;0;0;196560;8;381024;14;184408;5;82222;4;308416;20;4;2;60;0;55;0;0;0;1;0;10;0;0;0;0;0;0;2;2;1;1;2;1;57;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;7.019131E+07;0;1.271125E+08;0;1.766169E+07;4.069834E+07;0;5.338284E+07;1.333733E+08;0;7393486;3.777123E+07;0;0;6.097307E+08;0;1.516405E+07;6.62519E+07;1560;0;16704;0;370;636;0;2270;8132;0;354;1402;0;0;43652;0;472;3874;
4;0;0;196560;18;381024;21;184408;7;82222;5;308416;56;1;4;11;0;15;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;0;1;1;11;0;0;0;0;0;0;0;0;26;10;7;10;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;6.749366E+07;0;1.704512E+08;0;7370150;5.130439E+07;0;5.294903E+07;1.247005E+08;0;1.491762E+07;3.541413E+07;0;0;4.741926E+08;0;3.958924E+07;8.381662E+07;2184;0;16536;0;0;1976;0;5162;13208;0;1998;3886;0;0;96564;0;5340;11456;
5;0;0;196560;35;381024;52;184408;19;82222;12;308416;205;35;20;161;0;116;0;0;0;0;0;99;0;1;0;0;2;1;7;5;7;10;28;12;144;0;0;0;0;0;0;0;8;107;17;23;42;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;6.47769E+07;0;1.190092E+08;0;2.390946E+07;4.246587E+07;0;5.233062E+07;1.307317E+08;0;7384266;3.942767E+07;0;0;5.352189E+08;0;1.654877E+07;6.97908E+07;7796;0;25446;0;2966;5968;0;10332;27178;0;1690;7720;0;0;416100;0;12668;38820;
6;0;0;196560;66;381024;100;184408;39;82222;26;308416;464;25;48;150;0;74;0;0;0;0;0;148;0;0;0;1;3;0;18;8;31;46;14;17;86;0;0;0;0;0;0;2;10;171;29;38;88;2;2;64;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;6.628021E+07;0;1.867717E+08;0;7312666;5.377543E+07;0;5.158864E+07;1.270946E+08;0;1.29874E+07;3.528772E+07;0;0;5.013884E+08;0;3.302743E+07;8.59849E+07;16202;0;56582;0;1672;19506;0;20376;48304;0;4854;16240;0;0;794804;0;50794;100822;
7;0;0;196560;114;381024;153;184408;58;82222;47;308416;768;34;47;634;0;669;1;1;0;0;0;40;0;3;0;1;6;4;2;9;12;27;19;31;605;0;0;0;0;0;0;1;10;204;47;45;103;1;1;99;0;0;0;0;0;0;0;0;0;0;1;0;0;1;3;6.467738E+07;0;1.201346E+08;0;2.086114E+07;4.207778E+07;0;5.176371E+07;1.28204E+08;0;7689414;3.904526E+07;0;0;5.089413E+08;0;1.651091E+07;6.938544E+07;27132;0;89846;0;7892;18902;0;32820;82832;0;5468;32190;0;0;1565978;0;44652;128080;
8;0;0;196560;146;381024;204;184408;81;82222;55;308416;1058;42;87;901;0;901;1;1;0;0;0;124;1;0;0;2;9;9;30;8;37;61;25;41;810;0;0;0;0;0;0;1;14;198;33;37;93;1;0;84;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;6.602046E+07;0;1.923006E+08;0;8176206;5.324487E+07;0;5.10856E+07;1.258804E+08;0;1.223001E+07;3.555735E+07;0;0;5.387023E+08;0;3.048888E+07;8.454688E+07;34892;0;123300;0;6064;38004;0;44830;105868;0;10658;40062;0;0;2291840;0;132390;243096;
9;0;0;196560;167;381024;248;184408;108;82222;65;308416;1268;92;69;1112;0;1224;1;1;0;8;0;31;0;3;0;5;2;0;1;16;19;20;74;50;1091;0;0;0;0;0;0;1;2;143;21;44;69;0;0;70;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;6.469674E+07;0;1.24708E+08;0;2.008079E+07;4.349367E+07;0;5.135162E+07;1.274677E+08;0;8125112;3.980801E+07;0;0;5.105238E+08;0;1.899601E+07;6.677943E+07;44040;0;118954;0;12290;35770;0;49648;127682;0;7740;47748;0;0;2887404;0;73360;238256;
