Days;Hours;Minutes;Students;StudentsInfected;Workers;WorkersInfected;OccupiedWorkers;OccupiedWorkersInfected;EssentialJobWorkers;EssentialJobWorkersInfected;Retired;RetiredInfected;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;StudentsExposedByStudent;WorkersExposedByStudent;RetiredExposedByStudent;StudentsExposedByWorker;WorkersExposedByWorker;RetiredExposedByWorker;StudentsExposedByRetired;WorkersExposedByRetired;RetiredExposedByRetired;StudentsExposedTwice;StudentsExposedThriceOrMore;WorkersExposedTwice;WorkersExposedThriceOrMore;RetiredExposedTwice;RetiredExposedThriceOrMore;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;MinutesAtWorkWorkerSusceptible;MinutesAtSchoolWorkerSusceptible;MinutesAtHomeWorkerSusceptible;MinutesAtFriendHomeWorkerSusceptible;MinutesAtGymWorkerSusceptible;MinutesAtPubWorkerSusceptible;MinutesAtWorkStudentSusceptible;MinutesAtSchoolStudentSusceptible;MinutesAtHomeStudentSusceptible;MinutesAtFriendHomeStudentSusceptible;MinutesAtGymStudentSusceptible;MinutesAtPubStudentSusceptible;MinutesAtWorkRetiredSusceptible;MinutesAtSchoolRetiredSusceptible;MinutesAtHomeRetiredSusceptible;MinutesAtFriendHomeRetiredSusceptible;MinutesAtGymRetiredSusceptible;MinutesAtPubRetiredSusceptible;MinutesAtWorkWorkerInfected;MinutesAtSchoolWorkerInfected;MinutesAtHomeWorkerInfected;MinutesAtFriendHomeWorkerInfected;MinutesAtGymWorkerInfected;MinutesAtPubWorkerInfected;MinutesAtWorkStudentInfected;MinutesAtSchoolStudentInfected;MinutesAtHomeStudentInfected;MinutesAtFriendHomeStudentInfected;MinutesAtGymStudentInfected;MinutesAtPubStudentInfected;MinutesAtWorkRetiredInfected;MinutesAtSchoolRetiredInfected;MinutesAtHomeRetiredInfected;MinutesAtFriendHomeRetiredInfected;MinutesAtGymRetiredInfected;MinutesAtPubRetiredInfected;
0;0;0;196560;7;381024;14;184457;6;82635;2;308416;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;3;6;8;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1;0;0;196560;7;381024;14;184457;6;82635;2;308416;14;772;1183;2555;0;2346;211;172;6;8;0;1700;0;67;0;0;209;84;79;226;646;290;337;453;2186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.262873E+07;0;4.660492E+08;0;0;7.821076E+07;0;0;3.786407E+08;0;0;7.007768E+07;0;0;5.887143E+08;0;0;1.131199E+08;1248;0;10448;0;0;1590;0;0;15620;0;0;720;0;0;24296;0;0;4174;
2;0;0;196560;9;381024;17;184457;8;82635;3;308416;19;255;117;47;0;14;33;212;0;22;0;122;0;2;0;14;229;32;9;5;60;5;21;25;33;0;0;0;0;0;0;0;1;4;2;2;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;8.892578E+07;0;1.72495E+08;0;8852920;5.414394E+07;0;6.016109E+07;1.425443E+08;0;1.354343E+07;3.756654E+07;0;0;6.216429E+08;0;3.080524E+07;6.979765E+07;2482;0;11536;0;118;2158;0;2570;9970;0;564;1282;0;0;32500;0;1574;2334;
3;0;0;196560;13;381024;29;184457;12;82635;9;308416;60;161;245;354;0;41;82;49;0;92;0;466;2;25;0;3;64;14;34;13;118;25;84;113;295;0;0;0;0;0;0;0;2;21;4;10;20;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;7.049573E+07;0;1.273576E+08;0;1.773109E+07;4.077972E+07;0;5.33849E+07;1.330179E+08;0;7444082;3.78655E+07;0;0;6.087637E+08;0;1.511615E+07;6.614012E+07;4056;0;18864;0;1640;2892;0;2592;11640;0;472;1406;0;0;82522;0;2072;10934;
4;0;0;196560;50;381024;82;184457;40;82635;20;308416;184;671;773;1968;0;134;181;190;0;298;0;1091;0;134;0;1384;394;29;101;109;306;150;168;438;1717;0;0;0;0;0;0;0;3;55;37;50;69;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;6.766305E+07;0;1.708954E+08;0;7402080;5.15786E+07;0;5.302744E+07;1.247349E+08;0;1.49166E+07;3.543865E+07;0;0;4.746308E+08;0;3.962133E+07;8.377292E+07;5804;0;30218;0;740;6332;0;9734;24852;0;2218;7594;0;0;222866;0;13746;48334;
5;0;0;196560;143;381024;234;184457;125;82635;55;308416;487;2366;3014;7480;0;4919;323;454;0;683;0;5254;1;375;0;851;683;255;651;226;1182;430;1457;1577;6399;0;0;0;0;0;0;2;21;146;91;131;157;0;0;9;2;2;65;0;0;0;0;0;0;0;0;0;0;0;0;6.495006E+07;0;1.19165E+08;0;2.400124E+07;4.25389E+07;0;5.228853E+07;1.303548E+08;0;7426204;3.93919E+07;0;0;5.3415E+08;0;1.657386E+07;6.992342E+07;22592;0;64094;0;8704;19084;0;27242;69130;0;4158;21820;0;0;552328;0;15578;114486;
6;0;0;196560;340;381024;490;184457;267;82635;113;308416;1040;3576;5969;16363;0;12972;677;768;0;952;0;6702;0;557;0;3280;1486;529;1601;379;2280;1662;1711;3160;13100;0;0;0;0;0;0;4;31;234;193;226;320;0;9;127;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;6.644116E+07;0;1.874494E+08;0;7333950;5.379025E+07;0;5.148953E+07;1.271322E+08;0;1.29479E+07;3.523095E+07;0;0;5.010633E+08;0;3.29911E+07;8.56258E+07;47174;0;185658;0;6004;62870;0;65694;155904;0;16884;52748;0;0;1331178;0;51418;285098;
7;0;0;196560;622;381024;844;184457;471;82635;189;308416;1767;8498;11549;30722;0;27460;1099;1709;0;1059;0;13908;8;735;0;4791;3065;1059;1663;911;5639;3218;4522;4851;25841;0;0;0;0;0;0;5;52;294;277;302;433;1;13;166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.479092E+07;0;1.202445E+08;0;2.088533E+07;4.223411E+07;0;5.165256E+07;1.274918E+08;0;7736426;3.904822E+07;0;0;5.082206E+08;0;1.64962E+07;6.901881E+07;94046;0;297358;0;32236;85368;0;128202;297242;0;17840;131666;0;0;2475850;0;85958;394512;
8;0;0;196560;1030;381024;1392;184457;806;82635;340;308416;2871;9469;15870;28885;0;22870;2224;2581;0;1055;0;15796;2;644;0;9052;4249;1824;3115;1045;6922;3500;4175;7124;22270;0;0;0;0;0;0;10;94;482;401;457;625;3;10;252;0;0;0;0;0;0;0;0;0;1;2;1;2;1;2;6.602198E+07;0;1.92638E+08;0;8227580;5.299973E+07;0;5.083115E+07;1.255661E+08;0;1.213176E+07;3.536012E+07;0;0;5.359584E+08;0;3.044291E+07;8.37447E+07;194474;0;724052;0;29236;311816;0;232356;513366;0;56902;214814;0;0;4764452;0;131668;940550;
9;0;0;196560;1758;381024;2396;184457;1416;82635;625;308416;5246;14837;22222;21046;0;16244;4313;3939;0;529;0;22328;25;1716;0;9011;6470;2712;4183;1648;11861;3171;6719;7649;13692;0;0;0;0;0;0;15;171;1089;715;834;1288;7;35;550;0;0;0;0;0;0;0;0;0;0;1;1;2;0;1;6.444713E+07;0;1.243621E+08;0;1.997495E+07;4.32707E+07;0;5.093266E+07;1.263287E+08;0;8094346;3.936864E+07;0;0;5.05044E+08;0;1.859148E+07;6.53707E+07;412332;0;1188716;0;138064;435730;0;440552;986524;0;66024;497276;0;0;9695410;0;373026;1460240;
