Days;Hours;Minutes;Students;Workers;OccupiedWorkers;EssentialJobWorkers;Retired;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork;
0;0;0;190324;368930;177221;81669;298656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;38;41;57;110;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9999999999;0;0;258890;0;0;
1;0;0;190324;368930;177221;81669;298656;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;566091;247931;162527;0;688714;89375;0;624;10041623609;0;133744;10499;114187;0;
2;0;0;190324;368930;177221;81669;298656;3;15;7;0;17;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;572354;205559;124661;0;647741;63620;0;2280;10062713789;0;197613;9929;50972;0;
3;0;0;190324;368930;177221;81669;298656;1;16;10;0;11;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;582896;205622;139127;0;586106;169;0;3296;10067876013;0;215366;9929;33257;0;
4;0;0;190324;368930;177221;81669;298656;4;15;9;0;12;0;0;0;16;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;586082;205884;133459;0;593872;9;0;5082;10069085229;0;219835;9929;28819;0;
5;0;0;190324;368930;177221;81669;298656;9;11;10;0;3;0;0;0;27;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;592403;204833;143146;0;583464;0;0;11048;10069097077;0;219167;9929;29508;0;
6;0;0;190324;368930;177221;81669;298656;7;18;19;0;8;0;0;0;36;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;4;1;588321;205667;138788;0;591952;0;0;12376;10069254433;0;221361;9929;27328;0;
7;0;0;190324;368930;177221;81669;298656;15;13;18;0;3;0;0;0;43;0;0;0;0;0;0;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;4;6;595041;204009;145433;0;589782;0;0;13976;10067958659;0;215353;9929;33370;0;
8;0;0;190324;368930;177221;81669;298656;5;16;18;0;6;0;0;0;33;0;0;0;0;0;0;0;2;1;2;3;7;0;0;0;0;1;1;0;0;0;0;0;0;1;6;5;5;18;4;586044;205304;142590;0;590891;0;0;12292;10067219245;0;214724;9929;34002;0;
9;0;0;190324;368930;177221;81669;298656;11;17;15;0;6;0;0;0;37;0;0;0;0;0;0;0;4;1;2;4;5;0;0;0;0;0;1;0;0;0;0;0;0;4;10;9;11;23;10;593611;203616;146818;0;592379;0;0;16732;10065753457;0;208846;9929;39907;0;
10;0;0;190324;368930;177221;81669;298656;5;10;22;0;14;0;0;0;23;0;0;0;0;0;0;0;5;0;2;9;10;0;0;0;0;0;0;0;0;0;0;0;0;4;4;9;12;18;26;584594;205057;144518;0;591306;0;0;22034;10064512639;0;205309;9929;43446;0;
11;0;0;190324;368930;177221;81669;298656;5;9;8;0;5;0;0;0;17;0;0;0;0;0;0;0;1;2;7;17;13;0;0;0;0;1;2;0;0;0;0;0;0;4;8;6;9;20;16;591836;203110;147341;0;590282;0;0;18034;10062795147;0;199351;9929;49406;0;
12;0;0;190324;368930;177221;81669;298656;2;6;10;0;5;0;0;0;13;0;0;0;0;0;0;0;1;0;9;13;12;0;0;0;0;1;0;0;0;0;0;0;0;4;6;4;13;10;10;581709;204685;146088;0;590526;0;0;27810;10061786469;0;196778;9929;51981;0;
13;0;0;190324;368929;177221;81669;298656;3;9;6;0;8;0;0;0;10;0;0;0;0;0;0;0;5;0;10;12;19;0;0;0;0;1;0;0;0;0;0;1;0;1;1;3;1;9;6;593249;202363;147576;0;592170;0;0;29170;10060776379;0;192855;9929;55906;0;
14;0;0;190324;368929;177221;81669;298655;2;9;4;0;5;0;0;0;10;0;0;0;0;0;0;0;1;1;9;15;14;0;0;0;0;0;1;0;0;0;0;0;1;1;1;2;4;3;4;581425;204380;146769;0;588513;0;0;22586;10060783667;0;192744;9929;56017;0;
15;0;0;190324;368929;177221;81669;298655;1;6;11;0;2;0;0;0;15;0;1;0;0;0;0;0;1;3;4;12;7;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;2;4;2;592817;202513;147899;0;592831;0;0;22472;10060425619;0;191854;9929;56907;0;
16;0;0;190324;368929;177221;81669;298654;4;1;3;0;1;0;0;0;7;0;0;0;0;0;0;0;2;5;10;9;12;0;0;0;0;0;4;0;0;0;0;0;1;0;1;0;0;3;4;581161;203781;147143;0;588700;0;0;24078;10060493717;0;192122;9929;56639;0;
