Days;Hours;Minutes;Students;Workers;OccupiedWorkers;EssentialJobWorkers;Retired;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;StudentsExposedByStudent;WorkersExposedByStudent;RetiredExposedByStudent;StudentsExposedByWorker;WorkersExposedByWorker;RetiredExposedByWorker;StudentsExposedByRetired;WorkersExposedByRetired;RetiredExposedByRetired;StudentsExposedTwice;StudentsExposedThriceOrMore;WorkersExposedTwice;WorkersExposedThriceOrMore;RetiredExposedTwice;RetiredExposedThriceOrMore;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork;
0;0;0;190324;368930;178443;79901;298656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;13;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9999999999;0;0;258344;0;0;
1;0;0;190324;368930;178443;79901;298656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;561044;246694;162456;0;684982;91194;0;624;10040901729;0;131407;11342;115287;0;
2;0;0;190324;368930;178443;79901;298656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;568830;202893;133985;0;642699;61857;0;2254;10065122099;0;202729;10355;44984;0;
3;0;0;190324;368930;178443;79901;298656;1;2;3;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;563128;203749;143670;0;583411;29;0;4934;10067466509;0;215970;10355;31758;0;
4;0;0;190324;368930;178443;79901;298656;0;3;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;582995;203511;140609;0;585605;0;0;4838;10069196917;0;221536;10355;26199;0;
5;0;0;190324;368930;178443;79901;298656;1;2;29;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;571483;202329;145309;0;572658;0;0;6500;10068816729;0;218856;10355;28908;0;
6;0;0;190324;368930;178443;79901;298656;3;7;103;0;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;6;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;582760;202791;141891;0;581979;0;0;10678;10068719121;0;219948;10355;27844;0;
7;0;0;190324;368930;178443;79901;298656;5;7;129;0;141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;6;129;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;573009;200723;145613;0;573136;0;0;12052;10068061759;0;216668;10355;31161;0;
8;0;0;190324;368930;178443;79901;298656;9;9;250;0;268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;10;9;6;240;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;575944;201485;142883;0;577521;0;0;10112;10067849021;0;217051;10355;30779;0;
9;0;0;190324;368930;178443;79901;298656;9;4;263;0;276;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;8;3;258;0;0;0;0;0;0;0;1;4;1;1;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;4;3;570633;199796;146484;0;569160;0;0;15396;10067456109;0;214771;10355;33075;0;
