Days;Hours;Minutes;Students;Workers;OccupiedWorkers;EssentialJobWorkers;Retired;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;StudentsExposedByStudent;WorkersExposedByStudent;RetiredExposedByStudent;StudentsExposedByWorker;WorkersExposedByWorker;RetiredExposedByWorker;StudentsExposedByRetired;WorkersExposedByRetired;RetiredExposedByRetired;StudentsExposedTwice;StudentsExposedThriceOrMore;WorkersExposedTwice;WorkersExposedThriceOrMore;RetiredExposedTwice;RetiredExposedThriceOrMore;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork;
0;0;0;190324;368930;178027;79999;298656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;38;41;57;110;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9999999999;0;0;258026;0;0;
1;0;0;190324;368930;178027;79999;298656;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;560702;246408;162353;0;685017;91233;0;624;10040776615;0;131005;11318;115403;0;
2;0;0;190324;368930;178027;79999;298656;0;11;25;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;10;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;568603;202732;134218;0;642557;61659;0;2214;10064956365;0;202344;10302;45124;0;
3;0;0;190324;368930;178027;79999;298656;0;18;34;0;52;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;15;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;562874;203541;143633;0;583161;31;0;4884;10067426671;0;215780;10302;31704;0;
4;0;0;190324;368930;178027;79999;298656;2;15;28;0;38;0;0;0;7;0;0;0;0;0;0;1;1;3;1;1;1;0;13;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;582685;203287;140665;0;585248;2;0;5084;10069171147;0;221389;10302;26102;0;
5;0;0;190324;368930;178027;79999;298656;4;17;34;0;27;0;0;0;28;0;0;0;0;0;0;0;5;6;4;4;3;0;8;25;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;571144;202107;145301;0;572623;0;0;4974;10068826977;0;218777;10302;28740;0;
6;0;0;190324;368930;178027;79999;298656;6;19;41;0;28;0;0;0;38;0;0;0;0;0;0;1;2;6;4;8;6;1;9;29;0;0;0;0;0;0;0;1;2;0;4;7;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;4;1;582723;202662;142018;0;581869;0;0;10478;10068634275;0;219632;10302;27905;0;
7;0;0;190324;368930;178027;79999;298656;15;12;80;0;72;0;0;0;35;0;0;0;0;0;0;5;1;2;6;4;8;4;7;70;0;0;0;0;0;0;0;2;2;0;2;4;0;0;0;0;0;1;0;0;0;0;0;0;1;1;4;2;8;3;573062;200586;145657;0;573106;0;0;10120;10067977569;0;216338;10302;31233;0;
8;0;0;190324;368930;178027;79999;298656;5;15;121;0;115;0;0;0;26;0;0;0;0;0;0;2;2;4;1;4;9;2;9;108;0;0;0;0;0;0;0;0;3;2;6;6;0;0;0;0;0;2;0;0;0;0;0;0;1;4;3;10;13;8;575811;201388;142891;0;577548;0;0;15548;10067767625;0;216717;10302;30854;0;
9;0;0;190324;368930;178027;79999;298656;10;12;85;0;85;0;0;0;22;0;0;0;0;0;0;3;6;4;2;2;3;5;4;78;0;0;0;0;0;0;0;0;11;2;12;24;0;0;0;0;0;5;0;0;0;0;0;0;5;10;7;11;10;15;570588;199518;146506;0;569186;0;0;12710;10067302629;0;214339;10302;33251;0;
