Days;Hours;Minutes;Students;Workers;OccupiedWorkers;EssentialJobWorkers;Retired;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;StudentsExposedByStudent;WorkersExposedByStudent;RetiredExposedByStudent;StudentsExposedByWorker;WorkersExposedByWorker;RetiredExposedByWorker;StudentsExposedByRetired;WorkersExposedByRetired;RetiredExposedByRetired;StudentsExposedTwice;StudentsExposedThriceOrMore;WorkersExposedTwice;WorkersExposedThriceOrMore;RetiredExposedTwice;RetiredExposedThriceOrMore;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork;
19;0;0;190322;368928;178652;79821;298324;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;2;0;0;0;0;0;0;2;1;0;52;0;0;5;2;7;45;8;6;33;568439;199411;147159;0;567520;0;0;25908;10064550435;0;204835;10447;43033;0;
20;0;0;190322;368927;178651;79821;298280;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;41;0;0;3;0;3;31;10;11;26;567803;200425;145642;0;566954;0;0;27230;10064701301;0;205668;10447;42200;0;
21;0;0;190322;368926;178650;79821;298253;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;1;22;0;0;5;0;4;21;4;8;23;567746;199716;147190;0;566445;0;0;28592;10064732145;0;205790;10447;42078;0;
22;0;0;190322;368926;178650;79821;298232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;15;0;0;6;1;0;17;4;5;14;567719;200405;145903;0;566895;0;0;34206;10065180513;0;206876;10447;40992;0;
23;0;0;190322;368926;178650;79821;298217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;3;1;1;6;2;2;11;567640;199809;147093;0;566801;0;0;31480;10065086083;0;206850;10447;41018;0;
24;0;0;190322;368926;178650;79821;298211;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;8;4;5;6;566662;200272;145776;0;566979;0;0;63586;10065196803;0;206626;10447;41242;0;
25;0;0;190322;368926;178650;79821;298209;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;2;0;3;3;0;4;3;567640;199756;147035;0;567239;0;0;35420;10064671237;0;205515;10447;42353;0;
26;0;0;190322;368926;178650;79821;298207;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;1;1;1;565335;200488;145843;0;566034;0;0;39038;10064610879;0;205502;10447;42367;0;
27;0;0;190322;368926;178650;79821;298204;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;2;0;1;0;567090;199944;147036;0;566589;0;0;41348;10064658569;0;205206;10447;42663;0;
28;0;0;190322;368926;178650;79821;298203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;3;1;564634;200290;146088;0;566106;0;0;39946;10064702497;0;205237;10447;42632;0;
29;0;0;190322;368926;178650;79821;298203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;1;567280;199924;146888;0;566609;0;0;43288;10064499837;0;204566;10447;43303;0;
30;0;0;190322;368926;178650;79821;298203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;565173;200299;145940;0;565417;0;0;41642;10064436653;0;204087;10447;43782;0;
31;0;0;190322;368926;178650;79821;298203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;567435;200058;146900;0;566904;0;0;45606;10064149605;0;203617;10447;44252;0;
32;0;0;190322;368926;178650;79821;298202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;565717;200439;145967;0;565578;0;0;45842;10064217851;0;203815;10447;44054;0;
33;0;0;190322;368926;178650;79821;298202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;567134;199862;146767;0;566523;0;0;47186;10064549563;0;204366;10447;43503;0;
34;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;565988;200460;146073;0;565401;0;0;64644;10064385485;0;204313;10447;43556;0;
35;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;567256;200099;146671;0;566007;0;0;49918;10064330643;0;203781;10447;44088;0;
36;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;565883;200262;145972;0;565786;0;0;55632;10064165717;0;203459;10447;44410;0;
37;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;567503;199854;146652;0;566839;0;0;54690;10064155467;0;202967;10447;44902;0;
38;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;565687;200353;145992;0;565833;0;0;53336;10063931745;0;202398;10447;45471;0;
39;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;567198;200122;146595;0;566650;0;0;55556;10063889117;0;202401;10447;45468;0;
40;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;565529;200193;146107;0;565587;0;0;55930;10064037375;0;202848;10447;45021;0;
41;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;567083;199901;146637;0;566217;0;0;57266;10064272497;0;203041;10447;44828;0;
42;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;565318;200265;146084;0;565659;0;0;62744;10064170125;0;203008;10447;44861;0;
43;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;567295;200014;146438;0;566681;0;0;69278;10064226741;0;202884;10447;44985;0;
44;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;565520;200173;146133;0;566010;0;0;62844;10064130367;0;202910;10447;44959;0;
45;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;567097;200152;146526;0;566551;0;0;66940;10064125679;0;202953;10447;44916;0;
46;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;565871;200291;146212;0;565853;0;0;64922;10064233487;0;203171;10447;44698;0;
47;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;566904;200201;146439;0;566353;0;0;68338;10064232741;0;203016;10447;44853;0;
48;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;566150;200103;146193;0;565424;0;0;68428;10064257327;0;203211;10447;44658;0;
49;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;566317;200114;146461;0;566281;0;0;68852;10064203863;0;202922;10447;44947;0;
50;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;566306;200204;146202;0;565338;0;0;73184;10064355843;0;203172;10447;44698;0;
51;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;566190;200170;146377;0;566498;0;0;73360;10064236383;0;202894;10447;44976;0;
52;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;566643;200081;146339;0;565913;0;0;74538;10064256073;0;202819;10447;45051;0;
53;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;565955;200059;146332;0;565761;0;0;75922;10064162525;0;202619;10447;45251;0;
54;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;566588;200183;146348;0;565384;0;0;75974;10064281037;0;202974;10447;44896;0;
55;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;566116;199940;146375;0;565668;0;0;81204;10064316485;0;202886;10447;44984;0;
56;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;566821;200068;146367;0;565696;0;0;80650;10064293727;0;202847;10447;45023;0;
57;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;566150;200052;146376;0;566073;0;0;80416;10064129737;0;202347;10447;45523;0;
58;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;567039;200307;146374;0;566247;0;0;86942;10064092201;0;202452;10447;45418;0;
59;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;566081;200316;146283;0;565975;0;0;82668;10064009829;0;202125;10447;45745;0;
60;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;567059;200106;146396;0;566249;0;0;86058;10063970349;0;201850;10447;46020;0;
61;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;566103;200011;146354;0;565706;0;0;85644;10063893665;0;201522;10447;46348;0;
62;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;567202;200017;146360;0;565951;0;0;90770;10063922515;0;201390;10447;46480;0;
63;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;566376;200087;146299;0;565714;0;0;89282;10063843705;0;201126;10447;46744;0;
64;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;567233;200166;146406;0;566216;0;0;93294;10063782237;0;201091;10447;46779;0;
65;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;566415;200017;146319;0;565984;0;0;181644;10063967491;0;201531;10447;46339;0;
66;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;567041;200185;146362;0;566319;0;0;96174;10064189977;0;202000;10447;45870;0;
67;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;566398;200104;146225;0;565994;0;0;94896;10064480377;0;203045;10447;44825;0;
68;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;566937;200038;146282;0;565948;0;0;101128;10064609317;0;203482;10447;44388;0;
69;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;566076;199949;146296;0;566057;0;0;97456;10064726597;0;203818;10447;44052;0;
70;0;0;190322;368926;178650;79821;298201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;566737;200129;146441;0;566147;0;0;100462;10064778433;0;203974;10447;43896;0;
