Days;Hours;Minutes;Students;Workers;OccupiedWorkers;EssentialJobWorkers;Retired;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;StudentsExposedByStudent;WorkersExposedByStudent;RetiredExposedByStudent;StudentsExposedByWorker;WorkersExposedByWorker;RetiredExposedByWorker;StudentsExposedByRetired;WorkersExposedByRetired;RetiredExposedByRetired;StudentsExposedTwice;StudentsExposedThriceOrMore;WorkersExposedTwice;WorkersExposedThriceOrMore;RetiredExposedTwice;RetiredExposedThriceOrMore;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork;
10;0;0;190324;368930;178064;79720;298655;28;43;110;0;48;0;0;0;0;0;130;1;1;0;1;0;0;1;6;13;28;22;30;81;0;0;0;0;0;0;2;6;173;28;25;103;0;1;92;0;0;1;0;0;0;0;0;1;0;1;5;4;4;6;572604;200898;144002;0;572369;0;0;14256;10066795517;0;212678;10350;34611;0;
11;0;0;190324;368930;178064;79720;298651;86;103;1028;0;1128;0;0;0;0;0;87;1;0;0;1;15;12;280;9;8;8;62;83;740;0;0;0;0;0;0;4;4;112;21;28;75;1;0;53;0;0;2;0;0;2;0;0;2;0;2;4;4;5;6;569747;199494;146961;0;567293;0;0;18434;10065962129;0;209745;10350;37545;0;
12;0;0;190323;368930;178064;79720;298635;100;155;1816;0;1815;0;0;0;0;0;256;0;0;0;0;0;5;1;20;39;94;80;111;1721;0;0;0;0;0;0;1;6;47;25;30;78;0;0;17;0;1;6;1;0;6;0;0;10;0;1;16;5;7;10;570605;200745;144598;0;569353;0;0;16838;10064676637;0;206166;10350;41124;0;
13;0;0;190322;368928;178064;79720;298605;68;127;1201;0;1211;0;2;0;0;0;182;0;1;0;0;9;4;10;14;16;15;45;107;1176;0;0;0;0;0;0;4;2;54;22;26;80;0;0;10;0;0;19;1;2;13;0;0;17;3;2;32;13;7;25;568460;199171;147052;0;565888;0;0;18314;10063677239;0;202450;10350;44840;0;
14;0;0;190322;368927;178063;79720;298561;98;201;2209;0;2232;0;0;0;0;0;273;0;0;0;3;3;7;6;7;22;49;88;172;2154;0;0;0;0;0;0;1;2;54;34;37;96;0;0;6;0;1;20;0;0;33;0;1;11;3;8;55;13;16;41;568883;200207;144839;0;567856;0;0;19864;10063160119;0;200910;10350;46380;0;
15;0;0;190321;368926;178063;79720;298478;237;338;5464;0;5782;0;0;0;0;0;248;0;2;0;7;17;4;19;34;56;858;186;278;4587;0;0;0;0;0;0;1;8;103;58;53;126;0;1;44;0;0;18;0;1;69;1;0;14;2;12;74;19;21;62;568342;199070;147126;0;565348;0;0;21638;10063086529;0;200337;10350;46953;0;
16;0;0;190320;368923;178062;79719;298360;231;292;4120;0;4342;0;1;0;0;0;300;0;0;0;0;6;8;13;69;74;865;156;210;3242;0;0;0;0;0;0;3;10;298;49;58;200;2;3;126;0;0;16;1;3;105;0;0;13;3;10;99;22;39;94;568193;200090;145327;0;568026;0;0;29834;10063365039;0;201357;10350;45933;0;
17;0;0;190318;368920;178061;79718;298224;259;262;3477;0;3714;0;0;0;1;0;277;2;0;0;4;6;5;20;29;49;447;224;208;3010;0;0;0;0;0;0;4;13;518;50;95;352;0;2;236;0;0;12;2;3;127;0;0;9;6;9;110;31;30;116;567967;199106;147107;0;566263;0;0;27210;10063671437;0;201941;10350;45349;0;
18;0;0;190315;368917;178059;79717;298085;325;512;5623;0;6100;0;0;0;1;0;354;0;0;0;5;18;12;214;29;26;525;278;474;4884;0;0;0;0;0;0;7;22;841;73;96;477;0;2;441;0;0;9;3;3;133;0;0;6;3;9;127;21;28;126;567137;200151;145453;0;566424;0;0;24642;10064064709;0;203467;10350;43823;0;
19;0;0;190313;368917;178059;79717;297971;557;628;7559;0;8178;1;1;0;0;0;557;0;1;0;6;25;45;265;19;37;383;513;546;6911;0;0;0;0;0;0;10;27;1265;84;123;638;4;5;663;0;0;3;2;0;112;0;0;2;5;7;104;18;31;102;567043;199078;147153;0;565958;0;0;29870;10064511785;0;204108;10350;43184;0;
20;0;0;190313;368916;178058;79717;297883;516;671;7970;0;8532;1;0;0;0;0;616;1;3;0;4;10;14;29;10;27;56;496;630;7885;0;0;0;0;0;0;12;35;1854;143;164;934;5;3;957;0;0;3;0;1;86;0;0;2;2;10;82;29;32;104;565669;200177;145630;0;564812;0;0;31226;10064603551;0;205223;10350;42069;0;
21;0;0;190313;368916;178058;79717;297810;584;468;5391;0;5550;0;0;0;0;0;862;1;0;0;30;14;8;25;20;24;248;550;436;5118;0;0;0;0;0;0;20;51;2280;154;180;1137;6;8;1199;0;0;7;0;0;65;0;0;8;3;5;72;28;28;103;564803;199445;147100;0;563178;0;0;30002;10064659725;0;205129;10350;42164;0;
22;0;0;190313;368914;178057;79716;297753;444;479;3570;0;3758;0;2;0;0;0;724;4;3;0;2;24;44;40;8;11;54;412;424;3476;0;0;0;0;0;0;22;59;2753;198;252;1268;4;11;1419;0;0;14;0;1;48;0;1;9;2;4;58;32;29;101;563542;200144;145784;0;562367;0;0;32256;10065016539;0;206108;10350;41187;0;
23;0;0;190312;368914;178057;79716;297696;500;364;3276;0;3177;1;4;0;0;0;925;2;1;0;30;39;23;37;37;28;214;424;313;3025;0;0;0;0;0;0;42;98;3191;257;304;1562;13;14;1619;0;0;10;1;0;47;0;0;10;3;7;50;34;41;102;561967;199622;147004;0;560569;0;0;32874;10065025395;0;206212;10350;41083;0;
24;0;0;190312;368913;178056;79716;297606;406;506;3471;0;3111;2;3;0;0;0;1257;1;0;0;9;22;21;37;30;39;75;354;446;3359;0;0;0;0;0;0;40;95;3708;315;333;1774;11;14;1886;0;0;18;0;0;76;0;1;14;1;5;83;34;62;135;558715;200068;145751;0;558548;0;0;34460;10065201581;0;206046;10350;41250;0;
25;0;0;190312;368912;178055;79716;297458;616;672;3243;0;2590;0;2;0;0;0;1918;4;4;0;13;50;48;125;58;63;277;508;561;2841;0;0;0;0;0;0;50;138;4088;337;368;2033;9;19;2140;0;0;10;0;1;139;0;0;9;1;9;157;53;50;222;557424;199471;146864;0;556377;0;0;35290;10064632325;0;204952;10350;42344;0;
26;0;0;190311;368911;178054;79716;297225;532;686;2662;0;1539;1;3;0;0;0;2327;3;3;0;4;37;42;91;87;93;791;408;551;1780;0;0;0;0;0;0;59;146;3990;425;425;2016;17;28;2086;0;0;18;1;1;221;0;0;12;2;9;228;66;79;306;552474;200105;145602;0;552200;0;0;69140;10064663825;0;205039;10350;42257;0;
27;0;0;190311;368908;178052;79716;296878;702;665;1565;0;418;0;4;0;0;0;2483;7;3;0;17;42;64;94;71;49;69;589;552;1402;0;0;0;0;0;0;65;120;3471;453;415;1920;19;23;1790;0;0;14;0;3;334;0;0;13;7;19;383;69;99;429;551600;199561;146692;0;550425;0;0;38738;10064697173;0;204771;10350;42525;0;
28;0;0;190308;368902;178050;79715;296300;553;589;1637;0;220;0;6;0;0;0;2539;7;1;0;6;36;39;97;53;42;61;464;508;1479;0;0;0;0;0;0;44;110;2973;499;405;1820;11;21;1568;0;0;10;3;6;569;0;0;9;9;18;508;93;96;497;546726;199784;145668;0;547357;0;0;42938;10064716871;0;204652;10350;42645;0;
29;0;0;190303;368896;178048;79715;295505;881;880;2158;0;518;0;4;0;0;0;3379;2;3;0;13;59;78;174;73;70;117;749;732;1867;0;0;0;0;0;0;35;72;2402;441;401;1681;9;16;1262;0;0;5;5;6;789;0;0;6;6;39;683;124;153;787;547035;199411;146545;0;545893;0;0;43186;10064522089;0;203955;10350;43342;0;
30;0;0;190296;368887;178044;79714;294529;710;1012;2039;0;305;2;5;0;0;0;3434;7;4;0;4;72;91;128;63;96;162;575;825;1749;0;0;0;0;0;0;45;76;1890;461;436;1559;10;12;1023;0;1;5;7;9;971;0;0;5;16;36;915;137;183;968;543328;199815;145691;0;543232;0;0;45480;10064368553;0;203341;10350;43956;0;
31;0;0;190289;368876;178037;79713;293297;1045;1075;1943;0;169;2;5;0;0;0;3871;2;6;0;8;101;100;224;122;109;188;822;866;1531;0;0;0;0;0;0;29;72;1420;505;526;1588;5;12;730;1;0;8;7;11;1227;0;0;5;17;44;1126;185;201;1193;544039;199529;146474;0;543286;0;0;48020;10064109039;0;202820;10350;44477;0;
32;0;0;190272;368868;178036;79712;291753;726;1323;1490;0;303;1;4;0;0;0;3222;6;1;0;2;85;139;167;57;174;132;584;1010;1191;0;0;0;0;0;0;27;54;968;557;549;1658;6;7;477;1;0;7;17;8;1535;0;0;9;19;69;1399;224;289;1415;541403;199765;145551;0;540981;0;0;45796;10064174793;0;202940;10350;44357;0;
33;0;0;190265;368851;178027;79711;290125;926;945;1753;0;330;1;5;0;0;0;3268;5;3;0;12;110;118;211;119;118;154;697;709;1388;0;0;0;0;0;0;29;33;617;583;652;1646;9;1;306;1;0;13;7;17;1618;0;0;10;27;67;1537;270;319;1535;542050;199239;146468;0;541179;0;0;47820;10064423421;0;203315;10350;43982;0;
34;0;0;190257;368838;178021;79707;288327;662;1018;1064;0;397;1;7;0;0;0;2327;2;1;0;9;91;149;121;101;164;153;470;705;790;0;0;0;0;0;0;14;28;342;651;705;1700;3;7;165;0;0;17;8;13;1784;0;0;14;27;93;1635;338;328;1735;540478;199786;145654;0;539663;0;0;47570;10064329319;0;203565;10350;43733;0;
35;0;0;190244;368815;178015;79699;286441;786;997;1266;0;476;1;11;0;0;0;2541;1;2;0;17;104;165;136;137;162;177;545;670;953;0;0;0;0;0;0;16;26;240;750;818;1716;5;1;127;0;0;6;13;23;1881;0;0;5;31;93;1755;414;346;1771;541460;199393;146344;0;539941;0;0;94980;10064357943;0;203168;10350;44130;0;
36;0;0;190235;368793;178008;79694;284675;573;950;783;0;632;3;8;0;0;0;1648;4;1;0;10;72;155;96;96;219;128;405;576;559;0;0;0;0;0;0;8;26;151;755;874;1860;3;6;65;0;3;13;9;22;1756;0;0;10;42;98;1689;396;380;1864;539949;199562;145616;0;539831;0;0;97764;10064242867;0;202945;10350;44353;0;
37;0;0;190224;368778;178003;79690;282974;565;915;766;0;701;3;10;0;0;0;1516;3;2;0;11;77;171;90;116;208;153;372;536;523;0;0;0;0;0;0;3;34;100;856;936;1677;1;3;39;1;0;12;11;15;1690;0;0;11;41;102;1477;433;420;1854;541347;199126;146298;0;540700;0;0;52170;10064202805;0;202301;10350;44997;0;
38;0;0;190211;368755;177991;79683;281509;505;1155;725;0;977;1;9;0;0;0;1382;3;1;0;12;76;206;98;157;349;197;272;600;430;0;0;0;0;0;0;5;43;78;801;1103;1615;1;7;34;0;1;4;13;23;1462;0;0;3;31;84;1277;445;445;1776;539610;199690;145621;0;539753;0;0;54550;10064044009;0;202048;10350;45250;0;
39;0;0;190199;368744;177986;79680;280343;518;1069;940;0;1133;4;7;0;0;0;1371;2;1;0;9;101;202;125;136;348;233;281;519;582;0;0;0;0;0;0;7;59;89;829;1001;1378;3;10;34;1;3;6;12;11;1157;0;0;9;36;56;1084;503;437;1734;540968;199402;146235;0;540450;0;0;58694;10064091291;0;202234;10350;45064;0;
40;0;0;190193;368735;177985;79678;279347;460;969;738;0;1082;3;4;0;0;0;1054;3;0;0;21;68;183;111;154;333;256;238;453;371;0;0;0;0;0;0;12;65;127;744;978;1241;3;8;74;0;1;5;6;9;991;0;0;5;24;58;886;509;476;1676;539373;199463;145622;0;539407;0;0;57332;10064173895;0;202653;10350;44645;0;
41;0;0;190186;368726;177980;79676;278654;501;956;735;0;1314;2;8;0;0;0;839;1;0;0;28;86;165;86;170;338;239;245;453;410;0;0;0;0;0;0;8;98;133;705;908;1057;2;15;51;0;2;11;7;9;684;0;0;9;27;55;657;517;567;1652;540884;199192;146178;0;540144;0;0;58786;10064338387;0;202545;10350;44753;0;
42;0;0;190180;368714;177974;79673;278107;399;914;674;0;1379;2;12;0;0;0;566;7;1;0;20;62;154;92;154;394;252;183;366;330;0;0;0;0;0;0;20;97;149;592;892;891;5;13;60;0;2;14;6;12;535;0;0;12;17;43;494;542;601;1627;539107;199483;145692;0;539180;0;0;60366;10064301297;0;202536;10350;44762;0;
43;0;0;190174;368709;177970;79673;277753;446;905;682;0;1563;4;7;0;0;0;440;1;3;0;15;62;165;78;205;403;290;179;337;314;0;0;0;0;0;0;15;122;175;589;906;725;4;16;76;0;2;8;6;5;346;0;0;8;21;32;354;632;716;1668;540870;199314;146127;0;540260;0;0;64010;10064265899;0;202194;10350;45104;0;
44;0;0;190172;368705;177968;79672;277498;396;942;723;0;1547;3;9;0;0;0;480;3;1;0;18;48;160;83;183;383;272;165;399;368;0;0;0;0;0;0;25;122;200;510;891;606;6;24;86;0;3;9;2;3;246;0;1;9;13;33;228;703;669;1681;539013;199425;145667;0;539433;0;0;64866;10064255403;0;202440;10350;44858;0;
45;0;0;190167;368696;177966;79670;277330;392;867;625;0;1506;2;7;0;0;0;358;1;1;0;9;57;122;75;185;415;282;150;330;268;0;0;0;0;0;0;23;149;248;468;853;536;8;29;120;0;5;6;5;7;160;0;2;8;8;20;154;740;811;1703;540447;199200;146057;0;539821;0;0;64636;10064319621;0;202584;10350;44714;0;
46;0;0;190164;368690;177966;79668;277219;397;919;669;0;1717;0;5;0;0;0;249;3;2;0;9;53;133;82;213;456;316;131;330;271;0;0;0;0;0;0;39;162;291;471;853;482;7;28;145;0;4;5;3;6;103;0;0;8;9;32;117;785;908;1673;539205;199473;145738;0;538897;0;0;64558;10064355759;0;202607;10350;44691;0;
47;0;0;190161;368679;177961;79665;277141;440;933;908;0;1949;2;6;0;0;0;306;1;1;0;16;46;137;71;236;455;378;158;341;459;0;0;0;0;0;0;38;175;315;434;780;439;9;23;153;2;3;7;3;7;73;0;4;5;3;32;61;698;924;1599;539851;199267;146008;0;539268;0;0;66822;10064447529;0;202810;10350;44488;0;
48;0;0;190159;368671;177959;79663;277068;397;831;907;0;1791;2;10;0;0;0;320;2;0;0;10;49;90;88;230;455;346;118;286;473;0;0;0;0;0;0;39;198;334;430;722;388;4;37;157;1;3;4;2;8;65;0;0;8;4;57;61;775;990;1522;538995;199293;145679;0;538210;0;0;71820;10064465249;0;202919;10350;44379;0;
49;0;0;190156;368662;177954;79663;277020;444;864;702;0;1706;5;5;0;0;0;284;1;1;0;8;41;109;84;252;417;364;151;338;254;0;0;0;0;0;0;37;243;369;395;737;341;6;47;209;0;2;5;3;9;43;0;0;5;6;56;61;707;987;1341;538916;199036;145959;0;538770;0;0;70044;10064420781;0;202668;10350;44630;0;
50;0;0;190154;368658;177954;79663;276953;412;686;539;0;1386;4;10;0;0;0;228;0;2;0;7;55;88;74;228;376;265;129;222;200;0;0;0;0;0;0;43;182;369;384;719;292;8;37;179;0;1;13;2;4;59;0;0;8;11;53;53;772;964;1199;538738;199183;145667;0;537700;0;0;71722;10064463699;0;202627;10350;44671;0;
51;0;0;190151;368639;177948;79661;276886;364;661;447;0;1333;2;4;0;0;0;129;1;1;0;2;40;80;36;193;314;237;131;267;174;0;0;0;0;0;0;55;206;381;335;667;342;15;37;210;1;2;6;3;17;60;0;2;7;13;72;66;683;888;995;538184;199010;145859;0;538295;0;0;73018;10064442841;0;202441;10350;44857;0;
52;0;0;190146;368624;177943;79660;276818;272;548;369;0;1025;2;4;0;0;0;147;0;2;0;9;32;69;43;138;294;193;102;185;133;0;0;0;0;0;0;46;233;405;395;669;320;8;46;196;0;4;5;5;15;64;0;0;4;10;91;89;647;919;869;538386;199005;145675;0;537492;0;0;75846;10064415147;0;202314;10349;44985;0;
53;0;0;190138;368599;177937;79658;276724;266;550;431;0;1143;3;4;0;0;0;96;0;0;0;1;24;64;62;142;246;205;100;240;164;0;0;0;0;0;0;46;280;437;340;652;323;10;53;205;0;0;11;8;23;89;0;2;5;21;99;105;560;875;807;537295;198798;145762;0;537071;0;0;76326;10064381659;0;202324;10349;44975;0;
54;0;0;190137;368574;177931;79657;276620;261;478;302;0;936;4;4;0;0;0;90;0;1;0;6;25;52;30;139;226;131;97;200;141;0;0;0;0;0;0;59;232;428;343;588;343;13;38;215;0;3;11;1;25;93;0;0;11;23;114;96;501;920;663;537489;198876;145613;0;536320;0;0;85146;10064563391;0;202781;10349;44518;0;
55;0;0;190126;368542;177920;79652;276498;230;357;261;0;779;1;7;0;0;0;57;0;1;0;3;29;42;35;121;179;129;80;136;97;0;0;0;0;0;0;72;209;384;347;612;300;19;35;173;0;3;11;11;32;114;0;0;8;25;129;140;480;862;558;536662;198670;145752;0;536149;0;0;79066;10064471675;0;202356;10349;44943;0;
56;0;0;190119;368505;177905;79649;276349;166;333;205;0;650;1;8;0;0;0;38;0;0;0;7;21;38;19;91;163;102;54;132;84;0;0;0;0;0;0;57;199;345;340;534;246;15;39;176;0;2;4;7;37;144;0;0;5;16;146;129;485;778;487;536962;198683;145573;0;535772;0;0;83880;10064477051;0;202160;10349;45139;0;
57;0;0;190113;368481;177898;79645;276201;156;268;177;0;561;1;2;0;0;0;35;0;0;0;2;17;37;27;81;124;82;58;107;68;0;0;0;0;0;0;47;183;329;282;484;202;14;34;158;1;2;4;6;24;145;0;0;3;29;140;156;405;805;469;536042;198448;145713;0;535766;0;0;81488;10064329707;0;201803;10349;45496;0;
58;0;0;190105;368448;177886;79639;276032;109;225;135;0;443;0;2;0;0;0;15;1;1;0;7;12;32;20;60;103;66;37;90;49;0;0;0;0;0;0;52;159;282;272;405;151;18;22;140;0;2;11;8;32;160;0;1;9;37;159;171;422;724;353;536471;198561;145560;0;535640;0;0;83208;10064420925;0;202277;10349;45023;0;
59;0;0;190096;368404;177871;79632;275831;104;188;138;0;411;0;0;0;0;0;17;0;2;0;0;15;30;29;48;87;57;41;71;52;0;0;0;0;0;0;31;147;254;256;402;160;6;25;127;0;4;7;9;43;194;0;1;7;34;165;162;369;760;353;535311;198501;145600;0;535002;0;0;163888;10064374743;0;202002;10349;45298;0;
60;0;0;190089;368368;177861;79630;275610;82;176;130;0;357;1;1;0;0;0;26;0;0;0;3;15;26;17;37;74;80;30;76;33;0;0;0;0;0;0;37;146;206;207;368;131;7;22;108;0;0;7;7;36;217;0;0;4;43;189;185;411;707;348;535878;198406;145477;0;535122;0;0;85752;10064294677;0;201751;10349;45549;0;
61;0;0;190072;368336;177846;79626;275397;81;145;89;0;297;1;2;0;0;0;14;0;0;0;1;10;15;9;35;85;49;36;45;31;0;0;0;0;0;0;40;123;189;196;284;88;7;20;92;4;0;6;17;32;206;0;0;7;38;182;183;377;657;327;534805;198194;145476;0;534416;0;0;86306;10064317831;0;201531;10349;45769;0;
62;0;0;190063;368288;177829;79613;275210;67;117;50;0;229;0;3;0;0;0;1;0;0;0;1;13;20;8;29;52;14;25;45;28;0;0;0;0;0;0;37;121;161;168;247;74;8;17;75;1;2;9;9;48;179;0;0;8;33;188;211;380;621;309;535490;198209;145487;0;534245;0;0;87678;10064305161;0;201416;10349;45884;0;
63;0;0;190050;368238;177803;79607;275033;47;77;54;0;160;0;0;0;0;0;15;0;0;0;3;4;12;5;17;33;27;26;32;22;0;0;0;0;0;0;37;85;135;140;207;55;5;17;76;1;3;3;13;50;172;0;0;5;34;164;203;346;611;295;534539;198146;145464;0;533707;0;0;175796;10064202087;0;201122;10349;46178;0;
64;0;0;190034;368204;177786;79602;274815;48;77;47;0;167;0;3;0;0;0;1;0;0;0;1;10;13;6;18;33;22;20;31;19;0;0;0;0;0;0;20;81;107;107;158;50;5;12;39;0;5;7;16;32;210;0;2;8;42;167;182;345;557;287;535150;198097;145492;0;534215;0;0;95620;10064277171;0;201109;10349;46191;0;
65;0;0;190029;368164;177770;79590;274643;33;64;44;0;122;3;3;0;0;0;10;0;0;0;3;4;10;8;18;21;12;11;33;24;0;0;0;0;0;0;16;58;109;93;138;61;3;9;47;0;4;9;5;39;162;0;1;10;38;164;172;292;551;270;534371;198034;145481;0;533772;0;0;97000;10064423259;0;201684;10349;45616;0;
66;0;0;190014;368126;177757;79579;274458;25;57;50;0;113;0;0;0;0;0;19;0;0;0;0;7;8;8;11;25;14;7;24;28;0;0;0;0;0;0;12;67;61;75;125;48;4;9;27;0;4;9;15;38;176;0;0;9;47;182;162;299;536;265;534778;198023;145491;0;534014;0;0;94502;10064608469;0;202223;10349;45077;0;
67;0;0;189994;368100;177746;79572;274303;36;52;44;0;111;0;2;0;0;0;19;0;0;0;0;11;18;13;15;16;12;10;18;19;0;0;0;0;0;0;11;51;68;82;114;24;3;2;20;0;1;10;20;26;150;0;0;5;25;162;157;278;509;209;534118;198035;145511;0;533583;0;0;97242;10064886173;0;202994;10349;44306;0;
68;0;0;189980;368074;177734;79568;274157;25;48;24;0;84;1;0;0;0;0;12;0;0;0;0;6;10;5;12;18;8;7;20;11;0;0;0;0;0;0;10;37;53;61;84;27;0;9;21;2;2;7;14;25;139;0;1;7;29;126;139;249;429;167;534504;197977;145468;0;533496;0;0;96572;10064982919;0;203246;10349;44054;0;
69;0;0;189973;368045;177715;79564;274006;19;35;30;0;75;0;0;0;0;0;8;0;0;0;1;5;6;10;7;8;8;7;21;12;0;0;0;0;0;0;7;32;40;48;64;17;1;1;17;1;4;7;6;29;144;1;0;7;44;123;119;238;368;136;533761;197853;145440;0;533614;0;0;99034;10065087539;0;203510;10349;43790;0;
