Days;Hours;Minutes;Students;Workers;OccupiedWorkers;EssentialJobWorkers;Retired;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;StudentsExposedByStudent;WorkersExposedByStudent;RetiredExposedByStudent;StudentsExposedByWorker;WorkersExposedByWorker;RetiredExposedByWorker;StudentsExposedByRetired;WorkersExposedByRetired;RetiredExposedByRetired;StudentsExposedTwice;StudentsExposedThriceOrMore;WorkersExposedTwice;WorkersExposedThriceOrMore;RetiredExposedTwice;RetiredExposedThriceOrMore;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork;
11;0;0;190324;368930;178144;80231;298651;26;46;1021;0;1091;0;0;0;0;0;0;0;2;0;0;0;0;1;0;2;0;26;44;1020;0;0;0;0;0;0;0;2;29;3;7;25;0;0;10;0;0;1;0;0;0;0;0;2;0;0;1;0;6;4;569881;199445;146632;0;567445;0;0;14094;10066137643;0;210661;10336;37206;0;
12;0;0;190324;368930;178144;80231;298646;73;91;746;0;905;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;73;91;746;0;0;0;0;0;0;0;3;13;2;5;9;0;0;4;0;0;5;0;0;1;0;0;4;1;1;8;1;3;6;570780;200783;144370;0;569467;0;0;25888;10064874741;0;207144;10336;40724;0;
13;0;0;190324;368929;178144;80230;298635;31;21;238;0;288;0;0;0;0;0;1;0;1;0;0;0;0;0;2;1;3;29;20;235;0;0;0;0;0;0;0;3;11;3;10;25;0;0;0;0;0;5;0;0;3;0;1;8;2;3;21;4;6;10;568722;199260;146704;0;565997;0;0;19774;10063845503;0;203459;10336;44409;0;
14;0;0;190324;368929;178144;80230;298610;17;6;19;0;38;0;0;0;0;0;0;0;2;0;2;0;0;0;1;0;0;16;6;19;0;0;0;0;0;0;1;1;39;3;8;20;0;0;1;0;1;20;0;0;11;0;0;14;1;2;35;7;13;40;569007;200099;144427;0;567849;0;0;18168;10063368445;0;201918;10336;45952;0;
15;0;0;190323;368928;178144;80229;298567;4;12;52;0;65;0;0;0;1;0;0;0;0;0;2;0;0;0;1;0;0;3;12;52;0;0;0;0;0;0;0;6;96;13;16;57;0;0;26;0;2;20;1;1;26;0;0;17;2;8;56;15;16;44;568401;199005;146715;0;565396;0;0;21354;10063255693;0;201386;10336;46486;0;
16;0;0;190323;368928;178144;80229;298508;14;12;24;0;43;0;0;0;0;0;0;2;3;0;2;1;0;0;4;4;7;9;8;17;0;0;0;0;0;0;2;11;222;12;21;121;1;2;107;0;0;20;0;0;42;0;0;17;0;3;63;13;14;68;568089;200121;144901;0;567882;0;0;22724;10063356519;0;201823;10336;46049;0;
17;0;0;190323;368928;178144;80229;298448;14;7;405;0;416;0;0;0;2;0;3;1;1;0;3;0;0;0;6;4;4;8;3;401;0;0;0;0;0;0;2;17;299;18;23;137;0;2;140;0;0;18;0;0;45;0;0;15;2;2;64;11;14;65;567903;199028;146679;0;566070;0;0;28194;10063702949;0;202507;10336;45366;0;
18;0;0;190322;368927;178143;80229;298382;7;4;18;0;23;0;1;0;1;0;0;0;2;0;2;1;0;0;3;2;2;3;2;16;0;0;0;0;0;0;3;10;302;32;27;127;1;0;140;0;1;7;1;1;62;0;0;4;1;5;58;12;21;52;566912;199908;144924;0;566243;0;0;26318;10064012601;0;203831;10336;44042;0;
19;0;0;190322;368926;178142;80229;298334;7;6;22;0;22;0;0;0;0;0;1;1;0;0;11;1;0;0;5;5;9;1;1;13;0;0;0;0;0;0;1;10;238;27;28;121;1;4;129;0;0;3;0;1;47;0;0;1;3;7;44;8;21;43;567018;198952;146635;0;565981;0;0;25810;10064344141;0;204430;10336;43443;0;
20;0;0;190322;368924;178140;80229;298304;4;9;4;0;14;0;0;0;0;0;0;0;2;0;1;0;0;0;3;4;1;1;5;3;0;0;0;0;0;0;3;8;172;24;13;77;1;4;93;0;0;1;0;2;29;0;0;1;1;4;28;7;13;33;566093;200046;145010;0;565253;0;0;32972;10064499379;0;205513;10336;42360;0;
21;0;0;190322;368923;178140;80228;298275;3;6;17;0;24;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;2;3;5;15;0;0;0;0;0;0;2;5;98;8;17;67;1;1;38;0;0;5;0;0;28;0;1;1;0;3;25;5;12;29;565941;199254;146593;0;564608;0;0;28518;10064608139;0;205824;10335;42050;0;
22;0;0;190322;368923;178140;80228;298255;39;56;994;0;1086;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;38;56;994;0;0;0;0;0;0;4;2;90;19;7;55;1;1;44;0;0;6;0;0;13;0;0;7;0;2;19;9;9;35;565737;199811;145130;0;564941;0;0;32684;10065028011;0;206716;10335;41158;0;
23;0;0;190322;368922;178140;80228;298221;8;10;100;0;113;0;0;0;0;0;2;0;0;0;3;0;0;3;0;0;0;8;10;97;0;0;0;0;0;0;4;7;78;7;4;47;0;3;35;0;0;12;0;0;25;0;1;9;0;4;37;4;9;33;565636;199310;146482;0;564688;0;0;30120;10064911021;0;206682;10335;41192;0;
24;0;0;190322;368922;178140;80228;298167;16;11;101;0;123;0;2;0;0;0;1;0;2;0;0;2;1;1;0;0;0;14;10;100;0;0;0;0;0;0;0;3;63;4;7;41;0;0;13;0;0;14;0;0;39;0;0;15;1;3;50;12;18;62;564401;199775;145138;0;564748;0;0;57214;10065019995;0;206419;10335;41455;0;
25;0;0;190321;368921;178139;80228;298105;15;14;40;0;67;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;14;14;40;0;0;0;0;0;0;1;3;70;11;2;40;0;1;12;0;0;21;1;1;45;0;0;17;1;5;56;8;11;85;565277;199037;146283;0;564829;0;0;38318;10064646765;0;205611;10335;42263;0;
26;0;0;190321;368919;178138;80228;298001;8;17;16;0;40;0;0;0;0;0;1;0;0;0;0;0;1;2;0;0;0;8;16;14;0;0;0;0;0;0;2;6;127;8;6;51;0;3;47;0;0;14;0;2;92;0;0;12;0;11;92;20;25;94;563049;199737;144981;0;563523;0;0;38934;10064656477;0;205794;10335;42081;0;
27;0;0;190320;368918;178138;80228;297890;5;23;52;0;61;0;1;0;0;0;0;0;1;0;17;1;0;0;0;1;0;4;22;52;0;0;0;0;0;0;4;3;183;9;12;79;1;0;80;0;0;13;1;1;100;0;0;11;2;8;124;23;22;109;564569;199250;146166;0;563962;0;0;45840;10064568457;0;205153;10335;42722;0;
28;0;0;190318;368914;178137;80226;297769;10;11;19;0;28;0;0;0;0;0;1;0;2;0;9;0;0;0;0;0;0;10;11;19;0;0;0;0;0;0;3;7;176;10;13;82;0;0;78;0;1;11;2;3;112;0;1;9;1;5;122;19;24;117;562070;199483;145133;0;563410;0;0;41352;10064506609;0;204920;10335;42956;0;
29;0;0;190318;368910;178136;80225;297664;38;67;831;0;859;0;0;0;0;0;0;0;5;0;72;0;1;0;1;0;0;37;66;831;0;0;0;0;0;0;1;6;147;19;11;72;0;0;75;0;0;5;0;4;103;0;0;2;1;10;91;23;15;96;564292;199190;146080;0;563475;0;0;60534;10064326059;0;204501;10335;43375;0;
30;0;0;190317;368908;178136;80225;297577;59;40;466;0;561;0;0;0;0;0;0;0;2;0;2;0;0;0;0;1;0;59;39;466;0;0;0;0;0;0;2;3;111;10;20;61;1;0;49;0;0;6;1;1;81;0;1;6;4;3;71;16;17;74;561924;199531;145088;0;562587;0;0;75096;10064360757;0;204302;10335;43575;0;
31;0;0;190317;368907;178135;80225;297500;3;8;20;0;20;0;0;0;0;0;1;0;1;0;9;0;0;0;0;1;0;3;7;20;0;0;0;0;0;0;2;9;72;9;8;32;0;0;31;1;0;9;0;1;69;0;0;8;0;6;62;17;9;62;564180;199204;145942;0;563568;0;0;44416;10064099131;0;203895;10335;43982;0;
32;0;0;190316;368904;178132;80225;297442;3;4;4;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;4;0;0;0;0;0;0;1;2;53;13;14;32;0;0;14;0;0;9;1;3;49;0;0;9;3;3;54;18;10;52;562295;199516;145011;0;561968;0;0;67876;10064169827;0;204036;10335;43842;0;
33;0;0;190316;368904;178132;80225;297391;3;8;7;0;14;0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;0;3;8;7;0;0;0;0;0;0;4;5;75;8;18;50;0;1;28;1;1;9;0;0;45;0;0;6;2;3;43;9;10;49;563593;199076;145849;0;562897;0;0;48926;10064322257;0;204167;10335;43711;0;
34;0;0;190316;368902;178132;80223;297357;8;23;15;0;43;0;0;0;0;0;0;0;0;0;3;0;1;0;0;2;1;8;20;14;0;0;0;0;0;0;1;9;136;23;19;78;0;3;56;0;0;10;0;2;26;0;0;8;2;3;54;6;7;59;562288;199487;145075;0;561646;0;0;47342;10064136379;0;204144;10335;43736;0;
35;0;0;190316;368902;178132;80223;297310;7;12;12;0;29;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;0;7;9;12;0;0;0;0;0;0;5;8;191;21;20;114;0;0;88;0;0;10;0;0;37;0;0;10;2;1;49;9;10;68;563414;199068;145751;0;562120;0;0;53676;10064230075;0;203929;10335;43951;0;
36;0;0;190315;368899;178129;80223;297253;28;66;722;0;815;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;0;28;61;722;0;0;0;0;0;0;3;10;175;20;19;101;1;2;65;0;1;16;1;3;47;0;0;10;1;5;74;9;11;54;561837;199230;144958;0;561646;0;0;53034;10064061989;0;203566;10335;44315;0;
37;0;0;190315;368899;178129;80223;297187;19;33;224;0;272;1;0;0;0;0;2;0;0;0;1;0;4;1;0;1;0;19;28;223;0;0;0;0;0;0;5;5;153;12;14;66;0;1;70;1;0;10;0;0;56;0;0;10;3;6;79;12;10;78;563252;198767;145689;0;562475;0;0;55646;10064093897;0;203325;10335;44556;0;
38;0;0;190315;368899;178129;80223;297125;17;19;168;0;201;0;1;0;0;0;1;0;0;0;1;1;0;1;1;4;56;15;15;111;0;0;0;0;0;0;3;7;90;13;8;48;0;1;35;0;1;8;0;0;55;0;0;7;1;4;61;10;9;56;561208;199216;144965;0;561276;0;0;55942;10063852505;0;202717;10335;45165;0;
39;0;0;190314;368899;178129;80223;297058;22;18;95;0;134;0;1;0;0;0;0;0;0;0;0;1;0;1;2;0;0;19;18;94;0;0;0;0;0;0;1;7;70;5;16;34;1;0;22;0;1;14;1;0;54;0;0;13;0;6;64;15;11;58;562573;198856;145449;0;562005;0;0;54292;10063953701;0;202917;10335;44965;0;
40;0;0;190314;368899;178129;80223;297000;16;19;20;0;53;0;1;0;0;0;0;0;0;0;1;1;0;0;3;3;1;12;16;19;0;0;0;0;0;0;0;3;74;11;10;38;0;2;34;0;0;7;0;0;54;0;0;4;3;7;49;8;13;63;560690;199062;144999;0;560843;0;0;57368;10064001419;0;203423;10335;44460;0;
41;0;0;190314;368898;178129;80223;296951;8;6;19;0;20;0;1;0;0;0;0;0;0;0;12;1;0;0;0;2;2;7;4;17;0;0;0;0;0;0;1;9;121;9;19;55;0;1;50;0;0;5;0;1;46;0;0;3;2;4;42;9;15;52;562296;198705;145384;0;561415;0;0;64024;10064157723;0;203386;10335;44497;0;
42;0;0;190314;368898;178129;80223;296905;5;12;18;0;22;0;0;0;0;0;1;0;0;0;12;0;0;0;0;3;2;5;9;16;0;0;0;0;0;0;1;7;164;10;24;71;0;3;76;0;0;8;0;0;39;0;0;7;4;4;63;15;14;48;560244;199059;144941;0;560652;0;0;111772;10063971007;0;203097;10335;44786;0;
43;0;0;190314;368896;178127;80223;296854;0;4;19;0;6;0;0;0;0;0;0;0;1;0;16;0;0;0;0;1;0;0;3;19;0;0;0;0;0;0;4;10;156;12;23;76;1;2;62;0;0;9;0;2;45;0;0;6;1;6;72;20;17;58;562141;198731;145343;0;561351;0;0;62552;10064183691;0;203363;10335;44520;0;
44;0;0;190314;368896;178127;80223;296790;5;12;20;0;20;1;0;0;0;0;1;0;3;0;12;0;0;0;1;3;1;4;9;19;0;0;0;0;0;0;6;9;153;22;18;68;1;2;71;0;0;10;0;0;58;0;0;6;4;6;63;14;20;82;560136;198917;144816;0;560491;0;0;63970;10064107109;0;203462;10335;44421;0;
45;0;0;190314;368895;178127;80222;296706;27;61;530;0;614;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;27;61;530;0;0;0;0;0;0;1;8;107;15;11;47;0;0;38;0;2;15;0;1;70;0;0;14;2;5;60;20;17;75;561594;198753;145235;0;560985;0;0;66174;10064142229;0;203426;10335;44457;0;
46;0;0;190314;368895;178127;80222;296652;65;38;651;0;749;0;0;0;0;0;1;1;1;0;2;0;0;0;0;1;0;65;37;651;0;0;0;0;0;0;2;5;66;17;11;29;0;0;23;0;1;6;0;0;50;0;0;4;4;8;78;12;17;67;560087;198939;144911;0;560086;0;0;64762;10064125361;0;203506;10335;44377;0;
47;0;0;190312;368894;178126;80222;296597;23;32;43;0;97;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;23;31;43;0;0;0;0;0;0;2;6;29;9;11;12;0;0;5;0;1;12;2;1;49;0;0;6;4;7;82;15;17;63;561104;198769;145037;0;560473;0;0;66048;10064213093;0;203720;10335;44164;0;
48;0;0;190312;368893;178125;80222;296542;11;4;17;0;29;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;10;4;17;0;0;0;0;0;0;1;2;26;6;7;17;0;0;1;0;0;14;0;1;46;0;0;9;1;3;64;9;12;54;560038;198759;144776;0;559502;0;0;69132;10064227835;0;203761;10335;44123;0;
49;0;0;190312;368889;178124;80221;296500;5;7;4;0;12;1;0;0;0;0;1;1;1;0;0;0;0;0;2;1;0;3;6;4;0;0;0;0;0;0;2;9;60;11;10;36;1;0;34;0;1;5;0;4;37;0;0;5;2;6;50;13;14;66;560518;198632;145140;0;560190;0;0;119910;10064170609;0;203586;10335;44298;0;
50;0;0;190312;368888;178124;80221;296437;1;5;3;0;7;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;1;1;2;2;0;0;0;0;0;0;0;7;115;11;22;65;0;2;42;0;0;14;0;1;52;0;0;11;1;8;46;8;20;49;560040;198729;144805;0;559180;0;0;92442;10064196783;0;203511;10335;44373;0;
51;0;0;190312;368887;178124;80221;296371;2;4;6;0;11;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;4;6;0;0;0;0;0;0;7;10;172;16;14;89;3;2;73;0;0;7;0;1;60;0;0;6;2;4;60;7;17;54;559859;198617;145006;0;560187;0;0;80116;10064183341;0;203452;10335;44432;0;
52;0;0;190312;368885;178124;80221;296319;2;10;5;0;14;1;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;2;9;5;0;0;0;0;0;0;5;9;194;19;25;89;2;2;88;0;0;9;0;2;45;0;0;7;1;2;64;15;19;72;560113;198622;144774;0;559196;0;0;78768;10064172719;0;203290;10335;44594;0;
53;0;0;190312;368884;178124;80221;296257;4;4;9;0;16;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3;4;9;0;0;0;0;0;0;2;3;142;22;18;67;0;0;54;0;0;9;0;1;52;0;0;10;1;9;73;13;19;62;559157;198539;144925;0;559055;0;0;143036;10064133989;0;203213;10335;44671;0;
54;0;0;190311;368881;178121;80221;296192;2;7;2;0;10;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;7;2;0;0;0;0;0;0;2;5;100;19;15;46;0;0;46;0;1;8;1;2;57;0;1;8;3;4;62;13;14;67;559740;198534;144804;0;558706;0;0;76248;10064247061;0;203505;10335;44379;0;
55;0;0;190310;368881;178121;80221;296150;2;12;12;0;24;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;2;2;11;10;0;0;0;0;0;0;2;6;36;12;9;25;0;0;6;1;0;5;1;0;34;0;0;8;3;6;55;16;5;40;559073;198423;144876;0;558710;0;0;80210;10064206789;0;203315;10335;44569;0;
56;0;0;190310;368879;178120;80221;296110;9;3;6;0;15;0;0;0;0;0;0;1;1;0;1;0;0;0;3;0;0;6;3;6;0;0;0;0;0;0;0;3;18;7;5;8;0;0;0;0;0;13;0;1;31;0;1;9;3;7;44;12;14;34;559675;198326;144791;0;558655;0;0;152052;10064230443;0;203321;10335;44563;0;
57;0;0;190310;368879;178120;80221;296082;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;4;9;1;3;5;0;0;0;1;3;6;0;0;18;0;0;10;2;6;24;18;12;34;559050;198403;144856;0;558782;0;0;82010;10064089753;0;202842;10335;45042;0;
58;0;0;190310;368877;178118;80221;296046;1;0;2;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;1;3;2;3;3;3;0;0;0;0;0;2;0;2;25;0;0;11;1;4;36;13;13;32;559714;198561;144684;0;558926;0;0;82014;10064080401;0;203080;10335;44804;0;
59;0;0;190309;368877;178118;80221;295991;1;3;3;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;1;4;2;7;1;0;0;0;0;1;4;1;0;46;0;0;9;2;7;39;14;10;54;558619;198502;144679;0;558440;0;0;86218;10063976547;0;202820;10335;45064;0;
60;0;0;190308;368877;178118;80221;295932;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;3;1;2;6;4;0;0;0;1;2;1;1;0;52;0;0;7;0;10;54;18;18;53;559569;198292;144676;0;558747;0;0;159958;10064008217;0;202847;10335;45037;0;
61;0;0;190308;368876;178117;80221;295888;2;2;1;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0;2;4;2;5;4;0;0;0;0;0;3;0;1;40;0;0;4;2;5;67;17;16;60;558547;198225;144732;0;558110;0;0;154194;10063916019;0;202350;10335;45534;0;
62;0;0;190306;368873;178116;80221;295818;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;6;2;2;1;0;0;0;2;0;4;2;3;67;0;0;3;1;1;66;11;16;78;559516;198233;144553;0;558317;0;0;89736;10063885269;0;202246;10335;45638;0;
63;0;0;190305;368873;178116;80221;295767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;3;0;0;0;0;1;2;1;0;40;0;0;11;2;6;68;16;19;51;558579;198276;144654;0;557882;0;0;93392;10063849021;0;202196;10335;45688;0;
64;0;0;190304;368873;178116;80221;295721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;0;0;0;0;0;1;0;37;0;0;9;2;2;50;9;15;36;559444;198201;144689;0;558407;0;0;90508;10063920305;0;202148;10335;45736;0;
65;0;0;190303;368873;178116;80221;295694;2;1;1;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;2;1;4;2;0;0;0;0;0;2;1;0;0;20;1;0;7;1;4;31;14;6;27;558542;198181;144701;0;557965;0;0;94826;10063983375;0;202434;10335;45450;0;
66;0;0;190303;368873;178116;80221;295678;1;2;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;2;0;0;9;0;0;7;1;4;31;7;7;17;559124;198168;144628;0;558361;0;0;91816;10064086275;0;202707;10335;45177;0;
67;0;0;190303;368872;178115;80221;295669;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;5;0;1;4;0;6;4;2;10;13;558424;198111;144567;0;557891;0;0;95932;10064313197;0;203358;10335;44526;0;
68;0;0;190303;368872;178115;80221;295663;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;4;2;3;2;1;3;6;558771;198047;144587;0;557866;0;0;103582;10064387389;0;203769;10335;44115;0;
69;0;0;190303;368872;178115;80221;295659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;2;2;3;7;2;557918;198011;144541;0;557770;0;0;177326;10064451869;0;203873;10335;44011;0;
70;0;0;190303;368871;178114;80221;295657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;2;3;3;1;558612;198113;144654;0;558020;0;0;113928;10064491479;0;204035;10335;43849;0;
