Days;Hours;Minutes;Students;StudentsInfected;Workers;WorkersInfected;OccupiedWorkers;OccupiedWorkersInfected;EssentialJobWorkers;EssentialJobWorkersInfected;Retired;RetiredInfected;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;StudentsExposedByStudent;WorkersExposedByStudent;RetiredExposedByStudent;StudentsExposedByWorker;WorkersExposedByWorker;RetiredExposedByWorker;StudentsExposedByRetired;WorkersExposedByRetired;RetiredExposedByRetired;StudentsExposedTwice;StudentsExposedThriceOrMore;WorkersExposedTwice;WorkersExposedThriceOrMore;RetiredExposedTwice;RetiredExposedThriceOrMore;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;MinutesAtWorkWorkerSusceptible;MinutesAtSchoolWorkerSusceptible;MinutesAtHomeWorkerSusceptible;MinutesAtFriendHomeWorkerSusceptible;MinutesAtGymWorkerSusceptible;MinutesAtPubWorkerSusceptible;MinutesAtWorkStudentSusceptible;MinutesAtSchoolStudentSusceptible;MinutesAtHomeStudentSusceptible;MinutesAtFriendHomeStudentSusceptible;MinutesAtGymStudentSusceptible;MinutesAtPubStudentSusceptible;MinutesAtWorkRetiredSusceptible;MinutesAtSchoolRetiredSusceptible;MinutesAtHomeRetiredSusceptible;MinutesAtFriendHomeRetiredSusceptible;MinutesAtGymRetiredSusceptible;MinutesAtPubRetiredSusceptible;MinutesAtWorkWorkerInfected;MinutesAtSchoolWorkerInfected;MinutesAtHomeWorkerInfected;MinutesAtFriendHomeWorkerInfected;MinutesAtGymWorkerInfected;MinutesAtPubWorkerInfected;MinutesAtWorkStudentInfected;MinutesAtSchoolStudentInfected;MinutesAtHomeStudentInfected;MinutesAtFriendHomeStudentInfected;MinutesAtGymStudentInfected;MinutesAtPubStudentInfected;MinutesAtWorkRetiredInfected;MinutesAtSchoolRetiredInfected;MinutesAtHomeRetiredInfected;MinutesAtFriendHomeRetiredInfected;MinutesAtGymRetiredInfected;MinutesAtPubRetiredInfected;
10;0;0;196560;165;381024;260;184408;108;82222;68;308415;1370;60;125;965;0;996;1;2;0;0;0;149;0;1;0;1;2;3;0;6;25;7;52;97;958;0;0;0;0;0;0;0;7;64;14;29;61;0;1;28;0;0;0;0;0;0;0;0;1;0;4;1;1;2;5;6.58475E+07;0;1.843909E+08;0;8404222;4.985818E+07;0;5.087332E+07;1.24576E+08;0;1.168018E+07;3.559595E+07;0;0;5.402966E+08;0;2.575093E+07;8.196974E+07;41072;0;231326;0;7462;43212;0;49718;137044;0;12460;44596;0;0;5031500;0;83868;203674;
11;0;0;196560;176;381024;268;184408;114;82222;67;308411;1448;104;117;870;0;935;0;0;0;0;0;148;0;1;0;7;0;1;0;8;11;6;96;105;864;0;0;0;0;0;0;0;1;42;15;12;47;0;1;10;0;0;6;0;0;0;0;0;4;0;0;7;4;5;0;6.49801E+07;0;1.278821E+08;0;2.086104E+07;4.388873E+07;0;5.103427E+07;1.271565E+08;0;8557912;3.967501E+07;0;0;4.882123E+08;0;2.262028E+07;6.514217E+07;41242;0;248162;0;12210;36274;0;51244;156476;0;8048;54562;0;0;6703300;0;62590;186796;
12;0;0;196560;189;381024;292;184408;131;82222;73;308404;1510;157;271;2601;0;2651;0;2;0;0;0;359;1;0;0;16;2;11;27;7;10;3;148;250;2571;0;0;0;0;0;0;0;6;52;17;22;51;0;0;21;0;0;9;0;0;2;0;0;5;0;2;17;4;2;17;6.578947E+07;0;1.805156E+08;0;8936702;5.091577E+07;0;5.062786E+07;1.270419E+08;0;1.126046E+07;3.587727E+07;0;0;5.298113E+08;0;2.255993E+07;8.095922E+07;47668;0;315612;0;9804;67832;0;56862;179012;0;13716;56066;0;0;7482848;0;77632;292696;
13;0;0;196560;201;381024;302;184408;139;82222;77;308386;1619;242;199;1903;0;2029;2;2;0;0;0;310;0;0;0;1;18;5;63;4;3;2;220;191;1838;0;0;0;0;0;0;0;3;91;21;24;78;0;1;35;0;0;13;0;0;8;0;0;10;0;5;25;9;12;17;6.527699E+07;0;1.28857E+08;0;1.885089E+07;4.42005E+07;0;5.08454E+07;1.253317E+08;0;8582482;3.985558E+07;0;0;4.711272E+08;0;2.484264E+07;6.59757E+07;51280;0;306820;0;12730;57420;0;59750;180232;0;9830;79510;0;0;9638866;0;83728;287226;
14;0;0;196560;211;381024;339;184408;158;82222;86;308355;1802;229;375;2596;0;2434;1;2;0;0;0;757;0;2;0;4;4;5;21;7;17;44;218;353;2531;0;0;0;0;0;0;0;10;162;20;41;111;0;2;76;0;0;15;0;0;17;0;0;14;0;2;23;10;12;36;6.643019E+07;0;1.881424E+08;0;9675708;4.998596E+07;0;5.042001E+07;1.283009E+08;0;1.103919E+07;3.623695E+07;0;0;5.273694E+08;0;2.01241E+07;7.865077E+07;60446;0;407130;0;10734;88808;0;61144;188220;0;13930;72056;0;0;9831376;0;81898;422894;
15;0;0;196557;232;381023;386;184408;176;82221;102;308309;2093;259;276;2227;0;2257;2;6;0;1;0;483;0;1;0;12;38;37;378;19;17;23;202;222;1826;0;0;0;0;0;0;2;14;305;43;67;161;1;2;145;0;0;23;3;1;29;0;0;17;0;6;70;21;27;59;6.621542E+07;0;1.340125E+08;0;1.771594E+07;4.520254E+07;0;5.058454E+07;1.261127E+08;0;8842636;3.934069E+07;0;0;4.554463E+08;0;2.733941E+07;6.99257E+07;69008;0;366712;0;17428;91828;0;70130;162150;0;12932;86706;0;0;1.178585E+07;0;150322;495456;
16;0;0;196557;275;381023;433;184408;193;82221;112;308245;2660;254;331;2571;0;2230;2;3;0;1;0;911;0;4;0;5;13;10;28;18;30;113;223;291;2430;0;0;0;0;0;0;3;19;474;63;64;283;2;4;215;0;1;17;0;0;49;0;0;15;0;7;69;23;29;57;6.687897E+07;0;1.757608E+08;0;9755348;4.728546E+07;0;5.02834E+07;1.255394E+08;0;1.085695E+07;3.60432E+07;0;0;5.175058E+08;0;1.803087E+07;7.461779E+07;78052;0;402178;0;14526;113824;0;81474;215638;0;17602;98492;0;0;1.158815E+07;0;136828;690732;
17;0;0;196557;346;381021;551;184407;255;82221;144;308164;3650;550;592;5726;0;5755;3;4;0;1;0;1061;0;4;0;40;41;62;537;35;26;68;474;504;5121;0;0;0;0;0;0;3;33;762;94;125;471;0;8;389;0;0;13;0;2;71;0;0;10;1;10;86;25;28;76;6.639015E+07;0;1.337252E+08;0;1.865227E+07;4.434146E+07;0;5.0388E+07;1.263458E+08;0;9184064;3.971128E+07;0;0;4.556364E+08;0;2.76781E+07;7.323283E+07;106250;0;370124;0;28738;149276;0;102512;229966;0;21394;132054;0;0;1.39945E+07;0;297174;956016;
18;0;0;196557;468;381020;695;184407;334;82220;168;308101;5089;718;1135;9583;0;8901;0;2;0;1;0;2517;3;8;0;4;22;24;149;37;91;557;659;1020;8877;0;0;0;0;0;0;6;34;1022;143;145;620;3;5;534;0;0;6;0;1;57;0;0;6;0;4;79;27;30;61;6.679512E+07;0;1.75933E+08;0;1.008338E+07;4.772216E+07;0;5.016918E+07;1.275028E+08;0;1.071753E+07;3.63789E+07;0;0;5.204512E+08;0;1.717894E+07;7.165356E+07;138808;0;514772;0;28442;208372;0;139862;328074;0;28208;163686;0;0;1.61192E+07;0;293208;1343338;
19;0;0;196556;646;381019;882;184407;423;82220;210;308057;6929;1166;1226;9677;0;9461;3;5;0;2;0;2530;2;11;0;55;69;107;253;82;80;436;1015;1039;8988;0;0;0;0;0;0;8;42;1178;192;192;830;2;10;620;0;0;6;1;1;40;0;0;4;0;11;51;21;35;73;6.600394E+07;0;1.367199E+08;0;1.731953E+07;4.564494E+07;0;5.014676E+07;1.255806E+08;0;9059464;3.903396E+07;0;0;4.623677E+08;0;2.634891E+07;7.248758E+07;172392;0;496278;0;42408;260252;0;195116;413556;0;37090;262988;0;0;2.204675E+07;0;520840;1800222;
20;0;0;196556;840;381019;1126;184407;547;82220;271;308001;9111;1354;1841;14361;0;13807;2;9;0;1;0;3682;0;17;0;38;76;76;294;73;130;981;1205;1635;13086;0;0;0;0;0;0;8;40;1449;209;238;913;3;5;752;0;0;7;0;0;49;0;0;7;0;4;54;23;30;70;6.640318E+07;0;1.792492E+08;0;1.041984E+07;4.676166E+07;0;4.993565E+07;1.28335E+08;0;1.059461E+07;3.637943E+07;0;0;5.065983E+08;0;1.697287E+07;6.983289E+07;226412;0;793976;0;43820;375108;0;256436;580846;0;54718;309362;0;0;2.965079E+07;0;498306;2343580;
21;0;0;196556;1125;381019;1472;184407;747;82220;336;307961;11943;1657;1464;9527;0;8692;5;13;0;0;0;3817;2;11;0;108;142;153;344;122;106;153;1393;1205;9030;0;0;0;0;0;0;7;70;1827;297;303;1155;3;17;955;0;0;7;0;0;34;0;0;6;0;3;46;19;24;64;6.580161E+07;0;1.414552E+08;0;1.658687E+07;4.609422E+07;0;4.989066E+07;1.255889E+08;0;9172506;3.903054E+07;0;0;4.676173E+08;0;2.658453E+07;6.970597E+07;301032;0;1036796;0;74288;466850;0;342554;859660;0;64418;477106;0;0;4.003842E+07;0;929302;3090626;
22;0;0;196556;1495;381017;1940;184407;953;82218;443;307898;15921;1259;1641;6294;0;4995;4;24;0;9;0;4099;2;19;0;42;124;150;306;98;123;230;1037;1368;5758;0;0;0;0;0;0;7;81;2510;385;421;1679;1;17;1307;0;0;13;0;2;52;0;0;11;0;5;57;22;27;91;6.613162E+07;0;1.71756E+08;0;1.112961E+07;4.581653E+07;0;4.963853E+07;1.25351E+08;0;1.046489E+07;3.611336E+07;0;0;4.855646E+08;0;1.721197E+07;6.866736E+07;401954;0;1309750;0;80522;633058;0;460854;1032052;0;100734;613742;0;0;5.73019E+07;0;878378;4158466;
23;0;0;196555;2055;381015;2585;184406;1269;82217;603;307804;21413;1841;1508;4054;0;2927;5;23;0;0;0;4277;5;14;0;152;224;156;231;163;180;220;1454;1172;3603;0;0;0;0;0;0;16;116;3470;582;577;2328;6;25;1784;0;0;9;1;2;84;0;0;10;1;3;81;36;43;131;6.562551E+07;0;1.399201E+08;0;1.715017E+07;4.483822E+07;0;4.949687E+07;1.261425E+08;0;9360744;3.823836E+07;0;0;4.542807E+08;0;2.479394E+07;6.477308E+07;544132;0;1694802;0;134712;809052;0;639892;1422086;0;124620;921102;0;0;7.454821E+07;0;1743342;5533096;
24;0;0;196555;2827;381012;3504;184405;1750;82217;847;307644;28654;1367;1889;2873;0;1235;7;39;0;0;0;4749;3;21;0;75;160;207;208;118;205;139;1089;1477;2526;0;0;0;0;0;0;28;144;4580;789;842;3131;15;31;2391;0;0;14;0;3;145;0;0;15;0;9;135;45;55;175;6.570454E+07;0;1.690796E+08;0;1.121796E+07;4.564774E+07;0;4.916366E+07;1.259956E+08;0;1.030897E+07;3.553884E+07;0;0;4.734155E+08;0;1.60721E+07;6.580202E+07;754038;0;2657014;0;176562;1199344;0;882528;1919246;0;190962;1208294;0;0;1.054602E+08;0;1657914;7824456;
25;0;0;196555;3686;381009;4652;184403;2377;82216;1138;307431;37110;2000;2418;2710;0;857;15;49;0;0;0;6030;4;11;0;162;262;286;318;280;390;349;1458;1742;2043;0;0;0;0;0;0;17;175;5397;900;1073;3740;7;32;2701;0;0;22;0;3;200;0;0;13;0;18;200;58;79;268;6.491556E+07;0;1.41194E+08;0;1.585571E+07;4.569752E+07;0;4.893192E+07;1.243242E+08;0;9079848;3.746467E+07;0;0;4.261454E+08;0;2.2331E+07;5.879698E+07;1019242;0;3154116;0;227266;1772792;0;1154124;2540340;0;223928;1709206;0;0;1.305213E+08;0;2828682;9638814;
26;0;0;196552;4791;381002;5884;184400;3086;82215;1440;307122;45850;1454;2341;3153;0;1572;12;80;0;0;0;5187;6;12;0;79;212;281;231;140;318;200;1102;1742;2722;0;0;0;0;0;0;24;189;5505;1164;1165;4233;10;36;2823;0;0;5;3;7;302;0;0;7;0;23;325;80;92;364;6.49653E+07;0;1.728558E+08;0;1.151326E+07;4.444856E+07;0;4.843474E+07;1.260946E+08;0;1.014121E+07;3.489524E+07;0;0;4.444411E+08;0;1.42664E+07;5.791898E+07;1336844;0;3888502;0;308386;2292080;0;1498966;3188676;0;324362;2204906;0;0;1.716218E+08;0;2372338;1.259451E+07;
27;0;0;196551;5994;380994;7251;184396;3948;82213;1786;306687;53348;1930;2439;2718;0;1562;21;84;0;0;0;5198;5;15;0;202;289;336;326;235;402;271;1406;1701;2121;0;0;0;0;0;0;33;192;4807;1312;1346;4039;12;39;2457;0;0;12;1;8;426;0;0;9;2;22;370;139;141;543;6.454125E+07;0;1.439899E+08;0;1.485884E+07;4.403324E+07;0;4.808895E+07;1.240279E+08;0;9031368;3.589661E+07;0;0;4.095269E+08;0;2.20111E+07;5.281383E+07;1687776;0;4755902;0;371940;2939586;0;1881892;3961170;0;365626;2926060;0;0;2.02521E+08;0;3894160;1.457677E+07;
28;0;0;196550;7297;380986;8573;184392;4771;82212;2182;306176;58978;1464;2209;2591;0;1635;28;98;0;0;0;4350;1;19;0;133;229;315;263;207;418;370;1028;1476;1958;0;0;0;0;0;0;24;147;3581;1467;1405;3781;10;30;1853;0;1;6;1;8;505;0;0;6;8;32;516;179;190;705;6.413299E+07;0;1.634962E+08;0;1.223078E+07;4.225359E+07;0;4.757395E+07;1.224258E+08;0;9950800;3.329466E+07;0;0;4.299459E+08;0;1.365472E+07;5.089802E+07;2056196;0;6006984;0;480802;3444678;0;2287544;4591542;0;518870;3413898;0;0;2.443838E+08;0;2906036;1.693799E+07;
29;0;0;196546;8590;380981;10018;184390;5709;82212;2615;305430;62211;1699;2342;2037;0;2069;37;120;0;0;0;3573;5;12;0;262;317;381;281;268;538;384;1114;1423;1372;0;0;0;0;0;0;25;144;2347;1503;1591;3143;8;30;1220;0;1;9;4;5;737;0;0;9;4;34;637;227;251;874;6.381006E+07;0;1.454433E+08;0;1.495989E+07;4.237891E+07;0;4.724015E+07;1.233413E+08;0;9013802;3.454889E+07;0;0;4.143301E+08;0;2.104179E+07;4.701187E+07;2493160;0;7011250;0;538226;4369576;0;2697164;5386008;0;523722;4540142;0;0;2.760381E+08;0;4210724;1.828825E+07;
30;0;0;196545;9973;380967;11619;184384;6773;82211;3095;304469;63429;1410;2871;1959;0;3052;47;130;0;0;0;2834;3;27;0;147;311;496;286;281;696;413;818;1679;1260;0;0;0;0;0;0;22;142;1490;1663;1799;2758;8;27;753;0;0;9;1;14;955;0;0;6;9;47;874;292;279;1195;6.324024E+07;0;1.637048E+08;0;1.167711E+07;4.112014E+07;0;4.672464E+07;1.223058E+08;0;9762532;3.20633E+07;0;0;4.541921E+08;0;1.282511E+07;4.716079E+07;2969098;0;8476286;0;687532;5087474;0;3147212;5999642;0;730534;4968284;0;0;3.032834E+08;0;3180032;2.076815E+07;
31;0;0;196541;11233;380951;13205;184377;7865;82209;3527;303219;63051;1453;2843;1852;0;3566;56;149;0;0;0;2038;2;17;0;320;345;553;315;295;755;425;813;1535;1112;0;0;0;0;0;0;13;140;891;1628;1951;2571;4;31;457;0;1;10;4;16;1240;0;0;10;8;68;1054;369;421;1536;6.267492E+07;0;1.450576E+08;0;1.45041E+07;3.989496E+07;0;4.632258E+07;1.226874E+08;0;8618032;3.254392E+07;0;0;4.504773E+08;0;1.94911E+07;4.389399E+07;3449100;0;9431764;0;793250;6487046;0;3540046;6711706;0;652254;6247512;0;0;3.223513E+08;0;3926218;2.196499E+07;
32;0;0;196527;12383;380932;14808;184367;8891;82205;3937;301670;61080;1249;3183;1810;0;4325;50;179;0;0;0;1499;12;17;0;160;361;619;316;317;941;496;571;1623;998;0;0;0;0;0;0;26;196;651;1669;2052;2420;5;48;337;0;3;9;14;19;1540;0;0;9;9;82;1471;522;544;2022;6.22434E+07;0;1.648568E+08;0;1.116957E+07;3.975915E+07;0;4.589206E+07;1.226246E+08;0;9589662;3.050849E+07;0;0;5.035289E+08;0;1.267259E+07;4.390838E+07;3924186;0;1.084326E+07;0;827526;7187156;0;3912274;6996256;0;929550;6478512;0;0;3.235927E+08;0;3429152;2.238694E+07;
33;0;0;196521;13286;380899;16324;184354;9834;82200;4321;299753;57823;1437;3093;2013;0;5027;70;146;0;0;0;967;6;17;0;310;321;619;342;456;1056;611;660;1418;1060;0;0;0;0;0;0;20;194;601;1576;2158;2234;6;29;296;1;1;7;6;33;1909;0;0;8;9;108;1780;678;695;2395;6.16334E+07;0;1.478679E+08;0;1.411829E+07;3.822978E+07;0;4.560253E+07;1.224756E+08;0;8526278;3.109692E+07;0;0;5.285386E+08;0;1.939841E+07;4.273206E+07;4340500;0;1.113849E+07;0;1037950;7656154;0;4188628;7391040;0;778882;7859938;0;0;3.121368E+08;0;3613534;2.572645E+07;
34;0;0;196515;14127;380872;17664;184342;10553;82194;4648;297655;53055;1291;3387;2173;0;5701;72;174;0;0;0;627;1;27;0;249;338;699;403;445;1176;710;508;1512;1060;0;0;0;0;0;0;28;257;562;1658;2114;1893;8;49;294;0;1;8;6;27;2091;0;0;7;10;113;1990;829;891;3135;6.132133E+07;0;1.641786E+08;0;1.163749E+07;3.837356E+07;0;4.530258E+07;1.199752E+08;0;9472876;2.943011E+07;0;0;5.859807E+08;0;1.396607E+07;4.250674E+07;4663642;0;1.195054E+07;0;1027792;8460824;0;4467876;7735304;0;1064924;7558938;0;0;2.858544E+08;0;3520508;2.220224E+07;
35;0;0;196503;14657;380850;18967;184332;11154;82189;4884;295354;47477;1569;3279;2165;0;6055;72;188;0;0;0;409;5;20;0;264;413;733;447;551;1215;777;605;1331;941;0;0;0;0;0;0;27;304;693;1572;2146;1648;9;55;332;0;4;12;12;22;2286;0;0;15;15;111;2220;1042;1014;3398;6.088247E+07;0;1.521213E+08;0;1.405072E+07;3.717876E+07;0;4.511742E+07;1.234161E+08;0;8556984;3.015477E+07;0;0;6.352595E+08;0;1.856524E+07;4.289416E+07;4908486;0;1.223279E+07;0;1166474;8776410;0;4640058;7957614;0;869952;8667574;0;0;2.461845E+08;0;3000450;2.498541E+07;
