Days;Hours;Minutes;Students;StudentsInfected;Workers;WorkersInfected;OccupiedWorkers;OccupiedWorkersInfected;EssentialJobWorkers;EssentialJobWorkersInfected;Retired;RetiredInfected;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;StudentsExposedByStudent;WorkersExposedByStudent;RetiredExposedByStudent;StudentsExposedByWorker;WorkersExposedByWorker;RetiredExposedByWorker;StudentsExposedByRetired;WorkersExposedByRetired;RetiredExposedByRetired;StudentsExposedTwice;StudentsExposedThriceOrMore;WorkersExposedTwice;WorkersExposedThriceOrMore;RetiredExposedTwice;RetiredExposedThriceOrMore;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;MinutesAtWorkWorkerSusceptible;MinutesAtSchoolWorkerSusceptible;MinutesAtHomeWorkerSusceptible;MinutesAtFriendHomeWorkerSusceptible;MinutesAtGymWorkerSusceptible;MinutesAtPubWorkerSusceptible;MinutesAtWorkStudentSusceptible;MinutesAtSchoolStudentSusceptible;MinutesAtHomeStudentSusceptible;MinutesAtFriendHomeStudentSusceptible;MinutesAtGymStudentSusceptible;MinutesAtPubStudentSusceptible;MinutesAtWorkRetiredSusceptible;MinutesAtSchoolRetiredSusceptible;MinutesAtHomeRetiredSusceptible;MinutesAtFriendHomeRetiredSusceptible;MinutesAtGymRetiredSusceptible;MinutesAtPubRetiredSusceptible;MinutesAtWorkWorkerInfected;MinutesAtSchoolWorkerInfected;MinutesAtHomeWorkerInfected;MinutesAtFriendHomeWorkerInfected;MinutesAtGymWorkerInfected;MinutesAtPubWorkerInfected;MinutesAtWorkStudentInfected;MinutesAtSchoolStudentInfected;MinutesAtHomeStudentInfected;MinutesAtFriendHomeStudentInfected;MinutesAtGymStudentInfected;MinutesAtPubStudentInfected;MinutesAtWorkRetiredInfected;MinutesAtSchoolRetiredInfected;MinutesAtHomeRetiredInfected;MinutesAtFriendHomeRetiredInfected;MinutesAtGymRetiredInfected;MinutesAtPubRetiredInfected;
10;0;0;196560;62;381024;115;184180;52;82219;20;308416;809;10;13;53;0;34;0;0;0;0;0;42;0;0;0;0;0;0;0;3;1;6;7;12;47;0;0;0;0;0;0;0;8;155;12;16;85;0;1;76;0;0;0;0;0;0;0;0;0;0;2;0;1;1;3;6.589102E+07;0;1.843339E+08;0;8441624;5.010146E+07;0;5.089101E+07;1.248473E+08;0;1.171351E+07;3.570333E+07;0;0;5.412424E+08;0;2.57696E+07;8.202021E+07;12458;0;55528;0;1464;7798;0;15928;51008;0;5298;9258;0;0;1797436;0;55106;152096;
11;0;0;196560;74;381024;129;184180;61;82219;20;308415;1005;6;7;16;0;17;0;0;0;0;0;12;0;0;0;0;0;0;0;0;1;2;6;6;14;0;0;0;0;0;0;3;6;133;9;10;70;0;0;62;0;0;1;0;0;0;0;0;1;0;2;1;0;0;5;6.499545E+07;0;1.278616E+08;0;2.092532E+07;4.396815E+07;0;5.111561E+07;1.27294E+08;0;8562364;3.970531E+07;0;0;4.890687E+08;0;2.282014E+07;6.529622E+07;14138;0;50980;0;4514;9814;0;18594;69238;0;1416;12504;0;0;2190250;0;63850;169164;
12;0;0;196560;83;381024;137;184180;65;82219;21;308412;1208;3;12;15;0;22;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;3;12;15;0;0;0;0;0;0;0;1;141;12;8;76;0;0;79;0;0;3;0;0;0;0;0;3;1;1;2;2;0;9;6.584038E+07;0;1.810604E+08;0;8917236;5.086054E+07;0;5.065669E+07;1.273169E+08;0;1.128924E+07;3.599524E+07;0;0;5.306305E+08;0;2.252523E+07;8.097246E+07;14664;0;77648;0;1846;10576;0;20656;55014;0;5864;13696;0;0;2691876;0;80594;228540;
13;0;0;196560;92;381024;146;184180;67;82219;24;308407;1379;5;3;25;0;15;0;0;0;0;0;18;0;0;0;0;0;0;1;1;0;1;4;3;23;0;0;0;0;0;0;0;5;98;11;11;90;0;3;47;0;1;3;0;0;1;0;0;4;0;1;8;2;6;4;6.535624E+07;0;1.285994E+08;0;1.892855E+07;4.435234E+07;0;5.091794E+07;1.256346E+08;0;8586406;3.994577E+07;0;0;4.716811E+08;0;2.505861E+07;6.602752E+07;16018;0;87148;0;4328;13404;0;24656;64044;0;2596;20944;0;0;3078568;0;90202;215820;
14;0;0;196560;105;381024;156;184180;76;82219;26;308397;1474;3;30;137;0;100;0;0;0;0;0;69;0;0;0;1;0;0;0;0;1;1;3;29;136;0;0;0;0;0;0;1;6;72;14;9;55;0;1;31;0;0;8;0;0;1;0;0;9;0;0;14;2;5;8;6.656936E+07;0;1.883203E+08;0;9691602;5.005681E+07;0;5.048624E+07;1.286907E+08;0;1.107876E+07;3.643702E+07;0;0;5.27775E+08;0;1.997904E+07;7.881934E+07;18720;0;129438;0;2492;20274;0;28082;69326;0;6934;22550;0;0;3421102;0;82028;274286;
15;0;0;196560;109;381023;151;184179;71;82219;31;308385;1519;47;71;1041;0;1145;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;10;47;71;1031;0;0;0;0;0;0;0;3;51;9;8;48;0;0;11;0;0;11;0;1;5;0;0;7;0;2;16;5;13;26;6.635562E+07;0;1.337664E+08;0;1.774542E+07;4.537912E+07;0;5.065585E+07;1.262044E+08;0;8844630;3.933058E+07;0;0;4.547918E+08;0;2.76366E+07;7.014183E+07;19760;0;93318;0;5330;17816;0;29840;69412;0;3962;28722;0;0;3445208;0;104504;250940;
16;0;0;196560;109;381023;149;184179;67;82219;32;308353;1514;30;34;194;0;227;0;0;0;2;0;28;0;0;0;1;0;1;1;2;0;1;28;33;192;0;0;0;0;0;0;0;2;29;10;11;48;0;0;1;0;1;12;0;0;15;0;0;17;0;1;24;10;14;26;6.700729E+07;0;1.757485E+08;0;9731450;4.746552E+07;0;5.03591E+07;1.259631E+08;0;1.089898E+07;3.62422E+07;0;0;5.182354E+08;0;1.795341E+07;7.513213E+07;20280;0;93148;0;2558;23538;0;28768;71162;0;6978;25946;0;0;3582116;0;65292;283060;
17;0;0;196560;108;381023;147;184179;69;82219;31;308319;1465;46;80;1719;0;1822;0;0;0;1;0;22;0;0;0;0;0;1;0;4;31;267;42;48;1452;0;0;0;0;0;0;1;2;24;5;5;36;0;0;0;0;0;14;0;0;18;0;0;16;1;3;37;6;6;38;6.654743E+07;0;1.335802E+08;0;1.873253E+07;4.458781E+07;0;5.051922E+07;1.263454E+08;0;9195492;3.988704E+07;0;0;4.550557E+08;0;2.824222E+07;7.41495E+07;20270;0;97344;0;5408;20282;0;28414;66658;0;4588;32900;0;0;3501766;0;96900;276140;
18;0;0;196560;103;381022;134;184178;66;82219;31;308275;1390;41;61;1178;0;1260;0;0;0;0;0;17;0;0;0;3;0;0;0;11;11;144;30;50;1034;0;0;0;0;0;0;1;0;38;7;12;40;0;0;0;0;0;17;0;1;33;0;0;11;1;7;52;12;17;57;6.695534E+07;0;1.760089E+08;0;1.00824E+07;4.786082E+07;0;5.019178E+07;1.282275E+08;0;1.077628E+07;3.662122E+07;0;0;5.247965E+08;0;1.736312E+07;7.29473E+07;19640;0;113352;0;4316;23662;0;29754;68590;0;6098;34736;0;0;3368340;0;60648;270292;
19;0;0;196560;102;381020;138;184178;67;82218;32;308224;1431;58;61;1584;0;1667;0;0;0;0;0;36;0;0;0;0;2;2;6;5;4;44;51;55;1534;0;0;0;0;0;0;0;4;120;11;15;82;0;0;36;0;1;24;0;2;42;0;0;9;2;3;53;10;10;57;6.623359E+07;0;1.365101E+08;0;1.740428E+07;4.600826E+07;0;5.042915E+07;1.261464E+08;0;9086620;3.923544E+07;0;0;4.651756E+08;0;2.720185E+07;7.444743E+07;23048;0;98874;0;4958;28354;0;29348;59960;0;4696;40048;0;0;3183582;0;96734;302318;
20;0;0;196560;112;381018;144;184176;63;82218;38;308142;1540;22;37;350;0;390;0;0;0;1;0;18;0;0;0;0;1;10;122;0;1;3;21;26;225;0;0;0;0;0;0;3;9;214;15;17;128;1;0;99;0;0;9;0;2;76;0;0;6;0;7;80;8;11;71;6.668734E+07;0;1.790873E+08;0;1.050548E+07;4.713616E+07;0;5.022044E+07;1.290866E+08;0;1.068528E+07;3.677569E+07;0;0;5.171781E+08;0;1.738767E+07;7.24021E+07;24634;0;80214;0;3920;30380;0;33270;78462;0;7674;34792;0;0;3217794;0;73906;313992;
21;0;0;196560;124;381017;173;184175;78;82218;44;308094;1914;28;38;460;0;505;0;0;0;0;0;20;1;0;0;0;0;0;0;0;2;35;28;36;425;0;0;0;0;0;0;1;4;374;23;41;209;0;0;202;0;0;4;0;1;44;0;0;4;0;3;80;12;12;81;6.614961E+07;0;1.414436E+08;0;1.66924E+07;4.669354E+07;0;5.024701E+07;1.261753E+08;0;9249548;3.948109E+07;0;0;4.779663E+08;0;2.780586E+07;7.302595E+07;27428;0;64612;0;6416;38428;0;36128;77366;0;5976;43740;0;0;3153892;0;149204;366358;
22;0;0;196560;144;381016;211;184174;93;82218;55;308031;2563;32;65;698;0;749;0;0;0;1;0;45;0;0;0;0;0;0;0;2;2;2;30;63;696;0;0;0;0;0;0;1;14;526;34;42;302;1;4;284;0;0;9;0;1;57;0;0;6;0;7;59;15;10;57;6.659168E+07;0;1.71796E+08;0;1.121732E+07;4.650743E+07;0;5.01026E+07;1.267882E+08;0;1.057753E+07;3.680873E+07;0;0;5.073484E+08;0;1.831606E+07;7.359488E+07;34276;0;140410;0;6354;45636;0;38940;97396;0;8790;45376;0;0;4189080;0;104640;435556;
23;0;0;196560;156;381015;254;184174;112;82218;65;307995;3408;82;104;1416;0;1544;0;0;0;1;0;57;0;0;0;0;1;0;5;0;1;1;81;103;1410;0;0;0;0;0;0;1;16;638;23;41;344;1;3;325;0;0;4;0;0;34;0;1;2;1;3;34;11;10;67;6.623662E+07;0;1.402145E+08;0;1.734814E+07;4.57798E+07;0;5.014558E+07;1.271768E+08;0;9495582;3.912398E+07;0;0;4.782747E+08;0;2.696229E+07;7.117421E+07;37688;0;102572;0;10406;49194;0;41624;97388;0;6758;51852;0;0;4831648;0;247010;507644;
24;0;0;196560;183;381015;296;184174;131;82218;75;307960;4350;84;90;1513;0;1615;0;0;0;0;0;72;0;0;0;0;1;0;2;2;3;6;81;87;1505;0;0;0;0;0;0;1;16;689;37;42;369;1;5;364;0;0;6;0;0;31;0;0;4;0;4;30;11;12;51;6.655601E+07;0;1.694911E+08;0;1.135375E+07;4.681502E+07;0;5.002423E+07;1.281495E+08;0;1.052115E+07;3.680958E+07;0;0;5.172899E+08;0;1.821371E+07;7.490936E+07;44264;0;141638;0;7306;56804;0;46546;118006;0;8840;54486;0;0;6660236;0;157890;621540;
25;0;0;196560;215;381015;339;184174;154;82218;78;307926;5173;59;44;249;0;311;0;0;0;0;0;40;0;0;0;1;1;1;2;1;0;3;57;43;244;0;0;0;0;0;0;2;18;619;41;34;337;0;2;287;0;0;12;0;0;23;0;0;11;0;1;31;11;8;68;6.60369E+07;0;1.423148E+08;0;1.621409E+07;4.748183E+07;0;5.008732E+07;1.264072E+08;0;9296002;3.922558E+07;0;0;4.715946E+08;0;2.610389E+07;7.043754E+07;47080;0;145458;0;12188;58366;0;53386;140668;0;10886;59020;0;0;7210674;0;330252;650886;
26;0;0;196560;246;381015;378;184174;169;82218;82;307902;5929;47;83;964;0;1029;0;0;0;0;0;64;1;0;0;0;0;0;0;0;0;6;47;83;958;0;0;0;0;0;0;0;19;583;42;34;288;0;3;296;0;0;12;0;0;15;0;0;9;1;1;45;10;13;46;6.64679E+07;0;1.741493E+08;0;1.183012E+07;4.693057E+07;0;4.995778E+07;1.291066E+08;0;1.050959E+07;3.711331E+07;0;0;5.096591E+08;0;1.758299E+07;7.342515E+07;50766;0;228446;0;9272;58930;0;61860;154640;0;12734;60686;0;0;9235280;0;202684;786626;
27;0;0;196560;276;381015;417;184174;180;82218;86;307866;6709;64;59;608;0;567;0;0;0;0;0;163;0;0;0;1;6;0;13;4;6;14;54;53;581;0;0;0;0;0;0;2;9;615;41;42;299;1;1;305;0;0;7;0;0;32;0;0;4;2;5;39;11;7;59;6.638832E+07;0;1.453426E+08;0;1.53101E+07;4.706868E+07;0;5.00283E+07;1.272074E+08;0;9364944;3.87358E+07;0;0;4.684324E+08;0;2.777375E+07;7.065434E+07;53612;0;174156;0;11958;54800;0;71298;182202;0;13750;70082;0;0;1.03144E+07;0;463144;857976;
28;0;0;196560;318;381014;467;184173;199;82218;95;307793;7422;44;74;645;0;618;0;0;0;0;0;145;0;0;0;0;0;0;5;0;2;3;44;72;637;0;0;0;0;0;0;0;12;659;53;57;280;0;2;294;0;0;28;0;0;52;0;1;21;0;2;65;11;16;88;6.64691E+07;0;1.64967E+08;0;1.268006E+07;4.580191E+07;0;4.989961E+07;1.265797E+08;0;1.051491E+07;3.673488E+07;0;0;4.952094E+08;0;1.805845E+07;7.203627E+07;61224;0;189836;0;12356;60616;0;81948;218832;0;16650;72868;0;0;1.302395E+07;0;302500;1051040;
29;0;0;196560;368;381012;512;184173;219;82217;104;307696;8084;71;122;1337;0;1361;0;0;0;0;0;169;0;0;0;0;2;3;24;3;3;4;66;116;1309;0;0;0;0;0;0;4;17;664;60;51;296;1;3;329;0;1;9;0;2;89;0;0;8;1;3;82;13;18;119;6.650851E+07;0;1.47172E+08;0;1.565132E+07;4.674766E+07;0;4.99217E+07;1.27451E+08;0;9515246;3.913934E+07;0;0;4.62834E+08;0;2.777863E+07;6.954704E+07;71968;0;212292;0;15594;77374;0;97798;276678;0;18180;93480;0;0;1.441736E+07;0;647358;1150834;
30;0;0;196559;404;381009;568;184171;245;82216;113;307535;8539;79;113;1538;0;1568;0;0;0;0;0;161;1;0;0;0;7;8;17;8;10;278;64;95;1243;0;0;0;0;0;0;5;31;628;54;56;291;1;8;315;0;0;8;1;3;152;0;0;9;0;8;132;22;20;171;6.64415E+07;0;1.6608E+08;0;1.230722E+07;4.639985E+07;0;4.988415E+07;1.272317E+08;0;1.050104E+07;3.701648E+07;0;0;4.917724E+08;0;1.784163E+07;7.240008E+07;86354;0;239354;0;15830;74960;0;111072;322270;0;21542;95424;0;0;1.734329E+07;0;397548;1376420;
31;0;0;196559;444;381007;585;184170;259;82215;123;307341;8785;105;112;1742;0;1789;0;0;0;0;0;170;0;0;0;0;5;9;34;22;9;383;78;94;1325;0;0;0;0;0;0;0;14;581;60;57;258;0;4;291;0;1;10;0;2;189;0;0;5;0;5;175;20;47;224;6.631482E+07;0;1.46892E+08;0;1.544366E+07;4.648482E+07;0;4.985503E+07;1.279708E+08;0;9278864;3.872594E+07;0;0;4.58812E+08;0;2.616864E+07;7.057005E+07;98040;0;266138;0;22772;87472;0;126490;353752;0;22874;116130;0;0;1.788403E+07;0;729732;1384456;
32;0;0;196558;477;381006;599;184170;263;82215;126;307094;8863;117;130;2355;0;2475;0;0;0;0;0;127;0;0;0;0;4;4;39;0;10;34;113;116;2282;0;0;0;0;0;0;4;14;562;63;55;272;3;1;294;0;0;8;1;1;239;0;0;8;1;19;227;32;35;282;6.647663E+07;0;1.664875E+08;0;1.200281E+07;4.715374E+07;0;4.982736E+07;1.279857E+08;0;1.052961E+07;3.698288E+07;0;0;4.829263E+08;0;1.808619E+07;7.126442E+07;102426;0;316262;0;20146;104932;0;140092;382774;0;29028;113108;0;0;2.050624E+07;0;460680;1595064;
33;0;0;196557;501;381005;633;184170;280;82214;129;306797;8785;139;169;1971;0;1993;0;0;0;0;0;286;0;0;0;0;7;8;45;4;3;3;128;158;1923;0;0;0;0;0;0;1;16;559;61;63;269;0;2;274;0;1;6;1;1;293;0;0;4;1;8;293;36;36;316;6.629632E+07;0;1.48479E+08;0;1.527933E+07;4.592762E+07;0;4.97996E+07;1.276694E+08;0;9304848;3.896167E+07;0;0;4.646803E+08;0;2.570356E+07;7.279009E+07;114728;0;294480;0;25190;113374;0;147718;458192;0;25092;143306;0;0;2.107754E+07;0;792932;1655960;
34;0;0;196555;524;381001;654;184170;292;82213;129;306447;8739;132;231;3134;0;3329;0;0;0;5;0;162;0;0;0;1;9;9;23;3;18;57;120;204;3054;0;0;0;0;0;0;2;20;609;56;63;301;0;4;300;0;0;9;2;4;341;0;0;9;1;17;295;32;41;311;6.627032E+07;0;1.646652E+08;0;1.266013E+07;4.697738E+07;0;4.979812E+07;1.255705E+08;0;1.054844E+07;3.693195E+07;0;0;4.749609E+08;0;1.969917E+07;6.957323E+07;121662;0;332702;0;25530;136788;0;160064;404876;0;35816;140696;0;0;2.267244E+07;0;584544;1768838;
35;0;0;196555;556;380999;696;184168;305;82213;135;306146;8975;240;267;4138;0;4373;0;0;0;5;0;267;0;0;0;0;12;4;14;14;11;27;214;252;4097;0;0;0;0;0;0;1;14;719;65;77;394;0;1;366;0;0;12;0;2;289;0;0;12;0;6;283;34;41;293;6.611865E+07;0;1.513054E+08;0;1.53582E+07;4.611152E+07;0;4.967663E+07;1.287891E+08;0;9414874;3.874966E+07;0;0;4.675539E+08;0;2.413004E+07;7.224773E+07;131874;0;334390;0;27506;153776;0;172394;450104;0;29494;179512;0;0;2.401672E+07;0;846684;1998086;
36;0;0;196555;589;380998;771;184168;346;82213;144;305844;9531;197;237;2828;0;3108;1;0;0;0;0;151;0;2;0;0;8;10;57;8;8;16;181;219;2755;0;0;0;0;0;0;1;21;999;76;98;472;0;3;519;0;0;10;0;1;294;0;0;8;1;11;311;43;32;302;6.620226E+07;0;1.596721E+08;0;1.300426E+07;4.611158E+07;0;4.970414E+07;1.257252E+08;0;1.055743E+07;3.683365E+07;0;0;4.801942E+08;0;2.052108E+07;6.953096E+07;146160;0;402426;0;32478;173688;0;185760;475660;0;40936;172770;0;0;2.670539E+07;0;774712;2218582;
37;0;0;196555;645;380996;837;184168;380;82213;157;305519;10387;226;282;4210;0;4433;0;0;0;0;0;285;0;0;0;0;8;11;16;20;22;175;198;249;4019;0;0;0;0;0;0;4;24;1216;97;101;545;2;1;631;0;0;14;0;2;316;0;0;9;0;10;317;45;47;263;6.611037E+07;0;1.516448E+08;0;1.461733E+07;4.649738E+07;0;4.970265E+07;1.288073E+08;0;9205034;3.894981E+07;0;0;4.719177E+08;0;2.186711E+07;7.07761E+07;162974;0;411590;0;36412;208426;0;203290;524980;0;36102;230462;0;0;2.909887E+07;0;946288;2487502;
