Days;Hours;Minutes;Students;Workers;OccupiedWorkers;EssentialJobWorkers;Retired;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork;
57;0;1;190324;368926;178027;79998;298115;8;6;37;0;42;0;0;0;9;0;0;0;0;0;0;0;1;24;8;9;23;0;0;0;0;0;3;0;0;0;0;0;5;0;1;33;9;15;18;576239;197662;141490;0;576654;0;0;85700;10065787949;0;204072;8843;44997;0;
58;0;1;190324;368926;178027;79998;298111;4;8;54;0;61;0;0;0;5;0;0;0;0;0;0;0;1;28;9;7;25;0;0;0;0;0;4;0;0;0;0;0;4;1;0;23;7;8;17;578008;197650;141690;0;577565;0;0;87260;10065634164;0;203605;8843;45464;0;
59;0;1;190324;368926;178027;79998;298107;7;11;56;0;60;0;0;0;14;0;0;0;0;0;0;0;0;25;4;6;16;0;0;0;0;0;1;0;0;0;0;0;4;1;2;24;5;12;18;576354;197731;141666;0;576455;0;0;87960;10065622194;0;203564;8843;45506;0;
60;0;1;190324;368926;178027;79998;298105;5;7;45;0;46;0;0;0;11;0;0;0;0;0;0;1;1;30;4;8;12;0;0;0;0;1;1;0;0;0;0;0;2;0;3;33;6;4;19;576760;197705;141592;0;576739;0;0;84730;10065546394;0;203387;8843;45683;0;
61;0;1;190324;368926;178027;79998;298102;3;11;53;0;60;0;0;0;6;0;1;0;0;0;0;1;2;26;8;4;28;0;0;0;0;1;4;0;0;0;0;0;3;0;3;21;7;8;17;575150;197494;141412;0;575396;0;0;91205;10065645519;0;203564;8843;45506;0;
62;0;1;190324;368926;178027;79998;298102;5;11;51;0;53;0;0;0;13;0;1;0;0;0;0;1;1;32;4;10;20;0;0;0;0;0;8;0;0;0;0;0;0;0;2;26;9;7;18;576448;197552;141561;0;576544;0;0;92500;10065579714;0;203316;8843;45754;0;
63;0;1;190324;368926;178027;79998;298101;4;13;45;0;53;0;0;0;9;0;0;0;0;0;0;0;3;31;4;10;13;0;0;0;0;0;2;0;0;0;0;0;1;0;1;20;4;2;24;575887;197407;141437;0;575716;0;0;93660;10065686079;0;203679;8843;45391;0;
64;0;1;190324;368926;178027;79998;298099;3;12;57;0;59;0;0;0;13;0;0;0;0;0;0;0;0;31;4;4;28;0;0;0;0;0;6;0;0;0;0;0;2;0;2;17;8;12;20;576722;197470;141648;0;576871;0;0;93205;10065586624;0;203357;8843;45713;0;
65;0;1;190324;368926;178027;79998;298096;11;10;57;0;67;0;0;0;11;0;0;0;0;0;0;1;0;22;5;6;21;0;0;0;0;0;5;0;0;0;0;0;3;0;3;33;6;11;29;575785;197357;141560;0;575876;0;0;94625;10065668369;0;203526;8843;45544;0;
66;0;1;190324;368926;178027;79998;298095;6;7;44;0;41;0;0;0;15;0;1;0;0;0;0;1;2;32;1;12;25;0;0;0;1;0;10;0;0;0;0;0;1;0;3;19;11;17;22;575903;197029;141335;0;576341;0;0;104360;10065732309;0;203717;8843;45353;0;
67;0;1;190324;368926;178027;79998;298094;12;22;47;0;62;0;0;0;19;0;0;0;0;0;0;0;1;31;7;7;22;0;0;0;0;1;3;0;0;0;0;0;1;0;2;30;7;7;19;574637;197107;141614;0;574558;0;0;107130;10065856584;0;204089;8843;44981;0;
68;0;1;190324;368926;178027;79998;298093;7;8;69;0;65;0;0;0;19;0;0;0;0;0;0;0;3;20;4;11;22;0;0;0;0;1;6;0;0;0;0;0;1;0;0;25;7;8;23;574625;197222;141781;0;575465;0;0;111350;10065720029;0;203668;8843;45402;0;
69;0;1;190324;368926;178027;79998;298091;11;13;50;0;59;0;0;0;14;0;1;0;0;0;0;1;1;34;5;6;18;0;0;0;0;0;9;0;0;0;0;0;2;1;1;21;2;6;23;574888;197136;141609;0;574645;0;0;102495;10065771639;0;203919;8843;45151;0;
70;0;1;190324;368926;178027;79998;298091;4;10;50;0;51;0;0;0;13;0;0;0;0;0;0;1;0;37;4;6;11;0;0;0;1;0;8;0;0;0;0;0;0;0;3;35;5;3;22;575150;197092;141606;0;575309;0;0;101295;10065772634;0;203785;8843;45286;0;
71;0;1;190324;368926;178027;79998;298089;3;13;43;0;52;0;0;0;7;0;0;0;0;0;0;0;5;38;9;9;20;0;0;0;0;0;8;0;0;0;0;0;2;0;1;24;6;7;14;575375;197050;141562;0;575489;0;0;103770;10065791349;0;203817;8843;45254;0;
72;0;1;190324;368926;178027;79998;298089;9;4;42;0;43;0;0;0;12;0;0;0;0;0;0;0;2;29;8;9;23;0;0;0;0;0;3;0;0;0;0;0;0;0;1;24;5;8;16;575065;197033;141470;0;575454;0;0;106635;10065749939;0;203690;8843;45382;0;
73;0;1;190324;368926;178027;79998;298085;2;12;46;0;49;0;0;0;11;0;0;0;0;0;0;1;2;32;7;14;23;0;0;0;0;1;6;0;0;0;0;0;4;1;1;24;9;8;18;574850;197024;141452;0;574732;0;0;114385;10065814199;0;203944;8843;45128;0;
74;0;1;190324;368926;178027;79998;298084;10;17;57;0;65;0;0;0;19;0;0;0;0;0;0;0;2;28;5;9;12;0;0;0;0;0;3;0;0;0;0;0;1;2;0;31;3;7;24;573978;196940;141207;0;574265;0;0;108825;10065799574;0;203919;8843;45153;0;
75;0;1;190324;368926;178027;79998;298081;8;6;45;0;47;0;0;0;12;0;0;0;0;0;0;0;0;38;9;12;24;0;0;0;0;0;5;0;0;0;0;0;3;0;0;20;1;9;16;574569;196875;141413;0;574635;0;0;113230;10066012234;0;204426;8843;44646;0;
76;0;1;190324;368926;178027;79998;298080;13;9;46;0;50;0;0;0;18;0;0;0;0;0;0;0;3;31;6;9;24;0;0;0;0;0;5;0;0;0;0;0;1;0;3;34;6;9;19;574345;196872;141312;0;574575;0;0;111575;10065870364;0;203980;8843;45092;0;
77;0;1;190324;368926;178027;79998;298080;3;9;56;0;57;0;0;0;11;0;0;0;0;0;0;0;3;24;7;10;16;0;0;0;0;0;6;0;0;0;0;0;0;0;1;28;4;8;23;574993;196830;141362;0;575003;0;0;110200;10065937344;0;204151;8843;44922;0;
78;0;1;190324;368926;178027;79998;298077;5;10;48;0;46;0;0;0;17;0;0;0;0;0;0;0;3;30;8;9;15;0;0;0;0;0;3;0;0;0;0;0;3;2;1;31;6;10;23;574805;196774;141079;0;574676;0;0;111525;10065902589;0;204090;8843;44983;0;
79;0;1;190324;368926;178027;79998;298070;7;12;53;0;62;0;0;0;10;0;0;0;0;0;0;0;3;27;6;5;17;0;0;0;0;0;4;0;0;0;0;0;7;1;1;24;2;6;19;574299;196684;141092;0;574487;0;0;118250;10065968069;0;204313;8843;44760;0;
80;0;1;190324;368926;178027;79998;298066;7;13;53;0;61;0;0;0;12;0;0;0;0;0;0;0;1;30;9;17;23;0;0;0;0;0;2;0;0;0;0;0;4;0;4;35;6;9;28;573375;196644;141144;0;573787;0;0;118585;10065947379;0;204215;8843;44858;0;
81;0;1;190324;368926;178027;79998;298064;4;11;54;0;61;0;0;0;8;0;0;0;0;0;0;0;3;28;8;4;20;0;0;0;0;1;4;0;0;0;0;0;2;1;1;24;5;9;22;573233;196755;141035;0;573814;0;0;119955;10066036609;0;204448;8843;44625;0;
82;0;1;190324;368926;178027;79998;298062;3;9;48;0;51;0;0;0;9;0;0;0;0;0;0;0;0;27;5;4;15;0;0;0;0;0;0;0;0;0;0;0;2;0;2;29;9;10;17;573416;196687;140954;0;573243;0;0;120500;10066041229;0;204449;8843;44624;0;
83;0;1;190324;368926;178027;79998;298058;9;10;43;0;53;0;0;0;9;0;0;0;0;0;0;0;3;29;7;8;33;0;0;0;0;1;1;0;0;0;0;0;4;0;2;15;10;5;19;573736;196743;140890;0;573735;0;0;118905;10066080694;0;204555;8843;44518;0;
84;0;1;190324;368926;178027;79998;298056;7;11;54;0;58;0;0;0;14;0;0;0;0;0;0;0;0;27;8;8;30;0;0;0;0;0;1;0;0;0;0;0;2;0;3;35;8;11;16;573944;196707;140958;0;573742;0;0;122235;10066125279;0;204636;8843;44437;0;
85;0;1;190324;368926;178027;79998;298054;9;9;61;0;65;0;0;0;14;0;0;0;0;0;0;0;1;26;5;9;25;0;0;0;0;0;4;0;0;0;0;0;2;0;3;32;8;13;20;573591;196572;141112;0;573735;0;0;126420;10066164454;0;204797;8843;44276;0;
86;0;1;190324;368926;178027;79998;298053;5;12;62;0;68;0;0;0;11;0;0;0;0;0;0;0;3;20;8;9;25;0;0;0;0;0;4;0;0;0;0;0;1;0;3;33;8;4;14;573397;196437;141048;0;573138;0;0;127265;10066218179;0;204882;8843;44191;0;
87;0;1;190324;368926;178027;79998;298052;5;7;61;0;64;0;0;0;9;0;0;0;0;0;0;1;2;27;5;11;30;0;0;0;0;1;5;0;0;0;0;0;1;0;1;27;5;16;19;572501;196357;140808;0;572940;0;0;130015;10066223494;0;204908;8843;44165;0;
88;0;1;190324;368926;178027;79998;298050;4;9;50;0;55;0;0;0;8;0;0;0;0;0;0;0;2;27;2;3;19;0;0;0;0;0;3;0;0;0;0;0;2;0;3;26;7;7;16;572666;196486;140968;0;573075;0;0;127455;10066212614;0;204886;8843;44187;0;
