Days;Hours;Minutes;Students;Workers;OccupiedWorkers;EssentialJobWorkers;Retired;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;StudentsExposedByStudent;WorkersExposedByStudent;RetiredExposedByStudent;StudentsExposedByWorker;WorkersExposedByWorker;RetiredExposedByWorker;StudentsExposedByRetired;WorkersExposedByRetired;RetiredExposedByRetired;StudentsExposedTwice;StudentsExposedThriceOrMore;WorkersExposedTwice;WorkersExposedThriceOrMore;RetiredExposedTwice;RetiredExposedThriceOrMore;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork;
0;0;0;190324;368930;178069;79721;298656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;13;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9999999999;0;0;257790;0;0;
1;0;0;190324;368930;178069;79721;298656;154;192;1476;0;1793;0;0;0;0;0;29;0;0;0;0;4;12;8;17;33;12;133;147;1456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;561180;246135;162369;0;684747;91252;0;624;10040897061;0;131391;11335;114744;0;
2;0;0;190324;368930;178069;79721;298656;0;34;352;0;373;0;0;0;4;0;9;0;0;0;0;0;0;0;0;1;3;0;33;349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;568720;202771;134115;0;642572;61500;0;1942;10065012313;0;202414;10348;44756;0;
3;0;0;190324;368930;178069;79721;298656;17;24;367;0;384;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;3;17;24;364;0;0;0;0;0;0;0;1;11;2;1;4;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;563271;203629;143990;0;583649;32;0;5086;10067412143;0;215725;10348;31458;0;
4;0;0;190324;368930;178069;79721;298656;15;16;211;0;223;0;0;0;0;0;19;0;0;0;0;0;0;0;1;3;24;14;13;187;0;0;0;0;0;0;0;1;40;4;4;14;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;583057;203465;140785;0;585915;0;0;4944;10069103939;0;221181;10348;26017;0;
5;0;0;190324;368930;178069;79721;298656;24;9;138;0;117;0;0;0;0;0;54;0;0;0;0;8;0;19;1;0;16;15;9;103;0;0;0;0;0;0;1;7;103;18;13;57;0;0;0;0;1;65;0;0;0;0;0;0;0;0;0;0;0;0;571699;202267;145435;0;573200;0;0;10406;10068780013;0;218515;10348;28710;0;
6;0;0;190324;368930;178069;79721;298656;27;32;93;0;70;0;0;0;0;0;82;0;0;0;0;4;3;6;8;10;20;15;19;67;0;0;0;0;0;0;3;15;243;33;27;86;1;2;120;0;1;15;0;0;0;0;0;0;0;0;0;0;0;0;583256;202774;142071;0;582459;0;0;10694;10068594331;0;219415;10348;27834;0;
7;0;0;190324;368930;178069;79721;298656;46;21;83;0;39;0;0;0;0;0;110;0;0;0;1;3;1;2;14;10;32;29;10;49;0;0;0;0;0;0;3;12;313;38;38;136;1;3;157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;573591;200760;145950;0;573483;0;0;9992;10067908907;0;216047;10348;31233;0;
8;0;0;190324;368930;178069;79721;298656;18;73;83;0;28;0;0;0;0;0;144;0;0;0;2;0;4;1;1;27;29;17;42;53;0;0;0;0;0;0;4;17;357;22;45;145;2;1;207;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;576359;201582;143135;0;578150;0;0;10410;10067671087;0;216360;10348;30920;0;
9;0;0;190324;368930;178069;79721;298656;49;15;34;0;15;0;2;0;0;0;81;0;0;0;0;3;1;1;0;3;5;46;11;28;0;0;0;0;0;0;2;14;265;27;25;119;0;3;128;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;571000;199786;146652;0;569686;0;0;11486;10067214785;0;213864;10348;33433;0;
