Days;Hours;Minutes;Students;Workers;OccupiedWorkers;EssentialJobWorkers;Retired;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;StudentsExposedByStudent;WorkersExposedByStudent;RetiredExposedByStudent;StudentsExposedByWorker;WorkersExposedByWorker;RetiredExposedByWorker;StudentsExposedByRetired;WorkersExposedByRetired;RetiredExposedByRetired;StudentsExposedTwice;StudentsExposedThriceOrMore;WorkersExposedTwice;WorkersExposedThriceOrMore;RetiredExposedTwice;RetiredExposedThriceOrMore;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork;
10;0;0;190324;368930;178226;79851;298655;35;44;769;0;814;0;2;0;0;0;10;0;2;0;20;2;0;4;2;4;3;31;40;762;0;0;0;0;0;0;2;3;120;25;29;79;2;0;67;0;0;1;0;0;0;0;0;1;0;1;3;2;4;3;571817;200482;143612;0;571458;0;0;23290;10066971259;0;213492;10236;34206;0;
11;0;0;190324;368930;178226;79851;298653;38;27;275;0;325;0;0;0;0;0;13;0;1;0;1;0;0;3;8;6;28;30;21;244;0;0;0;0;0;0;2;7;139;13;31;103;1;1;76;0;0;2;0;0;0;0;0;2;0;0;4;0;7;5;568783;198893;146374;0;566494;0;0;22908;10066136391;0;210495;10236;37204;0;
12;0;0;190324;368930;178226;79851;298648;19;22;584;0;592;0;0;0;9;0;8;0;2;0;14;0;0;1;2;3;154;17;19;429;0;0;0;0;0;0;1;9;149;32;36;138;0;1;77;0;0;5;0;0;0;0;0;5;0;0;7;3;8;15;569582;200091;143934;0;568209;0;0;16930;10064896589;0;207036;10236;40663;0;
13;0;0;190324;368930;178226;79851;298642;28;30;553;0;574;0;1;0;0;0;19;0;5;0;12;1;0;2;1;4;2;26;26;549;0;0;0;0;0;0;2;5;203;15;30;187;0;1;79;0;0;6;0;0;0;0;0;6;1;1;12;6;9;21;567221;198551;146322;0;564569;0;0;19906;10063817441;0;203340;10236;44359;0;
14;0;0;190324;368930;178226;79851;298630;48;59;730;0;779;2;0;0;0;0;21;0;1;0;34;0;1;3;0;12;8;48;46;719;0;0;0;0;0;0;5;11;234;20;35;222;1;3;106;0;2;13;0;0;0;0;0;12;0;1;30;14;12;45;567583;199531;144038;0;566371;0;0;18472;10063380681;0;201881;10236;45818;0;
15;0;0;190324;368930;178226;79851;298611;52;60;1145;0;1194;5;1;0;0;0;30;0;1;0;26;1;0;4;2;8;7;49;52;1134;0;0;0;0;0;0;6;7;253;18;33;209;1;1;110;0;0;18;0;0;4;0;0;15;0;1;30;18;19;59;566804;198395;146329;0;563868;0;0;19728;10063244123;0;201290;10236;46412;0;
16;0;0;190324;368930;178226;79851;298590;80;115;2078;0;2196;1;3;0;0;0;44;0;4;0;25;4;1;16;0;2;4;76;112;2058;0;0;0;0;0;0;5;8;309;34;29;228;2;2;145;0;1;15;0;0;8;0;0;13;0;3;47;21;48;73;566574;199253;144440;0;566227;0;0;27760;10063513035;0;202035;10236;45668;0;
17;0;0;190324;368930;178226;79851;298558;142;121;1929;0;2084;1;1;0;0;0;29;0;7;0;70;4;1;28;0;3;1;138;117;1900;0;0;0;0;0;0;4;7;301;26;20;218;1;1;144;0;0;15;0;0;22;0;0;10;1;5;56;23;54;85;566320;198302;146250;0;564378;0;0;23818;10063757671;0;202540;10236;45163;0;
18;0;0;190323;368930;178226;79851;298513;186;239;2562;0;2878;2;4;0;0;0;39;0;3;0;61;4;2;2;1;7;15;181;230;2545;0;0;0;0;0;0;6;11;370;23;21;198;1;3;168;0;0;10;1;0;37;0;0;8;1;3;71;29;47;107;565235;199037;144560;0;564572;0;0;31858;10064122627;0;204137;10236;43566;0;
19;0;0;190321;368930;178226;79851;298459;179;200;2399;0;2249;3;2;0;2;0;50;0;34;0;438;3;2;19;5;9;4;171;189;2376;0;0;0;0;0;0;4;13;500;39;30;206;1;3;217;0;1;9;2;0;48;0;0;6;0;3;83;18;40;97;565423;198106;146064;0;564398;0;0;36948;10064562257;0;204951;10236;42752;0;
20;0;0;190321;368930;178226;79851;298386;210;253;3084;0;3250;1;1;0;0;0;63;0;42;0;190;3;3;3;6;4;9;201;246;3072;0;0;0;0;0;0;4;17;680;47;41;213;2;2;307;0;0;5;0;0;69;0;0;4;2;5;70;28;26;113;564475;198998;144502;0;563776;0;0;32608;10064666721;0;205892;10236;41811;0;
21;0;0;190321;368927;178225;79849;298318;264;292;3187;0;3102;4;1;0;1;0;64;0;27;0;544;6;6;21;3;6;20;255;280;3146;0;0;0;0;0;0;12;22;1009;50;49;271;1;3;449;0;0;10;0;3;60;0;0;8;2;7;77;13;32;144;564334;198305;145986;0;562917;0;0;30218;10064843823;0;206263;10236;41441;0;
22;0;0;190320;368925;178224;79849;298223;312;351;2869;0;3099;7;1;0;0;0;136;0;101;0;188;3;2;20;4;25;71;305;324;2778;0;0;0;0;0;0;17;41;1262;78;75;324;4;7;598;0;0;3;1;2;91;0;0;4;2;6;95;24;31;147;563966;198841;144696;0;563099;0;0;32816;10065129071;0;206937;10236;40768;0;
23;0;0;190318;368923;178224;79848;298112;403;442;5095;0;4971;8;3;0;0;0;220;0;35;0;703;3;4;9;12;41;189;388;397;4897;0;0;0;0;0;0;21;52;1493;108;94;392;4;10;713;0;0;8;2;2;105;0;0;6;5;7;103;21;28;170;563706;198168;145891;0;562849;0;0;32610;10065114189;0;206899;10236;40807;0;
24;0;0;190318;368920;178223;79846;297989;474;549;5277;0;5690;15;16;0;0;0;359;0;89;0;131;21;7;8;12;30;86;441;512;5183;0;0;0;0;0;0;23;68;1836;135;112;462;5;15;883;0;0;23;0;3;105;0;0;18;4;4;117;19;39;210;562349;198698;144559;0;562535;0;0;37078;10065169883;0;206682;10236;41024;0;
25;0;0;190317;368920;178223;79846;297863;437;400;2715;0;2673;18;11;0;0;0;380;0;60;0;410;11;6;9;10;62;26;416;332;2680;0;0;0;0;0;0;28;85;2065;130;129;537;5;13;1090;0;0;8;1;0;117;0;0;9;0;4;140;26;24;205;562921;198108;145695;0;562576;0;0;34204;10064767029;0;205764;10236;41942;0;
26;0;0;190316;368916;178223;79845;297696;445;620;4159;0;4331;17;8;0;0;0;573;1;126;0;168;9;8;16;12;44;50;424;568;4093;0;0;0;0;0;0;40;101;2177;195;187;597;9;23;1202;0;0;19;1;4;154;0;0;13;3;9;160;31;21;213;560480;198693;144313;0;560997;0;0;36860;10064551589;0;205323;10236;42383;0;
27;0;0;190316;368916;178223;79845;297520;601;657;4415;0;4437;21;20;0;0;0;651;1;57;0;486;23;3;14;19;86;134;559;568;4267;0;0;0;0;0;0;39;96;2407;248;192;824;11;15;1278;0;1;10;0;0;165;0;0;11;5;13;202;25;33;215;561641;198235;145567;0;561036;0;0;55576;10064442223;0;204815;10236;42891;0;
28;0;0;190314;368915;178222;79845;297313;692;889;4993;0;5334;35;22;0;0;0;823;2;146;0;212;30;10;61;23;94;94;639;785;4838;0;0;0;0;0;0;50;128;2531;258;219;1087;12;25;1305;0;0;8;2;0;203;0;1;4;3;2;274;42;33;201;558695;198417;144477;0;559997;0;0;73130;10064522919;0;204812;10236;42894;0;
29;0;0;190312;368912;178222;79845;297022;729;736;3932;0;3807;35;30;0;0;0;852;1;87;0;585;37;8;36;25;121;111;667;607;3785;0;0;0;0;0;0;49;149;2769;317;235;1188;14;23;1257;0;1;8;2;3;286;0;0;5;4;18;356;49;39;218;560633;198020;145322;0;559800;0;0;62890;10064391287;0;204393;10236;43313;0;
30;0;0;190309;368904;178216;79843;296605;752;1081;4190;0;4429;42;35;0;0;0;1117;1;155;0;244;51;22;49;19;103;187;682;956;3954;0;0;0;0;0;0;67;164;2879;305;303;1167;20;31;1408;0;0;7;3;8;412;0;0;5;6;22;431;46;56;282;557946;198327;144348;0;558464;0;0;43722;10064366357;0;204080;10236;43627;0;
31;0;0;190305;368898;178214;79842;296106;993;1078;4643;0;4531;63;51;0;0;0;1110;1;123;0;835;70;27;35;22;159;79;901;892;4529;0;0;0;0;0;0;86;195;2976;378;318;1208;25;26;1510;0;0;9;4;6;493;0;0;6;17;22;521;72;58;294;559882;197987;145126;0;559142;0;0;43388;10064127329;0;203676;10236;44031;0;
32;0;0;190302;368891;178210;79839;295474;924;1380;4041;0;4422;51;62;0;0;0;1262;3;192;0;353;81;44;59;36;140;90;807;1196;3892;0;0;0;0;0;0;91;203;3036;424;378;1117;29;34;1607;0;0;7;3;7;625;0;0;7;17;50;681;85;101;371;557654;198294;144252;0;557315;0;0;45876;10064191089;0;203982;10236;43725;0;
33;0;0;190299;368879;178206;79834;294653;1054;1355;3487;0;3105;68;75;0;0;0;1122;4;183;0;1339;96;49;59;34;169;79;924;1137;3349;0;0;0;0;0;0;118;253;3217;500;393;983;32;38;1722;0;1;13;3;12;812;0;0;9;15;41;806;124;96;448;558506;197786;145002;0;557660;0;0;47258;10064435715;0;204278;10236;43429;0;
34;0;0;190291;368868;178199;79834;293750;1052;1857;3729;0;4352;90;79;0;0;0;1217;3;305;0;592;100;59;68;27;254;116;925;1544;3545;0;0;0;0;0;0;104;298;3274;508;459;1081;20;58;1711;0;0;15;8;11;894;0;0;9;20;55;879;141;126;479;556765;198168;144152;0;555912;0;0;49682;10064283713;0;204235;10236;43472;0;
35;0;0;190287;368844;178190;79825;292685;1258;1916;3222;0;3524;105;84;0;0;0;1018;2;269;0;1394;115;77;66;58;305;99;1085;1534;3057;0;0;0;0;0;0;135;364;3223;582;525;1070;24;54;1665;0;0;7;4;24;1054;0;0;11;29;66;966;189;137;630;557429;197772;144862;0;555996;0;0;55284;10064293385;0;203875;10236;43832;0;
36;0;0;190278;368832;178183;79824;291491;1244;2337;2959;0;3973;128;131;0;0;0;1075;1;316;0;916;173;96;84;67;328;128;1004;1913;2747;0;0;0;0;0;0;155;415;3164;644;559;1095;36;65;1696;1;2;11;9;12;1184;0;0;10;31;99;1110;200;182;738;555533;197923;144057;0;555276;0;0;54158;10064189313;0;203685;10236;44022;0;
37;0;0;190269;368809;178176;79819;290302;1483;2411;3015;0;4006;160;132;0;0;0;1029;4;286;0;1292;186;116;80;92;421;139;1205;1874;2796;0;0;0;0;0;0;146;459;3082;717;664;1106;27;79;1592;0;0;13;9;23;1177;0;0;12;39;83;1148;222;191;849;556543;197465;144806;0;555645;0;0;57838;10064194887;0;203233;10236;44474;0;
38;0;0;190256;368792;178167;79814;288985;1480;2813;3093;0;4783;168;123;0;0;0;888;1;400;0;1023;170;104;87;99;460;179;1211;2249;2827;0;0;0;0;0;0;176;537;3046;789;762;1006;42;81;1586;2;0;8;13;17;1311;0;0;6;39;124;1257;291;235;968;554288;197835;144037;0;554425;0;0;97028;10064035911;0;202996;10236;44711;0;
39;0;0;190236;368764;178154;79810;287585;1578;2758;2964;0;4661;180;141;0;0;0;776;3;182;0;1357;209;105;93;101;530;143;1268;2123;2728;0;0;0;0;0;0;205;597;2854;834;871;862;51;105;1476;0;2;8;20;28;1392;0;0;8;45;123;1300;298;262;1028;555259;197518;144539;0;554545;0;0;102070;10064043261;0;203079;10236;44629;0;
40;0;0;190219;368731;178134;79802;286143;1535;3195;3103;0;4945;255;160;0;0;0;663;1;377;0;1432;208;121;98;110;640;225;1217;2434;2780;0;0;0;0;0;0;205;709;2800;890;1024;786;57;105;1475;0;1;6;17;32;1439;0;1;3;45;161;1465;398;300;1185;553353;197569;143864;0;553156;0;0;57390;10064123691;0;203518;10236;44190;0;
41;0;0;190201;368699;178123;79793;284592;1596;3245;2498;0;5075;264;170;0;0;0;621;5;217;0;987;228;145;136;135;741;193;1233;2359;2169;0;0;0;0;0;0;247;834;2634;904;1074;711;72;138;1385;0;1;11;18;32;1538;0;0;13;60;166;1474;406;369;1081;554343;197240;144527;0;553444;0;0;58684;10064322377;0;203718;10236;43990;0;
42;0;0;190173;368655;178105;79784;282984;1637;3257;2755;0;5367;289;172;0;0;0;474;2;311;0;1034;251;146;110;166;758;247;1220;2353;2398;0;0;0;0;0;0;257;898;2547;1050;1230;675;65;131;1334;0;0;8;28;44;1601;0;0;7;72;208;1450;435;375;1085;552304;197426;143865;0;552504;0;0;66398;10064309899;0;203719;10236;43989;0;
43;0;0;190146;368603;178082;79776;281356;1674;3351;2228;0;5310;346;203;0;0;0;520;3;227;0;644;298;172;88;193;921;277;1183;2258;1863;0;0;0;0;0;0;276;1079;2565;1065;1330;642;64;189;1345;0;2;10;27;51;1618;0;1;10;82;219;1504;504;437;1080;553751;197168;144328;0;552987;0;0;100160;10064305125;0;203397;10236;44311;0;
44;0;0;190114;368552;178057;79762;279684;1602;3384;2132;0;5267;377;176;0;0;0;397;2;201;0;698;233;185;123;218;926;283;1151;2273;1726;0;0;0;0;0;0;306;1108;2453;1159;1499;607;80;172;1266;0;0;8;32;51;1665;0;0;7;94;274;1487;569;495;1066;551675;197211;143815;0;551862;0;0;65842;10064284467;0;203703;10236;44005;0;
45;0;0;190081;368502;178032;79750;278032;1616;3244;1988;0;5199;389;211;0;0;0;391;1;169;0;488;297;162;92;227;992;270;1092;2090;1626;0;0;0;0;0;0;320;1213;2451;1151;1603;534;74;205;1250;1;2;3;33;50;1648;0;0;4;109;310;1501;631;562;1066;552861;196994;144041;0;552120;0;0;67254;10064311251;0;203701;10236;44007;0;
46;0;0;190043;368427;177997;79735;276409;1471;3313;2037;0;4825;418;216;0;0;0;259;1;317;0;785;285;172;127;203;1107;312;983;2034;1598;0;0;0;0;0;0;344;1312;2323;1236;1706;561;98;223;1221;1;2;18;38;75;1608;0;0;15;124;383;1473;699;630;1044;551248;197137;143685;0;551035;0;0;65608;10064332887;0;203766;10236;43942;0;
47;0;0;189999;368340;177952;79726;274839;1454;3175;1808;0;4823;436;216;0;0;0;244;6;258;0;454;307;195;143;231;1110;308;916;1870;1357;0;0;0;0;0;0;345;1390;2211;1222;1790;528;82;222;1213;0;0;12;44;87;1561;0;0;9;145;393;1429;691;692;1024;551874;196849;144019;0;551038;0;0;70250;10064348079;0;203675;10236;44033;0;
48;0;0;189935;368257;177906;79712;273205;1375;3025;1595;0;4394;493;218;0;0;0;143;2;326;0;419;289;207;94;261;1159;312;825;1659;1189;0;0;0;0;0;0;374;1432;2091;1246;1824;522;96;244;1087;1;1;5;64;83;1629;0;0;5;140;513;1385;797;858;959;550508;196743;143618;0;549863;0;0;71450;10064367007;0;203788;10236;43922;0;
49;0;0;189901;368162;177857;79691;271788;1294;3006;1456;0;4403;520;200;0;0;0;170;1;208;0;254;271;217;115;273;1215;327;750;1574;1014;0;0;0;0;0;0;343;1410;1888;1252;1872;446;85;269;997;0;2;8;34;95;1412;0;0;5;143;515;1343;860;908;916;550635;196534;143930;0;550195;0;0;70152;10064404101;0;203839;10236;43871;0;
50;0;0;189841;368021;177787;79652;270387;1198;2820;1345;0;4078;490;201;0;0;0;125;1;210;0;258;270;206;111;277;1219;350;651;1395;884;0;0;0;0;0;0;337;1452;1817;1282;1878;474;92;259;998;2;4;7;60;140;1394;0;1;7;163;702;1366;918;967;726;549827;196565;143647;0;548992;0;0;123514;10064454879;0;203820;10236;43890;0;
51;0;0;189775;367875;177704;79621;268883;1147;2569;1160;0;3804;456;193;0;0;0;126;5;158;0;134;263;137;87;261;1154;309;623;1278;764;0;0;0;0;0;0;360;1492;1643;1196;1827;412;90;284;876;1;4;2;66;145;1497;0;1;7;191;697;1264;991;1173;754;549382;196287;143740;0;549486;0;0;103918;10064420411;0;203727;10236;43984;0;
52;0;0;189717;367712;177624;79580;267484;1010;2417;977;0;3314;471;170;0;0;0;69;2;169;0;209;221;154;70;278;1201;301;511;1062;606;0;0;0;0;0;0;345;1465;1587;1159;1799;400;95;260;888;0;5;6;58;163;1389;0;0;10;186;863;1237;969;1309;688;549321;196313;143498;0;548471;0;0;104774;10064344371;0;203524;10236;44187;0;
53;0;0;189643;367552;177546;79546;266210;1046;2298;1024;0;3378;449;182;0;0;0;65;1;153;0;140;222;152;79;280;1127;313;544;1019;632;0;0;0;0;0;0;375;1392;1427;1108;1716;354;101;250;793;3;2;4;74;160;1268;0;0;6;184;859;1224;1131;1343;651;548175;196088;143571;0;548181;0;0;147048;10064336717;0;203481;10236;44230;0;
54;0;0;189557;367361;177447;79504;264961;937;2177;870;0;3050;444;175;0;0;0;60;2;104;0;149;233;166;81;285;1139;276;419;872;513;0;0;0;0;0;0;310;1317;1425;1082;1695;329;69;254;815;1;2;8;86;190;1244;0;1;5;244;939;1162;1121;1479;590;548481;196041;143446;0;547364;0;0;77378;10064446159;0;203779;10236;43932;0;
55;0;0;189478;367177;177354;79466;263681;888;2047;837;0;2970;435;138;0;0;0;49;0;90;0;90;198;153;60;259;1119;291;431;775;486;0;0;0;0;0;0;303;1342;1232;1010;1672;300;68;243;727;1;5;6;79;184;1268;0;0;12;255;977;1120;1178;1640;566;547518;195865;143416;0;547224;0;0;78740;10064400037;0;203605;10236;44106;0;
56;0;0;189396;366958;177253;79416;262508;788;1876;725;0;2635;418;161;0;0;0;43;2;52;0;78;208;161;55;248;1073;275;332;642;395;0;0;0;0;0;0;300;1287;1055;944;1545;264;74;239;617;6;3;8;81;218;1165;1;1;8;248;1051;1034;1180;1680;528;547858;195615;143221;0;546813;0;0;127118;10064470801;0;203539;10236;44172;0;
57;0;0;189291;366714;177135;79352;261363;731;1722;653;0;2430;378;139;0;0;0;43;2;57;0;57;191;155;56;244;985;269;296;582;328;0;0;0;0;0;0;254;1193;966;871;1446;209;75;213;559;0;3;5;105;244;1139;0;0;6;270;1126;1036;1240;1745;485;546948;195579;143232;0;546620;0;0;122580;10064309287;0;203189;10236;44522;0;
58;0;0;189206;366466;177003;79309;260241;649;1542;661;0;2228;354;120;0;0;0;30;2;59;0;59;163;104;49;239;893;266;247;545;346;0;0;0;0;0;0;287;1066;936;767;1355;188;73;203;549;0;1;8;85;248;1116;0;0;6;231;1179;930;1230;1800;540;547301;195522;143192;0;546484;0;0;105824;10064370741;0;203503;10236;44208;0;
59;0;0;189115;366217;176878;79253;259149;669;1401;571;0;2053;298;145;0;0;0;27;2;65;0;51;188;108;71;238;815;248;243;478;252;0;0;0;0;0;0;243;1031;860;766;1286;190;60;193;524;0;1;3;91;249;1090;0;0;2;277;1201;866;1214;1848;470;546120;195462;143135;0;545711;0;0;147974;10064354335;0;203386;10236;44325;0;
60;0;0;189036;365963;176740;79210;258216;563;1275;542;0;1897;243;117;0;0;0;23;2;55;0;43;156;109;64;220;749;237;187;417;241;0;0;0;0;0;0;244;1019;706;743;1210;187;71;182;438;1;4;9;79;253;929;0;1;4;270;1161;792;1242;1799;452;546696;195317;143148;0;545612;0;0;86138;10064346901;0;203358;10236;44353;0;
61;0;0;188944;365695;176611;79147;257363;527;1211;484;0;1761;257;108;0;0;0;24;0;51;0;21;148;109;47;189;732;231;190;370;206;0;0;0;0;0;0;248;929;708;675;1087;140;87;201;424;1;2;6;92;266;847;0;2;6;270;1145;759;1229;1756;412;545537;195224;143082;0;544841;0;0;95412;10064274361;0;203046;10236;44665;0;
62;0;0;188874;365417;176464;79078;256459;470;1166;420;0;1677;232;75;0;0;0;17;1;35;0;19;105;114;40;181;720;199;184;332;181;0;0;0;0;0;0;202;909;617;582;1079;131;48;152;370;1;3;10;70;278;894;0;0;10;251;1185;671;1140;1780;436;546159;195099;142978;0;544741;0;0;88934;10064301567;0;202956;10236;44755;0;
63;0;0;188785;365177;176338;79023;255649;473;1010;409;0;1512;221;77;0;0;0;11;1;52;0;18;108;85;40;195;678;201;170;247;168;0;0;0;0;0;0;180;784;582;601;1010;100;34;143;345;0;3;7;89;239;805;0;1;5;213;1159;674;1054;1711;337;545137;194949;142948;0;544301;0;0;90378;10064275033;0;202855;10236;44856;0;
64;0;0;188702;364929;176219;78963;254923;385;849;313;0;1213;197;67;0;0;0;11;2;32;0;25;92;53;30;167;581;159;126;215;124;0;0;0;0;0;0;167;738;532;518;861;134;49;152;304;3;5;8;83;247;719;0;1;7;227;1047;543;1049;1648;341;545602;194894;142905;0;544585;0;0;90020;10064258271;0;202811;10236;44900;0;
65;0;0;188634;364699;176087;78909;254217;375;858;304;0;1203;199;69;0;0;0;10;1;39;0;16;99;73;41;162;569;130;114;216;133;0;0;0;0;0;0;172;669;492;473;781;113;46;122;294;3;3;5;68;228;701;0;2;5;259;1052;498;930;1606;259;544503;194686;142887;0;543952;0;0;91388;10064403133;0;203153;10236;44558;0;
66;0;0;188551;364492;175976;78859;253557;343;756;287;0;1076;181;68;0;0;0;9;2;40;0;10;98;75;27;133;491;143;112;190;117;0;0;0;0;0;0;167;630;440;449;709;93;34;118;253;0;1;9;83;207;654;0;0;6;212;997;457;898;1567;262;544809;194676;142816;0;544046;0;0;183784;10064518507;0;203543;10236;44168;0;
67;0;0;188483;364266;175854;78813;252984;352;765;280;0;1136;153;66;0;0;0;5;0;31;0;6;99;75;38;160;515;145;93;175;97;0;0;0;0;0;0;163;589;418;378;681;84;50;99;273;1;1;8;68;225;568;0;1;5;215;909;430;864;1474;238;543978;194599;142726;0;543370;0;0;100186;10064653577;0;204024;10236;43687;0;
68;0;0;188410;364048;175744;78765;252445;276;651;220;0;937;144;41;0;0;0;3;2;15;0;5;63;66;13;120;405;119;93;180;88;0;0;0;0;0;0;123;522;397;396;620;70;31;97;238;0;2;4;73;217;537;0;1;2;203;882;331;812;1348;189;544187;194595;142621;0;543180;0;0;97392;10064750635;0;204303;10236;43409;0;
