Days;Hours;Minutes;Students;Workers;OccupiedWorkers;EssentialJobWorkers;Retired;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork;
0;0;0;190324;368930;178162;80053;298656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207;440;353;554;1098;848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9999999999;0;0;258215;0;0;
1;0;0;190324;368930;178162;80053;298656;24;32;230;0;282;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;555838;246687;161802;0;686880;88670;0;624;10038821757;0;124705;11195;121982;0;
2;0;0;190324;368930;178162;80053;298656;9;172;289;0;428;0;0;0;40;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;570308;204972;120486;0;642956;64202;0;2230;10056495123;0;180461;9935;67523;0;
3;0;0;190324;368930;178162;80053;298656;27;211;166;0;300;0;0;0;104;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;581509;204401;137172;0;584822;87;0;3632;10061282843;0;195819;9935;52187;0;
4;0;0;190324;368930;178162;80053;298656;33;124;216;0;251;0;0;0;121;0;1;0;0;0;0;0;2;6;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;584075;203788;130393;0;592292;2;0;5148;10062688025;0;200480;9935;47549;0;
5;0;0;190324;368930;178162;80053;298656;64;165;242;0;233;0;0;0;238;0;0;0;0;0;0;1;5;22;1;11;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;6;6;4;590843;203038;142243;0;581688;0;0;6516;10062971517;0;201218;9935;46836;0;
6;0;0;190324;368930;178162;80053;298656;63;204;709;0;692;0;0;0;281;0;2;0;0;0;1;0;9;54;9;14;28;0;0;0;0;0;0;0;0;0;0;0;0;8;3;4;8;21;15;585601;203716;136821;0;590512;0;0;7686;10063896491;0;204562;9935;43505;0;
7;0;0;190324;368930;178162;80053;298656;77;193;482;0;472;0;0;0;280;0;0;0;0;0;0;3;20;108;7;58;40;0;0;0;0;0;0;0;0;0;0;0;0;14;26;18;24;45;50;592751;201714;144175;0;587972;0;0;9056;10062516495;0;199672;9935;48421;0;
8;0;0;190324;368930;178162;80053;298656;72;182;1612;0;1595;0;0;0;268;0;3;0;0;0;0;1;27;117;24;78;53;0;0;0;0;0;0;0;0;0;0;0;0;24;32;30;51;114;75;583269;203329;141456;0;588414;0;0;14570;10062550917;0;200234;9935;47868;0;
9;0;0;190324;368930;178162;80053;298656;59;110;422;0;395;0;0;0;192;0;4;0;0;0;0;0;26;149;25;100;71;0;0;0;0;0;0;0;0;0;0;0;0;37;93;56;116;162;144;591093;201015;145964;0;589676;0;0;23006;10061739211;0;197163;9935;50952;0;
10;0;0;190324;368930;178162;80053;298656;48;97;1298;0;1289;0;0;0;148;0;5;0;0;0;1;1;29;203;36;121;87;0;0;0;0;0;0;0;0;0;0;0;0;45;101;74;121;252;184;580899;203019;143958;0;588441;0;0;13350;10061446361;0;196444;9935;51677;0;
11;0;0;190324;368930;178162;80053;298656;30;61;296;0;297;0;0;0;87;0;2;0;0;0;1;0;24;280;50;133;113;0;0;0;0;0;0;0;0;0;0;0;0;35;84;81;103;230;162;588530;200652;146712;0;587124;0;0;20066;10060827195;0;194248;9935;53878;0;
12;0;0;190324;368930;178162;80053;298656;15;47;696;0;698;0;0;0;58;0;2;0;0;0;0;0;29;415;66;156;137;0;0;0;0;0;0;0;0;0;0;0;0;23;50;50;67;138;114;577618;202735;146019;0;586495;0;0;30378;10060780943;0;194272;9935;53857;0;
13;0;0;190324;368930;178162;80053;298656;21;56;221;0;246;0;0;0;51;0;1;0;0;0;0;0;25;617;63;132;136;0;0;0;0;0;0;0;0;0;0;0;0;14;41;31;40;95;60;588974;200100;147070;0;587842;0;0;19568;10060391457;0;192885;9935;55246;0;
14;0;0;190324;368930;178162;80053;298656;18;70;627;0;663;0;0;0;46;0;5;0;0;0;1;5;26;694;54;132;151;0;0;0;0;0;0;0;0;0;0;0;0;5;17;41;19;46;36;575987;202494;146733;0;583318;0;0;36018;10060730795;0;193781;9935;54352;0;
15;0;0;190324;368930;178162;80053;298656;20;59;271;0;298;0;0;0;49;0;3;0;0;0;0;2;22;676;50;112;141;0;0;0;0;0;0;0;0;0;0;0;0;2;17;46;11;28;31;587136;200544;147399;0;587053;0;0;37480;10060547549;0;193311;9935;54822;0;
16;0;0;190324;368930;178162;80053;298656;27;69;555;0;562;0;0;0;83;0;6;0;0;0;0;1;13;670;37;123;124;0;0;0;0;0;0;0;0;0;0;0;0;2;12;74;11;45;41;574608;201970;146981;0;581993;0;0;22454;10060831397;0;194115;9935;54020;0;
17;0;0;190324;368930;178162;80053;298656;36;59;294;0;294;0;0;0;95;0;0;0;0;0;0;2;18;555;36;77;80;0;0;0;0;0;0;0;0;0;0;0;0;2;21;99;18;63;43;585482;200400;147546;0;585711;0;0;41020;10060812507;0;194039;9935;54097;0;
18;0;0;190324;368930;178162;80053;298656;34;69;496;0;496;0;0;0;97;0;6;0;0;0;0;4;17;522;27;58;72;0;0;0;0;0;0;0;0;0;0;0;0;0;22;150;22;69;55;571735;202064;147214;0;579792;0;0;37232;10061237741;0;195299;9935;52838;0;
19;0;0;190324;368930;178162;80053;298656;31;83;306;0;296;0;0;0;119;0;4;0;0;0;1;0;19;427;30;50;56;0;0;0;0;0;0;0;0;0;0;0;0;1;25;205;36;103;83;583888;200185;147250;0;584354;0;0;51770;10061250127;0;195303;9935;52835;0;
20;0;0;190324;368930;178162;80053;298656;37;75;440;0;435;0;0;0;111;0;6;0;0;0;0;1;5;418;31;48;59;0;0;0;0;0;0;0;0;0;0;0;0;2;21;260;42;127;92;572850;202152;147167;0;579191;0;0;29674;10061601247;0;196368;9935;51771;0;
21;0;0;190324;368930;178162;80053;298656;40;85;281;0;279;0;0;0;126;0;1;0;0;0;0;2;6;360;21;48;67;0;0;0;0;0;0;0;0;0;0;0;0;1;26;374;42;133;121;582060;200513;147023;0;582835;0;0;33862;10061606583;0;196417;9935;51722;0;
22;0;0;190324;368930;178162;80053;298656;36;69;399;0;398;0;0;0;103;0;3;0;0;0;0;2;5;319;20;57;58;0;0;0;0;0;0;0;0;0;0;0;0;0;24;459;61;143;113;572371;201703;146767;0;577723;1;0;58236;10061684325;0;196626;9934;51514;0;
23;0;0;190324;368930;178162;80053;298656;33;64;274;0;259;0;0;0;109;0;3;0;0;0;0;1;8;363;24;48;78;0;0;0;0;0;0;0;0;0;0;0;0;0;28;542;47;125;131;580733;200612;146649;0;581745;1;0;58450;10061920301;0;197339;9933;50802;0;
24;0;0;190324;368930;178162;80053;298656;28;65;307;0;320;0;0;0;79;0;1;0;0;0;0;2;6;317;37;69;91;0;0;0;0;0;0;0;0;0;0;0;0;4;21;562;55;111;132;572587;201795;146564;0;576290;1;0;35098;10061898563;0;197116;9932;51027;0;
25;0;0;190324;368930;178162;80053;298656;18;65;273;0;290;0;0;0;62;0;4;0;0;0;0;2;11;321;29;67;91;0;0;0;0;0;0;0;0;0;0;0;0;2;20;625;36;114;120;578183;200592;146206;0;581010;2;0;69290;10062001861;0;197482;9930;50663;0;
26;0;0;190324;368930;178162;80053;298656;18;61;283;0;312;0;0;0;49;0;1;0;0;0;0;0;13;296;28;68;99;0;0;0;0;0;0;0;0;0;0;0;0;1;18;594;32;90;127;574161;201747;146502;0;575865;0;0;60012;10062020513;0;197331;9929;50815;0;
27;0;0;190324;368930;178162;80053;298656;14;65;371;0;401;0;0;0;45;0;4;0;0;0;0;0;16;222;34;56;103;0;0;0;0;0;0;0;0;0;0;0;0;2;18;571;47;76;87;576469;200886;145901;0;579684;2;0;43694;10062145905;0;197833;9929;50313;0;
28;0;0;190324;368930;178162;80053;298656;9;71;344;0;392;0;0;0;31;0;1;0;0;0;0;1;14;250;31;59;105;0;0;0;0;0;0;0;0;0;0;0;0;1;12;503;32;73;58;575052;201424;146007;0;576464;5;0;42868;10062310069;0;198157;9927;49991;0;
29;0;0;190324;368930;178162;80053;298656;10;72;522;0;567;0;0;0;36;0;1;0;0;0;0;1;10;264;38;61;90;0;0;0;0;0;0;0;0;0;0;0;0;3;11;426;40;43;70;574894;200778;145550;0;578572;2;0;41828;10062500597;0;198931;9927;49217;0;
30;0;0;190324;368930;178162;80053;298656;21;76;549;0;595;0;0;0;49;0;2;0;0;0;0;2;13;267;25;64;63;0;0;0;0;0;0;0;0;0;0;0;0;2;14;402;26;52;74;575243;201478;145939;0;576315;1;0;73376;10062758665;0;199636;9925;48515;0;
31;0;0;190324;368930;178162;80053;298656;15;95;682;0;723;0;0;0;67;0;2;0;0;0;0;3;11;272;22;58;77;0;0;0;0;0;0;0;0;0;0;0;0;2;12;361;18;68;72;573523;200677;145358;0;577381;1;0;78974;10062936893;0;200189;9925;47962;0;
32;0;0;190324;368930;178162;80053;298656;32;100;677;0;727;0;0;0;82;0;0;0;0;0;0;0;20;278;19;52;66;0;0;0;0;0;0;0;0;0;0;0;0;0;5;373;24;58;79;575158;201514;145684;0;576465;0;0;46972;10063030569;0;200422;9925;47729;0;
33;0;0;190324;368930;178162;80053;298656;30;111;830;0;873;0;0;0;97;0;1;0;0;0;0;3;11;328;14;40;68;0;0;0;0;0;0;0;0;0;0;0;0;0;7;347;23;64;77;572696;200553;145259;0;576365;1;0;76438;10063229357;0;200961;9922;47193;0;
34;0;0;190324;368930;178162;80053;298656;42;105;797;0;845;0;0;0;98;0;1;0;0;0;0;0;15;391;12;57;58;0;0;0;0;0;0;0;0;0;0;0;0;3;13;341;37;65;88;574877;201148;145694;0;576240;0;0;84190;10063361579;0;201424;9922;46730;0;
35;0;0;190324;368930;178162;80053;298656;45;103;781;0;812;0;0;0;117;0;0;0;0;0;0;0;18;430;15;52;43;0;0;0;0;0;0;0;0;0;0;0;0;1;9;329;31;62;96;570832;200687;144987;0;575364;0;0;51182;10063512941;0;201783;9921;46372;0;
36;0;0;190324;368930;178162;80053;298656;50;106;704;0;720;0;0;0;137;0;3;0;0;0;0;2;21;467;19;62;64;0;0;0;0;0;0;0;0;0;0;0;0;1;12;271;21;68;93;574927;201158;145592;0;576420;1;0;53162;10063608437;0;202124;9921;46031;0;
37;0;0;190324;368930;178162;80053;298656;40;107;699;0;727;0;0;0;117;0;2;0;0;0;0;3;17;527;23;67;76;0;0;0;0;0;0;0;0;0;0;0;0;0;9;291;34;67;85;569544;200334;145045;0;574376;0;0;95742;10063814483;0;202522;9920;45634;0;
38;0;0;190324;368930;178162;80053;298656;43;90;571;0;583;0;0;0;119;0;2;0;0;0;0;2;30;549;38;60;85;0;0;0;0;0;0;0;0;0;0;0;0;3;12;286;27;59;92;573588;201220;145377;0;576061;1;0;54490;10063804021;0;202657;9920;45499;0;
39;0;0;190324;368930;178162;80053;298656;46;87;626;0;620;0;0;0;139;0;0;0;0;0;0;5;20;614;26;73;89;0;0;0;0;0;0;0;0;0;0;0;0;1;16;297;26;50;79;570019;200554;145079;0;574164;0;0;63446;10063894249;0;202798;9920;45358;0;
40;0;0;190324;368930;178162;80053;298656;37;97;564;0;548;0;0;0;146;0;4;0;0;0;0;1;21;582;30;76;115;0;0;0;0;0;0;0;0;0;0;0;0;0;18;243;34;47;89;573073;200895;145361;0;575495;1;0;100124;10063918619;0;202875;9920;45281;0;
41;0;0;190324;368930;178162;80053;298656;37;76;534;0;530;0;0;0;114;0;3;0;0;0;0;1;23;566;34;91;113;0;0;0;0;0;0;0;0;0;0;0;0;3;14;324;26;67;75;569128;200397;144978;0;573683;0;0;58560;10063923435;0;202845;9920;45311;0;
42;0;0;190324;368930;178162;80053;298656;40;78;523;0;534;0;0;0;104;0;3;0;0;0;0;2;21;576;42;84;105;0;0;0;0;0;0;0;0;0;0;0;0;2;13;362;19;44;61;572130;200753;145319;0;574592;0;0;110086;10063923407;0;202825;9920;45331;0;
43;0;0;190324;368930;178162;80053;298656;28;76;489;0;495;0;0;0;97;0;1;0;0;0;0;1;14;549;35;80;109;0;0;0;0;0;0;0;0;0;0;0;0;1;18;367;23;57;66;568996;200229;144971;0;572848;0;0;110136;10064054033;0;203142;9920;45014;0;
44;0;0;190324;368930;178162;80053;298656;34;93;506;0;541;0;0;0;90;0;2;0;0;0;0;3;18;518;36;79;109;0;0;0;0;0;0;0;0;0;0;0;0;2;13;393;20;56;64;571449;200922;145061;0;574062;1;0;113576;10063840231;0;202512;9919;45645;0;
45;0;0;190324;368930;178162;80053;298656;30;82;475;0;499;0;0;0;85;0;3;0;0;0;0;0;14;488;38;78;118;0;0;0;0;0;0;0;0;0;0;0;0;2;21;428;15;69;63;569541;200199;144989;0;572911;1;0;65878;10064008285;0;202891;9919;45266;0;
46;0;0;190324;368930;178162;80053;298656;40;88;478;0;518;0;0;0;88;0;0;0;0;0;0;2;11;481;42;79;124;0;0;0;0;0;0;0;0;0;0;0;0;1;19;469;17;63;75;571297;200452;145245;0;573857;0;0;69966;10063806375;0;202243;9919;45914;0;
47;0;0;190324;368930;178162;80053;298656;37;76;438;0;442;0;0;0;108;0;1;0;0;0;0;2;16;452;39;73;112;0;0;0;0;0;0;0;0;0;0;0;0;2;18;493;23;58;82;569266;200160;144838;0;572377;0;0;68524;10063932545;0;202577;9919;45580;0;
48;0;0;190324;368930;178162;80053;298656;35;84;475;0;503;0;0;0;89;0;2;0;0;0;0;2;17;427;31;68;94;0;0;0;0;0;0;0;0;0;0;0;0;4;21;535;34;54;83;570436;200420;144987;0;573326;2;0;68352;10063731233;0;201979;9918;46179;0;
49;0;0;190324;368930;178162;80053;298656;25;75;426;0;433;0;0;0;93;0;0;0;0;0;0;2;14;413;30;71;102;0;0;0;0;0;0;0;0;0;0;0;0;2;20;546;28;64;84;569376;200044;145013;0;572096;0;0;69702;10063735155;0;201868;9917;46291;0;
50;0;0;190324;368930;178162;80053;298656;28;92;479;0;473;0;0;0;125;0;1;0;0;0;0;2;16;445;27;76;111;0;0;0;0;0;0;0;0;0;0;0;0;1;18;525;35;93;108;569223;200441;145031;0;572526;1;0;70452;10063657897;0;201612;9916;46548;0;
51;0;0;190324;368930;178162;80053;298656;31;98;474;0;496;0;0;0;104;0;3;0;0;0;0;6;20;402;36;62;101;0;0;0;0;0;0;0;0;0;0;0;0;2;22;549;33;75;101;569488;199969;144743;0;572151;1;0;137584;10063799197;0;201974;9916;46186;0;
52;0;0;190324;368930;178162;80053;298656;35;75;571;0;593;0;0;0;86;0;2;0;0;0;0;1;11;410;47;54;108;0;0;0;0;0;0;0;0;0;0;0;0;1;13;493;36;84;122;569353;200173;144715;0;572435;0;0;75858;10063702201;0;201590;9915;46571;0;
53;0;0;190324;368930;178162;80053;298656;37;98;537;0;573;0;0;0;99;0;0;0;0;0;0;3;12;366;20;84;112;0;0;0;0;0;0;0;0;0;0;0;0;1;21;505;33;87;102;568751;199896;144757;0;571917;0;0;78946;10063778577;0;201915;9915;46246;0;
54;0;0;190324;368930;178162;80053;298656;25;87;571;0;610;0;0;0;71;0;2;0;0;0;0;1;18;368;35;75;122;0;0;0;0;0;0;0;0;0;0;0;0;1;19;501;45;67;96;568458;200220;144661;0;571753;0;0;149680;10063799371;0;201806;9915;46355;0;
55;0;0;190324;368930;178162;80053;298656;27;106;584;0;625;0;0;0;91;0;1;0;0;0;0;2;20;384;25;71;116;0;0;0;0;0;0;0;0;0;0;0;0;2;17;518;39;60;112;568659;199825;144679;0;571455;0;0;82932;10063902589;0;202235;9915;45926;0;
56;0;0;190324;368930;178162;80053;298656;25;79;697;0;729;0;0;0;72;0;0;0;0;0;0;1;11;379;30;68;114;0;0;0;0;0;0;0;0;0;0;0;0;3;9;477;26;92;121;567622;200065;144669;0;570903;0;0;79516;10064040747;0;202441;9915;45720;0;
57;0;0;190324;368930;178162;80053;298656;34;97;648;0;679;0;0;0;100;0;0;0;0;0;0;1;10;418;33;78;97;0;0;0;0;0;0;0;0;0;0;0;0;2;17;443;28;73;103;568957;199849;144546;0;571300;0;0;81878;10064049153;0;202562;9915;45599;0;
58;0;0;190324;368930;178162;80053;298656;34;92;680;0;737;1;0;0;68;0;0;0;0;0;0;1;13;440;28;75;79;0;0;0;0;0;0;0;0;0;0;0;0;2;15;439;44;74;103;567554;200004;144558;0;570975;0;0;83342;10064178765;0;202893;9915;45268;0;
59;0;0;190324;368930;178162;80053;298656;24;96;645;0;680;0;0;0;84;0;1;0;0;0;0;7;23;505;28;63;82;0;0;0;0;0;0;0;0;0;0;0;0;1;19;458;29;82;110;568565;199817;144785;0;570956;0;0;86928;10064252955;0;203104;9915;45057;0;
60;0;0;190324;368930;178162;80053;298656;25;84;738;0;773;0;0;0;72;0;2;0;0;0;0;2;15;498;29;73;85;0;0;0;0;0;0;0;0;0;0;0;0;4;18;447;37;63;113;566974;199912;144372;0;570634;0;0;168220;10064294983;0;203121;9915;45040;0;
61;0;0;190324;368930;178162;80053;298656;31;71;648;0;699;0;0;0;51;0;0;0;0;0;0;1;22;505;22;74;87;0;0;0;0;0;0;0;0;0;0;0;0;1;11;427;29;75;106;567838;199622;144415;0;570779;0;0;171024;10064308915;0;203199;9915;44962;0;
62;0;0;190324;368930;178162;80053;298656;32;98;683;0;743;0;0;0;70;0;0;0;0;0;0;2;15;506;33;84;91;0;0;0;0;0;0;0;0;0;0;0;0;3;19;407;30;63;97;566360;199852;144567;0;569796;0;0;90480;10064254175;0;203034;9915;45127;0;
63;0;0;190324;368930;178162;80053;298656;30;80;664;0;694;0;0;0;80;0;0;0;0;0;0;3;22;535;31;66;95;0;0;0;0;0;0;0;0;0;0;0;0;3;22;407;29;68;105;567758;199681;144434;0;570468;1;0;176582;10064300321;0;203068;9915;45093;0;
64;0;0;190324;368930;178162;80053;298656;39;83;648;0;667;0;0;0;101;0;2;0;0;0;0;2;19;532;27;64;100;0;0;0;0;0;0;0;0;0;0;0;0;1;11;424;32;71;119;566333;199784;144428;0;569741;0;0;91964;10064274391;0;202932;9915;45229;0;
65;0;0;190324;368930;178162;80053;298656;37;81;617;0;641;0;0;0;93;0;1;0;0;0;0;2;27;544;26;60;104;0;0;0;0;0;0;0;0;0;0;0;0;5;12;429;36;69;145;567813;199396;144312;0;570201;0;0;93660;10064387595;0;203194;9915;44967;0;
66;0;0;190324;368930;178162;80053;298656;44;86;594;0;597;0;0;0;124;0;3;0;0;0;0;0;11;512;25;79;106;0;0;0;0;0;0;0;0;0;0;0;0;2;10;415;32;72;109;565966;199658;144199;0;569428;0;0;97406;10064303303;0;202926;9915;45235;0;
67;0;0;190324;368930;178162;80053;298656;30;109;605;0;627;0;0;0;117;0;0;0;0;0;0;2;18;515;26;53;98;0;0;0;0;0;0;0;0;0;0;0;0;0;14;439;34;86;94;567066;199538;144299;0;569729;0;0;187508;10064330603;0;202965;9915;45196;0;
68;0;0;190324;368930;178162;80053;298656;34;83;636;0;659;0;0;0;90;0;4;0;0;0;0;0;19;580;25;60;113;0;0;0;0;0;0;0;0;0;0;0;0;4;23;467;27;68;85;565456;199604;144215;0;568786;1;0;180438;10064336267;0;202986;9915;45175;0;
69;0;0;190324;368930;178162;80053;298656;35;83;591;0;595;0;0;0;113;0;1;0;0;0;0;3;18;551;34;79;109;0;0;0;0;0;0;0;0;0;0;0;0;1;19;505;24;78;100;566519;199342;144079;0;569403;0;0;99646;10064469047;0;203262;9915;44899;0;
70;0;0;190324;368930;178162;80053;298656;34;90;606;0;621;0;0;0;106;0;3;0;0;0;0;2;19;520;40;59;90;0;0;0;0;0;0;0;0;0;0;0;0;2;15;467;25;65;70;565706;199456;144215;0;568718;1;0;101706;10064507769;0;203375;9915;44786;0;
71;0;0;190324;368930;178162;80053;298656;39;108;579;0;621;0;0;0;102;0;3;0;0;0;0;3;17;517;36;75;108;0;0;0;0;0;0;0;0;0;0;0;0;2;19;489;22;73;92;566365;199332;144295;0;569187;0;0;201314;10064509827;0;203360;9915;44801;0;
72;0;0;190324;368930;178162;80053;298656;48;86;595;0;601;0;0;0;124;0;4;0;0;0;0;4;11;512;27;72;110;0;0;0;0;0;0;0;0;0;0;0;0;2;21;492;26;75;87;565425;199340;143974;0;568628;0;0;104548;10064599591;0;203547;9915;44614;0;
73;0;0;190324;368930;178162;80053;298656;38;87;587;0;614;0;0;0;98;0;0;0;0;0;0;5;14;558;29;69;117;0;0;0;0;0;0;0;0;0;0;0;0;3;12;473;37;79;81;565688;199296;144122;0;568835;0;0;201494;10064547309;0;203353;9915;44808;0;
74;0;0;190324;368930;178162;80053;298656;29;72;593;0;606;0;0;0;87;0;1;0;0;0;0;1;20;472;34;85;87;0;0;0;0;0;0;0;0;0;0;0;0;1;31;513;28;60;97;564875;199321;144187;0;567983;0;0;107520;10064563021;0;203383;9915;44778;0;
75;0;0;190324;368930;178162;80053;298656;31;90;616;0;642;0;0;0;92;0;3;0;0;0;0;2;17;518;35;76;120;0;0;0;0;0;0;0;0;0;0;0;0;3;13;547;26;72;100;565176;199246;144200;0;568236;0;0;107698;10064537325;0;203354;9915;44807;0;
76;0;0;190324;368930;178162;80053;298656;40;83;621;0;658;0;0;0;85;0;1;0;0;0;0;4;14;482;31;75;115;0;0;0;0;0;0;0;0;0;0;0;0;2;15;508;32;54;112;565507;199117;144075;0;568028;0;0;208300;10064598257;0;203376;9915;44785;0;
77;0;0;190324;368930;178162;80053;298656;41;99;631;0;660;0;0;0;110;0;1;0;0;0;0;2;22;480;31;78;109;0;0;0;0;0;0;0;0;0;0;0;0;2;18;522;37;76;90;565288;199112;144131;0;568046;0;0;109292;10064603215;0;203404;9915;44757;0;
78;0;0;190324;368930;178162;80053;298656;36;86;647;0;659;0;0;0;108;0;2;0;0;0;0;2;14;519;34;74;124;0;0;0;0;0;0;0;0;0;0;0;0;3;20;541;34;55;121;565202;199208;143944;0;568018;0;0;220868;10064603103;0;203346;9915;44815;0;
79;0;0;190324;368930;178162;80053;298656;25;94;652;0;672;0;0;0;98;0;0;0;0;0;1;1;16;512;45;91;138;0;0;0;0;0;0;0;0;0;0;0;0;3;11;519;24;69;99;564611;198971;144080;0;567728;0;0;113456;10064682077;0;203467;9915;44694;0;
80;0;0;190324;368930;178162;80053;298656;42;104;578;0;604;0;0;0;120;0;0;0;0;0;0;4;14;454;38;65;122;0;0;0;0;0;0;0;0;0;0;0;0;2;12;512;33;75;114;564635;199121;143825;0;567315;0;0;225278;10064607903;0;203257;9915;44904;0;
