Days;Hours;Minutes;Students;Workers;OccupiedWorkers;EssentialJobWorkers;Retired;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork;
0;0;0;190324;368930;178027;79999;298656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;38;41;57;110;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9999999999;0;0;258026;0;0;
1;0;0;190324;368930;178027;79999;298656;0;0;8;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;561088;246401;162430;0;685066;91299;0;624;10040862873;0;131284;11325;115117;0;
2;0;0;190324;368930;178027;79999;298656;0;11;27;0;36;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;568604;202741;134290;0;642483;61605;0;2134;10065021253;0;202553;10317;44900;0;
3;0;0;190324;368930;178027;79999;298656;2;21;40;0;52;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;562911;203588;143733;0;583282;30;0;5064;10067455553;0;215887;10317;31582;0;
4;0;0;190324;368930;178027;79999;298656;6;16;36;0;40;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;582753;203328;140740;0;585356;1;0;4992;10069209525;0;221517;10317;25959;0;
5;0;0;190324;368930;178027;79999;298656;4;23;38;0;29;0;0;0;36;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;571229;202184;145412;0;572829;0;0;5072;10068844365;0;218865;10317;28639;0;
6;0;0;190324;368930;178027;79999;298656;9;22;43;0;28;0;0;0;46;0;0;0;0;0;0;0;1;3;0;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;4;1;582902;202723;142054;0;582054;0;0;10612;10068650445;0;219696;10317;27827;0;
7;0;0;190324;368930;178027;79999;298656;16;17;95;0;89;0;0;0;39;0;0;0;0;0;0;0;2;2;3;2;6;0;0;0;0;0;1;0;0;0;0;0;0;1;1;4;2;8;3;573241;200668;145801;0;573331;0;0;11382;10067976721;0;216338;10317;31219;0;
8;0;0;190324;368930;178027;79999;298656;5;14;143;0;134;0;0;0;27;0;1;0;0;0;0;0;0;4;3;6;12;0;0;0;0;0;3;0;0;0;0;0;0;1;4;3;10;13;8;576047;201491;142909;0;577808;0;0;15600;10067742023;0;216653;10317;30904;0;
9;0;0;190324;368930;178027;79999;298656;12;13;83;0;84;0;0;0;24;0;0;0;0;0;0;0;0;11;2;14;29;0;0;0;0;0;5;0;0;0;0;0;0;5;10;7;11;10;15;570900;199653;146601;0;569518;0;0;12894;10067246757;0;214158;10317;33418;0;
10;0;0;190324;368930;178027;79999;298656;5;8;109;0;108;0;0;0;14;0;0;0;0;0;0;0;0;8;4;17;29;0;0;0;0;0;3;0;0;0;0;0;0;1;5;4;11;29;15;572678;200683;143965;0;572415;0;0;16768;10066846651;0;213052;10317;34524;0;
11;0;0;190324;368930;178027;79999;298655;10;15;116;0;121;0;0;0;19;0;1;0;0;0;0;0;2;13;3;14;34;0;0;0;0;1;3;0;0;0;0;0;1;8;6;6;9;13;19;569725;199200;146624;0;567359;0;0;17136;10065964713;0;209953;10317;37624;0;
12;0;0;190324;368930;178027;79999;298655;7;14;211;0;222;0;0;0;9;0;1;0;0;0;0;0;2;28;8;16;36;0;0;0;0;0;9;0;0;0;0;0;0;3;6;10;5;18;9;570735;200400;144379;0;569497;0;0;16904;10064654433;0;206466;10317;41111;0;
13;0;0;190324;368930;178027;79999;298655;3;12;139;0;148;0;0;0;5;0;1;0;0;0;0;0;3;44;8;17;19;0;0;0;0;0;16;0;0;0;0;0;0;1;2;3;7;11;9;568613;198903;146900;0;565809;0;0;19788;10063699657;0;202991;10317;44586;0;
