Days;Hours;Minutes;Students;Workers;OccupiedWorkers;EssentialJobWorkers;Retired;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;ExposedByStudent;ExposedByWorker;ExposedByRetired;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork;
84;0;0;190238;368807;178381;79845;287829;88;110;894;0;1041;0;1;0;36;0;1;1;0;0;12;35;82;975;9;27;464;68;81;228;0;0;18;0;0;10;0;1;59;0;0;7;9;28;460;62;68;290;553648;199977;146055;0;552898;0;0;122008;10064603703;0;203840;10413;43913;0;
85;0;0;190237;368806;178381;79844;287764;73;108;691;0;814;2;0;0;36;0;3;0;2;0;15;24;89;759;7;24;472;69;70;226;1;2;41;0;0;8;1;1;58;0;0;7;9;28;456;60;81;291;553232;199927;145955;0;553160;0;0;120258;10064636563;0;203893;10413;43860;0;
86;0;0;190236;368805;178380;79844;287676;82;91;736;0;846;0;2;0;46;0;1;0;1;0;13;32;64;813;5;31;474;73;76;255;0;0;42;0;0;10;1;1;80;0;0;8;12;31;466;64;67;281;553493;200076;146082;0;552879;0;0;123522;10064528971;0;203848;10413;43905;0;
87;0;0;190235;368805;178380;79844;287583;77;109;788;0;914;2;2;0;45;0;1;0;2;0;8;23;67;884;8;28;486;75;73;249;0;0;56;0;0;8;1;0;87;0;0;6;18;27;481;63;65;345;553450;199780;145828;0;552959;0;0;230040;10064747751;0;203997;10413;43756;0;
88;0;0;190234;368804;178380;79844;287473;69;96;904;0;1013;1;1;0;35;0;6;0;0;0;13;22;135;912;12;25;526;70;74;285;1;0;54;0;1;15;1;1;95;0;0;15;13;34;487;55;78;333;553542;199928;146107;0;552681;0;0;125280;10064690895;0;203845;10413;43908;0;
89;0;0;190232;368803;178379;79844;287378;87;94;853;0;992;2;0;0;26;0;1;2;4;0;7;17;96;921;10;26;557;64;80;246;0;0;58;0;0;13;2;1;83;0;0;12;11;36;485;60;81;307;553405;199869;145911;0;552649;0;0;129218;10064735481;0;203798;10413;43955;0;
90;0;0;190230;368800;178378;79842;287301;74;125;818;0;957;2;0;0;43;0;4;0;2;0;9;22;79;916;8;28;510;72;65;282;0;0;61;0;0;7;2;3;70;0;0;7;16;24;430;75;71;284;553391;199942;146089;0;552572;0;0;127888;10064678929;0;203701;10413;44052;0;
91;0;0;190229;368800;178378;79842;287239;73;99;784;0;910;2;2;0;28;0;2;0;1;0;11;18;79;859;11;25;513;69;77;273;0;0;38;1;0;9;1;0;53;0;0;9;18;24;406;55;67;279;553200;199875;145967;0;552547;0;0;129258;10064452681;0;203214;10413;44540;0;
92;0;0;190229;368800;178378;79842;287179;84;121;1013;0;1169;2;0;0;29;0;1;1;3;0;13;11;78;1129;12;30;500;73;70;252;0;1;23;0;1;11;0;0;50;0;0;10;9;21;400;66;80;268;553257;199923;145992;0;552514;0;0;247524;10064400009;0;202810;10413;44944;0;
93;0;0;190229;368797;178376;79842;287140;72;104;806;0;939;2;2;0;17;0;2;0;10;0;10;19;54;909;6;29;468;76;78;297;0;0;14;0;0;8;0;3;33;0;0;6;8;35;434;64;68;272;552900;199964;145891;0;552729;0;0;251348;10064169701;0;202165;10413;45589;0;
94;0;0;190229;368797;178376;79842;287092;82;108;787;0;934;1;2;0;18;0;1;0;5;0;16;16;82;879;9;36;485;62;76;360;0;0;4;0;0;9;0;0;38;0;0;10;5;35;435;66;71;260;553147;199912;146033;0;552394;0;0;250194;10064193177;0;202105;10413;45649;0;
95;0;0;190229;368796;178375;79842;287048;87;120;1182;0;1341;3;1;0;23;0;5;1;7;0;8;16;78;1295;9;32;497;82;78;360;0;0;7;0;0;8;0;1;36;0;0;8;12;25;417;78;86;263;552760;199802;145846;0;552486;0;0;267450;10064122483;0;201905;10413;45849;0;
96;0;0;190229;368796;178375;79842;286997;96;132;1010;0;1188;0;0;0;31;0;1;0;2;0;16;18;85;1135;6;27;485;63;78;344;0;0;0;0;1;11;0;0;40;0;0;11;8;30;461;74;71;249;553378;199830;146007;0;552482;0;0;164404;10064177865;0;202023;10413;45731;0;
97;0;0;190227;368796;178375;79842;286936;82;97;827;0;957;3;0;0;29;0;2;1;7;0;7;19;75;912;7;22;538;68;84;326;0;0;0;1;0;14;2;0;51;0;0;10;8;38;448;66;60;257;552542;199912;145915;0;552370;0;0;168954;10064164865;0;201981;10413;45773;0;
98;0;0;190227;368796;178375;79842;286876;83;112;788;0;938;1;0;0;28;0;5;0;0;0;11;15;82;886;10;34;587;72;68;313;0;0;19;0;0;11;0;0;55;0;0;5;4;25;403;67;81;238;553277;199905;145988;0;552253;0;0;142940;10064175181;0;202060;10413;45694;0;
99;0;0;190227;368796;178375;79842;286819;77;112;773;0;917;0;1;0;32;0;2;0;4;0;6;17;79;866;12;38;594;80;93;302;0;1;32;0;0;13;0;0;48;0;0;9;8;22;501;76;75;251;552278;199787;145982;0;552307;0;0;140958;10064236265;0;202101;10413;45653;0;
100;0;0;190227;368796;178375;79842;286768;65;88;709;0;816;1;0;0;24;0;1;0;5;0;15;18;69;775;10;29;573;59;76;347;0;0;51;0;0;7;0;0;46;0;0;5;9;35;461;74;68;253;552866;199814;146038;0;552332;0;0;145302;10064308785;0;202391;10413;45363;0;
101;0;0;190227;368796;178375;79842;286722;78;100;746;0;876;4;0;0;25;0;1;0;4;0;14;20;76;828;12;28;598;73;83;348;1;0;69;0;0;6;0;0;42;0;0;4;13;27;452;53;82;290;552200;199790;145883;0;551965;0;0;145104;10064357743;0;202389;10413;45365;0;
102;0;0;190227;368795;178375;79842;286697;87;100;679;0;811;5;0;0;27;0;4;0;1;0;18;24;91;751;20;44;562;64;69;341;0;0;65;0;0;12;0;1;19;0;0;6;12;21;478;77;69;298;552565;199769;145974;0;552207;0;0;147124;10064480399;0;202691;10413;45063;0;
103;0;0;190227;368795;178375;79842;286677;74;116;716;0;851;1;0;0;33;0;2;0;2;0;17;24;83;799;9;29;507;75;89;328;0;1;41;0;0;5;0;0;16;0;0;4;9;34;469;60;72;292;552057;199801;145972;0;551587;0;0;148556;10064473719;0;202773;10413;44981;0;
104;0;0;190227;368795;178375;79842;286653;81;105;648;0;787;1;0;0;26;0;0;0;1;0;19;26;71;737;19;32;547;70;75;298;0;0;28;0;0;12;0;0;18;0;0;6;8;30;504;73;75;353;552160;199794;145874;0;552083;0;0;150902;10064552301;0;203083;10413;44671;0;
105;0;0;190227;368795;178375;79842;286635;73;116;717;0;849;2;0;0;40;0;1;0;2;0;12;36;88;782;9;31;458;67;76;288;0;1;13;0;1;14;0;0;8;0;0;10;10;28;517;71;82;329;552048;199873;145970;0;551546;0;0;149840;10064541717;0;203154;10413;44600;0;
106;0;0;190227;368795;178375;79842;286617;66;97;695;0;818;0;0;0;26;0;1;0;1;0;12;14;68;776;14;32;481;56;66;296;0;0;15;0;0;8;0;0;10;0;0;8;5;33;486;81;96;328;552180;199887;145850;0;551893;0;0;150900;10064576047;0;203084;10413;44670;0;
107;0;0;190227;368794;178374;79842;286595;70;106;716;0;843;1;0;0;30;0;3;0;1;0;14;20;68;804;11;33;429;63;82;253;0;0;8;0;0;14;0;1;13;0;0;9;6;28;508;59;59;346;552099;199827;145968;0;551775;0;0;152230;10064552367;0;202928;10413;44826;0;
108;0;0;190227;368794;178374;79842;286558;77;101;701;0;827;0;0;0;36;0;1;0;1;0;14;19;73;787;14;31;464;72;77;305;1;0;12;1;1;9;0;0;30;0;0;7;18;26;517;71;83;323;552282;199818;145804;0;551662;0;0;154026;10064501781;0;202814;10413;44940;0;
109;0;0;190227;368794;178374;79842;286521;93;99;778;0;918;1;2;0;33;0;2;0;3;0;11;32;69;869;14;29;470;58;71;267;0;0;2;1;1;6;0;0;30;0;0;7;8;38;488;75;90;339;551953;199909;146051;0;551455;0;0;166198;10064494641;0;202760;10413;44994;0;
110;0;0;190227;368794;178374;79842;286463;74;109;782;0;903;2;0;0;35;0;2;0;3;0;20;22;86;857;11;36;452;87;87;260;0;0;0;1;1;6;0;0;45;0;0;13;9;26;561;76;62;327;552333;199937;145782;0;551678;0;0;156502;10064408905;0;202580;10413;45174;0;
111;0;0;190226;368794;178374;79842;286401;62;99;752;0;860;2;0;0;26;0;6;0;2;0;17;28;89;796;5;26;442;73;65;270;0;0;0;0;0;3;1;0;55;0;0;7;19;31;528;63;75;339;552157;199872;146110;0;551536;0;0;301766;10064371801;0;202384;10413;45370;0;
112;0;0;190226;368793;178373;79842;286354;85;106;799;0;929;2;1;0;38;0;3;0;1;0;16;32;97;861;4;34;457;51;62;258;0;0;0;0;0;3;0;1;44;0;0;3;11;26;478;56;79;347;552339;199816;145744;0;551676;0;0;163716;10064319359;0;202032;10413;45722;0;
113;0;0;190226;368793;178373;79842;286319;70;105;863;0;984;1;0;0;32;0;1;2;2;0;16;24;92;922;13;23;460;61;70;252;0;0;0;0;0;5;0;0;30;0;0;5;13;34;467;66;84;301;552126;199851;146005;0;551523;0;0;164086;10064470529;0;202464;10413;45290;0;
114;0;0;190226;368793;178373;79842;286280;86;119;857;0;1008;1;1;0;43;0;2;0;0;0;7;25;74;963;9;22;458;69;64;295;0;0;0;0;1;4;0;0;29;0;0;10;13;38;470;72;77;288;552076;199828;145706;0;551893;0;0;179476;10064627801;0;202863;10413;44891;0;
115;0;0;190226;368792;178373;79841;286242;84;106;857;0;986;0;2;0;33;0;3;0;1;0;22;21;80;946;10;34;468;75;91;267;0;0;0;0;0;3;0;1;28;0;0;10;14;35;437;72;86;292;552073;199784;146039;0;551577;0;0;165254;10064749377;0;203295;10413;44459;0;
116;0;0;190225;368792;178373;79841;286216;79;102;873;0;1013;2;1;0;21;0;2;0;3;0;12;21;105;928;6;26;455;57;78;292;0;0;0;0;0;3;1;0;16;0;0;10;16;31;485;76;68;261;551593;199820;145738;0;551753;0;0;167708;10064805357;0;203373;10413;44381;0;
117;0;0;190225;368792;178373;79841;286195;89;108;829;0;976;1;1;0;27;0;1;0;4;0;16;19;86;921;11;29;493;65;77;297;0;0;0;0;0;3;0;0;14;0;0;7;9;22;453;58;72;282;552236;199823;146009;0;551537;0;0;315854;10064791535;0;203476;10413;44278;0;
118;0;0;190225;368792;178373;79841;286181;88;118;871;0;1030;2;0;0;26;0;1;0;8;0;10;15;89;973;4;31;489;72;62;307;0;0;0;0;2;3;0;0;7;0;0;7;10;31;444;64;82;294;551471;199889;145632;0;551509;0;0;321582;10064748689;0;203472;10413;44282;0;
119;0;0;190225;368792;178373;79841;286175;79;92;840;0;970;1;0;0;28;0;1;0;4;0;7;12;62;937;9;28;519;62;83;333;0;0;0;0;0;4;0;0;2;0;0;4;11;26;391;80;86;289;552271;199933;146117;0;551457;0;0;170024;10064719635;0;203174;10413;44580;0;
120;0;0;190225;368792;178373;79841;286172;90;108;867;0;1022;2;1;0;24;0;3;1;2;0;10;17;86;962;10;37;497;80;89;320;0;0;0;0;0;8;0;0;1;0;0;2;10;42;459;78;69;271;551482;199819;145694;0;551533;0;0;170896;10064715797;0;203066;10413;44688;0;
121;0;0;190225;368792;178373;79841;286169;80;94;802;0;929;0;1;0;35;0;2;0;0;0;9;11;71;894;10;36;513;79;72;366;0;0;0;1;0;4;0;0;0;0;0;3;10;35;476;50;72;263;552308;199809;146091;0;551634;0;0;199700;10064657419;0;202922;10413;44832;0;
122;0;0;190225;368792;178373;79841;286167;82;129;762;0;899;1;1;0;47;0;1;0;10;0;14;18;83;872;9;32;496;66;81;343;0;0;0;0;1;2;0;0;0;0;0;2;8;33;465;66;66;292;551574;199800;145600;0;551406;0;0;181612;10064687775;0;202829;10413;44925;0;
123;0;0;190225;368792;178373;79841;286166;80;101;712;0;835;1;0;0;34;0;3;0;4;0;16;23;69;801;10;25;469;75;65;354;0;0;0;0;0;1;0;0;0;0;0;1;5;23;459;61;76;258;552225;199830;146135;0;551553;0;0;207424;10064577759;0;202658;10413;45096;0;
124;0;0;190225;368792;178373;79841;286165;76;127;773;0;935;0;0;0;25;0;2;0;4;0;10;13;78;885;17;31;492;63;95;347;0;0;0;0;0;3;0;0;0;0;0;1;11;29;459;71;61;310;551698;199806;145721;0;551273;0;0;208992;10064555743;0;202532;10413;45222;0;
125;0;0;190225;368792;178373;79841;286164;93;90;700;0;838;2;0;0;28;0;0;1;0;0;14;21;77;785;13;26;489;71;70;316;0;0;0;0;0;4;0;0;0;0;0;1;7;39;439;69;75;268;552427;199848;146069;0;551716;0;0;180072;10064415977;0;202102;10413;45652;0;
126;0;0;190225;368791;178373;79840;286163;82;96;743;0;878;1;0;0;33;0;2;1;2;0;4;21;98;802;10;30;492;80;68;335;0;0;0;0;0;1;0;0;0;0;1;1;6;25;488;85;80;287;551964;199764;145752;0;551353;0;0;181510;10064419559;0;201920;10413;45834;0;
127;0;0;190225;368791;178373;79840;286162;80;99;657;0;789;2;0;0;26;0;2;1;3;0;13;15;65;756;14;29;478;70;82;319;0;0;0;0;0;4;0;0;0;0;0;1;8;29;516;58;77;286;552498;199815;146146;0;551649;0;0;360668;10064425873;0;201857;10413;45897;0;
128;0;0;190225;368791;178373;79840;286161;80;114;715;0;861;3;1;0;32;0;4;0;0;0;8;27;80;802;15;32;465;64;67;296;0;0;0;0;0;1;0;0;0;0;0;1;13;34;479;72;84;278;551748;199804;145713;0;551545;0;0;351346;10064429583;0;202005;10413;45749;0;
129;0;0;190225;368791;178373;79840;286161;77;122;738;0;887;3;0;0;35;0;1;1;0;0;10;34;84;819;11;41;506;80;81;314;0;0;0;0;0;2;0;0;0;0;0;0;12;26;485;56;70;334;552536;199725;146208;0;551622;0;0;185374;10064550623;0;202365;10413;45389;0;
130;0;0;190225;368791;178373;79840;286161;70;108;728;0;857;2;1;0;30;0;3;0;3;0;10;20;76;810;10;28;476;73;64;254;0;0;0;1;0;3;0;0;0;0;0;0;9;33;528;79;84;340;551817;199889;145651;0;551376;0;0;189630;10064486419;0;202246;10413;45508;0;
131;0;0;190225;368791;178373;79840;286160;69;98;772;0;888;1;1;0;28;0;0;0;3;0;18;21;67;851;11;25;464;69;93;282;0;0;0;0;0;1;0;0;0;0;0;1;6;23;493;71;92;321;552315;199846;146163;0;551604;0;0;187370;10064545019;0;202419;10413;45335;0;
132;0;0;190225;368791;178373;79840;286158;73;92;757;0;877;3;0;0;21;0;1;0;3;0;17;18;79;825;14;34;450;53;84;252;0;0;0;0;0;4;0;0;0;0;0;2;7;30;461;52;74;363;551996;199791;145744;0;551250;0;0;191424;10064629699;0;202531;10413;45223;0;
133;0;0;190225;368791;178373;79840;286158;66;111;757;0;895;1;0;0;24;0;2;0;1;0;11;26;94;814;13;37;468;68;69;269;0;0;0;1;1;3;0;0;0;0;0;0;15;29;487;65;73;322;552080;199833;146086;0;551759;0;0;190474;10064720805;0;202749;10413;45005;0;
134;0;0;190225;368791;178373;79840;286158;73;96;781;0;908;0;1;0;29;0;0;0;0;0;12;25;88;837;12;26;409;78;84;257;0;0;0;0;0;3;0;0;0;0;0;0;16;29;482;68;76;352;551816;199842;145714;0;551441;0;0;365052;10064761699;0;203023;10413;44731;0;
135;0;0;190225;368791;178373;79840;286158;97;122;813;0;980;1;0;0;35;0;1;0;2;0;13;18;128;886;8;28;464;69;74;299;0;0;0;1;0;4;0;0;0;0;0;0;9;29;470;86;62;325;551878;199770;146155;0;551911;0;0;206264;10064893013;0;203240;10413;44514;0;
136;0;0;190225;368791;178373;79840;286158;81;118;791;0;945;1;0;0;31;0;1;1;0;0;11;25;69;896;8;37;464;58;71;304;0;0;0;0;2;2;0;0;0;0;0;0;16;29;517;71;72;346;551864;199847;145712;0;551544;0;0;197418;10064983509;0;203653;10413;44101;0;
137;0;0;190225;368791;178373;79840;286158;72;99;798;0;923;1;1;0;30;0;0;0;1;0;13;28;69;872;10;29;473;71;77;280;0;0;0;0;0;5;0;0;0;0;0;0;14;27;487;88;90;314;551760;199815;146062;0;551704;0;0;195566;10065055355;0;203846;10413;43908;0;
138;0;0;190225;368791;178373;79840;286158;82;115;813;0;958;3;4;0;26;0;2;0;3;0;14;18;110;882;9;25;471;76;60;282;0;0;0;0;0;3;0;0;0;0;0;0;15;36;461;63;81;293;552097;199743;145699;0;551448;0;0;196948;10065175589;0;204115;10413;43639;0;
139;0;0;190225;368791;178373;79840;286158;76;96;813;0;944;1;0;0;28;0;2;0;1;0;9;23;92;870;10;28;487;64;62;320;0;0;0;0;0;5;0;0;0;0;0;0;11;28;476;67;63;283;551606;199712;146152;0;551635;0;0;380488;10065218991;0;204081;10413;43673;0;
140;0;0;190225;368791;178373;79840;286156;69;137;828;0;983;1;0;0;29;0;1;0;4;0;16;27;85;922;7;38;450;52;68;255;0;0;0;0;0;3;0;0;0;0;0;2;9;37;493;74;58;303;552045;199823;145702;0;551575;0;0;384912;10065183287;0;204006;10413;43748;0;
141;0;0;190225;368791;178373;79840;286156;80;105;842;0;965;2;0;0;40;0;3;0;7;0;10;28;88;911;6;26;529;78;88;285;0;0;0;0;0;2;0;0;0;0;0;0;11;29;469;62;83;290;551767;199774;146121;0;551579;0;0;384332;10065221739;0;204044;10413;43710;0;
142;0;0;190225;368791;178373;79840;286155;80;94;816;0;936;1;1;0;37;0;2;0;3;0;10;28;60;902;9;36;502;78;90;316;0;0;0;0;0;5;0;0;0;0;0;1;17;31;456;69;82;240;551832;199762;145623;0;551624;0;0;207928;10065232583;0;204231;10413;43523;0;
143;0;0;190225;368791;178373;79840;286155;82;106;802;0;951;0;1;0;20;0;1;0;5;0;12;20;56;914;7;24;508;74;72;329;0;0;0;0;0;8;0;0;0;0;0;0;6;30;448;71;86;277;551987;199781;146086;0;551428;0;0;205674;10065260539;0;204271;10413;43483;0;
144;0;0;190225;368791;178373;79840;286154;90;104;791;0;931;0;1;0;31;0;2;0;5;0;15;15;55;915;10;34;500;65;69;303;0;0;0;0;1;4;0;0;0;0;0;1;5;37;437;79;81;272;551881;199841;145672;0;551655;0;0;208718;10065235075;0;204214;10413;43540;0;
145;0;0;190225;368791;178373;79840;286153;84;113;834;0;968;2;2;0;35;0;2;0;8;0;14;16;58;957;9;25;469;54;88;329;0;0;0;0;0;2;0;0;0;0;0;1;12;32;438;59;65;293;551700;199809;146187;0;551166;0;0;207200;10065238315;0;204145;10413;43609;0;
146;0;0;190225;368791;178373;79840;286151;80;106;768;0;894;0;0;0;37;0;0;0;3;0;20;19;68;867;7;34;443;65;95;324;0;0;0;0;1;1;0;0;0;0;0;2;7;27;495;65;73;290;552164;199771;145693;0;551236;0;0;208502;10065259969;0;204083;10413;43671;0;
147;0;0;190225;368791;178373;79840;286150;91;110;754;0;901;2;0;0;35;0;1;1;2;0;13;16;96;843;11;31;479;72;80;351;0;0;0;0;0;3;0;0;0;0;0;1;10;22;468;58;69;305;551757;199770;146123;0;551362;0;0;240556;10065199945;0;203829;10413;43925;0;
148;0;0;190225;368791;178373;79840;286150;68;113;768;0;892;3;0;0;33;0;3;0;4;0;14;17;64;868;13;27;488;70;73;296;0;0;0;0;0;5;0;0;0;0;0;0;13;34;488;72;84;297;552285;199846;145703;0;551345;0;0;212726;10065080739;0;203516;10413;44238;0;
149;0;0;190225;368791;178373;79840;286149;92;82;775;0;896;1;2;0;32;0;0;0;3;0;15;19;72;858;14;31;487;67;85;340;0;0;0;0;0;3;0;0;0;0;0;1;10;41;461;74;74;300;552024;199727;146064;0;551369;0;0;212504;10065191505;0;203747;10413;44007;0;
150;0;0;190225;368791;178373;79840;286147;74;105;719;0;855;1;0;0;28;0;1;0;4;0;9;17;73;808;12;32;493;68;69;319;0;0;0;0;0;3;0;0;0;0;0;2;7;30;492;64;61;287;552202;199860;145597;0;551362;0;0;412740;10065139755;0;203612;10413;44142;0;
151;0;0;190225;368791;178373;79840;286145;89;106;723;0;877;2;0;0;29;0;2;0;1;0;7;18;82;818;14;30;491;74;79;314;0;0;0;1;1;5;0;0;0;0;0;2;9;26;525;85;78;267;551854;199704;145997;0;551322;0;0;215872;10065182967;0;203703;10413;44051;0;
152;0;0;190225;368791;178373;79840;286144;80;125;709;0;865;2;0;0;31;0;2;0;1;0;13;20;100;794;14;29;493;65;83;309;0;0;0;0;0;4;0;0;0;0;0;1;4;34;462;71;84;311;552028;199781;145681;0;551743;0;0;222426;10065189919;0;203746;10413;44008;0;
153;0;0;190225;368791;178373;79840;286144;79;114;721;0;863;1;2;0;34;0;2;0;1;0;11;28;92;794;10;37;447;88;62;283;0;0;0;0;0;2;0;0;0;0;0;0;7;20;507;75;82;319;551458;199728;146084;0;551253;0;0;218542;10065229987;0;203754;10413;44000;0;
154;0;0;190225;368791;178373;79840;286143;76;77;779;0;876;1;1;0;34;0;1;1;2;0;16;17;78;837;9;31;479;70;81;269;0;0;0;1;0;5;0;0;0;0;0;1;12;35;502;46;82;317;552140;199798;145606;0;551639;0;0;219926;10065191541;0;203720;10413;44034;0;
155;0;0;190225;368791;178373;79840;286141;63;99;818;0;931;2;1;0;20;0;3;0;4;0;19;11;89;880;9;31;454;70;69;290;0;0;0;0;0;3;0;0;0;0;0;2;9;33;431;75;87;305;551465;199808;146115;0;551636;0;0;224942;10065096441;0;203471;10413;44283;0;
156;0;0;190225;368791;178373;79840;286140;67;93;737;0;844;0;1;0;35;0;2;0;1;0;14;27;77;793;14;28;444;70;79;267;0;0;0;0;0;5;0;0;0;0;0;1;15;26;466;60;72;302;552093;199727;145682;0;551674;0;0;225758;10065066355;0;203392;10413;44362;0;
157;0;0;190225;368791;178373;79840;286140;85;143;782;0;954;1;2;0;35;0;0;0;0;0;18;24;94;892;8;17;482;55;71;301;0;0;0;0;0;1;0;0;0;0;0;0;13;33;469;66;80;340;551574;199773;145896;0;551338;0;0;446502;10065029657;0;203214;10413;44540;0;
158;0;0;190225;368791;178373;79840;286139;83;106;825;0;971;1;1;0;22;0;4;0;2;0;13;22;98;894;16;32;467;80;77;282;0;0;0;0;0;0;0;0;0;0;0;1;8;33;477;66;85;335;552126;199804;145735;0;551559;0;0;448974;10064981235;0;203022;10413;44732;0;
159;0;0;190225;368791;178373;79840;286138;89;93;781;0;913;1;0;0;23;0;5;0;2;0;19;16;100;847;8;34;455;59;86;269;0;0;0;0;0;5;0;0;0;0;0;1;8;26;506;63;75;325;551551;199722;146023;0;551105;0;0;230890;10064940299;0;202755;10413;44999;0;
160;0;0;190225;368791;178373;79840;286136;80;101;767;0;908;0;0;0;27;0;1;0;2;0;10;22;64;862;15;31;468;69;70;322;0;0;0;0;0;1;0;0;0;0;0;2;10;31;461;74;96;269;552171;199681;145643;0;551416;0;0;228696;10064869253;0;202543;10413;45211;0;
161;0;0;190225;368791;178373;79840;286136;82;117;821;0;976;1;1;0;30;0;0;1;3;0;8;29;93;898;6;35;464;57;69;267;0;0;0;0;1;4;0;0;0;0;0;0;17;35;502;66;78;316;551594;199764;145977;0;551300;0;0;446058;10064838345;0;202376;10413;45378;0;
162;0;0;190225;368791;178373;79840;286136;79;129;822;0;974;3;2;0;26;0;1;0;2;0;22;22;83;925;7;23;499;50;82;290;0;0;0;0;1;3;0;0;0;0;0;0;11;41;475;84;68;308;551836;199698;145704;0;551548;0;0;235436;10064806993;0;202279;10413;45475;0;
163;0;0;190225;368791;178373;79840;286135;80;99;834;0;978;1;0;0;26;0;0;1;1;0;6;21;85;907;9;34;526;83;69;308;0;0;0;0;0;6;0;0;0;0;0;1;14;29;452;81;74;300;551938;199693;146037;0;551294;0;0;235702;10064832531;0;202203;10413;45551;0;
164;0;0;190225;368791;178373;79840;286134;87;108;1022;0;1165;3;1;0;27;0;1;0;3;0;17;24;85;1108;9;33;480;81;72;344;0;0;0;0;1;0;0;0;0;0;0;1;9;26;527;67;54;292;551678;199675;145625;0;551457;0;0;254094;10064616329;0;201520;10413;46234;0;
165;0;0;190225;368791;178373;79840;286134;90;115;801;0;946;2;1;0;38;0;2;0;5;0;12;17;65;924;11;39;502;75;56;283;0;0;0;0;0;2;0;0;0;0;0;0;13;22;471;80;67;275;552256;199724;146039;0;550874;0;0;255458;10064595127;0;201370;10413;46384;0;
166;0;0;190225;368791;178373;79840;286132;72;108;840;0;972;1;0;0;25;0;1;0;3;0;18;20;81;919;6;21;477;81;77;317;0;0;0;0;0;7;0;0;0;0;0;2;9;23;451;47;78;312;551634;199622;145645;0;551286;0;0;241372;10064493447;0;201079;10413;46675;0;
167;0;0;190225;368791;178373;79840;286131;75;130;914;0;1058;1;1;0;31;0;3;0;6;0;19;29;46;1044;9;27;516;83;96;305;0;0;0;0;0;11;0;0;0;0;0;1;20;26;489;76;87;282;552184;199718;146002;0;551256;0;0;240058;10064449335;0;200970;10413;46784;0;
168;0;0;190225;368791;178373;79840;286131;68;140;1033;0;1170;3;1;0;40;0;5;0;7;0;15;27;70;1144;8;22;530;62;87;302;0;0;0;0;0;22;0;0;0;0;0;0;5;31;415;59;76;300;551347;199720;145787;0;551386;0;0;241316;10064492985;0;201099;10413;46655;0;
169;0;0;190225;368791;178373;79840;286131;119;115;1025;0;1195;1;0;0;43;0;3;0;10;0;7;28;79;1152;7;35;498;59;81;322;0;0;0;0;2;40;0;0;0;0;0;0;12;31;468;68;62;272;551856;199784;145893;0;551609;0;0;244562;10064450539;0;201092;10413;46662;0;
170;0;0;190225;368791;178373;79840;286131;97;130;1095;0;1261;1;1;0;28;0;7;0;10;0;14;27;88;1207;10;39;583;67;84;308;0;3;32;0;0;6;0;0;0;0;0;0;8;41;464;72;78;300;551178;199720;145697;0;551351;0;0;467650;10064419317;0;200911;10413;46843;0;
171;0;0;190225;368791;178373;79840;286131;108;143;855;0;1047;1;0;0;44;0;3;0;7;0;4;13;99;994;14;37;566;78;87;330;0;0;45;0;0;2;0;0;0;0;0;0;11;33;495;81;77;283;551509;199799;145931;0;551385;0;0;273096;10064470187;0;201001;10413;46753;0;
172;0;0;190225;368791;178373;79840;286131;89;87;881;0;1004;3;1;0;30;0;1;0;4;0;14;13;76;968;17;28;523;75;82;291;0;0;32;0;0;5;0;0;0;0;0;0;10;29;503;47;81;290;551340;199732;145802;0;551137;0;0;479834;10064592955;0;201145;10413;46609;0;
173;0;0;190225;368791;178373;79840;286130;105;96;905;0;1059;1;1;0;25;0;2;0;3;0;15;14;72;1020;10;35;625;72;78;345;0;1;44;0;0;4;0;0;0;0;0;1;6;26;503;70;72;338;551633;199726;145891;0;551017;0;0;251590;10064653699;0;201455;10413;46299;0;
