Days;Hours;Minutes;Students;StudentsInfected;Workers;WorkersInfected;OccupiedWorkers;OccupiedWorkersInfected;EssentialJobWorkers;EssentialJobWorkersInfected;Retired;RetiredInfected;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;StudentsExposedByStudent;WorkersExposedByStudent;RetiredExposedByStudent;StudentsExposedByWorker;WorkersExposedByWorker;RetiredExposedByWorker;StudentsExposedByRetired;WorkersExposedByRetired;RetiredExposedByRetired;StudentsExposedTwice;StudentsExposedThriceOrMore;WorkersExposedTwice;WorkersExposedThriceOrMore;RetiredExposedTwice;RetiredExposedThriceOrMore;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;MinutesAtWorkWorkerSusceptible;MinutesAtSchoolWorkerSusceptible;MinutesAtHomeWorkerSusceptible;MinutesAtFriendHomeWorkerSusceptible;MinutesAtGymWorkerSusceptible;MinutesAtPubWorkerSusceptible;MinutesAtWorkStudentSusceptible;MinutesAtSchoolStudentSusceptible;MinutesAtHomeStudentSusceptible;MinutesAtFriendHomeStudentSusceptible;MinutesAtGymStudentSusceptible;MinutesAtPubStudentSusceptible;MinutesAtWorkRetiredSusceptible;MinutesAtSchoolRetiredSusceptible;MinutesAtHomeRetiredSusceptible;MinutesAtFriendHomeRetiredSusceptible;MinutesAtGymRetiredSusceptible;MinutesAtPubRetiredSusceptible;MinutesAtWorkWorkerInfected;MinutesAtSchoolWorkerInfected;MinutesAtHomeWorkerInfected;MinutesAtFriendHomeWorkerInfected;MinutesAtGymWorkerInfected;MinutesAtPubWorkerInfected;MinutesAtWorkStudentInfected;MinutesAtSchoolStudentInfected;MinutesAtHomeStudentInfected;MinutesAtFriendHomeStudentInfected;MinutesAtGymStudentInfected;MinutesAtPubStudentInfected;MinutesAtWorkRetiredInfected;MinutesAtSchoolRetiredInfected;MinutesAtHomeRetiredInfected;MinutesAtFriendHomeRetiredInfected;MinutesAtGymRetiredInfected;MinutesAtPubRetiredInfected;
10;0;0;196560;396;381024;616;183703;308;82424;126;308415;1732;669;1046;6572;0;5210;12;79;0;48;0;2752;0;7;0;179;103;34;142;26;72;106;540;940;6324;0;0;0;0;0;0;2;12;147;75;82;171;1;1;83;0;0;1;0;0;0;0;0;1;0;0;3;4;3;5;6.578785E+07;0;1.84042E+08;0;8455738;4.99393E+07;0;5.081979E+07;1.248908E+08;0;1.164843E+07;3.561912E+07;0;0;5.407355E+08;0;2.577377E+07;8.171854E+07;41790;0;313926;0;6242;35010;0;61070;216012;0;12498;46148;0;0;4717348;0;80050;356990;
11;0;0;196560;489;381024;763;183703;380;82424;163;308413;2263;1073;720;5036;0;4767;14;98;0;20;0;1775;0;9;0;146;156;45;132;27;53;77;890;622;4827;0;0;0;0;0;0;1;18;253;95;135;293;0;5;120;0;0;2;0;0;1;0;0;1;0;2;2;3;4;11;6.484992E+07;0;1.275645E+08;0;2.090144E+07;4.38201E+07;0;5.09923E+07;1.268252E+08;0;8596858;3.96627E+07;0;0;4.880894E+08;0;2.256052E+07;6.521854E+07;59522;0;311032;0;18714;53540;0;81392;275348;0;14544;81732;0;0;6908994;0;123876;406244;
12;0;0;196560;640;381024;975;183703;500;82424;213;308407;3165;1500;2880;16413;0;15286;36;81;0;7;0;4934;1;7;0;441;208;232;1163;44;196;177;1248;2452;15073;0;0;0;0;0;0;9;39;493;153;187;438;3;6;245;0;0;8;0;0;0;0;0;6;0;2;9;11;12;14;6.570817E+07;0;1.802392E+08;0;8911168;5.079999E+07;0;5.049146E+07;1.268529E+08;0;1.122229E+07;3.58104E+07;0;0;5.283513E+08;0;2.252371E+07;8.036983E+07;92060;0;497192;0;15316;135460;0;116796;367712;0;24330;115248;0;0;9211124;0;138940;822646;
13;0;0;196559;894;381022;1272;183702;669;82424;288;308389;4551;2478;2046;13623;0;13569;41;177;0;0;0;3826;2;21;0;511;408;273;2173;127;204;182;1943;1569;11268;0;0;0;0;0;0;8;39;768;259;283;684;3;8;380;0;0;17;1;1;3;0;1;15;0;3;16;12;20;32;6.509242E+07;0;1.284871E+08;0;1.882748E+07;4.407437E+07;0;5.071594E+07;1.250684E+08;0;8598036;3.970431E+07;0;0;4.675809E+08;0;2.458823E+07;6.525494E+07;151178;0;588376;0;38662;187470;0;182572;508400;0;34494;206682;0;0;1.32193E+07;0;345888;1067320;
14;0;0;196558;1185;381021;1650;183702;874;82424;386;308353;6806;2516;4639;16895;0;15152;75;207;0;0;0;7773;2;33;0;808;421;460;1247;134;504;632;1961;3675;15016;0;0;0;0;0;0;6;61;1221;310;358;1146;1;4;573;0;0;17;1;1;19;0;0;17;1;1;31;23;39;45;6.621816E+07;0;1.876329E+08;0;9632848;4.963204E+07;0;5.01757E+07;1.278975E+08;0;1.099504E+07;3.613806E+07;0;0;5.197824E+08;0;1.980686E+07;7.670531E+07;241570;0;972960;0;42814;400918;0;268256;697656;0;60430;309576;0;0;1.79212E+07;0;298294;2227676;
15;0;0;196558;1651;381021;2252;183702;1223;82424;528;308303;10415;3871;3640;12371;0;11251;132;330;0;0;0;6851;2;81;0;1235;688;449;475;376;686;795;2807;2505;11101;0;0;0;0;0;0;11;89;2002;503;575;1769;7;16;1051;0;2;22;0;0;33;0;0;17;3;7;43;45;55;69;6.581108E+07;0;1.330999E+08;0;1.766105E+07;4.467065E+07;0;5.023864E+07;1.252015E+08;0;8803298;3.890936E+07;0;0;4.432136E+08;0;2.64936E+07;6.707607E+07;382360;0;1165066;0;99146;545312;0;414330;950618;0;70640;533102;0;0;2.588772E+07;0;927496;3138104;
16;0;0;196558;2348;381017;3060;183700;1709;82424;743;308237;15887;3059;5372;8160;0;5261;239;484;0;3;0;9378;5;209;0;1012;789;658;624;233;982;593;2037;3732;6943;0;0;0;0;0;0;23;109;3093;726;801;2614;7;19;1608;1;0;19;0;4;48;0;0;18;1;12;76;51;86;93;6.625505E+07;0;1.747992E+08;0;9652406;4.631621E+07;0;4.966454E+07;1.248903E+08;0;1.070272E+07;3.525114E+07;0;0;4.965034E+08;0;1.721935E+07;6.932866E+07;613520;0;1740560;0;98474;965058;0;640632;1359592;0;149900;864680;0;0;3.705216E+07;0;788224;5480170;
17;0;0;196558;3421;381016;4401;183699;2496;82424;1095;308159;24027;5799;5905;7431;0;4957;469;784;0;0;0;10115;1;211;0;2598;1368;743;745;549;1652;729;3882;3510;5957;0;0;0;0;0;0;28;197;4576;1111;1239;3858;5;31;2325;0;0;12;0;1;67;0;0;11;1;11;69;65;83;147;6.540736E+07;0;1.32126E+08;0;1.845628E+07;4.310736E+07;0;4.947511E+07;1.245594E+08;0;9053732;3.837988E+07;0;0;4.243984E+08;0;2.546382E+07;6.526544E+07;951528;0;2256904;0;254328;1434724;0;980862;2039258;0;189160;1473862;0;0;5.652592E+07;0;2117568;7898632;
18;0;0;196558;4970;381015;6389;183699;3628;82423;1599;308064;34510;4497;8259;6281;0;6310;649;1152;0;0;0;8909;6;418;0;1593;1637;1298;893;516;2259;836;2344;4702;4552;0;0;0;0;0;0;35;314;6042;1590;1776;4801;10;58;3064;1;0;14;0;1;91;0;0;4;0;15;99;76;86;166;6.537846E+07;0;1.736338E+08;0;9751576;4.527697E+07;0;4.871982E+07;1.253175E+08;0;1.039036E+07;3.448446E+07;0;0;4.685856E+08;0;1.507544E+07;6.041615E+07;1465488;0;3542018;0;297442;2479418;0;1472998;3053362;0;344014;2088478;0;0;8.363722E+07;0;1929456;1.141209E+07;
19;0;0;196558;6924;381013;8871;183699;5061;82423;2237;307945;46605;5892;8080;7162;0;7710;1007;1740;0;1;0;6924;12;355;0;3385;2349;1212;1145;732;3020;1149;2811;3848;4868;0;0;0;0;0;0;37;360;6829;2016;2249;5700;11;55;3558;0;0;0;0;2;116;0;0;3;4;12;111;95;113;204;6.392814E+07;0;1.339134E+08;0;1.686931E+07;4.25657E+07;0;4.821585E+07;1.222563E+08;0;8706694;3.606041E+07;0;0;3.974277E+08;0;2.222861E+07;5.644342E+07;2076604;0;4776692;0;462332;3311760;0;2111324;4261896;0;391930;3211942;0;0;1.192724E+08;0;3771240;1.555314E+07;
20;0;0;196556;9478;381009;12173;183697;6923;82423;3165;307786;58604;5793;9743;6519;0;11546;1407;2393;0;0;0;3967;6;520;0;2216;3004;1710;1143;753;3748;1401;2036;4285;3975;0;0;0;0;0;0;62;482;6545;2608;2976;6065;22;108;3349;0;0;6;2;4;154;0;0;5;0;20;139;114;132;313;6.345769E+07;0;1.746177E+08;0;9830824;4.229918E+07;0;4.720892E+07;1.237089E+08;0;9957372;3.256621E+07;0;0;4.182139E+08;0;1.323078E+07;4.998376E+07;2949136;0;7331476;0;632906;4808268;0;2927628;5871500;0;686256;4242154;0;0;1.678715E+08;0;3266974;1.903763E+07;
21;0;0;196555;12551;381004;16258;183696;9273;82422;4218;307530;69350;7425;11404;9271;0;15198;1941;3183;0;0;0;2720;27;454;0;4577;3931;2016;1845;1096;5079;1959;2398;4309;5467;0;0;0;0;0;0;65;628;5885;3162;3670;5844;28;123;3010;0;0;6;1;5;253;0;0;3;2;22;265;151;186;462;6.18565E+07;0;1.360401E+08;0;1.572257E+07;3.996107E+07;0;4.624609E+07;1.194438E+08;0;8517446;3.327838E+07;0;0;3.740983E+08;0;2.010676E+07;4.487454E+07;3923394;0;9448246;0;913204;6400740;0;3910034;7777228;0;738924;6233890;0;0;2.126823E+08;0;5413262;2.390689E+07;
22;0;0;196551;16096;380998;21078;183693;11990;82421;5470;307150;78161;8169;14912;9553;0;21023;2421;3766;0;0;0;1623;30;1252;0;2519;4627;2777;1909;1335;6347;2369;2207;5788;5275;0;0;0;0;0;0;77;751;4763;3705;4378;5508;34;148;2358;0;0;3;4;6;374;0;0;6;2;29;370;231;274;710;6.100654E+07;0;1.644762E+08;0;1.00339E+07;3.797234E+07;0;4.491349E+07;1.181942E+08;0;9397866;2.950834E+07;0;0;3.841041E+08;0;1.214147E+07;4.091678E+07;5125002;0;1.353864E+07;0;1122934;8070330;0;5033420;9980482;0;1175358;7153750;0;0;2.807684E+08;0;4318856;2.735269E+07;
23;0;0;196547;20188;380994;26740;183691;15140;82421;6887;306530;84672;9314;16477;10788;0;23318;2880;4133;0;0;0;1183;56;579;0;4430;5115;3155;2184;1677;7332;2598;2522;5990;6006;0;0;0;0;0;0;129;1041;3898;4346;5077;4848;47;195;1952;0;1;12;4;4;611;0;0;9;8;57;584;371;395;1031;5.923115E+07;0;1.316874E+08;0;1.566114E+07;3.563604E+07;0;4.365786E+07;1.163054E+08;0;8240860;2.921799E+07;0;0;3.634273E+08;0;1.750551E+07;3.524799E+07;6405396;0;1.698277E+07;0;1522916;9817270;0;6337638;1.249787E+07;0;1223740;9886708;0;0;3.169219E+08;0;6172686;3.015254E+07;
24;0;0;196542;24761;380973;33381;183680;18627;82415;8489;305571;89088;9757;19767;10091;0;28423;3113;4227;0;0;0;1163;34;915;0;1740;5314;4182;2235;1830;8236;2762;2613;7349;5094;0;0;0;0;0;0;151;1400;3700;4969;5895;4153;76;280;1838;0;1;11;5;21;949;0;0;10;14;61;877;528;572;1601;5.791092E+07;0;1.575635E+08;0;9367876;3.447992E+07;0;4.204346E+07;1.140257E+08;0;8689392;2.612387E+07;0;0;3.91486E+08;0;1.108929E+07;3.479272E+07;7884870;0;2.330536E+07;0;1824044;1.195079E+07;0;7784536;1.590637E+07;0;1809660;1.067156E+07;0;0;3.962252E+08;0;4761486;3.385538E+07;
25;0;0;196538;29568;380950;40795;183673;22288;82409;10068;304227;91696;10596;20140;11409;0;30390;2849;4328;0;0;0;952;60;807;0;2759;5554;4420;2601;2157;8336;2984;2885;7384;5824;0;0;0;0;0;0;203;1862;4029;5323;6486;3516;68;361;2066;2;0;14;4;23;1333;0;0;11;14;104;1292;701;807;2301;5.575531E+07;0;1.300438E+08;0;1.37943E+07;3.257447E+07;0;4.054784E+07;1.097666E+08;0;7549078;2.560938E+07;0;0;3.738833E+08;0;1.550004E+07;3.100955E+07;9227534;0;2.861598E+07;0;2123244;1.433291E+07;0;9293614;1.981336E+07;0;1732538;1.349743E+07;0;0;4.052594E+08;0;6667524;3.254355E+07;
26;0;0;196529;34764;380910;49395;183657;26115;82398;11909;302380;92903;10245;21532;10303;0;32844;2798;3810;0;0;0;739;39;754;0;1096;5082;5038;2470;2364;8647;3059;2799;7847;4774;0;0;0;0;0;0;256;2527;4720;6026;7390;3171;96;467;2378;1;2;12;9;40;1836;0;0;11;15;146;1779;1062;1131;3058;5.431394E+07;0;1.564691E+08;0;9196310;3.108664E+07;0;3.87602E+07;1.078395E+08;0;7932394;2.345433E+07;0;0;4.180188E+08;0;1.010311E+07;3.193445E+07;1.073187E+07;0;3.898528E+07;0;2432272;1.501842E+07;0;1.091164E+07;2.485654E+07;0;2499910;1.365235E+07;0;0;4.708001E+08;0;4762744;3.383829E+07;
27;0;0;196516;40478;380874;59627;183637;30363;82389;13784;300059;92906;9744;20054;9925;0;30622;2565;3404;0;0;0;652;56;624;0;1800;4711;4882;2254;2392;8225;2879;2641;6947;4792;0;0;0;0;0;0;344;3337;5499;6785;8645;2932;134;660;2796;1;3;9;13;36;2312;0;0;9;22;199;2177;1380;1515;3930;5.227573E+07;0;1.27644E+08;0;1.211515E+07;2.983571E+07;0;3.6959E+07;1.021256E+08;0;6962930;2.303173E+07;0;0;4.170054E+08;0;1.525623E+07;3.152404E+07;1.22593E+07;0;4.737235E+07;0;2742636;1.620504E+07;0;1.268195E+07;3.037929E+07;0;2394208;1.564001E+07;0;0;4.512152E+08;0;7536298;3.117521E+07;
28;0;0;196505;46483;380819;71066;183609;34961;82383;15809;297355;92303;8390;19063;8630;0;29184;2243;2700;0;0;0;464;34;765;0;693;3907;4878;2234;2171;7662;2627;2312;6523;3769;0;0;0;0;0;0;410;4131;6463;7453;9761;2851;161;780;3206;0;2;8;11;55;2696;0;0;8;18;282;2609;1829;2116;4604;5.024011E+07;0;1.416099E+08;0;9242926;2.87675E+07;0;3.49463E+07;9.594374E+07;0;7144518;2.146136E+07;0;0;4.825429E+08;0;9931310;3.313159E+07;1.378227E+07;0;6.251618E+07;0;3077384;1.570751E+07;0;1.451814E+07;3.73721E+07;0;3256308;1.504878E+07;0;0;4.81456E+08;0;4846274;2.965728E+07;
29;0;0;196488;52961;380735;84012;183575;39880;82361;18094;294431;91503;7357;16614;7383;0;25599;1912;2104;0;0;0;399;72;546;0;722;3238;4548;1934;2191;6997;2425;1928;5069;3024;0;0;0;0;0;0;470;4807;7047;8393;11200;2877;183;905;3663;0;5;14;17;84;2914;0;0;10;31;361;2732;2337;2616;5068;4.785633E+07;0;1.250522E+08;0;1.12126E+07;2.84673E+07;0;3.289315E+07;9.10257E+07;0;6281186;2.17015E+07;0;0;4.932385E+08;0;1.429481E+07;3.386918E+07;1.546001E+07;0;7.564952E+07;0;3591504;1.662696E+07;0;1.65023E+07;4.542586E+07;0;3173410;1.71045E+07;0;0;4.557989E+08;0;7269238;2.608494E+07;
30;0;0;196459;59321;380621;98021;183522;45221;82338;20507;291462;90483;5961;15539;6270;0;23708;1511;1488;0;0;0;250;41;427;0;345;2461;4393;1730;1954;6510;2121;1546;4636;2419;0;0;0;0;0;0;540;5565;7219;8810;12249;2969;210;1010;3731;0;0;0;29;114;2963;0;0;6;45;498;2754;2916;3193;5485;4.534532E+07;0;1.367584E+08;0;8140270;2.783337E+07;0;3.076324E+07;8.463837E+07;0;6364838;2.057285E+07;0;0;5.826371E+08;0;9283844;3.705045E+07;1.714386E+07;0;9.881026E+07;0;3501728;1.62825E+07;0;1.84392E+07;5.431964E+07;0;4022524;1.623012E+07;0;0;4.61457E+08;0;4585134;2.42552E+07;
31;0;0;196435;65466;380478;112734;183464;50968;82300;22828;288749;90240;4856;12175;5037;0;18832;1197;1073;0;0;0;208;51;490;0;217;1921;3597;1407;1699;5153;1729;1236;3425;1901;0;0;0;0;0;0;538;6021;7328;9108;13281;2944;195;1197;3729;0;2;7;24;143;2708;0;0;5;56;608;2566;3421;3838;5236;4.25626E+07;0;1.222118E+08;0;9832136;2.733118E+07;0;2.874028E+07;7.94965E+07;0;5391802;2.109805E+07;0;0;5.923978E+08;0;1.260036E+07;3.803838E+07;1.876747E+07;0;1.180326E+08;0;4429652;1.656217E+07;0;2.029744E+07;6.302701E+07;0;3765298;1.720838E+07;0;0;4.557801E+08;0;6315418;2.05853E+07;
32;0;0;196390;71120;380261;126835;183364;56308;82251;25208;286228;90055;3918;10719;4454;0;16820;940;746;0;0;0;131;27;283;0;144;1481;3117;1262;1473;4641;1662;964;2961;1530;0;0;0;0;0;0;534;6286;7171;9187;13396;2797;183;1187;3716;0;2;8;45;216;2512;0;1;9;75;748;2534;3947;4616;5098;4.008074E+07;0;1.346922E+08;0;7139298;2.754341E+07;0;2.685621E+07;7.42652E+07;0;5619792;2.020503E+07;0;0;6.903492E+08;0;8992950;3.964736E+07;2.036982E+07;0;1.503806E+08;0;3849348;1.638093E+07;0;2.20075E+07;7.22269E+07;0;4703430;1.640042E+07;0;0;4.695945E+08;0;4216492;1.764122E+07;
33;0;0;196323;75941;379999;139530;183236;61070;82200;27259;283902;90520;3059;8046;3214;0;12590;670;488;0;0;0;74;43;370;0;84;1081;2426;965;1222;3516;1105;756;2104;1144;0;0;0;0;0;0;521;6129;6990;8887;13305;2599;188;1193;3738;1;0;7;67;262;2320;0;0;6;97;1069;2251;4423;5408;4547;3.754071E+07;0;1.284197E+08;0;8635000;2.676963E+07;0;2.52724E+07;7.040561E+07;0;4798038;2.132022E+07;0;0;7.069001E+08;0;1.135698E+07;4.332223E+07;2.158162E+07;0;1.728468E+08;0;4986492;1.531313E+07;0;2.346654E+07;8.085201E+07;0;4374234;1.702715E+07;0;0;4.895991E+08;0;5828014;1.556592E+07;
34;0;0;196243;79019;379668;149900;183085;64906;82127;28964;281671;90313;2279;6831;2683;0;10655;473;284;0;0;0;57;29;210;0;85;715;1999;759;1038;2975;945;526;1857;979;0;0;0;0;0;0;448;5735;6059;7949;12583;2420;168;1068;3165;0;3;12;79;331;2225;1;0;6;111;1432;2279;5128;6185;4176;3.545175E+07;0;1.470328E+08;0;6803424;2.727302E+07;0;2.41767E+07;6.778438E+07;0;5140348;2.044382E+07;0;0;8.03035E+08;0;9222948;4.056589E+07;2.253631E+07;0;2.078337E+08;0;4392622;1.513983E+07;0;2.441342E+07;8.630262E+07;0;5168784;1.596045E+07;0;0;5.207716E+08;0;4078730;1.249186E+07;
