Days;Hours;Minutes;Students;Workers;OccupiedWorkers;EssentialJobWorkers;Retired;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;StudentsExposedByStudent;WorkersExposedByStudent;RetiredExposedByStudent;StudentsExposedByWorker;WorkersExposedByWorker;RetiredExposedByWorker;StudentsExposedByRetired;WorkersExposedByRetired;RetiredExposedByRetired;StudentsExposedTwice;StudentsExposedThriceOrMore;WorkersExposedTwice;WorkersExposedThriceOrMore;RetiredExposedTwice;RetiredExposedThriceOrMore;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork;
10;0;0;190324;368930;177852;80132;298655;9;9;257;0;273;1;0;0;0;0;1;0;0;0;0;0;0;0;0;5;0;9;4;257;0;0;0;0;0;0;3;4;116;14;25;84;0;3;55;0;0;1;0;0;0;0;0;1;0;0;2;1;2;3;573613;201309;144055;0;573299;0;0;26420;10066851585;0;213009;10208;34603;0;
11;0;0;190324;368930;177852;80132;298653;14;14;1274;0;1279;2;0;0;0;0;1;0;8;0;12;0;0;0;0;2;0;14;12;1274;0;0;0;0;0;0;4;5;169;9;16;126;0;2;85;0;0;3;0;0;0;0;0;2;0;0;9;1;7;8;570882;199936;146819;0;568405;0;0;15446;10066008011;0;209968;10208;37644;0;
12;0;0;190324;368930;177852;80132;298645;5;2;139;0;134;0;0;0;0;0;2;0;8;0;2;0;0;0;0;0;0;5;2;139;0;0;0;0;0;0;3;4;282;20;27;165;3;0;141;0;0;6;0;0;2;0;0;6;0;3;12;5;2;12;571825;201100;144559;0;570533;0;0;16954;10064732693;0;206413;10208;41199;0;
13;0;0;190324;368929;177852;80132;298629;5;9;180;0;147;1;1;0;0;0;1;1;17;0;26;1;0;2;0;1;0;4;8;178;0;0;0;0;0;0;4;7;301;21;31;206;2;0;143;0;0;9;0;1;10;0;0;6;1;3;21;4;5;18;569822;199508;146991;0;567048;0;0;18038;10063701035;0;202632;10208;44980;0;
14;0;0;190324;368928;177852;80132;298587;8;3;99;0;73;0;0;0;0;0;1;0;20;0;16;0;0;0;0;0;0;8;3;99;0;0;0;0;0;0;7;10;343;28;32;215;1;1;148;0;0;28;0;0;21;0;1;21;2;5;42;12;11;42;570175;200556;144785;0;569078;0;0;25132;10063251569;0;201263;10208;46350;0;
15;0;0;190323;368928;177852;80132;298535;3;2;152;0;105;1;1;0;0;0;1;1;24;0;24;1;0;1;0;1;0;2;1;151;0;0;0;0;0;0;4;5;348;25;21;232;1;3;153;0;0;22;1;0;34;0;0;18;1;4;52;13;17;61;569530;199535;147019;0;566640;0;0;30214;10063136219;0;200716;10208;46898;0;
16;0;0;190323;368926;177850;80132;298457;68;96;1064;0;1149;1;3;0;1;0;0;0;56;0;18;3;2;3;3;4;5;62;90;1056;0;0;0;0;0;0;6;11;351;15;11;212;0;1;160;0;0;14;0;2;67;0;0;11;3;9;60;18;14;62;569460;200613;145327;0;569258;0;0;26512;10063351771;0;201362;10208;46253;0;
17;0;0;190322;368924;177849;80132;298391;53;70;936;0;1022;1;4;0;1;0;0;1;20;0;10;4;12;6;3;1;1;46;57;929;0;0;0;0;0;0;2;4;288;17;9;204;0;1;131;0;0;11;1;1;58;0;1;8;0;6;81;13;18;80;569423;199490;147109;0;567689;0;0;26096;10063666633;0;202006;10208;45609;0;
18;0;0;190322;368923;177849;80131;298309;92;77;586;0;734;0;1;0;0;0;3;1;12;0;4;2;0;1;0;2;0;90;75;585;0;0;0;0;0;0;0;2;258;13;7;168;0;0;123;0;0;5;0;1;78;0;0;4;3;6;75;13;18;89;568572;200520;145496;0;567929;0;0;26340;10063976895;0;203398;10208;44217;0;
19;0;0;190322;368921;177848;80131;298221;25;26;114;0;142;0;0;0;1;0;0;0;16;0;6;0;0;0;1;2;1;24;24;113;0;0;0;0;0;0;0;2;212;7;11;135;0;1;106;0;0;4;0;2;86;0;0;2;4;5;87;17;16;120;569008;199430;147157;0;567991;0;0;27002;10064423975;0;204220;10208;43395;0;
20;0;0;190322;368921;177848;80131;298122;23;27;35;0;65;0;3;0;0;0;2;1;10;0;4;3;0;0;0;1;0;20;26;35;0;0;0;0;0;0;3;3;234;16;16;119;0;2;114;0;0;2;0;0;97;0;0;2;1;6;88;13;18;101;568301;200544;145519;0;567401;0;0;31256;10064599231;0;205280;10208;42335;0;
21;0;0;190322;368919;177847;80131;298018;11;21;99;0;65;0;1;0;0;0;3;0;11;0;51;1;0;0;2;6;0;8;15;99;0;0;0;0;0;0;1;11;307;24;25;148;0;2;141;0;0;7;0;2;98;0;0;6;4;2;100;16;28;145;568286;199878;147140;0;566969;0;0;28734;10064635359;0;205377;10208;42238;0;
22;0;0;190319;368918;177846;80131;297880;9;27;85;0;66;2;0;0;0;0;3;0;21;0;29;0;0;1;2;8;2;7;19;82;0;0;0;0;0;0;4;18;356;36;28;212;0;3;185;0;1;11;3;1;127;0;0;11;2;7;131;18;22;151;568082;200492;145786;0;567367;0;0;46286;10065118679;0;206492;10208;41123;0;
23;0;0;190316;368917;177846;80130;297724;31;80;591;0;656;1;0;0;0;0;7;1;11;0;26;0;6;0;0;1;2;31;73;589;0;0;0;0;0;0;6;16;404;39;44;181;1;2;205;1;1;18;3;1;142;0;0;14;4;7;127;18;22;189;568037;199920;147135;0;567106;0;0;63542;10065021787;0;206342;10208;41273;0;
24;0;0;190316;368916;177846;80129;297590;106;127;1860;0;2028;0;7;0;0;0;15;0;23;0;20;7;6;0;0;3;1;99;118;1859;0;0;0;0;0;0;4;14;308;38;34;171;0;3;154;0;1;15;0;1;120;0;0;14;2;4;161;21;27;210;566683;200397;145822;0;567102;0;0;55394;10065138167;0;206232;10208;41383;0;
25;0;0;190315;368916;177846;80129;297438;58;48;177;0;250;0;5;0;0;0;7;0;8;0;13;5;0;1;0;5;3;53;43;173;0;0;0;0;0;0;11;13;215;29;35;131;4;3;114;0;0;12;1;0;141;0;0;11;2;5;151;22;19;204;567678;199899;147006;0;567341;0;0;35882;10064634839;0;205095;10208;42520;0;
26;0;0;190315;368915;177846;80128;297277;45;52;80;0;164;2;1;0;0;0;5;0;4;0;1;1;2;1;4;5;4;40;45;75;0;0;0;0;0;0;5;11;176;36;19;91;1;1;78;0;0;16;0;1;149;0;0;12;3;5;178;28;21;175;565348;200652;145703;0;566058;0;0;42470;10064560463;0;205037;10208;42578;0;
27;0;0;190315;368913;177846;80127;297126;20;25;67;0;85;1;6;0;0;0;5;1;8;0;6;6;0;1;2;3;2;12;22;64;0;0;0;0;0;0;2;9;133;20;36;89;0;1;70;0;1;7;0;2;143;0;0;8;3;4;133;14;13;193;567019;200100;146891;0;566661;0;0;38418;10064603255;0;204786;10208;42829;0;
28;0;0;190315;368910;177843;80127;296999;27;57;61;0;113;3;6;0;0;0;6;0;3;0;14;6;1;1;4;6;1;17;50;59;0;0;0;0;0;0;3;24;263;27;32;146;2;6;145;0;0;5;0;3;123;0;0;4;2;2;125;19;11;183;564422;200402;145903;0;565904;0;0;39980;10064600975;0;204684;10208;42931;0;
29;0;0;190315;368909;177843;80126;296856;32;54;88;0;126;4;5;0;0;0;11;0;4;0;24;5;0;1;1;7;2;26;47;85;0;0;0;0;0;0;3;21;395;39;37;210;2;5;223;0;0;3;0;1;140;0;0;3;2;6;137;12;16;164;567040;200074;146824;0;566248;0;0;44174;10064451507;0;204110;10208;43505;0;
30;0;0;190315;368907;177842;80126;296706;95;155;1922;0;2140;2;3;0;0;0;19;0;1;0;7;3;0;0;1;8;4;91;147;1918;0;0;0;0;0;0;8;23;414;49;47;213;0;5;222;0;1;7;0;2;142;0;0;8;3;9;167;24;25;152;564583;200382;145723;0;565213;0;0;44522;10064355915;0;203518;10208;44097;0;
31;0;0;190315;368904;177841;80125;296536;120;120;1038;0;1220;2;5;0;0;0;11;1;9;0;30;6;1;0;2;4;0;112;115;1038;0;0;0;0;0;0;6;21;359;40;36;169;2;2;185;0;0;2;0;3;167;0;0;3;2;6;141;25;29;151;567121;200152;146717;0;566457;0;0;45850;10064037975;0;203066;10208;44549;0;
32;0;0;190315;368902;177840;80125;296366;143;224;2465;0;2792;4;5;0;0;0;12;0;5;0;14;5;1;0;2;9;3;136;214;2462;0;0;0;0;0;0;8;18;199;35;33;135;2;3;94;0;0;15;0;1;160;0;1;10;7;8;151;27;21;173;565080;200458;145847;0;564876;0;0;52450;10064226529;0;203496;10208;44119;0;
33;0;0;190315;368901;177840;80124;296208;104;121;864;0;1026;3;4;0;0;0;13;0;7;0;36;6;10;3;5;5;1;93;106;860;0;0;0;0;0;0;5;16;178;37;44;87;1;3;80;1;0;18;0;1;146;0;0;12;4;7;144;27;33;160;566509;199994;146677;0;565880;0;0;92164;10064430525;0;203755;10208;43860;0;
34;0;0;190315;368899;177838;80124;296066;75;101;338;0;470;3;1;0;0;0;10;0;15;0;15;1;1;2;1;5;3;73;95;333;0;0;0;0;0;0;1;25;247;45;33;144;0;6;104;0;0;14;0;2;131;0;0;11;5;17;116;35;27;164;565293;200532;145992;0;564511;0;0;49762;10064332993;0;203880;10208;43735;0;
35;0;0;190312;368897;177836;80124;295952;113;127;1018;0;1112;3;2;0;0;0;17;0;17;0;107;3;3;0;3;8;13;107;116;1005;0;0;0;0;0;0;10;27;429;48;60;204;3;9;198;2;1;10;3;2;106;0;0;8;2;11;125;38;33;141;566477;200130;146614;0;565182;0;0;51240;10064317843;0;203425;10208;44190;0;
36;0;0;190309;368895;177836;80123;295833;195;277;2848;0;3195;2;0;0;0;0;28;0;13;0;82;2;3;5;1;10;2;192;264;2841;0;0;0;0;0;0;14;30;644;71;77;324;4;4;321;0;0;13;3;2;110;0;0;9;3;16;112;32;32;117;564905;200277;145801;0;564792;0;0;53778;10064157183;0;203005;10208;44610;0;
37;0;0;190307;368892;177835;80122;295680;216;270;2804;0;2952;2;5;0;0;0;16;1;19;0;295;8;4;2;4;8;4;204;258;2798;0;0;0;0;0;0;14;33;788;85;104;355;3;6;386;0;0;8;2;3;147;0;0;6;4;9;108;22;36;152;566457;199926;146597;0;565583;0;0;56192;10064095805;0;202580;10208;45035;0;
38;0;0;190304;368887;177833;80120;295524;230;354;3918;0;4249;5;6;0;0;0;33;0;30;0;179;7;1;0;5;15;30;218;338;3888;0;0;0;0;0;0;8;47;904;98;105;390;7;9;477;0;0;4;3;5;153;0;0;3;3;21;139;31;31;151;564293;200426;145829;0;564436;0;0;54510;10063962561;0;202259;10208;45356;0;
39;0;0;190304;368878;177829;80120;295362;267;277;2454;0;2710;6;4;0;0;0;20;1;20;0;237;5;3;18;35;33;129;227;241;2307;0;0;0;0;0;0;15;44;811;88;103;368;4;6;411;0;0;10;0;8;155;0;1;7;1;11;128;41;40;160;565609;200107;146463;0;565048;0;0;55072;10063951751;0;202244;10208;45372;0;
40;0;0;190304;368877;177828;80120;295169;271;356;2990;0;3340;3;3;0;0;0;53;1;35;0;182;5;2;2;4;15;12;262;339;2976;0;0;0;0;0;0;15;36;888;98;98;437;5;8;464;0;1;7;0;1;185;0;0;8;6;14;133;46;37;166;563501;200250;145969;0;563581;0;0;74938;10064127527;0;202829;10208;44787;0;
