Days;Hours;Minutes;Students;Workers;OccupiedWorkers;EssentialJobWorkers;Retired;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;StudentsExposedByStudent;WorkersExposedByStudent;RetiredExposedByStudent;StudentsExposedByWorker;WorkersExposedByWorker;RetiredExposedByWorker;StudentsExposedByRetired;WorkersExposedByRetired;RetiredExposedByRetired;StudentsExposedTwice;StudentsExposedThriceOrMore;WorkersExposedTwice;WorkersExposedThriceOrMore;RetiredExposedTwice;RetiredExposedThriceOrMore;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork;
0;0;0;190324;368930;177728;80086;298656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;38;41;57;110;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9999999999;0;0;257814;0;0;
1;0;0;190324;368930;177728;80086;298656;379;663;1815;0;1913;1;1;1;4;0;936;0;1;0;0;69;140;44;131;281;107;179;242;1664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;560350;246229;162560;0;685101;91333;0;624;10040971837;0;131638;11241;114591;0;
2;0;0;190324;368930;177728;80086;298656;126;159;1398;0;1454;0;6;0;176;0;47;0;0;0;0;28;22;27;16;39;46;82;98;1325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;568615;202674;134240;0;642419;61481;0;2278;10065084269;0;202518;10323;44671;0;
3;0;0;190324;368930;177728;80086;298656;117;119;730;0;596;0;0;0;304;0;66;0;0;0;0;48;35;68;33;42;52;36;42;610;0;0;0;0;0;0;0;1;9;2;6;7;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;563185;203688;143903;0;583449;22;0;3454;10067436445;0;215877;10323;31322;0;
4;0;0;190324;368930;177728;80086;298656;49;113;879;0;875;0;0;0;56;0;106;0;0;0;4;5;5;6;6;20;41;38;88;832;0;0;0;0;0;0;2;1;53;14;11;36;0;0;0;1;0;31;0;0;0;0;0;0;0;0;0;0;0;0;583231;203508;140725;0;585891;0;0;7672;10069165547;0;221399;10323;25817;0;
5;0;0;190324;368930;177728;80086;298656;150;170;2747;0;2951;0;7;0;86;0;20;0;1;0;2;31;45;349;0;10;17;119;115;2381;0;0;0;0;0;0;5;9;145;47;84;129;0;0;0;1;0;62;0;0;0;0;0;0;0;0;0;1;0;1;571594;202328;145528;0;573002;0;0;10878;10068771817;0;218715;10323;28537;0;
6;0;0;190324;368930;177728;80086;298656;228;333;2193;0;2264;0;2;0;296;0;22;0;2;0;168;21;31;108;32;74;82;175;228;2003;0;0;0;0;0;0;5;24;313;94;145;221;1;5;142;0;0;4;0;0;0;0;0;0;0;0;2;0;4;1;583099;202905;142145;0;582248;0;0;10376;10068585331;0;219403;10323;27876;0;
7;0;0;190324;368930;177728;80086;298656;263;337;3304;0;3355;0;2;0;393;0;28;0;6;0;120;30;58;73;51;99;264;182;180;2967;0;0;0;0;0;0;12;33;500;96;181;343;3;5;219;0;0;0;0;0;0;0;0;0;0;7;3;1;2;4;573622;200702;145833;0;573588;0;0;15056;10067994677;0;216215;10323;31100;0;
8;0;0;190324;368930;177728;80086;298656;218;308;1845;0;1530;1;4;0;370;0;9;0;13;0;444;36;35;34;36;104;166;146;169;1645;0;0;0;0;0;0;13;30;579;121;189;418;5;5;269;0;0;0;0;0;0;0;0;0;2;2;4;10;7;14;576374;201652;143289;0;578022;0;0;20116;10067684949;0;216428;10323;30887;0;
9;0;0;190324;368930;177728;80086;298656;207;237;2251;0;2349;0;2;0;229;0;14;0;26;0;75;17;23;20;30;51;57;160;163;2174;0;0;0;0;0;0;10;32;754;134;145;420;2;3;358;0;0;0;0;0;0;0;0;0;4;3;10;10;26;14;571107;199913;146614;0;569887;0;0;13868;10067199159;0;213928;10323;33410;0;
10;0;0;190324;368930;177728;80086;298656;190;229;2277;0;2412;0;0;0;115;0;25;0;10;0;134;12;16;19;18;42;44;160;171;2214;0;0;0;0;0;0;11;41;1066;126;143;417;5;3;519;0;0;2;0;0;0;0;0;0;3;8;12;17;25;19;572962;201009;143975;0;572637;0;0;16972;10066752197;0;212762;10323;34578;0;
11;0;0;190324;368930;177728;80086;298651;172;150;2060;0;2254;1;0;0;22;0;23;0;33;0;49;1;4;6;2;24;48;169;122;2006;0;0;0;0;0;0;24;44;1395;128;180;458;3;7;760;0;0;4;0;0;2;0;0;3;8;9;13;17;31;30;570006;199573;146832;0;567444;0;0;15532;10065901897;0;209707;10323;37633;0;
12;0;0;190324;368930;177728;80086;298635;146;194;2321;0;2519;1;2;0;33;0;39;0;23;0;44;8;8;26;33;42;666;105;144;1629;0;0;0;0;0;0;23;46;1631;168;194;575;7;7;837;0;0;6;0;0;10;0;0;6;3;8;27;16;28;35;570552;200713;144482;0;569198;0;0;31580;10064629599;0;206138;10323;41202;0;
13;0;0;190324;368929;177728;80086;298608;180;204;2200;0;2424;0;4;0;6;0;65;0;40;0;45;8;3;8;31;32;220;141;169;1972;0;0;0;0;0;0;32;52;1684;176;228;623;12;12;856;0;0;17;0;1;13;0;0;14;3;7;38;23;41;65;568275;199198;146956;0;565389;0;0;34256;10063583665;0;202325;10323;45015;0;
14;0;0;190323;368926;177727;80084;298550;194;243;2305;0;2523;2;4;0;2;0;59;1;39;0;112;6;2;16;4;11;32;184;230;2257;0;0;0;0;0;0;30;53;1606;177;190;724;8;11;781;1;0;15;1;3;43;0;0;15;1;10;78;46;70;110;568114;200259;144779;0;566961;0;0;19664;10063095913;0;200848;10323;46493;0;
15;0;0;190320;368924;177726;80084;298453;225;221;2979;0;3219;3;3;0;2;0;89;1;39;0;69;4;1;6;5;28;116;216;192;2857;0;0;0;0;0;0;26;58;1568;188;195;768;8;16;739;0;0;18;3;2;86;0;0;11;6;13;146;58;93;167;567103;199157;147001;0;564017;0;0;25330;10062967135;0;200279;10323;47063;0;
16;0;0;190319;368920;177725;80084;298276;192;244;2111;0;2355;1;3;0;3;0;86;2;50;0;47;6;3;5;6;12;38;180;229;2068;0;0;0;0;0;0;21;53;1519;172;184;762;3;16;729;0;0;17;1;4;164;0;0;13;5;20;205;79;134;266;566501;200224;145212;0;566196;0;0;26666;10063241495;0;201118;10323;46225;0;
17;0;0;190314;368919;177725;80084;298029;299;369;3986;0;4409;1;6;0;8;0;108;0;36;0;86;11;8;20;30;49;326;258;312;3640;0;0;0;0;0;0;28;55;1463;147;163;762;6;9;684;0;1;14;5;1;236;0;0;11;7;24;277;108;164;300;565980;199164;147058;0;564154;0;0;25312;10063525219;0;201719;10323;45624;0;
18;0;0;190312;368917;177724;80083;297660;282;378;3564;0;3979;3;4;0;11;0;129;0;40;0;58;7;5;24;11;16;44;264;357;3496;0;0;0;0;0;0;28;64;1634;161;124;710;5;13;839;0;0;7;2;2;367;0;0;2;11;20;364;120;158;368;564733;200166;145410;0;563991;0;0;24776;10063875547;0;203158;10323;44186;0;
