Days;Hours;Minutes;Students;Workers;OccupiedWorkers;EssentialJobWorkers;Retired;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork;
0;0;0;190324;368930;178027;79999;298656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;38;41;57;110;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9999999999;0;0;258026;0;0;
1;0;2;190324;368930;178027;79999;298656;3;1;9;0;11;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;503643;247503;157776;0;671829;80122;0;660;10029771799;0;90269;10249;157234;0;
2;0;2;190324;368930;178027;79999;298656;0;15;33;0;44;0;0;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;581654;198660;87343;0;652642;71606;0;2290;10045786709;0;138298;7562;111872;0;
3;0;2;190324;368930;178027;79999;298656;2;18;23;0;33;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;590870;195594;121868;0;583361;397;0;5360;10047156809;0;142105;7562;108101;0;
4;0;2;190324;368930;178027;79999;298656;4;12;28;0;23;0;0;0;16;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;590772;192215;131928;0;593601;60;0;5630;10050366399;0;151762;7562;98458;0;
5;0;2;190324;368930;178027;79999;298656;6;19;17;0;9;0;0;0;33;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;593705;187835;143523;0;592170;0;0;11130;10049563419;0;148735;7562;101505;0;
6;0;2;190324;368930;178027;79999;298656;7;28;33;0;17;0;0;0;50;0;1;0;0;0;0;0;1;3;0;3;6;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;4;1;588433;194444;146328;0;591237;0;0;13680;10054539219;0;164069;7562;86172;0;
7;0;2;190324;368930;178027;79999;298656;14;14;20;0;15;0;0;0;33;0;0;0;0;0;0;0;1;4;2;2;8;0;0;0;0;0;1;0;0;0;0;0;0;1;1;4;2;8;3;590020;185813;148092;0;594981;0;0;14580;10056669049;0;170408;7562;79862;0;
8;0;2;190324;368930;178027;79999;298656;7;13;149;0;138;0;0;0;29;0;2;0;0;0;0;1;1;6;5;8;11;0;0;0;1;0;5;0;0;0;0;0;0;1;4;3;10;13;8;576857;196008;149344;0;586960;0;0;17010;10058469989;0;175598;7562;74681;0;
9;0;2;190324;368930;178027;79999;298656;8;12;27;0;21;0;0;0;25;0;1;0;0;0;0;0;0;8;2;12;10;0;0;0;0;0;4;0;0;0;0;0;0;5;10;7;11;10;15;589658;187047;147756;0;594983;0;0;20050;10061424869;0;184473;7562;65815;0;
