Days;Hours;Minutes;Students;StudentsInfected;Workers;WorkersInfected;OccupiedWorkers;OccupiedWorkersInfected;EssentialJobWorkers;EssentialJobWorkersInfected;Retired;RetiredInfected;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;StudentsExposedByStudent;WorkersExposedByStudent;RetiredExposedByStudent;StudentsExposedByWorker;WorkersExposedByWorker;RetiredExposedByWorker;StudentsExposedByRetired;WorkersExposedByRetired;RetiredExposedByRetired;StudentsExposedTwice;StudentsExposedThriceOrMore;WorkersExposedTwice;WorkersExposedThriceOrMore;RetiredExposedTwice;RetiredExposedThriceOrMore;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;MinutesAtWorkWorkerSusceptible;MinutesAtSchoolWorkerSusceptible;MinutesAtHomeWorkerSusceptible;MinutesAtFriendHomeWorkerSusceptible;MinutesAtGymWorkerSusceptible;MinutesAtPubWorkerSusceptible;MinutesAtWorkStudentSusceptible;MinutesAtSchoolStudentSusceptible;MinutesAtHomeStudentSusceptible;MinutesAtFriendHomeStudentSusceptible;MinutesAtGymStudentSusceptible;MinutesAtPubStudentSusceptible;MinutesAtWorkRetiredSusceptible;MinutesAtSchoolRetiredSusceptible;MinutesAtHomeRetiredSusceptible;MinutesAtFriendHomeRetiredSusceptible;MinutesAtGymRetiredSusceptible;MinutesAtPubRetiredSusceptible;MinutesAtWorkWorkerInfected;MinutesAtSchoolWorkerInfected;MinutesAtHomeWorkerInfected;MinutesAtFriendHomeWorkerInfected;MinutesAtGymWorkerInfected;MinutesAtPubWorkerInfected;MinutesAtWorkStudentInfected;MinutesAtSchoolStudentInfected;MinutesAtHomeStudentInfected;MinutesAtFriendHomeStudentInfected;MinutesAtGymStudentInfected;MinutesAtPubStudentInfected;MinutesAtWorkRetiredInfected;MinutesAtSchoolRetiredInfected;MinutesAtHomeRetiredInfected;MinutesAtFriendHomeRetiredInfected;MinutesAtGymRetiredInfected;MinutesAtPubRetiredInfected;
10;0;0;196560;63;381024;126;184180;56;82219;20;308416;882;10;9;49;0;27;0;0;0;0;0;41;0;0;0;0;0;0;0;2;1;7;8;8;42;0;0;0;0;0;0;1;11;171;11;16;89;0;0;87;0;0;0;0;0;0;0;0;0;0;2;0;1;1;3;6.587198E+07;0;1.844211E+08;0;8438606;5.010264E+07;0;5.089947E+07;1.248363E+08;0;1.17195E+07;3.569262E+07;0;0;5.410977E+08;0;2.576178E+07;8.198562E+07;9602;0;128258;0;1034;5110;0;16578;54058;0;5416;9434;0;0;2119034;0;30648;129368;
11;0;0;196560;81;381024;136;184180;63;82219;20;308415;1080;6;7;16;0;17;0;0;0;0;0;12;0;0;0;0;0;0;0;0;2;2;6;5;14;0;0;0;0;0;0;3;3;135;15;9;70;0;0;71;0;0;1;0;0;0;0;0;1;0;2;1;0;0;5;6.501173E+07;0;1.279191E+08;0;2.092429E+07;4.396234E+07;0;5.110028E+07;1.272376E+08;0;8551986;3.971435E+07;0;0;4.888916E+08;0;2.281022E+07;6.527675E+07;9378;0;131670;0;3340;7444;0;20554;81996;0;2002;13642;0;0;3248702;0;53302;118236;
12;0;0;196560;89;381024;144;184180;68;82219;21;308412;1260;1;11;33;0;20;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;1;11;33;0;0;0;0;0;0;0;1;117;11;8;77;0;0;64;0;0;3;0;0;0;0;0;3;1;1;2;2;0;9;6.583255E+07;0;1.811729E+08;0;8928746;5.08219E+07;0;5.06565E+07;1.273405E+08;0;1.128502E+07;3.599573E+07;0;0;5.305456E+08;0;2.252368E+07;8.09479E+07;10912;0;153900;0;992;8762;0;21960;68718;0;6048;14222;0;0;3925896;0;42942;151224;
13;0;0;196560;96;381024;152;184180;69;82219;24;308407;1414;16;2;27;0;13;0;0;0;0;0;32;0;0;0;0;0;0;1;1;0;1;15;2;25;0;0;0;0;0;0;0;5;90;9;10;81;0;3;39;0;1;3;0;0;1;0;0;4;0;1;8;2;6;4;6.53632E+07;0;1.28668E+08;0;1.892429E+07;4.435309E+07;0;5.089641E+07;1.256383E+08;0;8585334;3.993927E+07;0;0;4.71724E+08;0;2.504676E+07;6.599923E+07;12522;0;205914;0;3620;11488;0;24986;81266;0;2714;21362;0;0;5590146;0;58514;136006;
14;0;0;196560;108;381024;158;184180;76;82219;26;308397;1492;27;88;1024;0;1096;0;0;0;0;0;43;0;0;0;0;0;0;0;0;1;1;27;87;1023;0;0;0;0;0;0;0;4;60;15;8;51;0;0;24;0;1;7;0;0;1;0;0;9;0;0;15;3;6;8;6.65576E+07;0;1.883716E+08;0;9690796;5.007809E+07;0;5.049748E+07;1.286979E+08;0;1.107414E+07;3.644298E+07;0;0;5.280289E+08;0;1.99888E+07;7.87977E+07;13728;0;239986;0;1612;17304;0;28416;84688;0;7240;22740;0;0;6119624;0;41472;170722;
15;0;0;196560;111;381023;151;184179;71;82219;31;308383;1531;39;21;304;0;349;0;0;0;0;0;15;0;0;0;0;0;0;0;3;1;82;36;20;222;0;0;0;0;0;0;0;2;46;8;8;49;0;0;10;0;0;10;0;1;7;0;0;7;0;2;16;5;14;26;6.63771E+07;0;1.338798E+08;0;1.773993E+07;4.538085E+07;0;5.06462E+07;1.261882E+08;0;8843648;3.9315E+07;0;0;4.553918E+08;0;2.760994E+07;7.01125E+07;14456;0;233734;0;4126;14672;0;30166;106360;0;3962;29146;0;0;7801010;0;50106;162682;
16;0;0;196560;111;381023;143;184179;64;82219;32;308350;1524;17;17;74;0;81;0;0;0;2;0;23;0;0;0;2;1;0;1;1;0;0;15;17;73;0;0;0;0;0;0;1;2;31;8;7;50;0;0;1;0;1;14;0;0;15;0;0;18;0;3;28;9;14;27;6.703316E+07;0;1.758251E+08;0;9745314;4.74293E+07;0;5.034258E+07;1.259614E+08;0;1.088871E+07;3.622452E+07;0;0;5.191151E+08;0;1.795209E+07;7.511538E+07;14040;0;246582;0;1522;20104;0;29096;97122;0;6978;26128;0;0;7746198;0;33994;186878;
17;0;0;196560;108;381022;138;184178;65;82219;31;308312;1490;35;85;1712;0;1802;0;0;0;1;0;29;0;0;0;0;0;1;0;2;32;192;33;52;1520;0;0;0;0;0;0;0;2;38;4;7;51;0;0;0;0;0;20;0;1;24;0;0;14;1;6;43;6;7;42;6.655495E+07;0;1.338126E+08;0;1.87243E+07;4.455686E+07;0;5.051258E+07;1.263696E+08;0;9190866;3.988013E+07;0;0;4.56569E+08;0;2.823389E+07;7.408909E+07;14976;0;233432;0;3854;16784;0;28096;104584;0;4706;32170;0;0;8809872;0;48334;197214;
18;0;0;196560;104;381022;131;184178;63;82219;30;308263;1498;47;70;1195;0;1257;0;0;0;0;0;54;0;0;0;1;0;0;1;11;8;249;36;62;945;0;0;0;0;0;0;1;3;108;10;11;70;1;1;37;0;0;23;0;0;37;0;0;12;1;5;57;14;16;64;6.695742E+07;0;1.7618E+08;0;1.008267E+07;4.788651E+07;0;5.019277E+07;1.282163E+08;0;1.076766E+07;3.663143E+07;0;0;5.264421E+08;0;1.734576E+07;7.289865E+07;15524;0;228476;0;3282;18066;0;30082;101834;0;5984;35630;0;0;8101824;0;38296;224994;
19;0;0;196559;106;381020;139;184178;65;82218;31;308202;1601;59;72;1616;0;1706;0;0;0;0;0;41;0;0;0;0;2;1;6;0;0;1;57;71;1609;0;0;0;0;0;0;0;5;178;15;20;106;0;0;76;0;0;14;1;2;49;0;0;12;1;4;63;11;11;57;6.62511E+07;0;1.369296E+08;0;1.74113E+07;4.598608E+07;0;5.042398E+07;1.261026E+08;0;9083752;3.921766E+07;0;0;4.680624E+08;0;2.713948E+07;7.435298E+07;18358;0;191200;0;4482;24474;0;30356;87540;0;4710;44168;0;0;8107964;0;89540;256132;
20;0;0;196559;123;381018;154;184176;65;82218;40;308118;1743;20;52;411;0;470;0;0;0;1;0;12;0;0;0;0;0;10;94;0;1;2;20;41;315;0;0;0;0;0;0;1;8;244;26;26;126;0;0;118;0;0;8;0;2;79;0;0;5;0;6;74;10;11;70;6.668937E+07;0;1.7923E+08;0;1.051545E+07;4.711798E+07;0;5.019618E+07;1.29053E+08;0;1.067031E+07;3.676014E+07;0;0;5.206377E+08;0;1.735449E+07;7.227552E+07;23078;0;181948;0;3732;27528;0;37288;99874;0;8920;38622;0;0;6751584;0;59936;296892;
21;0;0;196559;137;381017;171;184175;75;82218;44;308075;2095;27;27;327;0;362;0;0;0;0;0;18;1;0;0;0;0;0;0;0;5;32;27;22;295;0;0;0;0;0;0;1;4;326;25;30;224;0;1;174;0;0;4;0;1;39;0;0;4;0;4;74;12;12;81;6.613868E+07;0;1.417484E+08;0;1.669085E+07;4.671217E+07;0;5.02421E+07;1.262059E+08;0;9259670;3.946005E+07;0;0;4.832655E+08;0;2.774776E+07;7.294297E+07;24548;0;179106;0;5298;37062;0;40672;104374;0;6284;52830;0;0;6442366;0;125612;310794;
22;0;0;196559;155;381017;216;184175;93;82218;57;308011;2690;59;115;1575;0;1704;0;0;0;1;0;44;0;0;0;0;0;0;0;1;3;4;58;112;1571;0;0;0;0;0;0;1;19;508;31;43;272;1;4;277;0;0;6;0;0;61;0;0;3;1;7;60;13;10;61;6.659281E+07;0;1.723024E+08;0;1.121348E+07;4.649442E+07;0;5.00763E+07;1.268077E+08;0;1.057064E+07;3.680477E+07;0;0;5.134758E+08;0;1.828103E+07;7.343898E+07;32636;0;190006;0;6038;42354;0;44144;130086;0;10044;52956;0;0;6708018;0;80366;361076;
23;0;0;196559;171;381016;254;184175;112;82218;64;307975;3489;83;81;1410;0;1514;0;0;0;1;0;58;0;0;0;1;1;1;6;1;1;5;81;79;1399;0;0;0;0;0;0;1;12;589;25;38;334;1;3;297;0;0;3;0;0;34;0;1;2;1;1;24;9;10;64;6.623244E+07;0;1.40679E+08;0;1.734689E+07;4.578277E+07;0;5.014347E+07;1.271875E+08;0;9493242;3.911761E+07;0;0;4.852329E+08;0;2.691085E+07;7.110136E+07;33554;0;170624;0;9678;40454;0;47482;130208;0;7938;63316;0;0;7774330;0;186456;408318;
24;0;0;196559;194;381016;291;184175;128;82218;72;307946;4414;70;84;995;0;1027;0;0;0;0;0;122;0;0;0;0;0;0;3;0;0;0;70;84;992;0;0;0;0;0;0;1;14;675;34;38;363;1;4;353;0;0;7;0;0;25;0;0;4;0;3;35;12;12;49;6.655918E+07;0;1.699671E+08;0;1.135483E+07;4.682255E+07;0;5.00061E+07;1.281472E+08;0;1.05044E+07;3.680056E+07;0;0;5.251568E+08;0;1.8174E+07;7.481553E+07;37016;0;243370;0;7150;53052;0;51108;143116;0;10316;59652;0;0;1.03458E+07;0;116974;480976;
25;0;0;196559;225;381016;344;184175;158;82218;77;307910;5264;69;81;849;0;926;0;0;0;0;0;71;1;0;0;1;6;3;17;1;1;3;62;77;829;0;0;0;0;0;0;2;19;640;41;42;358;0;3;294;0;0;14;0;0;23;0;0;13;0;1;38;12;7;74;6.602183E+07;0;1.428928E+08;0;1.620729E+07;4.747347E+07;0;5.007517E+07;1.264149E+08;0;9303594;3.919735E+07;0;0;4.801917E+08;0;2.606696E+07;7.031022E+07;44018;0;283530;0;10184;54574;0;57610;170650;0;10982;70368;0;0;1.275271E+07;0;226578;487746;
26;0;0;196559;260;381016;402;184175;177;82218;86;307880;6088;93;123;1645;0;1781;0;0;0;0;0;79;0;0;0;1;0;0;0;1;1;7;92;122;1638;0;0;0;0;0;0;1;19;643;40;52;310;0;2;324;0;0;9;0;0;23;0;0;7;0;2;44;6;11;55;6.645734E+07;0;1.746568E+08;0;1.184255E+07;4.693253E+07;0;4.9937E+07;1.291305E+08;0;1.049656E+07;3.711365E+07;0;0;5.192755E+08;0;1.754139E+07;7.332215E+07;48490;0;389370;0;10478;64104;0;67048;208496;0;13688;68814;0;0;1.639343E+07;0;146682;559940;
27;0;0;196559;287;381016;450;184175;195;82218;93;307819;6929;77;71;1045;0;1060;0;0;0;0;0;131;0;0;0;2;4;1;13;4;7;87;69;63;945;0;0;0;0;0;0;3;13;709;44;48;318;1;3;353;0;0;25;0;0;43;0;0;18;1;4;51;19;9;74;6.639456E+07;0;1.460675E+08;0;1.529928E+07;4.701417E+07;0;5.001155E+07;1.272359E+08;0;9365630;3.871631E+07;0;0;4.784956E+08;0;2.767852E+07;7.049671E+07;55080;0;397818;0;10750;66928;0;75150;244252;0;14454;78256;0;0;1.935746E+07;0;346106;604116;
28;0;0;196558;333;381015;505;184174;218;82218;103;307740;7725;64;114;1570;0;1606;0;0;0;0;0;142;0;0;0;0;0;1;0;1;3;82;63;110;1488;0;0;0;0;0;0;1;13;720;57;60;327;0;2;347;0;0;18;1;0;64;0;1;15;0;3;70;11;14;102;6.64334E+07;0;1.654336E+08;0;1.268618E+07;4.578954E+07;0;4.986942E+07;1.265991E+08;0;1.051062E+07;3.671336E+07;0;0;5.067055E+08;0;1.7989E+07;7.18967E+07;62750;0;512028;0;13336;67254;0;87472;265936;0;17264;79550;0;0;2.451209E+07;0;221080;752488;
29;0;0;196558;384;381012;562;184174;243;82216;111;307635;8457;103;137;1733;0;1789;0;0;0;0;0;184;0;0;0;0;1;4;22;3;6;5;99;127;1706;0;0;0;0;0;0;3;24;738;68;60;339;1;5;350;0;0;14;0;3;94;0;0;11;1;6;95;19;18;145;6.651953E+07;0;1.478889E+08;0;1.563484E+07;4.674827E+07;0;4.991862E+07;1.275468E+08;0;9509678;3.912836E+07;0;0;4.750103E+08;0;2.766785E+07;6.936479E+07;72994;0;582924;0;14902;87814;0;103438;321262;0;20136;100946;0;0;2.817692E+07;0;451428;830046;
30;0;0;196558;431;381008;621;184172;271;82215;126;307469;9102;116;125;1793;0;1840;0;0;0;0;0;194;0;0;0;0;10;6;16;8;13;281;98;106;1496;0;0;0;0;0;0;5;30;763;64;63;334;3;10;366;0;0;8;0;4;159;0;0;7;0;4;134;22;26;152;6.642062E+07;0;1.666831E+08;0;1.230624E+07;4.635672E+07;0;4.984706E+07;1.272612E+08;0;1.048835E+07;3.701003E+07;0;0;5.072164E+08;0;1.775195E+07;7.209005E+07;87132;0;531068;0;17578;93070;0;120192;393618;0;22654;108644;0;0;3.341552E+07;0;294424;1005976;
31;0;0;196558;483;381007;644;184171;287;82215;135;307283;9704;145;150;1710;0;1808;0;0;0;0;0;196;0;0;0;1;8;10;26;16;9;138;121;131;1546;0;0;0;0;0;0;2;16;808;73;66;372;1;3;421;0;0;6;0;1;182;0;0;4;0;7;179;23;51;213;6.63011E+07;0;1.477206E+08;0;1.543226E+07;4.644684E+07;0;4.982474E+07;1.279621E+08;0;9276890;3.866687E+07;0;0;4.737252E+08;0;2.59953E+07;7.019074E+07;96504;0;680686;0;20900;98412;0;137150;450302;0;26316;127706;0;0;3.798478E+07;0;507232;1031870;
32;0;0;196557;526;381006;686;184171;294;82215;141;307038;10227;129;221;2590;0;2760;0;0;0;0;0;179;1;0;0;0;6;5;31;2;11;46;121;205;2513;0;0;0;0;0;0;2;20;851;79;79;425;1;0;435;0;1;7;1;1;238;0;0;7;1;19;227;36;37;281;6.646026E+07;0;1.672205E+08;0;1.199973E+07;4.712407E+07;0;4.980467E+07;1.280158E+08;0;1.051027E+07;3.692666E+07;0;0;5.016075E+08;0;1.792945E+07;7.077862E+07;102166;0;705164;0;20984;112584;0;152888;487220;0;30316;134198;0;0;4.367027E+07;0;364848;1234362;
33;0;0;196556;576;381004;729;184171;314;82214;144;306737;10676;169;183;3203;0;3365;0;1;0;0;0;189;0;0;0;0;8;5;16;13;18;240;148;160;2947;0;0;0;0;0;0;4;19;977;78;74;408;0;2;503;0;0;10;1;2;295;0;0;6;0;9;301;31;39;334;6.628074E+07;0;1.495039E+08;0;1.52799E+07;4.594227E+07;0;4.974507E+07;1.276427E+08;0;9306470;3.893138E+07;0;0;4.831823E+08;0;2.539169E+07;7.218422E+07;111042;0;752040;0;24684;122950;0;171386;617030;0;30662;159348;0;0;4.85381E+07;0;621450;1361424;
34;0;0;196554;618;381001;799;184171;342;82213;156;306402;11113;176;308;4573;0;4889;0;0;0;5;0;163;0;0;0;0;12;25;312;18;79;956;146;204;3305;0;0;0;0;0;0;4;24;924;74;93;456;2;8;447;0;0;12;2;3;322;0;0;13;1;15;288;33;29;320;6.623377E+07;0;1.656395E+08;0;1.26645E+07;4.694179E+07;0;4.97574E+07;1.256307E+08;0;1.052998E+07;3.689778E+07;0;0;4.98532E+08;0;1.942603E+07;6.877639E+07;128350;0;768744;0;27906;149326;0;186360;570850;0;38970;165384;0;0;5.42848E+07;0;513410;1447626;
35;0;0;196554;664;380999;859;184169;362;82213;169;306077;11812;271;273;3934;0;4264;0;0;0;5;0;209;0;0;0;0;11;2;40;36;24;304;224;247;3590;0;0;0;0;0;0;6;19;1074;84;95;542;3;2;550;0;0;8;0;2;317;0;0;8;0;8;295;44;44;297;6.605582E+07;0;1.526078E+08;0;1.533279E+07;4.606961E+07;0;4.964231E+07;1.28775E+08;0;9413222;3.870262E+07;0;0;4.918649E+08;0;2.373103E+07;7.141258E+07;142398;0;865000;0;28284;172422;0;202624;668448;0;36846;196954;0;0;6.021804E+07;0;695236;1713354;
36;0;0;196554;738;380995;937;184168;404;82213;180;305733;12661;250;280;4646;0;5040;1;0;0;0;0;133;2;0;0;0;14;7;162;8;6;45;228;267;4439;0;0;0;0;0;0;4;24;1262;111;114;581;1;1;664;0;0;17;0;4;328;0;0;16;1;11;336;40;45;314;6.619074E+07;0;1.607763E+08;0;1.300887E+07;4.60446E+07;0;4.96265E+07;1.256911E+08;0;1.053193E+07;3.678742E+07;0;0;5.115828E+08;0;2.01183E+07;6.85466E+07;157020;0;1024264;0;35242;189418;0;226120;776212;0;47786;204320;0;0;6.775522E+07;0;686012;1880802;
37;0;0;196554;815;380995;1048;184168;453;82213;192;305380;13838;280;219;2315;0;2477;0;0;0;0;0;337;0;0;0;0;4;8;22;14;8;179;262;203;2114;0;0;0;0;0;0;5;42;1519;123;136;665;2;9;795;0;1;12;0;0;342;0;0;11;3;10;329;48;57;325;6.605874E+07;0;1.532406E+08;0;1.458159E+07;4.651969E+07;0;4.9647E+07;1.288115E+08;0;9200344;3.888264E+07;0;0;5.053154E+08;0;2.142047E+07;6.967862E+07;172180;0;1117324;0;38580;224998;0;251812;851976;0;45366;265698;0;0;7.377429E+07;0;782016;2143662;
