Days;Hours;Minutes;Students;StudentsInfected;Workers;WorkersInfected;OccupiedWorkers;OccupiedWorkersInfected;EssentialJobWorkers;EssentialJobWorkersInfected;Retired;RetiredInfected;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;StudentsExposedByStudent;WorkersExposedByStudent;RetiredExposedByStudent;StudentsExposedByWorker;WorkersExposedByWorker;RetiredExposedByWorker;StudentsExposedByRetired;WorkersExposedByRetired;RetiredExposedByRetired;StudentsExposedTwice;StudentsExposedThriceOrMore;WorkersExposedTwice;WorkersExposedThriceOrMore;RetiredExposedTwice;RetiredExposedThriceOrMore;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;MinutesAtWorkWorkerSusceptible;MinutesAtSchoolWorkerSusceptible;MinutesAtHomeWorkerSusceptible;MinutesAtFriendHomeWorkerSusceptible;MinutesAtGymWorkerSusceptible;MinutesAtPubWorkerSusceptible;MinutesAtWorkStudentSusceptible;MinutesAtSchoolStudentSusceptible;MinutesAtHomeStudentSusceptible;MinutesAtFriendHomeStudentSusceptible;MinutesAtGymStudentSusceptible;MinutesAtPubStudentSusceptible;MinutesAtWorkRetiredSusceptible;MinutesAtSchoolRetiredSusceptible;MinutesAtHomeRetiredSusceptible;MinutesAtFriendHomeRetiredSusceptible;MinutesAtGymRetiredSusceptible;MinutesAtPubRetiredSusceptible;MinutesAtWorkWorkerInfected;MinutesAtSchoolWorkerInfected;MinutesAtHomeWorkerInfected;MinutesAtFriendHomeWorkerInfected;MinutesAtGymWorkerInfected;MinutesAtPubWorkerInfected;MinutesAtWorkStudentInfected;MinutesAtSchoolStudentInfected;MinutesAtHomeStudentInfected;MinutesAtFriendHomeStudentInfected;MinutesAtGymStudentInfected;MinutesAtPubStudentInfected;MinutesAtWorkRetiredInfected;MinutesAtSchoolRetiredInfected;MinutesAtHomeRetiredInfected;MinutesAtFriendHomeRetiredInfected;MinutesAtGymRetiredInfected;MinutesAtPubRetiredInfected;
10;0;0;196560;402;381024;614;183703;309;82424;127;308415;1729;709;1087;6816;0;5526;11;81;0;48;0;2776;1;8;0;161;106;36;140;26;70;112;577;981;6564;0;0;0;0;0;0;2;12;146;78;80;171;1;1;82;0;0;1;0;0;0;0;0;1;0;0;3;4;3;5;6.581375E+07;0;1.841137E+08;0;8461684;4.994968E+07;0;5.082202E+07;1.249224E+08;0;1.165393E+07;3.563148E+07;0;0;5.407068E+08;0;2.578548E+07;8.170171E+07;45476;0;243402;0;6844;37072;0;62136;184294;0;12710;46974;0;0;4170080;0;101188;399784;
11;0;0;196560;496;381024;762;183703;382;82424;164;308413;2256;1075;759;5437;0;5105;29;103;0;20;0;1834;2;10;0;168;168;50;130;28;74;106;879;635;5201;0;0;0;0;0;0;1;17;252;96;137;290;0;4;121;0;0;2;0;0;1;0;0;1;0;2;2;3;4;11;6.484406E+07;0;1.275228E+08;0;2.089885E+07;4.384354E+07;0;5.101468E+07;1.26884E+08;0;8605008;3.969066E+07;0;0;4.880361E+08;0;2.257089E+07;6.523114E+07;64250;0;252154;0;19864;56346;0;82676;253506;0;14690;82550;0;0;5516828;0;137818;452032;
12;0;0;196560;646;381024;974;183703;501;82424;216;308407;3159;1356;2631;14407;0;13026;42;87;0;7;0;4754;1;16;0;461;238;274;1856;42;203;140;1076;2154;12411;0;0;0;0;0;0;9;39;494;152;187;438;3;7;246;0;0;8;0;0;0;0;0;6;0;2;9;11;12;14;6.571834E+07;0;1.802705E+08;0;8904504;5.078555E+07;0;5.051644E+07;1.26933E+08;0;1.123095E+07;3.584086E+07;0;0;5.283334E+08;0;2.253504E+07;8.034842E+07;98586;0;396410;0;15656;138170;0;117448;338280;0;24558;113736;0;0;7802884;0;178012;885584;
13;0;0;196559;894;381022;1276;183702;677;82424;290;308389;4549;2482;2075;13405;0;13282;51;190;0;0;0;3988;2;29;0;420;449;294;2807;135;244;213;1898;1537;10385;0;0;0;0;0;0;7;41;772;254;286;684;2;8;378;1;0;18;1;1;3;0;1;15;0;3;16;12;20;32;6.509175E+07;0;1.285548E+08;0;1.883215E+07;4.409711E+07;0;5.073615E+07;1.251301E+08;0;8602042;3.972069E+07;0;0;4.673134E+08;0;2.459482E+07;6.52699E+07;160660;0;455114;0;42010;192926;0;182546;464550;0;33910;203990;0;0;1.074758E+07;0;358554;1152022;
14;0;0;196558;1187;381021;1668;183702;893;82424;389;308353;6820;2525;4659;17688;0;16244;102;212;0;0;0;7568;2;38;0;706;498;520;1800;125;514;448;1902;3625;15440;0;0;0;0;0;0;5;67;1238;314;367;1145;1;5;581;0;0;15;1;1;19;0;0;17;1;1;31;24;40;45;6.623135E+07;0;1.876625E+08;0;9641864;4.96221E+07;0;5.021916E+07;1.279321E+08;0;1.100187E+07;3.614743E+07;0;0;5.194815E+08;0;1.980235E+07;7.672102E+07;255412;0;812148;0;45688;413280;0;269062;669862;0;60946;311420;0;0;1.57671E+07;0;368604;2354384;
15;0;0;196558;1664;381021;2259;183702;1238;82424;525;308303;10445;3932;3684;12689;0;11789;143;357;0;0;0;6715;6;95;0;1200;716;418;574;353;788;404;2863;2478;11711;0;0;0;0;0;0;16;86;2009;509;567;1779;8;17;1059;0;1;20;0;0;33;0;0;17;3;7;43;45;55;70;6.584503E+07;0;1.33066E+08;0;1.766587E+07;4.46949E+07;0;5.026281E+07;1.252418E+08;0;8809982;3.893364E+07;0;0;4.42441E+08;0;2.653139E+07;6.711778E+07;397708;0;1002978;0;102332;556484;0;420370;924930;0;72138;538028;0;0;2.16226E+07;0;974602;3325960;
16;0;0;196558;2344;381017;3059;183700;1715;82424;742;308237;15800;3122;5488;8463;0;5565;259;493;0;3;0;9490;4;220;0;1039;805;667;619;261;1081;654;2056;3740;7190;0;0;0;0;0;0;18;109;3026;714;795;2564;5;17;1556;0;0;23;0;4;48;0;0;18;1;12;76;51;88;93;6.629297E+07;0;1.747229E+08;0;9657550;4.63229E+07;0;4.96877E+07;1.24939E+08;0;1.071187E+07;3.527314E+07;0;0;4.959573E+08;0;1.723962E+07;6.939812E+07;630098;0;1460864;0;102570;987816;0;639944;1305610;0;148432;865292;0;0;3.311226E+07;0;881646;5763098;
17;0;0;196558;3404;381016;4398;183699;2494;82424;1104;308158;23594;5685;5918;7564;0;4858;481;796;0;0;0;10100;8;231;0;2693;1384;747;782;575;1752;772;3726;3419;6010;0;0;0;0;0;0;24;201;4346;1103;1233;3741;6;32;2217;0;0;13;0;1;68;0;0;11;1;11;69;66;83;145;6.539997E+07;0;1.320067E+08;0;1.844364E+07;4.311415E+07;0;4.949754E+07;1.24598E+08;0;9062654;3.838135E+07;0;0;4.235602E+08;0;2.568555E+07;6.547607E+07;979650;0;1954076;0;267550;1449076;0;983452;1930068;0;191076;1482480;0;0;4.753352E+07;0;2159942;8207256;
18;0;0;196558;4943;381016;6366;183699;3604;82424;1617;308063;33700;4572;8402;6614;0;6419;671;1168;0;0;0;9314;5;421;0;1590;1684;1306;880;519;2338;877;2369;4758;4857;0;0;0;0;0;0;38;302;5796;1578;1764;4669;12;60;2975;0;0;4;0;0;92;0;0;3;0;15;98;77;83;166;6.539645E+07;0;1.735394E+08;0;9772890;4.527662E+07;0;4.876494E+07;1.253875E+08;0;1.040069E+07;3.452628E+07;0;0;4.689379E+08;0;1.515733E+07;6.077335E+07;1507214;0;3120168;0;300842;2486368;0;1476286;2915912;0;346124;2075152;0;0;7.341712E+07;0;2044852;1.18948E+07;
19;0;0;196558;6875;381013;8776;183699;5009;82423;2218;307945;45693;6109;8287;7464;0;7654;1133;1761;0;1;0;7612;19;367;0;3313;2399;1260;1186;746;3160;1107;2964;3867;5171;0;0;0;0;0;0;37;344;6757;1993;2193;5667;7;56;3509;0;0;11;0;3;115;0;0;3;4;12;109;94;112;204;6.393967E+07;0;1.337554E+08;0;1.684825E+07;4.26324E+07;0;4.826623E+07;1.222882E+08;0;8715572;3.607543E+07;0;0;3.961178E+08;0;2.253868E+07;5.685241E+07;2122510;0;4161236;0;477376;3304914;0;2114082;4073210;0;389840;3241128;0;0;9.949702E+07;0;4106972;1.63377E+07;
20;0;0;196556;9431;381010;12108;183697;6874;82423;3159;307786;57758;5809;9848;6891;0;11374;1466;2418;0;0;0;4559;12;559;0;2160;3037;1730;1146;780;3846;1394;1992;4272;4351;0;0;0;0;0;0;68;497;6637;2605;2986;6035;25;108;3374;0;0;0;2;3;155;0;0;4;0;19;140;115;129;308;6.348914E+07;0;1.741948E+08;0;9851758;4.233606E+07;0;4.723282E+07;1.237198E+08;0;9975058;3.261044E+07;0;0;4.16882E+08;0;1.330806E+07;5.040623E+07;3010866;0;6416766;0;641544;4830454;0;2935352;5596926;0;687274;4219974;0;0;1.409139E+08;0;3614514;2.037415E+07;
21;0;0;196555;12525;381004;16197;183696;9219;82421;4202;307530;68730;7734;11508;9732;0;15079;2006;3244;0;0;0;3352;22;518;0;4753;3978;2025;1730;1134;5129;1958;2622;4354;6044;0;0;0;0;0;0;67;654;6111;3183;3655;5850;25;129;3140;0;1;10;1;6;250;0;0;6;2;23;268;153;191;465;6.189621E+07;0;1.357836E+08;0;1.57154E+07;4.006478E+07;0;4.629211E+07;1.1946E+08;0;8523296;3.331553E+07;0;0;3.689625E+08;0;2.034604E+07;4.526228E+07;4016748;0;8091718;0;951522;6394110;0;3930004;7364930;0;742124;6247918;0;0;1.718945E+08;0;6367678;2.552558E+07;
22;0;0;196552;16078;380997;21098;183693;11959;82419;5500;307156;77811;8344;15130;9864;0;21122;2523;3838;0;0;0;2028;33;1324;0;2470;4700;2858;1850;1365;6439;2380;2279;5833;5634;0;0;0;0;0;0;83;813;4994;3705;4395;5544;36;166;2457;0;0;4;3;7;369;0;0;5;2;30;367;230;270;716;6.101336E+07;0;1.638941E+08;0;1.004595E+07;3.809183E+07;0;4.493388E+07;1.180645E+08;0;9407008;2.955358E+07;0;0;3.773436E+08;0;1.219583E+07;4.133033E+07;5289774;0;1.164869E+07;0;1148452;8062658;0;5069548;9585832;0;1178192;7147112;0;0;2.21237E+08;0;5061170;2.94679E+07;
23;0;0;196548;20263;380992;26792;183691;15118;82419;6908;306542;84580;9410;16575;11107;0;23585;2850;4115;0;0;0;1499;72;603;0;4368;5073;3156;2071;1677;7263;2541;2660;6156;6495;0;0;0;0;0;0;128;1095;4082;4442;5065;4893;48;202;2036;0;1;13;3;5;602;1;0;12;9;60;576;372;401;1016;5.927028E+07;0;1.310972E+08;0;1.564356E+07;3.572439E+07;0;4.367582E+07;1.161878E+08;0;8248056;2.926392E+07;0;0;3.51636E+08;0;1.761794E+07;3.553468E+07;6597926;0;1.406145E+07;0;1606874;9845454;0;6402016;1.196061E+07;0;1240198;9893354;0;0;2.440378E+08;0;7569022;3.240981E+07;
24;0;0;196542;24846;380975;33581;183681;18707;82414;8512;305591;89430;9874;20111;10228;0;28486;3302;4322;0;0;0;1389;51;1015;0;1648;5418;4217;2243;1763;8279;2709;2693;7615;5276;0;0;0;0;0;0;153;1449;3983;4969;5977;4251;78;286;1993;0;0;12;6;17;943;0;0;8;11;64;857;522;556;1576;5.791718E+07;0;1.565167E+08;0;9381078;3.455404E+07;0;4.203764E+07;1.138215E+08;0;8683608;2.615244E+07;0;0;3.740639E+08;0;1.110362E+07;3.499981E+07;8177422;0;1.967849E+07;0;1867798;1.202326E+07;0;7870340;1.528609E+07;0;1830626;1.068463E+07;0;0;3.008871E+08;0;5693176;3.658282E+07;
25;0;0;196538;29761;380948;41166;183672;22442;82408;10173;304288;92385;10613;20664;11439;0;30581;3158;4353;0;0;0;1076;55;822;0;2671;5540;4373;2355;2129;8597;2865;2944;7694;6219;0;0;0;0;0;0;206;1869;4259;5426;6646;3578;77;369;2151;0;1;13;4;27;1296;0;0;7;14;107;1284;699;796;2295;5.569367E+07;0;1.286257E+08;0;1.375067E+07;3.262162E+07;0;4.051952E+07;1.092268E+08;0;7545880;2.565159E+07;0;0;3.478633E+08;0;1.554256E+07;3.115041E+07;9667600;0;2.385511E+07;0;2263140;1.451029E+07;0;9434370;1.9001E+07;0;1758226;1.352748E+07;0;0;3.043806E+08;0;8316368;3.524714E+07;
26;0;0;196530;35086;380906;49952;183655;26363;82397;12048;302500;94077;10316;22248;10383;0;33450;2984;3828;0;0;0;814;49;777;0;1045;5042;5103;2315;2270;8858;2923;3004;8287;5145;0;0;0;0;0;0;274;2603;5004;6115;7523;3206;106;460;2517;0;7;20;8;42;1770;0;0;18;14;148;1722;1042;1150;3008;5.425438E+07;0;1.542753E+08;0;9205736;3.108119E+07;0;3.869179E+07;1.071546E+08;0;7916892;2.342289E+07;0;0;3.780798E+08;0;1.011155E+07;3.206317E+07;1.137631E+07;0;3.271239E+07;0;2515478;1.534348E+07;0;1.110825E+07;2.398706E+07;0;2541224;1.374515E+07;0;0;3.539332E+08;0;5760140;3.682312E+07;
27;0;0;196518;40950;380865;60226;183632;30617;82387;13946;300206;94532;9501;19840;9620;0;30038;2645;3321;0;0;0;674;61;659;0;1563;4584;4908;2137;2252;7981;2665;2665;6951;4818;0;0;0;0;0;0;353;3347;5684;6939;8678;3046;132;646;2915;0;0;0;12;41;2289;0;0;5;24;187;2153;1392;1523;3828;5.218559E+07;0;1.25026E+08;0;1.206357E+07;2.98178E+07;0;3.682863E+07;1.011785E+08;0;6940046;2.296433E+07;0;0;3.641246E+08;0;1.533802E+07;3.163742E+07;1.305535E+07;0;3.837611E+07;0;2949086;1.659875E+07;0;1.295675E+07;2.928899E+07;0;2449778;1.581342E+07;0;0;3.39435E+08;0;9476236;3.416499E+07;
28;0;0;196507;47103;380812;71825;183606;35254;82379;15918;297506;94449;8218;19126;8573;0;28961;2306;2696;0;0;0;433;56;754;0;711;3896;4829;2105;2032;7759;2518;2290;6538;3950;0;0;0;0;0;0;413;4122;6772;7601;9902;2919;163;780;3411;1;1;16;11;53;2691;0;0;9;16;274;2543;1834;2098;4531;5.018359E+07;0;1.371919E+08;0;9253052;2.872728E+07;0;3.479053E+07;9.46031E+07;0;7120380;2.139334E+07;0;0;4.018924E+08;0;9993596;3.326691E+07;1.479824E+07;0;5.140155E+07;0;3249116;1.631161E+07;0;1.486366E+07;3.607686E+07;0;3320202;1.52252E+07;0;0;3.682535E+08;0;5954872;3.29942E+07;
29;0;0;196488;53674;380732;85052;183571;40240;82363;18245;294595;93739;7210;16513;7067;0;25203;1968;2039;0;0;0;357;79;538;0;606;3157;4362;1769;2148;6917;2228;1905;5234;3070;0;0;0;0;0;0;469;4925;7096;8469;11343;2919;182;953;3696;0;2;7;19;80;2901;0;0;10;33;357;2748;2315;2604;5066;4.778426E+07;0;1.191627E+08;0;1.118809E+07;2.841771E+07;0;3.271107E+07;8.919546E+07;0;6255698;2.160019E+07;0;0;3.988419E+08;0;1.446924E+07;3.4085E+07;1.67826E+07;0;6.059568E+07;0;3931558;1.73173E+07;0;1.691709E+07;4.373411E+07;0;3252946;1.735139E+07;0;0;3.497935E+08;0;9361706;2.933194E+07;
30;0;0;196462;60116;380616;99277;183512;45608;82345;20688;291602;92930;5828;15362;6170;0;23360;1536;1426;0;0;0;256;66;430;0;286;2387;4284;1652;1888;6360;2006;1553;4718;2512;0;0;0;0;0;0;552;5648;7289;8886;12409;3039;212;1063;3803;0;2;6;26;115;2987;0;1;6;50;497;2757;2920;3219;5387;4.531154E+07;0;1.287899E+08;0;8165262;2.778289E+07;0;3.057303E+07;8.260586E+07;0;6322836;2.043907E+07;0;0;4.513197E+08;0;9447578;3.733312E+07;1.875072E+07;0;7.883576E+07;0;3751400;1.723762E+07;0;1.892056E+07;5.163514E+07;0;4119880;1.651412E+07;0;0;3.625734E+08;0;5712130;2.789935E+07;
31;0;0;196434;66292;380452;114512;183436;51596;82307;23107;288851;92738;4716;11858;4813;0;18283;1146;1013;0;0;0;180;58;487;0;220;1823;3507;1342;1690;5078;1568;1203;3273;1903;0;0;0;0;0;0;547;6238;7490;9144;13627;3054;187;1250;3877;1;4;6;28;164;2743;0;0;8;66;648;2693;3421;3818;5292;4.244992E+07;0;1.112094E+08;0;9814686;2.723786E+07;0;2.853861E+07;7.706613E+07;0;5353462;2.094304E+07;0;0;4.474498E+08;0;1.297294E+07;3.85934E+07;2.084037E+07;0;9.192966E+07;0;4917364;1.769658E+07;0;2.085456E+07;5.952484E+07;0;3870956;1.757203E+07;0;0;3.570443E+08;0;8463310;2.417962E+07;
32;0;0;196388;71936;380223;128787;183328;56937;82250;25426;286246;92309;3809;10475;4175;0;16300;936;692;0;0;0;112;38;241;0;140;1429;3031;1112;1435;4567;1488;945;2877;1575;0;0;0;0;0;0;528;6300;7141;9223;13613;2766;177;1179;3681;0;0;6;46;229;2601;0;0;4;66;803;2615;3995;4606;5116;3.999494E+07;0;1.205949E+08;0;7128534;2.742097E+07;0;2.664291E+07;7.134641E+07;0;5581782;2.005878E+07;0;0;5.049453E+08;0;9282358;4.040296E+07;2.280123E+07;0;1.169738E+08;0;4252010;1.775959E+07;0;2.25954E+07;6.79304E+07;0;4816064;1.676853E+07;0;0;3.728699E+08;0;5460532;2.15965E+07;
33;0;0;196315;76645;379966;141366;183210;61576;82193;27427;283826;92341;2884;7780;2892;0;11931;662;437;0;0;0;73;39;336;0;78;1020;2404;829;1174;3422;1003;690;1954;1060;0;0;0;0;0;0;513;6133;6836;8831;13310;2607;200;1194;3573;0;3;6;73;257;2415;0;0;5;97;1105;2357;4465;5502;4634;3.762436E+07;0;1.104567E+08;0;8679530;2.675347E+07;0;2.511106E+07;6.698315E+07;0;4772486;2.118727E+07;0;0;5.101162E+08;0;1.201942E+07;4.426802E+07;2.428724E+07;0;1.301264E+08;0;5571880;1.684774E+07;0;2.406772E+07;7.510598E+07;0;4474198;1.742896E+07;0;0;3.81968E+08;0;8066800;1.93434E+07;
34;0;0;196238;79560;379638;151993;183054;65436;82125;29272;281468;91899;2230;6596;2369;0;10087;451;321;0;0;0;50;32;185;0;69;741;1982;658;940;2904;823;549;1710;888;0;0;0;0;0;0;474;5812;6028;7869;12784;2476;175;1056;3170;0;2;7;77;327;2353;0;1;5;109;1431;2343;5242;6210;4245;3.556496E+07;0;1.217162E+08;0;6847168;2.729205E+07;0;2.408813E+07;6.367009E+07;0;5127648;2.040472E+07;0;0;5.646993E+08;0;9706104;4.180651E+07;2.559006E+07;0;1.570718E+08;0;4940854;1.684954E+07;0;2.500316E+07;7.91345E+07;0;5275382;1.630053E+07;0;0;4.04466E+08;0;5548922;1.675688E+07;
